,Antigen presenting cell (RPS high),B cell (Plasmocyte),Dendritic cell,Endothelial cell (APC),Fibroblast,Macrophage,Mast cell,Monocyte,Smooth muscle cell,Stromal cell,T cell,Ventricle cardiomyocyte
SH3BGRL3,0.0,0.0,0.7272727272727273,0.0,0.0,0.7335116592320529,0.0,0.7482781301845204,0.0,0.0,0.7334592775865034,0.0
HLA-B,0.4822142936966636,0.3281603022055192,0.327486206184734,0.43632958152077417,0.0,0.3993988470597701,0.2727272727272727,0.36373599009080365,0.31241466240449384,0.0,0.36298076672987506,0.0
SRPX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP7,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.9618271643465216,0.0,0.0,0.0
UQCR10,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942414099519903
COX5A,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9183525930751454
COL1A2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26,0.0,0.7272727272727273,0.7370866211977872,0.0,0.0,0.0,0.0,0.72960810769688,0.0,0.0,0.0,0.7439737482504412
RPS27A,0.5277699882333929,0.4368145303292708,0.36363636363636365,0.3741383281621066,0.0,0.3754004727710377,0.4593899900263006,0.3671644546768882,0.0,0.0,0.4223336902531711,0.0
RPS27L,0.9325282086025585,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERF2,0.682707277211276,0.5995470773090016,0.0,0.0,0.0,0.5926473790949042,0.5905172445557334,0.5953722054308112,0.0,0.0,0.0,0.5454545454545454
ENSG00000211592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS3,0.0,0.6830768801949241,0.7229992638934742,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.6758936806158586,0.7456108981912787,0.0
CD74,0.6711873087016019,0.0,0.7368236888538707,0.6404702500863508,0.0,0.6467677625742826,0.0,0.6363636363636364,0.0,0.0,0.0,0.0
DDIT4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MORF4L1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF1,0.6330422108823602,0.5126641988754272,0.0,0.4912316582419656,0.0,0.5073800683021545,0.5520063963803378,0.5010123307054694,0.0,0.0,0.0,0.45454545454545453
FBLN1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRGN,0.47705057534304535,0.45454545454545453,0.48451699993827124,0.0,0.0,0.4703206419944763,0.5814387635751204,0.528155809099024,0.0,0.0,0.4721998301419345,0.0
GNG5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPLP1,0.5221299149773337,0.43413725766268646,0.42509960586374457,0.0,0.36363636363636365,0.42854978279633954,0.0,0.4364535916935314,0.0,0.0,0.4379936294122176,0.46571656790646637
MYL12B,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISG20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H3-3B,0.5758970759131692,0.6396837180311029,0.0,0.0,0.0,0.5454545454545454,0.6805807731368325,0.5568293116309426,0.0,0.0,0.5690225687893954,0.0
LGALS1,0.0,0.7596722461960532,0.0,0.0,0.0,0.7634579539299011,0.7272727272727273,0.0,0.8072175112637606,0.0,0.0,0.0
G0S2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GPX1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP6,0.0,0.0,0.0,0.0,0.9241947423328053,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0
ATP5MG,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.9143743406642567
CFL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ACTG1,0.0,0.0,0.667387371713465,0.7031800096685236,0.0,0.7176672653718428,0.6363636363636364,0.0,0.0,0.7030453898689963,0.0,0.0
ATP5MF,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9196484088897705
TMA7,0.8327208215540106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.8257911909710277
SNRPD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HLA-DRA,0.7201869650320574,0.0,0.7095701152628119,0.6363636363636364,0.0,0.6553678404201161,0.0,0.6479870080947876,0.0,0.0,0.0,0.0
SELENOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.9292360977693037
RPL36,0.0,0.225579711523923,0.30730449611490424,0.3021755706180226,0.18181818181818182,0.22443533485585992,0.26529405875639483,0.2386936220255765,0.2525351751934398,0.24789707227186722,0.3129346587441184,0.0
EEF1A1,0.5123851136727766,0.45454545454545453,0.48645861040462146,0.4714930328455838,0.0,0.4927671226588162,0.48212640393864026,0.4662655104290355,0.0,0.0,0.0,0.0
FCGR3A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPS21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL28,0.0,0.0,0.952466758814725,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0
COX7C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.9384405721317638
UQCRH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TXN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SGK1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DSTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ATP5PF,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.8551200790838762,0.0,0.0,0.8957475586370989
IFI27,0.0,0.0,0.0,0.8858952034603466,0.0,0.0,0.0,0.0,0.0,0.8584439917044207,0.0,0.8181818181818182
RPL18A,0.6746971227905967,0.6369206309318542,0.6535069021311674,0.0,0.0,0.0,0.6925040483474731,0.6363636363636364,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DMA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ERGIC2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LMNA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A2M,0.0,0.0,0.0,0.8796205791560087,0.0,0.0,0.0,0.0,0.85774150761691,0.0,0.0,0.8181818181818182
RPL5,0.9427044716748324,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL32,0.0,0.12016198309985074,0.22368678179654208,0.2058007988062772,0.12633425539190118,0.16169763153249567,0.22435327551581644,0.17239988392049616,0.15878487175161188,0.16669310764832931,0.22368994084271518,0.09090909090909091
TPM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MGP,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.9166930426250804,0.0,0.0
C1QA,0.0,0.0,0.9090909090909091,0.0,0.0,0.9221045103940096,0.0,0.0,0.0,0.0,0.0,0.0
RPL13,0.8975706696510315,0.0,0.8406113711270419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182
RHOA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A6,0.6059030619534579,0.0,0.0,0.0,0.5527671521360223,0.5422944101420316,0.45454545454545453,0.5569039637392218,0.0,0.5709093375639482,0.0,0.46107168089259754
RPL10A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IFITM2,0.9618147719990123,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0
SSR4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A4,0.7692315957762978,0.0,0.6725322008132935,0.0,0.6459616043350913,0.0,0.0,0.7203456109220331,0.0,0.6363636363636364,0.0,0.0
ATP5MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PTMA,0.5988050915978171,0.0,0.5454545454545454,0.5542279969562184,0.0,0.5496511459350586,0.6126433502544056,0.0,0.0,0.0,0.5634083097631281,0.0
CNIH4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SEM1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX7A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NDUFA1,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.8347040089693937,0.0,0.0,0.8697441166097467
RPL37A,0.0,0.0,0.5694352009079673,0.0,0.0,0.5793311812660911,0.6383695331486788,0.5750466639345343,0.5454545454545454,0.0,0.5782374089414423,0.0
COPS9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SON,0.855851487679915,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.8504742709073153
LUM,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.9112501469525424,0.0,0.0
RPS6,0.5134584849531,0.3549993092363531,0.3281929763880643,0.37741545655510644,0.0,0.3139855048873208,0.3992040915922685,0.3465684814886613,0.0,0.0,0.40792906284332275,0.2727272727272727
ANXA1,0.0,0.0,0.5776222835887562,0.0,0.622340435331518,0.0,0.6792284412817522,0.6180684133009477,0.0,0.6144727305932478,0.5454545454545454,0.0
MS4A6A,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA1,0.9370756311850115,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0
RPS2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFITM3,0.7226652286269448,0.6363636363636364,0.0,0.6939500841227445,0.0,0.0,0.6535913239825856,0.0,0.6546794121915643,0.0,0.0,0.0
ACTB,0.5002569231120023,0.0,0.5053967616774819,0.0,0.0,0.518975398757241,0.45454545454545453,0.508783145384355,0.5128285180438649,0.0,0.5062492760744962,0.0
CD63,0.0,0.8569706244902178,0.0,0.0,0.0,0.8613139228387312,0.8181818181818182,0.0,0.0,0.0,0.0,0.0
TPSB2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NR4A1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMP1,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.9543606259606101,0.0,0.0
HLA-DRB1,0.6363636363636364,0.0,0.7430414449084889,0.6379654082384977,0.0,0.6439872004769065,0.0,0.6375457536090504,0.0,0.0,0.0,0.0
RPS12,0.6122219237414274,0.6345770900899713,0.5895639603788202,0.5454545454545454,0.0,0.5511423295194452,0.0,0.5544948415322737,0.0,0.0,0.0,0.0
PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CD69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GLUL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ROMO1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA1A,0.0,0.0,0.9090909090909091,0.916773183779283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKP1,0.8701030828736045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8625112771987915,0.0,0.0,0.8181818181818182
GBP1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA2,0.0,0.0,0.0,0.0,0.7565550749952142,0.7272727272727273,0.0,0.7350241325118325,0.0,0.7704063924876127,0.0,0.0
NEAT1,0.0,0.951989005912434,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0
LAPTM4A,0.0,0.0,0.0,0.0,0.9093133807182312,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0
ENSG00000211896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBLN5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGDIB,0.0,0.0,0.0,0.0,0.0,0.0,0.8423726937987588,0.8181818181818182,0.0,0.0,0.8253464211117137,0.0
CYCS,0.0,0.0,0.0,0.0,0.0,0.0,0.9273173321377147,0.0,0.0,0.0,0.0,0.9090909090909091
PDHA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NPC2,0.0,0.8353789773854342,0.0,0.0,0.0,0.863278020511974,0.0,0.8181818181818182,0.0,0.0,0.0,0.0
UQCRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CCN1,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.9209783564914357,0.0,0.0
RPS26,0.0,0.5002956227822737,0.5110089074481617,0.0,0.0,0.0,0.45454545454545453,0.0,0.5099805105816234,0.48716590079394256,0.5818410461599176,0.5958770513534546
SERPING1,0.0,0.0,0.0,0.0,0.9136936664581299,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0
NDUFB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LGALS3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COX4I1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL11,0.0,0.4626479907469316,0.0,0.4928186264905063,0.0,0.45454545454545453,0.5257227420806885,0.47750233520161023,0.0,0.0,0.48113256151025946,0.48351664434779773
NDUFB3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCN,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.9115281213413585,0.0,0.0
ATP5MK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NDUFA4,0.699101215059107,0.6730251258069818,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.7051658251068809,0.0,0.0,0.7375027428973805
TMEM258,0.94260727817362,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AKR1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TNNC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPS16,0.5863607850941744,0.0,0.5106094696305015,0.5225696834650907,0.45454545454545453,0.5143708532506769,0.0,0.5225742621855303,0.0,0.0,0.5213018330660734,0.0
RPS14,0.35441861911253497,0.2386068810116161,0.23615318536758423,0.19972603429447522,0.0,0.19699971242384476,0.25827782262455334,0.20054086230017923,0.18181818181818182,0.0,0.21000152284448798,0.2054869749329307
ZFP36L1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GADD45B,0.0,0.0,0.7272727272727273,0.7534272508187727,0.0,0.0,0.7640032226389105,0.0,0.7395047491247003,0.0,0.0,0.0
FTH1,0.612554972822016,0.0,0.5701432065530256,0.0,0.0,0.568828133019534,0.5919800454919989,0.609856670553034,0.0,0.0,0.0,0.5454545454545454
ARPC2,0.8498129086060957,0.0,0.0,0.0,0.0,0.0,0.0,0.8188834894787181,0.0,0.0,0.8181818181818182,0.0
YBX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL36A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LST1,0.9026612856171348,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.8442053253000433,0.0,0.0,0.0,0.0
COX6B1,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9141182032498446
JCHAIN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90B1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HLA-C,0.6930940530516885,0.0,0.6363636363636364,0.6648255640810187,0.0,0.0,0.0,0.6496294086629694,0.0,0.0,0.654116386717016,0.0
MB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPS18,0.46095398339358246,0.0,0.45932641896334564,0.39787429571151733,0.3649702343073758,0.36363636363636365,0.4630224975672635,0.39279671148820355,0.0,0.0,0.42140469225970184,0.0
VSIG4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21,0.7404893474145369,0.0,0.7272727272727273,0.0,0.0,0.0,0.7511012825098905,0.0,0.0,0.0,0.7436327717520974,0.0
S100A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL37,0.6326423775066029,0.5587766983292319,0.5664869492704218,0.5768702138553966,0.0,0.5454545454545454,0.5864491029219194,0.0,0.0,0.0,0.0,0.0
RPL22,0.0,0.9513117454268716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091
SAT1,0.6604768417098306,0.546687825159593,0.5454545454545454,0.0,0.0,0.5845461975444447,0.6306349201635881,0.6642225980758667,0.0,0.0,0.0,0.0
RPLP2,0.6395056627013467,0.0,0.5756378390572288,0.0,0.0,0.6004659100012346,0.5454545454545454,0.5843921357935126,0.0,0.0,0.6160612268881365,0.0
MZB1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS15A,0.0,0.7856330112977461,0.7999973080374978,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.7955968325788324,0.0
CCDC80,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPS11,0.0,0.5091689825057983,0.5101214701479132,0.5270603515885093,0.0,0.5039234919981523,0.0,0.5336915308778937,0.0,0.45454545454545453,0.5711962255564603,0.0
ASAH1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TBCB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS4X,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DECR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RGS2,0.0,0.7272727272727273,0.7401628765192899,0.0,0.0,0.0,0.8374482176520608,0.7400917627594688,0.0,0.0,0.0,0.0
SOD2,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.9359569170258262,0.0,0.0,0.0,0.0
RPS19,0.5445598634806547,0.45097138664939185,0.3863713253628124,0.3762152736837214,0.0,0.3773716146295721,0.2782754898071289,0.40358923240141437,0.0,0.0,0.42951097271659155,0.2727272727272727
AQP1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIF1,0.8497422662648287,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.822085824879733,0.0,0.0,0.0,0.0
ENSG00000211892,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSRP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HLA-E,0.7559108896688982,0.7272727272727273,0.0,0.7685867764733054,0.0,0.0,0.0,0.0,0.0,0.0,0.7485593394799666,0.0
CST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPL4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPS8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXNIP,0.911236129023812,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD16,0.9546847668561068,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0
PSAP,0.7027856761758978,0.5992644483392889,0.6091140942140059,0.0,0.5454545454545454,0.6436534740708091,0.0,0.6496262604540045,0.0,0.0,0.0,0.0
UQCRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CD79A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CST3,0.5807938304814425,0.0,0.48093497211282904,0.0,0.5302792299877513,0.46442060578953137,0.0,0.45454545454545453,0.0,0.5062257701700384,0.0,0.4726770736954429
COX6C,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.8397504633123224,0.0,0.0,0.8655850833112543
ARPC3,0.9319950342178345,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0
TNNI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ATP5F1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PFN1,0.6827291250228882,0.0,0.6691376566886902,0.0,0.0,0.6363636363636364,0.0,0.6684551889246161,0.0,0.0,0.7029661373658613,0.0
RPL24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CFD,0.0,0.0,0.0,0.0,0.9127486077221957,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0
HLA-DPB1,0.9119226282293146,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMBIM6,0.0,0.9090909090909091,0.0,0.0,0.9175066297704523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
