,b_age,b_gc,b_memory,b_naive,cd3_gd,cd4_cm,cd4_naive,cd4_tem,cd4_temra,cd4_treg,cd4_trm,cd8_cm,cd8_mait,cd8_naive,cd8_tem,cd8_temra,cd8_trm,dc1,dc2,dc_migratory,ilc1,ilc3,macrophage,mast_cell,monocyte_classical,monocyte_nonclassical,nk_cd56br,nk_cd56dim,nk_ilc_precursor,pdc,plasma_cell,plasmablast,progenitor
MRPL20,0.0,0.8398656323552132,0.0,0.0,0.0,0.0,0.0,0.6781262513250113,0.0,0.6844168212264776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6701743248850107,0.6894444990903139,0.6985236424952745,0.0,0.0,0.7296718060970306,0.0,0.0,0.6888218503445387,0.0,0.0,0.0,0.7303491067141294,0.65625,0.8213134463876486,0.6718500591814518
ATAD3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ATAD3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SSU72,0.5372688751667738,0.6147603411227465,0.0,0.0,0.0,0.5551538579165936,0.594728983938694,0.5401280969381332,0.0,0.5900799576193094,0.0,0.5654010567814112,0.0,0.5931011587381363,0.0,0.0,0.0,0.5229049939662218,0.5545816235244274,0.5175889767706394,0.0,0.0,0.5542558412998915,0.0,0.0,0.5607473012059927,0.0,0.0,0.0,0.5237937942147255,0.5,0.5649089328944683,0.5225003454834223
CDK11B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CDK11A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK,0.0,0.9516208153218031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9699566438794136,0.0,0.9375,0.0
GNB1,0.589593255892396,0.597007380798459,0.0,0.0,0.0,0.5625,0.0,0.5792590044438839,0.0,0.5816882960498333,0.0,0.5669688247144222,0.0,0.0,0.0,0.0,0.0,0.5718370992690325,0.5969657935202122,0.5968765281140804,0.0,0.0,0.5956297013908625,0.0,0.603968920186162,0.5960839781910181,0.0,0.0,0.0,0.6233620401471853,0.0,0.5692079290747643,0.5649383291602135
FAAP20,0.8370746579021215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7800927292555571,0.7992114964872599,0.8366373162716627,0.0,0.0,0.752356069162488,0.0,0.0,0.7813550531864166,0.0,0.0,0.0,0.8147675320506096,0.0,0.75,0.7638848815113306
RER1,0.0,0.7204788830131292,0.0,0.0,0.0,0.0,0.0,0.7165261320769787,0.0,0.6969403922557831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7053612563759089,0.7257643826305866,0.7014965713024139,0.0,0.0,0.7550886478275061,0.0,0.0,0.7331782560795546,0.0,0.0,0.0,0.7473856694996357,0.6875,0.8229374252259731,0.0
TNFRSF14,0.8522575329989195,0.0,0.0,0.0,0.0,0.7848492246121168,0.0,0.805043576285243,0.0,0.8423570320010185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754534974694252,0.7211844138801098,0.7490515541285276,0.0,0.0,0.7479287683963776,0.0,0.0,0.8003939390182495,0.0,0.0,0.0,0.0,0.0,0.71875,0.0
LRRC47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KCNAB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9612392075359821,0.0,0.0,0.9639079086482525,0.0,0.0,0.0,0.0,0.0,0.9375,0.0
RPL22,0.08547847718000412,0.051754774525761604,0.13280820101499557,0.15531720407307148,0.0369535256177187,0.17115713469684124,0.27918399311602116,0.0643476601690054,0.04575297608971596,0.04726378060877323,0.03811519779264927,0.14299985393881798,0.06458091363310814,0.22934317030012608,0.029555516317486763,0.032118476927280426,0.022632628679275513,0.11056400649249554,0.04197636432945728,0.020434126257896423,0.019691092893481255,0.04931069537997246,0.01540699414908886,0.12517091259360313,0.028206035494804382,0.02985401824116707,0.01260046660900116,0.01162646897137165,0.027940135449171066,0.10905996710062027,0.0,0.02454913780093193,0.1068646814674139
ICMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ACOT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TNFRSF25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CAMTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8864819034934044,0.8894589301198721,0.8964717201888561,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857318833470345,0.0
VAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.0,0.0,0.9774814378470182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARK7,0.28490108251571655,0.4913187138736248,0.0,0.0,0.3206705991178751,0.2816422116011381,0.2561192512512207,0.37236753292381763,0.2778884582221508,0.4459756016731262,0.0,0.29201776534318924,0.26265679486095905,0.26411626674234867,0.3311132211238146,0.0,0.0,0.29680726304650307,0.3346252217888832,0.46704008989036083,0.21875,0.0,0.31362316757440567,0.2519333064556122,0.238241383805871,0.2825348861515522,0.0,0.34617773443460464,0.2990162055939436,0.6511548087000847,0.22583463974297047,0.5200242716819048,0.35533793456852436
RERE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9915710799396038,0.0,0.96875,0.0
ENO1,0.24042465537786484,0.6136940382421017,0.20247701182961464,0.0,0.24775302410125732,0.2697189897298813,0.2175468746572733,0.37684367410838604,0.23897415772080421,0.4341495633125305,0.22910152934491634,0.2296969909220934,0.21770080737769604,0.21861067414283752,0.26796383038163185,0.0,0.0,0.3682658988982439,0.3964948020875454,0.38433700427412987,0.0,0.0,0.4408549014478922,0.2182877529412508,0.5093040782958269,0.38580600172281265,0.0,0.2569483369588852,0.2500186711549759,0.2592436205595732,0.1875,0.5218404736369848,0.5889855269342661
GPR157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H6PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9898605868220329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.0
CLSTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CTNNBIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8054349031299353,0.7932196967303753,0.0,0.0,0.8830031435936689,0.0,0.8923433236777782,0.831664664670825,0.0,0.0,0.0,0.799920005723834,0.0,0.78125,0.8340905774384737
CENPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DFFA,0.0,0.9852203242480755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.0
TARDBP,0.0,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9838089812546968,0.0
SRM,0.0,0.9275029730051756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8882642202079296,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9148709829896688,0.9683267902582884,0.0
EXOSC10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAD2L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AGTRAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.9649519566446543,0.9520436655730009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000285646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KIAA2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MIIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,0.7733713611960411,0.0,0.0,0.0,0.7361129987984896,0.0,0.0,0.7090341411530972,0.7404950391501188,0.7818016037344933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675542525947094,0.6740123946219683,0.0,0.0,0.0,0.0,0.7909901477396488,0.8253690078854561,0.0,0.7628494799137115,0.691761776804924,0.65625,0.0,0.0,0.0
PRDM2,0.9539903644472361,0.0,0.9444244839251041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9176932573318481,0.0,0.90625,0.0
EFHD2,0.35420323349535465,0.0,0.0,0.0,0.5320248603820801,0.0,0.0,0.41755604930222034,0.5870256759226322,0.3994709923863411,0.38511123321950436,0.0,0.37310006469488144,0.0,0.4561955947428942,0.49729421362280846,0.0,0.49089801125228405,0.46456429176032543,0.4332828987389803,0.4044036641716957,0.0,0.4825702831149101,0.0,0.6038849633187056,0.5671728812158108,0.45947318710386753,0.6697678789496422,0.5637244265526533,0.3729343358427286,0.0,0.34375,0.36020703613758087
PLEKHM2,0.9583867434412241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9278669059276581,0.0,0.0,0.0,0.9275219738483429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90625,0.0
SPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90625,0.918052552267909,0.9184006936848164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9064924214035273,0.0
SZRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9732498358935118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.0
NECAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942219834774733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.0
ATP13A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SDHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,0.0,0.0,0.917896207422018,0.0,0.0,0.9190877974033356,0.0,0.0,0.0,0.0,0.0,0.9344810154289007,0.0
RCC2,0.0,0.9403092674911022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8815619964152575,0.8913328740745783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876167893409729,0.875
UBR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRTO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AKR7A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CAPZB,0.21797103248536587,0.32161509431898594,0.13724196888506413,0.0,0.21285862661898136,0.23509952425956726,0.14617023803293705,0.41927433386445045,0.2464971113950014,0.36623253859579563,0.21155143901705742,0.20291518978774548,0.16413760371506214,0.19599691592156887,0.24251513555645943,0.2148196380585432,0.18693967536091805,0.18324772827327251,0.22026177681982517,0.23730435967445374,0.0,0.0,0.1715362761169672,0.13402144983410835,0.27395300194621086,0.3114244379103184,0.1772127952426672,0.20986764878034592,0.125,0.1413942463696003,0.0,0.12991270422935486,0.1497360672801733
MICOS10,0.5598019752651453,0.781266963109374,0.0,0.0,0.0,0.5866056010127068,0.0,0.6294890027493238,0.0,0.6161132082343102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5713817421346903,0.5802476219832897,0.5518500059843063,0.0,0.0,0.6747485585510731,0.5906914323568344,0.6007370762526989,0.6453023813664913,0.0,0.0,0.0,0.5646197069436312,0.53125,0.7098252438008785,0.5506082586944103
DDOST,0.6703274697065353,0.0,0.0,0.0,0.0,0.0,0.0,0.6446336526423693,0.6567080821841955,0.6566145792603493,0.0,0.6016777511686087,0.6134456396102905,0.0,0.0,0.0,0.0,0.5664411727339029,0.609386283904314,0.5625,0.0,0.0,0.5676571074873209,0.0,0.0,0.5653911400586367,0.0,0.0,0.0,0.611657002940774,0.7011535223573446,0.8017583936452866,0.5632447823882103
HP1BP3,0.0,0.5702922120690346,0.0,0.0,0.0,0.5831977017223835,0.0,0.5839813221246004,0.0,0.602975795045495,0.0,0.5848966296762228,0.0,0.0,0.0,0.0,0.0,0.5645601898431778,0.5636566486209631,0.5755637977272272,0.0,0.0,0.5625,0.0,0.0,0.5653158351778984,0.0,0.6689456589519978,0.5638376120477915,0.6299708057194948,0.0,0.5643521994352341,0.6471202913671732
EIF4G3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9662740156054497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9452326260507107,0.9375
ECE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
USP48,0.9379290603101254,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9099834263324738,0.9451274778693914,0.0
CDC42,0.05969370901584625,0.22362404689192772,0.05497723072767258,0.0,0.10022670403122902,0.10018650256097317,0.09810452349483967,0.07967954128980637,0.09712167084217072,0.11069955304265022,0.08516849763691425,0.07978997565805912,0.10743332467973232,0.05286520719528198,0.09047460928559303,0.08811816200613976,0.07544832676649094,0.11259138211607933,0.14459503255784512,0.21595191396772861,0.16493389941751957,0.07109588757157326,0.12494588457047939,0.05378367193043232,0.2685393337160349,0.2535570003092289,0.1344693172723055,0.23929434828460217,0.21231388859450817,0.05767825245857239,0.03125,0.05479411035776138,0.1344693172723055
C1QA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,0.9799841418862343,0.0,0.0,0.9580028727650642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.0,0.0,0.0,0.9967978410422802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HNRNPR,0.0,0.0,0.0,0.0,0.0,0.7214567549526691,0.0,0.7403341755270958,0.0,0.7608681991696358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6957376562058926,0.7093307077884674,0.6973368898034096,0.0,0.0,0.6875,0.0,0.0,0.7141567133367062,0.0,0.0,0.0,0.7862853016704321,0.0,0.8317040838301182,0.773381557315588
E2F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPL11,0.10449710488319397,0.03301365487277508,0.14728600345551968,0.13056335598230362,0.040652837604284286,0.14189321920275688,0.1934844832867384,0.07465755939483643,0.07322704046964645,0.05528711527585983,0.05024775490164757,0.1257318239659071,0.049436889588832855,0.16097228229045868,0.0501078087836504,0.04870312847197056,0.041368598118424416,0.03488972410559654,0.030782213434576988,0.031478362157940865,0.01842355541884899,0.07072862796485424,0.005880795419216156,0.09762264788150787,0.009284809231758118,0.024555204436182976,0.013839399442076683,0.0099417045712471,0.025992805138230324,0.04451657272875309,0.0,0.017165139317512512,0.037416452541947365
ELOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PITHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LYPLA2,0.0,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9710649866610765,0.0
FUCA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNRC2,0.0,0.7813883982598782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8142132479697466,0.7960716541856527,0.7964261714369059,0.0,0.0,0.0,0.0,0.0,0.8256722334772348,0.0,0.0,0.0,0.836261386051774,0.0,0.78125,0.809990793466568
