,B cell (Plasmocyte),Endothelial cell,Endothelial cell (APC),Endothelial cell (endothelial to mesenchymal transition),Enterocyte progenitor,Fetal endocrine cell,Macrophage,Pancreas exocrine cell,Stromal cell
RPS25,0.0,0.06590964645147324,0.00964415818452835,0.019328691065311432,0.10794933885335922,0.006526172161102295,0.015989989042282104,0.06613900512456894,0.169535331428051
TMSB4X,0.25,0.44869930297136307,0.4747238904237747,0.3168831467628479,0.3249332085251808,0.0,0.5432168990373611,0.0,0.3530755862593651
SELENOS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSC,0.0,0.0,0.0,0.905118502676487,0.0,0.0,0.0,0.0,0.875
P4HB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PRDX5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI3L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ACTA2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SERPINF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FKBP1A,0.0,0.0,0.0,0.893552377820015,0.0,0.0,0.0,0.0,0.875
PSMA1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFP36,0.625,0.7370357289910316,0.7651433348655701,0.0,0.0,0.0,0.0,0.0,0.6546725481748581
ENSG00000203875,0.0,0.75,0.0,0.8260396718978882,0.0,0.0,0.0,0.0,0.8139792382717133
REG3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ATP5F1E,0.40684274584054947,0.375,0.0,0.3874715268611908,0.0,0.4451577961444855,0.41569405794143677,0.0,0.3750394731760025
GSTP1,0.7538847252726555,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8420533537864685
RAMP3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ARF4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPS3A,0.06545158475637436,0.09271770715713501,0.0,0.01510157436132431,0.09110962599515915,0.0033347830176353455,0.035104796290397644,0.07044427841901779,0.05780251324176788
CLIC1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SPARCL1,0.0,0.7273970171809196,0.6691132411360741,0.6346948817372322,0.0,0.0,0.0,0.0,0.625
RPS23,0.0,0.16011697798967361,0.16823948919773102,0.11054235696792603,0.07575792074203491,0.001010604202747345,0.03296508640050888,0.03160877525806427,0.0228293314576149
SDCBP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27,0.125,0.208756685256958,0.23940794169902802,0.20407576113939285,0.2503190189599991,0.0,0.2273118868470192,0.20394772291183472,0.22353829443454742
COL3A1,0.0,0.0,0.0,0.8953265026211739,0.0,0.0,0.0,0.0,0.875
NACA,0.0,0.0,0.700579471886158,0.6585153117775917,0.0,0.0,0.625,0.0,0.6593842804431915
PLA2G1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MYL6,0.0,0.8884680345654488,0.0,0.0,0.0,0.0,0.875,0.0,0.0
HNRNPA2B1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPG,0.875,0.0,0.0,0.9442398399114609,0.0,0.0,0.0,0.0,0.0
S100A11,0.0,0.5641313344240189,0.5,0.5878588780760765,0.0,0.0,0.6019158214330673,0.0,0.6068412736058235
AMY2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CD24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CLU,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HSPG2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL38,0.0,0.3572777435183525,0.3098408579826355,0.30932770669460297,0.27276381850242615,0.0,0.26832210272550583,0.25,0.2664865255355835
CCL3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S100A13,0.0,0.0,0.0,0.8804975897073746,0.0,0.0,0.0,0.0,0.875
RPL23,0.125,0.25882523506879807,0.13216181844472885,0.14775558561086655,0.19747138768434525,0.0,0.16216456145048141,0.14925020933151245,0.17846886813640594
RPL36AL,0.8811454176902771,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0
RPL19,0.0,0.02387898415327072,0.1408000960946083,0.021222367882728577,0.09430648386478424,0.004004359245300293,0.04356104135513306,0.045850902795791626,0.10428862273693085
TM4SF4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LDHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TAGLN2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPARC,0.0,0.7061266154050827,0.625,0.7675267681479454,0.0,0.0,0.0,0.0,0.6975656673312187
PFDN5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAM1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBC,0.75,0.0,0.8586029186844826,0.0,0.0,0.0,0.0,0.0,0.8124262616038322
SAP18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMSB10,0.0,0.5045695602893829,0.535956859588623,0.5741827413439751,0.0,0.0,0.5,0.0,0.5473503544926643
RAMP2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OSTC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPI1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TPT1,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.9292763769626617,0.0
RPS27,0.011647194623947144,0.02964761108160019,0.045606985688209534,0.03541348874568939,0.07632707804441452,0.0,0.018452495336532593,0.02641119807958603,0.05058200657367706
GPX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL41,0.0,0.6912237405776978,0.0,0.0,0.6391386911273003,0.0,0.0,0.625,0.6443646252155304
RPS15,0.125,0.13562419265508652,0.15163041651248932,0.18047937750816345,0.18073589354753494,0.0,0.12697185575962067,0.14732635766267776,0.18438177555799484
PRDX4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP1,0.0,0.75,0.0,0.0,0.0,0.0,0.8289657384157181,0.0,0.8172095715999603
RPL23A,0.22275452315807343,0.19411642104387283,0.1882115751504898,0.15286235511302948,0.1504511758685112,0.0,0.1390373408794403,0.125,0.17395757138729095
RPL8,0.29198214411735535,0.30727020651102066,0.0,0.25,0.3221816122531891,0.0,0.26115206629037857,0.3004380464553833,0.25178463011980057
RGS1,0.875,0.0,0.0,0.0,0.0,0.0,0.9109245166182518,0.0,0.0
PSMA7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C7,0.0,0.0,0.0,0.8865565657615662,0.0,0.0,0.0,0.0,0.875
SRP14,0.0,0.0,0.7639845013618469,0.778034932911396,0.0,0.0,0.0,0.0,0.75
OST4,0.7930654883384705,0.0,0.0,0.8198359236121178,0.0,0.0,0.0,0.0,0.75
COX17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOS,0.0,0.5329560786485672,0.535445049405098,0.5,0.0,0.0,0.503842905163765,0.0,0.5581406280398369
CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SH3BGRL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM2,0.0,0.0,0.5121515616774559,0.5226809084415436,0.0,0.5339329391717911,0.5320011451840401,0.0,0.5
CELA3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPS20,0.125,0.2891903296113014,0.3179236650466919,0.0,0.33066675812005997,0.13377613574266434,0.289357028901577,0.28685230761766434,0.28060902655124664
RPL18,0.49166883528232574,0.375,0.0,0.0,0.42961351573467255,0.0,0.4409807398915291,0.4244827702641487,0.4588923901319504
MRPL51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000248527,0.625,0.6455181539058685,0.0,0.0,0.0,0.6612045019865036,0.639098159968853,0.0,0.0
RPL34,0.022156111896038055,0.004761435091495514,0.04434148222208023,0.043608590960502625,0.09300417453050613,0.0002676472067832947,0.0,0.06435154378414154,0.0511801615357399
SEC61B,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CELA3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ATP5MC3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5F1A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBB,0.0,0.0,0.625,0.690449446439743,0.0,0.7382158860564232,0.0,0.0,0.6906982883810997
COL4A1,0.0,0.7579239085316658,0.75,0.7581367269158363,0.0,0.0,0.0,0.0,0.0
RPL35A,0.031973861157894135,0.048748672008514404,0.006702914834022522,0.08821075409650803,0.09098430722951889,0.0,0.0026126503944396973,0.05408105254173279,0.05873021483421326
TIMP3,0.0,0.0,0.0,0.9318208545446396,0.0,0.0,0.0,0.0,0.875
B2M,0.5755912736058235,0.43964141607284546,0.4988950490951538,0.375,0.0,0.0,0.4419451951980591,0.0,0.38753123581409454
SSR3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL9,0.0,0.22282780706882477,0.16548819094896317,0.14638713747262955,0.19626732915639877,0.125,0.1360698640346527,0.18021146208047867,0.15143567323684692
TYROBP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FKBP11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS13,0.0,0.11516159027814865,0.07227273285388947,0.1308494359254837,0.14291026443243027,0.07698582112789154,0.09013012051582336,0.10796933621168137,0.13443469256162643
KLF6,0.875,0.0,0.0,0.9442398399114609,0.0,0.0,0.0,0.0,0.0
MYDGF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUNB,0.0,0.0,0.9001765325665474,0.0,0.0,0.0,0.0,0.0,0.875
SLIRP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPS29,0.08421295136213303,0.014978229999542236,0.042023301124572754,0.07842887938022614,0.0674615204334259,0.0,0.02663823962211609,0.03182411193847656,0.03684799373149872
REG1A,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.9040795937180519,0.0
SLCO2A1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPLP0,0.020280420780181885,0.021217331290245056,0.07277010381221771,0.1154521107673645,0.09259402751922607,0.0,0.008208908140659332,0.08200739324092865,0.06439423561096191
CUZD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SEC61G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MT1X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NDUFC2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31,0.051301807165145874,0.04010628163814545,0.0,0.07772734016180038,0.10354338586330414,0.012187458574771881,0.03312630206346512,0.05317772924900055,0.09128183126449585
GNG11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
