,B cell,Cholangiocyte,Erythroid,Hepatocyte,Inflammatory Macs,LSEC 1,"LSEC 2,3",NK-like,Non-inflammatory Macs,Plasma,Portal endothelial,Stellate,abT cell,gdT cell 1,gdT cell 2
ENSG00000132780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31393766
ENSG00000173660,1.3479108,0.9712276,0.0,1.3795315,1.5896682,0.95003295,0.5803824,0.9774803,1.5507367,2.245445,0.78660345,1.2408488,0.7203678,0.0,2.0434356
ENSG00000187048,0.0,0.0,0.0,1.3541515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162366,0.0,0.42343783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121310,0.0,0.0,0.0,1.8931315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116171,0.0,0.5575129,0.0,2.341913,0.0,0.0,0.0,0.0,0.51883227,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116209,0.0,0.9874926,0.0,0.9109951,0.0,0.83339125,0.6532763,0.0,0.84545195,0.95738834,0.71556914,0.87259316,0.0,0.0,0.46337852
ENSG00000116133,0.0,0.0,0.0,2.0723143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162407,0.0,0.0,0.0,0.0,0.0,1.1709818,1.6230744,0.0,0.0,0.0,0.83544296,0.0,0.0,0.0,0.0
ENSG00000157131,0.0,0.0,0.0,0.3057768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184292,0.0,0.7049082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177606,1.948508,1.4536438,0.0,0.0,0.8656926,0.95843923,0.8653802,1.4164312,0.1437923,1.593664,1.1519394,0.6036433,2.5376792,2.3088083,0.30495048
ENSG00000172456,0.0,0.64514035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162599,0.0,0.0,0.0,0.52225024,0.0,0.36517298,0.0,0.0,0.0,0.0,0.7144758,0.5554906,0.0,0.0,0.0
ENSG00000132855,0.0,0.0,0.0,1.3336434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3822053,0.0,0.0,0.0,0.0
ENSG00000213625,0.0,0.0,0.0,0.0,0.0,0.47006583,0.0,0.0,0.0,0.0,0.0,0.114840515,0.0,0.0,0.0
ENSG00000142864,0.0,0.5533351,0.0,0.69223744,0.0,0.24989654,0.0,0.0,0.0,0.0,0.34104335,0.6977273,0.0,0.0,1.1089377
ENSG00000116754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4835868,0.0,0.0,0.0
ENSG00000162614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0663689,0.0,0.0,0.0
ENSG00000162618,0.0,0.0,0.0,0.0,0.0,0.0,1.115881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174021,0.0,0.6609298,0.0,0.80942434,0.7285245,0.8274767,0.0,0.0,0.73625666,0.40370277,0.6183413,0.33826655,0.0,0.0,0.6970633
ENSG00000142871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9737884,0.0,0.0,0.0
ENSG00000097033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114840515,0.0,0.0,0.0
ENSG00000069702,0.0,0.0,0.0,0.0,0.0,0.7384163,0.8667658,0.0,0.0,0.0,0.8348869,0.0,0.0,0.0,0.0
ENSG00000122406,3.7235384,2.1736872,0.0,2.0600214,2.9778733,2.5705562,1.8111151,3.1460137,1.9376869,3.2729723,2.4412966,2.6919217,3.2915978,2.977874,3.2714987
ENSG00000117519,0.0,0.0,0.0,0.0,0.0,0.63343555,1.099843,0.0,0.0,0.0,0.53764445,1.0468421,0.0,0.0,0.0
ENSG00000162692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4586694,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134248,0.0,0.47168985,0.0,0.34471035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89862084,0.75203156,0.0,0.0,0.0,1.0372889,1.6938958,0.47077546
ENSG00000116459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7131651
ENSG00000143110,0.0,0.0,0.0,0.0,1.7568673,0.0,0.0,0.0,1.5654035,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57906103,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116489,0.0,0.0,0.0,0.0,0.118915774,0.0,0.0,0.0,0.8568829,0.0,0.0,0.0,0.0,0.0,0.3615836
ENSG00000155366,0.0,0.0,0.0,0.0,0.0,0.74804413,0.84850407,0.7070644,0.0,0.0,0.5385896,0.49659634,0.0,0.0,0.0
ENSG00000116774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23319,0.0,0.0,0.0
ENSG00000009307,0.0,0.30552107,0.0,0.0,0.0,0.0,0.0,0.0,0.57948303,0.0,0.4830135,0.0,0.0,0.0,0.0
ENSG00000163399,0.0,0.952295,0.0,0.0,0.0,0.24081221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4792502,0.0,0.0
ENSG00000134240,0.0,0.0,0.0,2.1643534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000265241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67923963
ENSG00000265972,2.1072478,0.0,0.0,0.0,1.6968617,0.8604767,0.6531,1.9973738,1.5992751,0.0,0.93860364,0.0,1.8376714,2.5961425,0.0
ENSG00000143401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6366316
ENSG00000266472,0.0,0.5049728,0.0,0.751277,0.0,0.36002254,0.0,0.0,0.0,0.0,0.39016554,0.8340007,0.0,0.0,0.58229303
ENSG00000143384,0.0,0.44170478,0.0,0.0,0.90813744,0.41758883,0.0,0.0,0.983926,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3610106
ENSG00000163131,0.0,0.0,0.0,0.0,2.9946284,0.0,0.0,0.0,3.1310844,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143416,0.0,0.0,4.770618,1.1986207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197747,0.0,1.3270937,0.0,0.0,2.0535362,1.7957171,1.4007791,0.0,0.0,0.0,1.701792,1.5954819,1.1481991,0.0,0.18412468
ENSG00000163191,0.0,1.117353,0.0,0.0,2.5583093,0.96151054,0.0,0.0,1.4710448,0.0,0.7174842,1.3208365,0.0,0.0,0.0
ENSG00000163220,0.0,0.0,0.0,0.0,3.9056337,0.0,0.0,0.0,1.5090401,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143546,0.0,0.0,0.0,0.0,3.1243067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197956,0.0,1.5523283,0.0,0.0,3.8602285,1.601139,0.0,0.0,0.0,0.0,0.902596,2.8974774,2.0711663,1.8150115,0.0
ENSG00000196154,0.0,0.0,0.0,0.0,3.6806748,0.0,0.0,0.0,0.17405207,0.0,0.0,0.0,2.8717177,2.9901075,0.0
ENSG00000188643,0.0,0.0,0.0,0.0,0.0,0.8093183,0.72542757,0.0,0.0,0.0,0.6388893,0.114840515,0.0,0.0,0.0
ENSG00000189334,0.0,0.5766458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189171,0.0,0.30552107,0.0,0.0,0.0,0.82323956,0.0,0.0,0.0,0.0,1.0077128,1.6372992,0.0,0.0,0.0
ENSG00000169418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6906396,0.0,0.0,0.0,0.0
ENSG00000143554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100857995,0.0,0.0,0.0,0.0
ENSG00000143543,0.0,0.36798677,0.0,0.70588255,0.0,0.0,0.0,0.0,0.0,0.9903819,0.0,0.18159316,0.0,0.0,0.7950121
ENSG00000143545,0.0,0.0,0.0,0.0,0.0,0.5179479,0.0,0.0,0.0,0.0,0.0,0.13601094,0.0,0.0,0.0
ENSG00000177954,6.654059,3.7602344,5.136085,4.8588963,5.2539225,4.5411777,3.753874,5.4676056,4.2732625,5.1988254,4.32849,4.338468,6.0970373,5.60282,4.877795
ENSG00000143549,0.0,0.0,0.0,0.0,0.7181258,0.45097858,0.0,0.0,0.87280214,0.0,0.0,0.0,0.0,0.0,0.65884936
ENSG00000143612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18159316,0.0,0.0,0.0
ENSG00000143575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20176339
ENSG00000173207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78336
ENSG00000163463,0.0,0.0,0.0,0.0,0.0,0.43217432,0.0,0.0,0.0,0.9771474,0.2750227,0.25085145,0.0,0.0,0.18956724
ENSG00000160752,0.0,0.0,0.0,0.0,0.0,0.3940855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41062808
ENSG00000163479,0.0,0.5385013,0.0,0.0,0.0,0.24159023,0.0,1.0891154,0.0,1.7935777,0.0,1.009786,1.2525508,1.2014521,1.3967973
ENSG00000116586,0.0,0.0,0.0,0.4287101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160789,0.0,0.0,0.0,0.0,0.0,0.5700228,0.0,0.0,0.0,0.0,0.0,0.6707528,0.0,0.0,0.0
ENSG00000073754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3511286,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163563,0.0,0.0,0.0,0.0,0.9102577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132703,0.0,0.564436,0.0,3.8034663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132693,0.0,0.0,0.0,2.7788982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158710,0.0,0.0,0.0,0.0,0.0,0.8286091,0.0,0.0,0.5303205,0.0,0.7720146,0.62797034,0.0,0.0,0.5700143
ENSG00000162734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13139544,0.0,0.0,0.0
ENSG00000066294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62195355,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7117817,0.0,0.0,0.0,0.0,1.288165,0.7801861,0.0
ENSG00000215845,0.0,0.45440623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367731
ENSG00000158869,0.0,0.0,0.0,0.0,2.7703853,0.0,0.0,2.4428499,2.9338558,0.0,0.0,0.0,0.0,2.240515,0.0
ENSG00000158874,0.89696753,0.82657135,3.1761863,7.435557,0.9866128,0.7352928,0.7981498,1.039012,0.76087177,0.98250395,0.9593327,0.75986576,1.0277036,1.21063,0.59578174
ENSG00000203747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4734638,0.0,0.0,0.0,0.0,1.6293507,0.0
ENSG00000072694,0.0,0.0,0.0,0.0,0.0,0.0,1.5751246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143198,0.0,0.6831175,0.0,0.0,0.0,0.7455807,0.0,0.0,0.0,0.0,0.3957004,0.3911946,0.0,0.0,0.0
ENSG00000143183,0.0,0.48290178,0.0,0.61912274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3129886,0.0,0.0,0.0
ENSG00000198821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3316056,0.0,0.0,0.0,0.0,0.0,1.8573945,0.0
ENSG00000143162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9965944,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143158,0.0,0.9661428,0.0,1.4390173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13601094,0.0,0.0,0.0
ENSG00000143185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8207333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0308988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143153,0.0,1.1154928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007933,0.0,0.0,0.0,0.95451665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3954774,0.0,0.0,0.3562454
ENSG00000117592,0.0,0.62578315,2.033302,2.0420368,0.0,0.5989865,0.0,0.0,0.0,0.37489092,0.45530492,0.5513561,0.0,0.0,0.6460085
ENSG00000117601,0.0,0.0,0.0,3.3120928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8379471,0.0,0.0,0.0
ENSG00000135821,0.0,0.28654966,2.5203907,0.0,1.1450088,0.0,0.0,0.0,2.417821,0.0,0.43767875,0.54393256,0.0,0.0,0.0
ENSG00000135838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54857326,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162704,0.0,0.16787973,0.0,0.0,1.1864105,0.0,0.0,0.0,1.439898,0.0,0.0,0.6500474,0.0,0.0,0.43375227
ENSG00000143344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4387427,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116690,0.0,0.0,0.0,0.7463691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116741,0.0,0.0,0.0,0.0,0.6435269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000000971,0.0,0.0,0.0,2.1366706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457271,0.0,0.0,0.0
ENSG00000081237,0.0,0.0,0.0,0.0,0.7221159,0.0,0.0,1.1904325,0.51645184,0.0,0.0,0.0,1.2889206,1.1674134,0.0
ENSG00000159176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8340007,0.0,0.0,0.0
ENSG00000163435,0.0,0.85133684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159346,0.0,0.0,3.4013684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13139354,0.0,0.0,0.0,0.0,0.0
ENSG00000182004,0.0,0.3491585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54346085,0.0,0.0,1.0416243
ENSG00000133069,0.0,0.0,3.741319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069275,0.0,0.72098255,0.0,1.5201583,0.0,0.69706583,0.0,0.0,0.0,0.0,0.71416104,0.2674064,0.0,0.0,1.0747149
ENSG00000162896,0.0,0.7793998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123843,0.0,0.0,0.0,1.2972219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123838,0.0,0.0,0.0,1.9845359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117594,0.0,0.0,0.0,1.3273153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117691,0.0,0.24344587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5885035,0.0,0.0,0.0
ENSG00000143742,0.0,0.3884881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2674064,0.0,0.0,0.5949871
ENSG00000143819,0.0,0.0,0.0,1.6038277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163041,2.3296182,1.9077446,5.1077414,1.8030859,3.1535957,1.7890866,1.8042527,2.4269185,2.5010886,2.4621596,1.9017041,1.7601898,2.1250937,2.6519656,2.7956629
ENSG00000143761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5014316,0.0,0.0,0.74768364
ENSG00000143774,0.0,0.27315342,5.6382976,0.737483,0.48208296,0.8450556,0.0,0.8295194,0.45773688,0.83553827,0.8827498,1.0663689,1.0165687,0.0,0.87918377
