,Ascending vasa recta endothelium,B cell,CD4 T cell,CD8 T cell,Connecting tubule,Descending vasa recta endothelium,Distinct proximal tubule 1,Distinct proximal tubule 2,Epithelial progenitor cell,Fibroblast,Glomerular endothelium,Indistinct intercalated cell,MNP-a/classical monocyte derived,MNP-b/non-classical monocyte derived,MNP-c/dendritic cell,MNP-d/Tissue macrophage,Mast cell,Myofibroblast,NK cell,NKT cell,Neutrophil,Pelvic epithelium,Peritubular capillary endothelium 1,Peritubular capillary endothelium 2,Plasmacytoid dendritic cell,Podocyte,Principal cell,Proliferating Proximal Tubule,Proximal tubule,Thick ascending limb of Loop of Henle,Type A intercalated cell,Type B intercalated cell
RERE,0.0,0.0,0.0,0.0,0.4163186,0.0,0.43670294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7363875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO1,0.0,0.0,0.0,0.0,1.9104233,0.6705864,1.8057301,1.4714864,2.1351795,0.0,0.0,1.6246215,1.4686732,1.577067,1.5112892,0.0,0.9613203,0.84267706,1.350882,1.3166156,0.0,1.3484628,0.0,1.0905446,0.8432437,0.0,2.7271676,1.7389795,1.5434114,2.6321244,1.5002621,1.6939157
SLC25A33,0.0,0.0,0.0,0.0,0.38766068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLSTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29450083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP7,0.0,0.0,0.0,0.0,0.0,1.2659537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARDBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69060373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8293865,1.3492922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33359835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3892382,1.1188823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45582053
EFHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5648513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGMAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3118316,0.0,0.0,0.0,0.0
UQCRHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068692125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.4065562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34977913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRARP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61815697,0.0
CLCNKA,0.0,0.0,0.0,0.0,1.2606157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6125653,1.3285235
CLCNKB,0.0,0.0,0.0,0.0,1.3785447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8739842,1.6378735
SDHB,0.0,0.0,0.0,0.0,0.59163463,0.0,0.16991574,0.0,0.322684,0.0,0.0,1.3837838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63095284,0.0,0.0,0.7429322,0.0,0.0,0.0,0.0,0.0,0.92636794,0.8407612
ALDH4A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR7A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2307944,0.0,0.0,0.0,0.0
AKR7A2,0.0,0.0,0.0,0.0,0.5578643,0.0,0.1794914,0.0,0.4313116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31435683,0.0,0.0,0.6807981,0.0,0.0,1.8458267,0.0,0.0,0.0,0.4441867
CAPZB,0.0,0.0,0.0,0.0,0.8761927,0.0,0.67493737,0.0,0.56738013,2.289369,0.0,1.165715,0.8598436,1.3854699,1.0711215,0.0,0.0,0.7959497,1.2489369,0.86338717,0.0,0.8454997,0.0,0.6350699,0.9901593,1.1536269,0.6424757,0.0,0.0,0.0,0.8570926,1.0009532
MICOS10,0.0,0.0,0.0,0.0,1.6330498,0.0,1.1320076,0.90183836,1.0509664,0.0,0.0,2.5435534,1.0009589,1.274057,0.74229324,0.0,0.0,0.0,0.0,0.0,0.0,0.8585013,0.0,0.96275777,0.7979939,1.2283119,1.6229042,1.3055229,0.0,2.0117912,1.8043699,1.8338004
NBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.67257655,0.0,0.0,1.1090584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2N1,0.0,0.0,0.0,0.0,1.0815738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6224799,0.0,0.0,0.0,0.0,1.1385363,0.0,0.0,0.0,0.42169854,0.6326191
CDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7724323,1.6850733
DDOST,0.0,0.0,0.0,0.0,0.30420205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6633233,0.0,0.0,0.0,0.0,0.0,0.0,0.4441867
HP1BP3,0.0,0.0,0.0,0.0,0.6676589,0.0,0.7080369,0.0,0.4822304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5611738,0.0,0.0,0.0,0.16762519,0.0,0.6827857,0.34977913,0.0,0.5963366,0.0,0.0,0.0,0.6091244,0.5367148
ECE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPG2,1.7133512,0.0,0.0,0.0,0.0,1.380547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9991772,0.9919001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC42,0.0,0.0,0.0,0.0,0.9235212,0.69823575,0.9019963,0.0,0.772804,0.0,1.2975428,0.0,1.6019075,1.5965502,1.012589,0.0,0.75826955,0.9514928,1.4190836,1.3202192,0.0,1.1366249,1.0344526,1.344974,0.90443856,0.0,1.1303449,0.0,0.0,0.0,0.56297386,0.90845793
C1QA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2245337,3.801397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.395127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5710597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068692125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUZP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23157623,0.0,0.6827857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPR,0.0,0.0,0.0,0.0,0.55243653,0.0,0.67547715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3679848,0.71302116,0.0,0.19547255,0.0,0.0,0.0,0.0,0.69570696
TCEA3,0.0,0.0,0.0,0.0,0.4705187,0.0,0.5200883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39818344
ID3,1.6996939,0.0,0.0,0.0,0.0,1.2639459,0.0,0.0,0.0,0.82687503,1.4964976,0.0,0.0,0.0,0.0,0.0,0.0,2.3104658,0.0,0.0,0.0,0.09893307,1.4720037,0.9568921,0.0,0.0,0.0,0.0,0.0,0.0,0.665607,1.3406876
RPL11,2.9576635,3.992524,3.7486825,3.4838703,2.9969046,3.202557,3.146477,3.19882,3.0897,3.7150006,2.7029586,3.876091,3.5404825,3.518972,3.5772145,3.3774698,3.7289777,2.8086262,3.2191105,3.533249,0.0,3.6709633,2.9020646,3.1207361,3.6733956,2.2470975,2.7678185,3.143693,3.108759,3.4001317,3.5151427,3.5929997
PITHD1,0.0,0.0,0.0,0.0,0.2553139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22699445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUCA1,0.0,0.0,0.0,0.0,0.21260782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983858,0.0,0.0,0.0,0.0,0.0
PNRC2,0.0,0.0,0.0,0.0,0.898229,0.0,0.63176733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6398771,0.0,0.0,0.0,0.0,0.15822923,0.0,0.0,0.0,0.19660553,0.797712
SRSF10,0.0,0.0,0.0,0.0,0.56344604,0.0,0.8009815,0.0,0.55470395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34977913,0.891696,0.4930911,0.0,0.0,0.0,0.0,0.50625443
SRRM1,0.0,0.0,0.0,0.0,0.78920645,0.0,0.92896307,0.0,0.76073825,0.0,0.0,0.0,0.0,0.86330754,0.8274557,0.0,0.0,0.0,0.0,0.0,0.0,0.12907685,0.0,1.0267993,0.9793289,0.0,0.97318906,0.0,0.0,0.0,0.472803,0.94145995
CLIC4,0.0,0.0,0.0,0.0,0.0,0.64667046,0.94623506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4407793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYF2,0.0,0.0,0.0,0.0,0.72533196,0.0,0.64873326,0.0,0.9501593,0.0,0.0,0.0,0.7773355,0.81490904,0.62630033,0.0,0.0,0.0,0.0,0.0,0.0,0.9286157,0.0,1.0905446,0.0,0.0,0.8327817,0.0,0.0,0.0,0.7742864,1.0581769
RSRP1,0.0,0.88378865,0.87816083,0.0,0.85255116,0.0,0.7931889,0.0,0.78936684,0.0,0.0,0.0,0.0,0.83139163,0.67881036,0.0,0.0,0.0,1.203856,0.7942872,0.0,0.0,0.0,0.82241887,1.1157763,0.48051268,0.85838664,0.0,0.0,0.0,0.6715213,0.98317903
TMEM50A,1.0143133,0.0,0.0,0.0,0.5578643,0.0,0.8280959,0.0,0.7620335,0.0,0.7685868,0.0,0.0,0.7554965,0.6515843,0.0,0.0,0.44348583,0.0,0.0,0.0,0.4404478,0.7208544,1.0850648,0.8452873,1.1911765,1.0970495,0.0,0.0,0.0,0.41730565,0.53413117
MTFR1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44054687
STMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.6212522,0.0,0.8192307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523833,0.0,0.0,0.0,0.0,0.0,0.0,0.8137181,1.4793843,1.2362267,0.44029722,0.0,0.0,0.0,0.0,0.0
ZNF593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3BGRL3,0.0,1.7383996,2.2631438,2.3095899,0.7650407,1.2461948,0.53303045,0.0,0.7194942,0.0,0.0,0.0,2.7031846,2.5257976,1.5746827,0.0,1.658942,0.0,2.1978178,2.4524395,0.0,1.6611638,0.0,1.5771941,1.3510165,0.0,0.0,0.0,0.0,0.0,0.42169854,0.44054687
CD52,0.0,3.0141778,2.7977886,2.2585266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0682714,2.7689633,0.0,0.0,0.35532257,0.0,0.0,2.8786845,0.0,0.0,0.0,0.0,1.0130033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2,0.0,0.0,0.0,0.0,1.4585229,0.0,1.5590689,0.0,1.2182667,1.1090584,0.0,0.0,1.0034087,1.531558,1.2217455,0.0,0.5546289,1.0216513,1.3635266,1.2485828,0.0,1.4392253,0.0,0.0,1.7062378,1.6710577,1.2446524,0.0,0.0,0.8265579,0.88498473,1.3493626
SFN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55027556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDC,0.0,0.0,0.0,0.0,0.66867816,0.0,0.6533905,0.0,0.64083457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45637083,0.83224416,0.0,0.6666305,0.0,0.0,0.0,0.6428835,0.74841523
NR0B2,0.0,0.0,0.0,0.0,0.7349716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2914133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WASF2,0.0,0.0,0.0,0.0,0.4705187,0.0,0.5841371,0.0,0.0,0.0,0.0,0.0,0.0,0.4536537,0.61433417,0.0,0.0,1.0136417,0.0,0.0,0.0,0.21345337,0.0,0.58661574,0.7805158,0.0,0.0,0.0,0.0,0.0,0.0,0.39818344
FGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8616552,1.1768581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFI6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8992365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42761102
STX12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09893307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THEMIS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6780468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9498961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC8,0.0,0.0,0.0,0.0,0.68476635,0.0,0.5900729,0.0,0.48562473,0.0,0.0,0.0,0.0,0.0,0.46877092,0.0,0.0,0.0,0.0,0.0,0.0,0.181487,0.0,0.8477807,0.6807981,0.0,0.0,0.0,0.0,0.0,0.4185462,0.8407612
ATP5IF1,0.0,0.0,0.0,0.0,1.6941928,0.0,1.582731,1.8964969,1.6609167,1.1112541,0.0,1.7586668,0.0,0.8842055,0.7816701,0.0,0.41142416,0.6745786,1.2670637,1.12503,0.0,1.785141,0.0,0.9165308,0.9498961,1.6675608,1.7726101,2.33658,2.3132746,2.0925112,1.4616114,1.1310331
ENSG00000270103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6659026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YTHDF2,0.0,0.0,0.0,0.0,0.38784337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39494038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488483
SRSF4,0.0,0.0,0.0,0.0,0.38766068,0.0,0.6256302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41357636
LAPTM5,0.0,2.2421944,1.2636727,1.3200167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9103422,2.0468006,2.0927405,1.5255361,1.6116052,0.0,1.468009,1.3509884,0.0,0.0,0.0,0.0,1.1517736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRNP40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6595275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
