clusterName,gene
B_naive,TCL1A
B_memory,MS4A1
B_memory,GPR183
Tnaive/cm_CD8,LINC02446
Tnaive/cm_CD8,CD8B
Tnaive/cm_CD8,SELL
Tnaive/cm_CD4,CCR7
Tnaive/cm_CD4,NOSIP
Tnaive/cm_CD4,IL7R
Treg,TIGIT
Treg,PIK3IP1
Treg,CD27
Treg,LTB
