,AT0,AT1,AT2,AT2 proliferating,Adventitial fibroblasts,Alveolar Mph CCL3+,Alveolar Mph MT-positive,Alveolar Mph proliferating,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club (nasal),Club (non-nasal),DC1,DC2,Deuterosomal,EC aerocyte capillary,EC arterial,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet (bronchial),Goblet (nasal),Goblet (subsegmental),Hematopoietic stem cells,Hillock-like,Interstitial Mph perivascular,Ionocyte,Lymphatic EC differentiating,Lymphatic EC mature,Lymphatic EC proliferating,Mast cells,Mesothelium,Migratory DCs,Monocyte-derived Mph,Multiciliated (nasal),Multiciliated (non-nasal),Myofibroblasts,NK cells,Neuroendocrine,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,Plasmacytoid DCs,SM activated stress response,SMG duct,SMG mucous,SMG serous (bronchial),SMG serous (nasal),Smooth muscle,Smooth muscle FAM83D+,Subpleural fibroblasts,Suprabasal,T cells proliferating,Tuft,pre-TB secretory
ENSG00000002586,0.0,0.0,0.0,0.43546691636244456,0.5744402855634689,0.507039475440979,0.5262086937824885,0.523258842031161,0.4570079992214839,0.46888140638669334,0.0,0.0,0.5300689280033112,0.5436937908331553,0.4558648556470871,0.0,0.0,0.0,0.4465592265129089,0.0,0.6416587551434835,0.6690254509449005,0.6171926865975063,0.5963715593020121,0.5029055148363113,0.0,0.0,0.0,0.5035430014133453,0.45017008781433104,0.551212532321612,0.0,0.5142135947942734,0.6613814800977706,0.7377298851807912,0.0,0.5792888164520263,0.0,0.5228311171134313,0.0,0.0,0.46154958109060923,0.5976056307554245,0.0,0.0,0.514772766828537,0.4941213617722193,0.0,0.49505098164081573,0.4755280385414759,0.43333333333333335,0.0,0.0,0.0,0.4827601075172424,0.0,0.5184499641259511,0.4404527833064397,0.6353446493546168,0.0,0.0
ENSG00000002587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963505083322525,0.0,0.0,0.0,0.960707292954127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555990010499954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
ENSG00000002834,0.0,0.0,0.0,0.0,0.0,0.9927979995807011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9542085458834966,0.9704397489627202,0.0,0.0,0.0,0.0,0.0,0.9573775649070739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
ENSG00000003056,0.0,0.0,0.0,0.0,0.0,0.9050104329983394,0.0,0.8743304679791133,0.0,0.8815234382947286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901076187690099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8432933847109477,0.8244890262683232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8532765289147695,0.8799852768580119,0.0,0.0,0.0,0.0,0.8274266084035238,0.8660853991905848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8166666666666667,0.8519412368535996,0.0,0.0
ENSG00000003147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000003402,0.7087874213854471,0.7736641665299734,0.6987903197606404,0.6860418170690536,0.0,0.688960682352384,0.0,0.6523290942112605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.779201332728068,0.0,0.0,0.7892191390196482,0.767203747232755,0.832127500573794,0.7677995065848032,0.0,0.65,0.0,0.0,0.0,0.6592993269364039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8814887821674346,0.0,0.7109661370515823,0.7119692047437032,0.0,0.0,0.6524745772282282,0.7036136875549952,0.0,0.0,0.7475545038779576,0.0,0.0,0.6708254297574361,0.0,0.0,0.0,0.0,0.0,0.0,0.6647816588481267,0.6732894251743953,0.0,0.0
ENSG00000003436,0.0,0.0,0.8121563106775284,0.7784755716721217,0.8127032955487569,0.0,0.0,0.0,0.8077123592297236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695960303147634,0.8346441547075908,0.8448575774828593,0.7867629895607631,0.0,0.0,0.0,0.7666666666666667,0.0,0.0,0.0,0.8840645889441172,0.8765068928400676,0.8292316238085429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8149818331003189,0.8113244851430257,0.0,0.0,0.7783831079800924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004059,0.0,0.0,0.0,0.7865048865477244,0.0,0.7975799034039179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888644228378932,0.0,0.8511259873708089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8172224620978038,0.0,0.7666666666666667,0.0,0.0,0.8238551576932271,0.0,0.8420920143524806,0.8079287022352218,0.0,0.0,0.0,0.0,0.0,0.8079286783933639,0.0,0.0,0.0,0.0,0.0,0.0,0.7674529989560445,0.0,0.0,0.0,0.0,0.0,0.7725933482249577,0.7816457400719324,0.8534238080183665,0.7914091616868972,0.0
ENSG00000004142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004455,0.0,0.0,0.0,0.8995319932699204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9214605549971263,0.925508227944374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8930481006701787,0.0,0.0,0.0,0.0,0.0,0.9026466558376948,0.9047653456528981,0.0,0.8835968832174937,0.0
ENSG00000004478,0.0,0.0,0.0,0.0,0.0,0.9482576698064804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615896950165431,0.9568823436896007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354560236136119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0
ENSG00000004700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,0.0,0.0,0.6017079482475917,0.6377738843361537,0.5909394651651383,0.6747637907663981,0.0,0.6112951656182607,0.0,0.6230079223712285,0.0,0.0,0.0,0.0,0.0,0.6020493487517039,0.0,0.5870790898799896,0.0,0.701905291279157,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.6370665758848191,0.6978577713171641,0.0,0.6033161719640096,0.0,0.0,0.6352537125349045,0.0,0.5943125943342845,0.0,0.605281529823939,0.7301826566457749,0.6996839314699173,0.0,0.0,0.6555541108051935,0.0,0.0,0.0,0.0,0.0,0.5954513351122538,0.6100262592236201,0.0,0.0,0.7579123139381408,0.0,0.0,0.5964513738950094,0.6270157118638356,0.6291636516650517,0.6544008592764536,0.0
ENSG00000004799,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.9253211259841919,0.0,0.9237731754779815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9413920670747757,0.0,0.0,0.0,0.0,0.9484321445226669,0.0,0.0,0.9673977772394816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.970929953455925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.9671672075986862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893197695414225,0.0,0.0,0.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9748884697755178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005020,0.0,0.0,0.0,0.0,0.0,0.9697598318258921,0.0,0.9666666666666667,0.0,0.9686023940642675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005022,0.44006451467672986,0.0,0.5704342573881149,0.5837815801302592,0.3483761966228485,0.41405698359012605,0.43668511509895325,0.5403496474027634,0.0,0.4737522482872009,0.3650963832934698,0.43834130962689716,0.0,0.0,0.4112918923298518,0.5014799296855926,0.38919864495595297,0.5332080364227295,0.4870125502347946,0.35337712268034616,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000086158514023,0.0,0.4802138219277064,0.6093487004439037,0.4333296159903208,0.5352791627248128,0.0,0.333520312110583,0.5079896549383799,0.0,0.3729179710149765,0.3963218500216802,0.48949447174866995,0.3465034395456314,0.33644678393999733,0.0,0.0,0.3881670653820038,0.486683784921964,0.0,0.0,0.35658253232638043,0.47342929343382517,0.3499889632066091,0.40032963156700135,0.0,0.0,0.409759721159935,0.0,0.0,0.34600309828917186,0.5472766806681951,0.5584340870380402,0.5034167627493541,0.41029916604359945
ENSG00000005059,0.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.0,0.9721435844898224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9712886393070221,0.0,0.0
ENSG00000005075,0.0,0.0,0.0,0.7866698861122131,0.0,0.7943770666917165,0.857716491818428,0.8057200819253921,0.0,0.7556090752283732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7675943195819854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737665037314097,0.7333333333333333,0.0,0.0,0.0,0.0,0.7970866252978642,0.0,0.0,0.0,0.0,0.7597144643465678,0.0,0.0,0.0,0.7695886592070261,0.0,0.0,0.0,0.0,0.0,0.0,0.7604769249757131,0.0,0.0,0.902503278851509,0.0,0.0,0.7504139373699824,0.7516730060180028,0.7865654915571213,0.7547966519991557,0.0
ENSG00000005448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9701094388961792,0.9728308806816737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005483,0.0,0.0,0.0,0.0,0.7440389255682628,0.7760795166095098,0.0,0.7452483167250951,0.0,0.0,0.8969037592411041,0.0,0.0,0.0,0.0,0.0,0.0,0.8281024515628814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7554597149292628,0.0,0.0,0.8469024767478307,0.735354428490003,0.0,0.7803688685099284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758232103784879,0.0,0.7333333333333333,0.0,0.761072231332461,0.0,0.0,0.0,0.0,0.0,0.8110307892163594,0.7842438042163848,0.0,0.0,0.0,0.0,0.0,0.0,0.7698350777228673,0.8064324339230855,0.7534841378529866,0.0
ENSG00000005486,0.0,0.0,0.0,0.0,0.0,0.9645810623963674,0.0,0.9368980487187704,0.0,0.9377382030089696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9461582740147908,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9718827217817306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976327829559644,0.0,0.0,0.0
ENSG00000005884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005893,0.0,0.0,0.0,0.0,0.8530108034610748,0.922215943535169,0.0,0.9055894772211711,0.0,0.9133488198121389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8739369531472524,0.0,0.0,0.0,0.0,0.859868065516154,0.0,0.0,0.0,0.0,0.0,0.0,0.8537251671155294,0.0,0.0,0.9140651514132817,0.0,0.0,0.843030110001564,0.8369613806406657,0.0,0.0,0.0
ENSG00000006007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.951171080271403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955702327688535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.9778559505939484,0.0
ENSG00000006015,0.0,0.0,0.0,0.0,0.786064209540685,0.8416000674168269,0.0,0.8055637588103612,0.0,0.8480388184388479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8073392450809479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7685400247573853,0.0,0.0,0.7975096036990483,0.743777318795522,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.7880226999521256,0.0,0.0,0.0,0.0,0.7799546907345454,0.0,0.0,0.0,0.0,0.0,0.0,0.7445514321327209,0.0,0.0,0.8164452423652013,0.0,0.0,0.752912770708402,0.7431037743886312,0.7516637235879898,0.7353002846240997,0.0
ENSG00000006042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9913776258627574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833333333333333,0.0,0.0,0.0,0.0
ENSG00000006125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696121682723363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967516173919042,0.0,0.0,0.0,0.9517533461252848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
ENSG00000006327,0.0,0.9874016364415487,0.0,0.9748597035805384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
