,author_cell_type,silhouette_score
1410,Proximal tubule,0.10101476505860812
1411,Proximal tubule,-0.18677273521337373
1413,Proximal tubule,0.09968988636742089
1417,Ascending vasa recta endothelium,0.04378686733556136
1418,NK cell,0.3088485147497416
1419,Mast cell,-0.42067816045095957
1420,Proximal tubule,0.00244405960297722
1423,Proximal tubule,0.12220339851646052
1425,Glomerular endothelium,0.8073506422882947
1426,Proximal tubule,0.12285910321477571
1427,Proximal tubule,0.07288854830057456
1428,Epithelial progenitor cell,-0.20602381244178725
1430,Proximal tubule,0.05411893681535897
1431,Proximal tubule,-0.02206809301359041
1433,CD4 T cell,0.06402235277180594
1439,Proximal tubule,0.08745848825072501
1440,Proximal tubule,0.13461508311894405
1443,Proximal tubule,0.04599908037910257
1444,CD4 T cell,-0.12483035866897446
1447,CD4 T cell,-0.43131568539720366
1451,MNP-a/classical monocyte derived,-0.7051012946823068
1452,B cell,0.7199124110903691
1453,B cell,0.7655658743339265
1454,CD8 T cell,0.15143356010433465
1456,Proximal tubule,-0.26170370227977874
1458,CD8 T cell,-0.30911744530735213
1461,Proximal tubule,0.1260427872462698
1463,Glomerular endothelium,0.8098265214413464
1466,B cell,0.6515074414378049
1470,Proximal tubule,0.12377074350086979
1472,MNP-a/classical monocyte derived,0.06654909240831404
1475,Proximal tubule,-0.543652632595535
1476,Proximal tubule,0.09178780910522075
1482,Proximal tubule,0.12591445306476345
1487,Proximal tubule,0.06624298413142378
1488,Proximal tubule,0.07888436805982393
1490,Proximal tubule,0.0668304864099417
1497,Proximal tubule,0.12459156916044593
1500,Proximal tubule,0.08999332026803178
1503,Epithelial progenitor cell,0.46658827508639517
1506,Proximal tubule,0.054716785147777225
1507,NKT cell,0.18923510330080232
1508,MNP-b/non-classical monocyte derived,0.31577283147023855
1509,Proximal tubule,0.07693316395014418
1510,CD4 T cell,-0.21820142587365943
1511,Proximal tubule,0.011777451089676991
1512,Epithelial progenitor cell,-0.40343711648161296
1513,Peritubular capillary endothelium 1,0.30562633006274614
1514,Proximal tubule,0.023759634430311226
1515,MNP-c/dendritic cell,0.1330168519152406
1516,Proximal tubule,0.1092363734849088
1518,CD4 T cell,-0.27157411211463234
1520,Proximal tubule,0.13222187867278726
1521,Proximal tubule,0.09878548153192371
1524,Proximal tubule,0.13455320594931422
1529,Proximal tubule,0.13005929515622056
1530,NK cell,0.2959609923433166
1531,Thick ascending limb of Loop of Henle,0.4304593125024977
1533,MNP-a/classical monocyte derived,0.2195165060991364
1534,Proximal tubule,0.03251969684706971
1535,Proximal tubule,-0.08143321834953511
1536,Descending vasa recta endothelium,-0.009911651853703208
1539,NK cell,0.33554710220899436
1540,B cell,0.7622540221471219
1542,CD4 T cell,-0.16308667945050653
1543,CD4 T cell,-0.025352966809866647
1545,Proximal tubule,-0.08056633012842117
1550,Proximal tubule,0.013928859801000367
1553,Type A intercalated cell,-0.48617565842618365
1555,CD4 T cell,-0.03255001539116134
1556,Proximal tubule,0.1207797147139245
1557,CD8 T cell,-0.3883315569938785
1567,CD4 T cell,-0.1356347075704339
1569,Proximal tubule,0.1218844650396562
1570,Proximal tubule,0.12386225588658639
1572,CD4 T cell,-0.14152573557984302
1573,Proximal tubule,0.09263976857165186
1576,Proximal tubule,-0.006295177070312457
1577,Thick ascending limb of Loop of Henle,0.37564650218591006
1582,NK cell,-0.47716674505929657
1589,Proximal tubule,0.12622145572509896
1590,CD4 T cell,-0.11788001477026851
1594,NK cell,0.1401065104785786
1595,Proximal tubule,0.05597825219372264
1597,CD4 T cell,0.02180597585010313
1599,Thick ascending limb of Loop of Henle,-0.29548158495971455
1601,Type A intercalated cell,0.3206316558954797
1603,CD4 T cell,-0.2743165438675214
1604,Proximal tubule,0.03888261941607741
1606,Peritubular capillary endothelium 1,0.3688314010725871
1609,Proximal tubule,0.08747975509136142
1610,Proximal tubule,-0.3625670392072219
1612,MNP-b/non-classical monocyte derived,-0.6204361293786181
1613,Proximal tubule,0.07731024247480416
1615,CD4 T cell,-0.05358411043566431
1616,NK cell,-0.15320411146762988
1617,Proximal tubule,0.06361306155363082
1618,Peritubular capillary endothelium 1,0.14133175017743493
1619,MNP-b/non-classical monocyte derived,0.34146723586756794
1623,B cell,0.31602812435292005
1624,NKT cell,0.18495918158896457
1626,Proximal tubule,0.01463175052525472
1628,Proximal tubule,0.12198244537706472
1629,CD4 T cell,-0.10523906270602071
1632,Thick ascending limb of Loop of Henle,0.43170226239460263
1633,Glomerular endothelium,0.7948228236547199
1638,Proximal tubule,0.11395750253703246
1640,Proximal tubule,0.11873406217430703
1645,MNP-a/classical monocyte derived,-0.3280701817749885
1648,Proximal tubule,0.022673529759829506
1649,Proximal tubule,0.13281174085086553
1651,Proximal tubule,-0.41460912792636434
1653,Proximal tubule,-0.0016754300198630382
1655,Proximal tubule,0.033370781902608934
1656,CD4 T cell,-0.13842435856982016
1661,Proximal tubule,0.11135873288306007
1662,Proximal tubule,0.11369449665037054
1665,CD8 T cell,-0.15672652769561227
1666,Proximal tubule,0.01601374099182495
1669,NKT cell,0.054676920478308834
1676,Peritubular capillary endothelium 1,0.410942844068736
1677,Proximal tubule,0.06567240419890898
1679,Proximal tubule,0.04130079598654084
1681,Proximal tubule,-0.5568748674111085
1682,Proliferating Proximal Tubule,-0.14160027385667115
1683,Glomerular endothelium,0.7665454563001656
1685,Glomerular endothelium,0.7029377498970449
1686,Proximal tubule,0.11203216470097345
1692,Proximal tubule,0.11598283904363639
1693,Glomerular endothelium,0.7633602234188783
1695,Peritubular capillary endothelium 1,-0.035064411815712224
1698,NK cell,0.13745872481094307
1699,B cell,0.7531726715806181
1702,Proximal tubule,0.09085232844337117
1705,Proximal tubule,-0.1909003648824611
1706,Peritubular capillary endothelium 2,0.3402519309364849
1707,Proximal tubule,0.1130648341823343
1709,CD4 T cell,0.004246664466461112
1710,B cell,0.7280939253487817
1711,MNP-b/non-classical monocyte derived,0.13562264664633142
1713,Proximal tubule,0.009577076385923105
1715,MNP-b/non-classical monocyte derived,-0.5588256689899381
1717,NK cell,0.26079851261700915
1718,NK cell,0.2713768185425168
1719,B cell,0.7637468245742299
1720,Proximal tubule,0.06496139892166236
1722,Proximal tubule,0.03011290514807498
1725,Glomerular endothelium,0.8161237467610702
1726,Proximal tubule,0.030873448262981076
1733,CD8 T cell,0.22315175160980363
1734,Proximal tubule,-0.5662546821381397
1736,B cell,0.7517515757969048
1740,Proximal tubule,-0.03900884967675744
1742,Proximal tubule,0.0591139155778687
1744,Proximal tubule,0.12000467369016636
1745,NKT cell,-0.16054127242589356
1746,Peritubular capillary endothelium 1,0.3989143773788401
1748,Proximal tubule,-0.08285984141269363
1750,Proximal tubule,0.07937376261417774
1754,Thick ascending limb of Loop of Henle,-0.7769057461567007
1758,Proximal tubule,0.11734367065248835
1759,Type A intercalated cell,0.31193041617810513
1760,CD8 T cell,-0.4409013615717151
1762,B cell,0.4395017568797706
1763,Proximal tubule,0.13605362490515946
1764,Peritubular capillary endothelium 1,0.2942116169581213
1765,Descending vasa recta endothelium,-0.16231301844357002
1768,Mast cell,-0.4291623722908018
1770,Proximal tubule,0.13317234253733504
1775,Proximal tubule,0.11678855124826745
1776,CD8 T cell,-0.7555785812191951
1778,Proximal tubule,0.12335933932631356
1782,Proximal tubule,-0.003721365619903033
1783,NKT cell,0.11913442990027563
1784,MNP-a/classical monocyte derived,0.17213608069063335
1786,Proximal tubule,0.0737288228729994
1787,Proximal tubule,0.08680549473508975
1789,CD4 T cell,-0.16190305462923438
1790,Proximal tubule,-0.2757725290419989
1792,CD4 T cell,-0.026864578716181
1794,Proximal tubule,0.10533616704005747
1799,CD4 T cell,0.01492822274309566
1800,Proximal tubule,0.0032666706376995487
1801,Proximal tubule,0.029001689624462805
1802,Myofibroblast,-0.6460361695662341
1804,Proximal tubule,-0.024369802565890296
1805,Proximal tubule,0.13497352578358254
1806,Proximal tubule,0.014529575318210615
1809,CD4 T cell,-0.1670031908628193
1810,Proximal tubule,0.12600170557862572
1811,Type B intercalated cell,0.44885278777832743
1812,CD4 T cell,0.06963682827806476
1813,CD4 T cell,-0.1067182071108549
1814,Proximal tubule,0.10861267118716661
1815,Type A intercalated cell,0.36740353219835337
1818,B cell,0.6574406492492737
1820,CD4 T cell,0.09125087093533159
1821,Proximal tubule,0.10501597931510769
1823,CD8 T cell,-0.08788352765985238
1824,Proximal tubule,0.10913064218855137
1829,Proximal tubule,-0.0780941921021964
1830,CD8 T cell,0.11943352523044728
1831,Epithelial progenitor cell,0.3941469309184665
1833,Proximal tubule,-0.3477406353244847
1836,Glomerular endothelium,0.7755662610793479
1837,NK cell,-0.011014680592830674
1838,B cell,0.7568971800860628
1839,Proximal tubule,0.07146445315914575
1840,Proximal tubule,0.07640700090936844
1842,CD4 T cell,-0.0832165560526118
1843,NK cell,0.31544070570571625
1844,B cell,0.5372243035114791
1845,CD4 T cell,-0.08673774298196976
1847,NKT cell,0.16328872423142474
1849,Peritubular capillary endothelium 1,-0.22286606952863064
1850,Peritubular capillary endothelium 2,0.39323817798795324
1851,Proximal tubule,0.08831094572223151
1852,Proximal tubule,-0.006875354942896788
1854,CD4 T cell,-0.16054629583341903
1856,Proximal tubule,0.013783673999881882
1857,Proximal tubule,0.04789924944484331
1859,Proximal tubule,-0.15785467099698836
1860,Proximal tubule,0.10271381823768405
1861,Proximal tubule,0.10261891721494167
1864,Thick ascending limb of Loop of Henle,0.44709177621933816
1865,Proximal tubule,0.06270622387368163
1866,Proximal tubule,0.009216356758713247
1867,NK cell,0.2287550286090446
1869,CD4 T cell,-0.12923160277941864
1871,CD4 T cell,-0.22107139080443322
1873,Proximal tubule,0.13082370120823575
1874,Epithelial progenitor cell,0.37598177347927314
1875,Proximal tubule,0.11142732596867665
1877,CD4 T cell,0.07143856478042833
1878,CD8 T cell,-0.4651876316395916
1879,Proximal tubule,0.12069597891846984
1880,Proximal tubule,0.11915367331737424
1883,Ascending vasa recta endothelium,-0.414838375846077
1884,Proximal tubule,0.08981299865522835
1887,CD8 T cell,0.016047520169972348
1889,CD8 T cell,-0.42010679645234894
1890,Thick ascending limb of Loop of Henle,-0.8418845351594108
1893,Proximal tubule,-0.08200185768486105
1897,MNP-a/classical monocyte derived,-0.05426739928782031
1898,Glomerular endothelium,0.698218018759472
1901,Proximal tubule,0.07206486545018294
1904,NK cell,0.2966843547580853
1905,Proximal tubule,0.07433554154341417
1908,CD8 T cell,0.2262766106376885
1910,Ascending vasa recta endothelium,-0.409575325692772
1914,CD4 T cell,-0.04910626811156806
1917,Type B intercalated cell,0.47132193187511756
1919,Proximal tubule,0.11804556922506504
1923,Proximal tubule,0.05559105138687546
1926,CD4 T cell,-0.11807273520799944
1930,NKT cell,0.06597034402131437
1931,CD4 T cell,-0.1049394910953241
1933,Peritubular capillary endothelium 2,0.40246777747620743
1935,MNP-c/dendritic cell,0.06817749178866399
1936,Proximal tubule,-0.08202855372846656
1938,Descending vasa recta endothelium,-0.29774212672151734
1939,CD4 T cell,-0.3759961799344872
1940,Proximal tubule,0.03764181197143548
1941,Proximal tubule,0.0420179179289069
1943,Proximal tubule,0.056842339749048
1944,CD4 T cell,0.030565662820408773
1949,Glomerular endothelium,0.7998078387623649
1951,Proximal tubule,-0.5379366474878263
1953,B cell,0.7524956546380286
1954,Proximal tubule,-0.08210782807674513
1956,Proximal tubule,0.0827957223987118
1961,Proximal tubule,0.13661042778834107
1963,Epithelial progenitor cell,0.4292769881010079
1964,Proximal tubule,0.044663191587841294
1969,Proximal tubule,-0.0804430544492715
1970,Proximal tubule,0.0424259583446448
1972,CD4 T cell,-0.10407256371916111
1975,Proximal tubule,-0.08186929947243056
1976,MNP-b/non-classical monocyte derived,-0.5194832012853079
1980,Proximal tubule,0.035860307706201175
1981,Proximal tubule,0.08231795133298189
1982,CD8 T cell,-0.22233027353844115
1983,Proximal tubule,-0.5130466235644163
1986,Proximal tubule,0.03795359467327523
1987,CD4 T cell,-0.03498550692887921
1988,CD4 T cell,-0.13109683184920778
1989,Proximal tubule,0.010528489983056713
1990,Proximal tubule,0.07124663037041792
1991,Proximal tubule,-0.10785142693501194
1992,Proximal tubule,0.10786171333828103
1994,Proximal tubule,0.13526407726447742
1996,CD4 T cell,-0.07687595875439694
1998,MNP-b/non-classical monocyte derived,0.3466545053733064
2003,Proximal tubule,0.020471825567132704
2007,Peritubular capillary endothelium 2,0.3493152865473805
2012,Proximal tubule,0.0962666903743336
2013,Proximal tubule,0.13444475639149006
2018,Proximal tubule,0.0664374156508421
2020,CD4 T cell,-0.018741959067752147
2022,B cell,0.7251354358915211
2025,Type A intercalated cell,0.011208056824592132
2026,Proximal tubule,0.05326987241857186
2027,NKT cell,-0.17513253634976658
2028,CD4 T cell,-0.11408947641589852
2029,Glomerular endothelium,0.7970674069154755
2032,Proximal tubule,0.11953180072945843
2034,Thick ascending limb of Loop of Henle,0.31061517362310953
2039,NKT cell,-0.032366190222141454
2040,Proximal tubule,-0.047782873683334476
2041,Proximal tubule,0.10630608061008069
2042,Proximal tubule,-0.08052140130737633
2043,CD4 T cell,0.013855636027358039
2046,Proximal tubule,-0.2919095579074788
2047,Proximal tubule,0.1177517446085739
2050,Proximal tubule,0.008803224209279679
2052,NK cell,0.24903290444228598
2054,Proximal tubule,0.12861340591753537
2058,Type B intercalated cell,0.3944563342742989
2064,Proximal tubule,0.10758435361434347
2066,CD8 T cell,0.21018825433075614
2068,NK cell,0.24533378583215498
2069,NKT cell,-0.05761235973648215
2071,Proximal tubule,-0.005650916732151743
2074,Proximal tubule,0.06761382112770636
2075,Thick ascending limb of Loop of Henle,-0.3557982417405207
2077,Proximal tubule,0.09860048902844368
2079,Proximal tubule,0.12324947156378442
2081,Peritubular capillary endothelium 1,0.36206205076447184
2083,Distinct proximal tubule 1,0.5904945534361693
2089,Proximal tubule,0.11933900342386203
2091,Proximal tubule,0.13470008014215368
2092,CD4 T cell,-0.17099258006416468
2094,Proximal tubule,0.10372447980512195
2095,Proximal tubule,0.07108322885587429
2099,NK cell,0.24936352032367815
2100,Proximal tubule,0.11456838943205938
2102,NKT cell,-0.18398980662652925
2105,NK cell,0.1580130342375051
2106,Proximal tubule,0.11029951538820312
2110,B cell,0.7229664065530773
2112,Proximal tubule,-0.15250814395311113
2115,MNP-c/dendritic cell,0.4183155364587147
2117,Proximal tubule,0.09733021116377326
2118,Proximal tubule,0.11109829418040426
2119,B cell,0.7014764108588128
2120,Proximal tubule,0.11444697946421417
2121,CD4 T cell,-0.1348318803683543
2123,Proximal tubule,0.06279084684400868
2124,Proximal tubule,0.13405034459252843
2127,Proximal tubule,-0.07500699446493081
2128,Proximal tubule,0.03677741522975194
2130,Proximal tubule,0.1098681695907267
2131,Proximal tubule,0.09499217072674396
2134,CD4 T cell,-0.019248068698388233
2138,NK cell,-0.0357780491919788
2139,NKT cell,-0.3981841657133133
2142,Proximal tubule,0.1079006711867331
2143,Glomerular endothelium,0.8063905558890103
2146,Proximal tubule,0.04421126205307664
2147,Ascending vasa recta endothelium,-0.3816429239419204
2148,Proximal tubule,-0.2860492182742893
2149,Proximal tubule,0.026479472771229518
2150,CD4 T cell,-0.018802522193926627
2155,Glomerular endothelium,0.7929979566797809
2156,Proximal tubule,0.13334728003888274
2157,Proximal tubule,0.05513714157719598
2159,Proximal tubule,-0.3523250773053394
2160,Glomerular endothelium,0.7914078332367905
2161,NK cell,0.1833843641052759
2162,Proximal tubule,0.1119320612616039
2163,CD4 T cell,0.0481439868041868
2165,Proximal tubule,0.03354038544144961
2166,Proximal tubule,-0.080400896355451
2168,NKT cell,-0.147161538547472
2169,Proximal tubule,0.031170006497403067
2170,Plasmacytoid dendritic cell,0.8837704215771679
2177,Proximal tubule,-0.08049163064378984
2178,CD8 T cell,-0.4694139849703289
2179,CD4 T cell,-0.01459800463674146
2180,Proximal tubule,-0.3238607889706693
2181,B cell,0.7495049991372148
2182,B cell,0.06216823107788212
2183,Proximal tubule,0.00011449575245444793
2184,Proximal tubule,-0.5472403773785347
2186,Proximal tubule,0.12313103647243379
2188,NK cell,0.33143110679214066
2192,NKT cell,0.05192157481470685
2193,Proximal tubule,0.09194226213489419
2196,Proximal tubule,0.0024746275070912085
2197,Principal cell,-0.43949446342836995
2199,Proximal tubule,0.0016831507624721388
2200,Proximal tubule,-0.0074075105376311115
2201,CD8 T cell,0.18117570910740755
2202,NK cell,0.2002520385055006
2203,Proximal tubule,0.13198926153109714
2205,CD4 T cell,-0.3274557975698463
