,acinar,alpha,beta,delta,duct,endothelial,mesenchymal,pp,unclear
ENSG00000153561,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.6
ENSG00000101152,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000169926,0.1,0.1,1.1,0.1,1.1,2.1,2.1,0.1,0.1
ENSG00000180370,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1
ENSG00000259974,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000087157,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000087274,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
ENSG00000242247,1.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,1.1
ENSG00000198231,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000140968,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000113141,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000074319,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000159459,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000160180,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000134308,3.1,3.1,4.1,3.1,3.1,4.1,4.1,2.1,1.1
ENSG00000116044,1.1,0.1,1.1,0.1,1.1,2.1,1.1,1.1,2.1
ENSG00000137996,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000157005,14.1,27.1,28.1,653.1,15.1,13.1,18.1,41.1,24.1
ENSG00000155659,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000070501,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000011405,0.1,0.1,1.1,1.1,1.1,1.1,0.1,0.1,1.1
ENSG00000080561,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000077549,0.1,1.1,1.1,1.1,1.1,1.1,3.1,2.1,1.1
ENSG00000198286,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000153253,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000102753,0.1,0.1,0.1,0.1,1.1,1.1,0.6,0.1,0.1
ENSG00000179218,1.1,1.1,0.1,0.1,1.1,1.1,1.1,0.1,0.6
ENSG00000109062,1.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,1.5999999
ENSG00000111676,0.1,1.1,1.1,1.1,1.1,1.1,0.1,1.1,0.6
ENSG00000014824,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000213658,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000002834,2.1,0.1,0.1,0.1,2.1,1.1,1.1,0.1,0.6
ENSG00000169895,0.1,0.1,1.1,1.1,1.1,0.1,0.1,1.1,1.5999999
ENSG00000204262,0.1,0.1,0.1,0.1,0.1,0.1,8.1,0.1,0.1
ENSG00000161057,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000113327,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000141560,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000124920,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,0.1
ENSG00000157741,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1
ENSG00000107263,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000163029,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000179387,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000153879,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.6
ENSG00000138085,0.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1,0.1
ENSG00000095981,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000198467,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
ENSG00000126709,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000170549,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000183018,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000167996,50.1,10.1,30.1,10.1,30.1,21.1,32.6,14.1,15.6
ENSG00000114942,5.1,2.1,2.1,3.1,3.1,2.1,6.1,1.1,3.1
ENSG00000154319,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000239305,1.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,0.6
ENSG00000198908,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000159461,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000124942,0.1,0.1,0.1,0.1,2.1,1.1,3.1,0.1,0.6
ENSG00000111271,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000197696,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000230457,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000107566,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000166710,40.1,19.1,7.1,10.1,28.1,22.1,11.1,9.6,12.1
ENSG00000254505,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000174485,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000186432,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,1.1
ENSG00000059573,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000060762,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000127824,0.1,1.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1
ENSG00000173482,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000113318,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000122952,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000198791,0.1,1.1,1.1,1.1,1.1,1.1,0.1,1.1,0.1
ENSG00000132716,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000066777,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000146833,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000055130,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000169288,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000088833,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000127526,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.6
ENSG00000113312,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000172331,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000180357,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000197291,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000221983,4.1,3.1,3.1,2.1,2.1,3.1,4.1,2.1,2.1
ENSG00000164985,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1
ENSG00000113282,1.1,0.1,1.1,1.1,2.1,1.1,0.1,1.1,0.6
ENSG00000123496,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000144810,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000186532,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000085871,1.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000120805,0.1,1.1,1.1,1.1,0.1,1.1,1.1,1.1,0.1
ENSG00000100804,0.1,1.1,1.1,0.1,0.1,1.1,1.1,0.1,0.6
ENSG00000182004,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.6
ENSG00000121413,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000103540,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000075413,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.6
ENSG00000198612,0.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,0.1
ENSG00000159842,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000189058,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000214517,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000073350,0.1,1.1,1.1,0.1,1.1,0.1,0.1,1.1,0.1
ENSG00000159189,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000175970,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000140367,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000145386,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000153933,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000115091,1.1,1.1,1.1,1.1,1.1,1.1,2.1,0.1,1.1
ENSG00000163629,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000236287,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000067248,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000148396,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000114166,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000133142,0.1,1.1,1.1,1.1,0.6,1.1,0.6,1.1,0.1
ENSG00000168438,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000006327,1.1,0.1,0.1,0.1,2.1,0.1,1.1,0.1,0.6
ENSG00000155090,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
ENSG00000140832,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000185920,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000152689,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000162600,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000086189,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000203668,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000181191,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000166548,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000189067,0.1,0.1,0.1,0.1,3.1,0.1,1.1,0.1,1.5999999
ENSG00000107625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000054356,0.1,5.1,4.1,4.1,0.1,0.1,0.1,3.1,0.1
ENSG00000152332,0.1,0.1,1.1,1.1,1.1,1.1,0.1,0.1,1.1
ENSG00000197329,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000224032,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1
ENSG00000117620,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000146530,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000135945,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000104341,1.1,2.1,1.1,0.1,2.1,1.1,1.1,1.1,0.6
ENSG00000204186,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000136935,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000162769,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000127328,0.1,1.1,1.1,1.1,1.1,0.1,0.1,1.1,0.1
ENSG00000140299,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000136802,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1
ENSG00000058404,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000109089,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000149084,1.1,2.1,2.1,2.1,1.1,1.1,1.1,1.1,0.6
ENSG00000165617,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
ENSG00000153012,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000166012,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000065154,0.1,0.1,1.1,1.1,0.1,1.1,1.1,1.1,1.1
ENSG00000116857,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000160796,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000196557,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1
ENSG00000233041,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000188529,0.1,0.1,0.1,1.1,1.1,0.1,1.1,1.1,0.6
ENSG00000179862,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000101856,0.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1,0.1
ENSG00000180900,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000128228,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1
ENSG00000169813,1.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,0.1
ENSG00000137710,2.1,1.1,1.1,1.1,1.1,5.1,1.1,1.1,1.1
ENSG00000143776,0.1,1.1,1.1,1.1,1.1,0.1,1.1,1.1,0.6
ENSG00000150459,1.1,2.1,2.1,2.1,2.1,1.1,1.1,1.1,1.5999999
ENSG00000267855,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000114030,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000134697,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000147475,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000157240,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000119772,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000197444,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000166716,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000124098,0.1,1.1,0.1,1.1,0.1,1.1,1.1,1.1,0.1
ENSG00000112977,2.1,2.1,2.1,2.1,1.1,0.1,1.1,1.1,1.1
ENSG00000163956,1.1,2.1,1.1,1.1,1.1,0.1,1.1,2.1,0.1
ENSG00000006210,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000132963,1.1,1.1,1.1,1.1,1.1,2.1,2.1,1.1,0.6
ENSG00000196933,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
ENSG00000184949,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000138814,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.6,0.1
ENSG00000153015,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000119707,1.1,1.1,1.1,2.1,1.1,1.1,1.1,2.1,2.1
ENSG00000136875,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000176946,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000169756,1.1,0.1,0.1,0.1,1.1,2.1,2.6,0.1,0.6
ENSG00000186868,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000151612,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000169297,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000116251,3.1,3.1,3.1,3.1,3.1,2.1,3.1,3.1,1.0999999
ENSG00000115839,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000164683,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1
ENSG00000129990,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000204852,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000151655,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000118680,6.1,2.1,2.1,2.1,6.1,8.1,3.6,1.1,4.1
ENSG00000134371,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1
ENSG00000143376,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000163812,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000070413,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000080503,0.1,2.1,1.1,1.1,0.1,1.1,0.1,1.1,0.6
ENSG00000057757,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000179914,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000177106,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000081026,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000125148,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000148339,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000169738,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000171444,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
ENSG00000173692,0.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.6
ENSG00000106080,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000179134,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000171044,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000169155,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000039068,3.1,1.1,1.1,1.1,3.1,0.1,0.1,1.1,4.6
ENSG00000102359,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
ENSG00000139626,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000161405,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000159352,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000159216,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
ENSG00000087995,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000100413,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000131966,0.1,1.1,1.1,1.1,0.6,1.1,1.1,0.1,0.1
ENSG00000008838,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000171530,1.1,2.1,2.1,2.1,1.1,1.1,1.1,1.1,1.1
ENSG00000176225,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000180543,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000064042,0.1,1.1,1.1,1.1,0.1,1.1,0.1,1.1,0.1
ENSG00000163235,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000130340,1.1,0.1,1.1,0.1,1.1,2.1,2.1,0.1,1.1
ENSG00000136504,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000182674,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000134326,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000113070,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000104671,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000175581,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000198825,0.1,0.1,1.1,1.1,0.1,0.1,0.1,2.1,0.1
ENSG00000177156,1.1,0.1,0.1,0.1,1.1,2.1,1.1,0.1,0.6
ENSG00000130703,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000115685,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000101901,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000137075,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000136828,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000118579,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000157077,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000163848,0.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1
ENSG00000138613,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000109180,1.1,1.1,2.1,2.1,1.1,1.1,1.1,1.1,1.1
ENSG00000137962,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000163412,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000171604,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000172575,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000110321,5.1,4.1,5.1,4.1,7.1,7.1,7.1,4.1,5.1
ENSG00000153814,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000166579,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000083844,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000132341,1.1,1.1,1.1,1.1,2.1,3.1,3.1,1.1,2.1
ENSG00000108039,1.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000100216,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000147403,14.1,3.1,5.1,4.1,6.1,7.1,12.1,3.1,6.6
ENSG00000154096,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
ENSG00000168615,2.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,1.1
ENSG00000133027,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000100612,1.1,0.1,2.1,1.1,2.1,1.1,0.1,0.1,0.1
ENSG00000276023,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000100650,0.1,1.1,0.1,1.1,1.1,0.1,0.1,1.1,1.1
ENSG00000114771,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000135426,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000047188,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000136770,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1
ENSG00000120438,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1,0.1
ENSG00000184432,0.1,0.1,0.6,1.1,0.1,1.1,1.1,0.1,0.1
ENSG00000147027,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000170006,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000164024,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000069345,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000169862,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000116791,0.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1
ENSG00000179632,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000146070,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000012660,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1
ENSG00000170502,0.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,0.6
ENSG00000170266,0.1,1.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1
ENSG00000135776,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000029993,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000140307,0.1,1.1,1.1,1.1,0.1,1.1,0.6,0.1,1.1
ENSG00000134871,0.1,0.1,0.1,0.1,1.1,21.1,19.1,0.1,0.1
ENSG00000163661,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000113532,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000113649,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000048540,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000197256,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
ENSG00000167460,1.1,1.1,1.1,1.1,4.1,4.1,11.1,1.1,1.0999999
ENSG00000134215,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000197629,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000135241,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
ENSG00000171533,0.1,0.1,0.6,1.1,0.1,0.1,0.1,0.1,0.1
ENSG00000141385,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
ENSG00000203879,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000184277,0.1,0.1,1.1,1.1,0.1,0.1,0.1,0.6,0.6
ENSG00000275066,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.6,0.1
ENSG00000140612,1.1,1.1,1.1,1.1,1.1,1.1,2.1,1.1,1.1
ENSG00000103241,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000084463,0.1,1.1,1.1,1.1,0.6,1.1,0.1,0.1,1.1
ENSG00000116128,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000131773,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000167767,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000100722,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000164932,0.1,0.1,0.1,0.1,0.1,0.1,1.5999999,0.1,0.1
ENSG00000105669,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000109819,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000155016,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000138722,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000186130,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000100292,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
