,Acinar-mix,Activated stellate cells,Alpha cells,Beta cells,Delta cells,Ductal cells,Endothelial cells,Gamma cells,Idling acinar cells,MUC5B+ ductal cells,Macrophages,Quiescent stellate cells,Secretory acinar cells,Stressed beta cells
ENSG00000165092,0.0,0.0,1.8630965,0.48415947,0.4669454,0.0,0.0,1.9411298,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149925,0.0,0.0,1.8026617,1.4075644,2.1032264,0.0,0.0,0.25812656,0.0,0.0,0.0,0.0,0.0,1.2751712
ENSG00000120697,0.0,0.0,0.46671227,0.3307438,0.38150695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44027093
ENSG00000091542,0.0,0.0,0.40984803,0.3080937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43241802
ENSG00000125652,0.0,0.0,0.53180444,0.5465846,0.56222653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190656
ENSG00000243480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7879891,0.0
ENSG00000240038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1338842,0.0
ENSG00000196704,0.0,0.0,0.0,0.23459488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31826633
ENSG00000141552,0.0,0.0,1.4372277,1.0314751,1.1680636,0.0,0.0,0.4909699,0.0,0.0,0.0,0.0,0.0,0.72215897
ENSG00000129055,0.0,0.0,0.75072575,0.6353568,0.6468112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6849004
ENSG00000166295,0.0,0.0,0.93071985,0.95521617,0.79417616,0.0,0.0,0.49067995,0.0,0.0,0.0,0.0,0.0,0.7251671
ENSG00000089053,0.0,0.0,0.28681406,0.294268,0.3339544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3346932
ENSG00000154122,0.0,0.0,0.0,0.19114499,0.0,0.0,0.0,0.40964735,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19942436,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101745,0.0,0.0,0.6515356,0.53630936,0.49429697,0.0,0.0,0.70346,0.0,0.0,0.0,0.0,0.0,0.47217757
ENSG00000140350,0.0,0.0,0.39281166,0.0,0.28564563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136938,0.0,0.0,0.6643379,0.4858085,0.56531036,0.0,0.0,0.16507366,0.0,0.0,0.0,0.0,0.0,0.50423366
ENSG00000103254,0.0,0.0,0.53002983,0.30842894,0.4982565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122359,0.0,0.0,0.8365489,0.5533118,0.53266,0.0,0.0,0.4770891,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182718,0.0,0.0,1.544831,0.66104335,0.7125993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83158684
ENSG00000196975,0.0,0.0,0.37538365,0.0,0.0,2.3623042,0.0,0.0,0.0,2.5097146,0.0,0.0,0.0,0.0
ENSG00000164111,0.0,0.0,1.0496248,0.7058083,1.0494239,0.0,0.0,1.021879,0.0,0.0,0.0,0.0,0.0,0.86322826
ENSG00000197043,0.0,0.0,0.0,0.0,0.2232545,0.0,0.0,0.39207393,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138279,0.0,0.0,0.970887,0.60864645,0.6862762,0.0,0.0,0.55941653,0.0,0.0,0.0,0.0,0.0,0.47498816
ENSG00000148120,0.0,0.0,0.4092167,0.5973394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36100018
ENSG00000106367,0.0,0.0,0.720773,0.36670542,0.605852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182287,0.0,0.0,0.46967012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006125,0.0,0.0,0.0,0.0,0.2585026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161203,0.0,0.0,1.0388861,0.56950176,1.0320914,0.0,0.0,0.4821528,0.0,0.0,0.0,0.0,0.0,0.6336344
ENSG00000042753,0.0,0.0,0.84260184,0.4989161,0.82061076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41849285
ENSG00000065000,0.0,0.0,0.34612092,0.0,0.19593087,0.0,0.0,0.13385385,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117362,0.0,0.0,0.4054485,0.24531893,0.21645865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516476
ENSG00000105290,0.0,0.0,0.72308594,0.47093174,0.50183076,0.0,0.0,1.0358465,0.0,0.0,0.0,0.0,0.0,0.54629886
ENSG00000084234,0.0,0.0,0.5724999,0.39325756,0.75659037,0.0,0.0,0.779113,0.0,0.0,0.0,0.0,0.0,0.3062299
ENSG00000091583,0.0,0.0,0.56552374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142192,0.0,0.0,0.88144135,0.53845394,0.76864415,0.0,0.0,0.93276036,0.0,0.0,0.0,0.0,0.0,0.4212118
ENSG00000198931,0.0,0.0,0.9566946,0.52344656,0.8358635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40122712
ENSG00000165272,0.0,0.0,0.0,0.0,1.5663584,0.0,0.0,1.5013936,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143761,0.0,0.0,1.3196466,1.0033157,1.1350577,0.0,0.0,1.0759664,0.0,0.0,0.0,0.0,0.0,1.2083539
ENSG00000134287,0.0,0.0,0.7991458,0.44529262,0.68063647,0.0,0.0,0.7409252,0.0,0.0,0.0,0.0,0.0,0.23895971
ENSG00000168374,0.0,0.0,0.9234297,0.75916564,0.87609726,0.0,0.0,0.68262887,0.0,0.0,0.0,0.0,0.0,1.2578216
ENSG00000004059,0.0,0.0,0.6584934,0.5017725,0.79800284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4627325
ENSG00000242247,0.0,0.0,0.19841559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112379,0.0,0.0,0.53605175,0.0,0.5494088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132254,0.0,0.0,0.24919692,0.0,0.08164254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35339287
ENSG00000134884,0.0,0.0,0.42023283,0.1836412,0.2161885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138639,1.3427747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100852,0.0,0.0,0.0,0.0,0.2843994,0.0,0.0,0.5867861,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141522,0.0,0.0,1.009882,0.5023581,0.8187993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46415374
ENSG00000054267,0.0,0.0,0.0,0.1668436,0.35058936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000150347,0.0,0.0,0.0,0.32032788,0.4499992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56652725
ENSG00000120805,0.0,0.0,0.58458686,0.45062825,0.530548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6144721
ENSG00000214087,0.0,0.0,0.0,0.32032788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213465,0.0,0.0,1.0643882,0.6543957,0.75711596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5281245
ENSG00000102931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23752831
ENSG00000138175,0.0,0.0,0.86024714,0.5663708,0.8354566,0.0,0.0,0.7681873,0.0,0.0,0.0,0.0,0.0,0.4212118
ENSG00000122644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23552738
ENSG00000162980,0.0,0.0,0.2595729,0.3001902,0.4427374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170540,0.0,0.0,0.5906633,0.43017936,0.4891045,0.0,0.0,0.4227277,0.0,0.0,0.0,0.0,0.0,0.7543613
ENSG00000182196,0.0,0.0,1.3453939,1.2650858,1.3589478,0.0,0.0,0.27454904,0.0,0.0,0.0,0.0,0.0,1.1060675
ENSG00000144746,0.0,0.0,0.5371282,0.4749422,0.4941225,0.0,0.0,0.34301847,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102401,0.0,0.0,0.3683584,0.39443603,0.2979295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43909222
ENSG00000241685,0.0,0.0,0.9526652,0.76785314,0.8593133,0.0,0.0,0.3850476,0.0,0.0,0.0,0.0,0.0,0.4447691
ENSG00000130429,0.0,0.0,1.0071696,0.50365007,1.0003369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163466,0.0,0.0,1.3682232,0.76472956,1.2578982,0.0,0.0,1.0489128,0.0,0.0,0.0,0.0,0.0,0.71075046
ENSG00000111229,0.0,0.0,1.5603886,0.9178837,1.4480994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8527906
ENSG00000241553,0.0,0.0,0.7423357,0.39194608,0.52949893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37114817
ENSG00000162704,0.0,0.0,1.162212,0.70488805,0.92528826,0.0,0.0,0.53769934,0.0,0.0,0.0,0.0,0.0,0.56351125
ENSG00000136950,0.0,0.0,0.62328887,0.32633847,0.5304905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882018
ENSG00000128989,0.0,0.0,0.81171227,0.7047974,0.6231084,0.0,0.0,0.6260401,0.0,0.0,0.0,0.0,0.0,0.9855411
ENSG00000004848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56925315,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104763,0.0,0.0,0.6189667,0.40195042,0.49581355,0.0,0.0,0.18336204,0.0,0.0,0.0,0.0,0.0,0.3650236
ENSG00000153317,0.0,0.0,0.0,0.27967933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116539,0.0,0.0,0.41475087,0.27527076,0.29734403,0.0,0.0,0.47902894,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198363,0.0,0.0,0.63563347,0.22569245,0.27907312,0.0,0.0,0.53403217,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174939,0.0,0.0,0.5412081,0.18877533,0.45779526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32898155
ENSG00000128272,0.0,0.0,1.0652597,0.7527393,0.89380395,0.0,0.0,0.63382375,0.0,0.0,0.0,0.0,0.0,1.5615705
ENSG00000123395,0.0,0.0,0.37443087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40533185
ENSG00000144848,0.0,0.0,0.47524118,0.30742544,0.398071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36933184
ENSG00000142102,2.5608974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177556,0.0,0.0,0.9446476,0.61023617,0.829202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4009011
ENSG00000163399,0.0,0.0,0.58398986,0.388836,0.47476986,0.0,0.0,0.49143738,0.0,0.0,0.0,0.0,0.0,0.24689247
ENSG00000143153,0.0,0.0,1.2732384,1.0451758,1.1723291,0.0,0.0,0.7793015,0.0,0.0,0.0,0.0,0.0,0.6687826
ENSG00000069849,0.0,0.0,0.23023543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000070961,0.0,0.0,0.69709545,0.2855071,0.5444696,0.0,0.0,0.51181567,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156411,0.0,0.0,1.4658501,1.2738547,1.5078523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0427303
ENSG00000173915,0.0,0.0,1.6881738,1.3085568,1.4917319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2564743
ENSG00000071553,0.0,0.0,0.59648603,0.4048826,0.45097962,0.0,0.0,0.45895818,0.0,0.0,0.0,0.0,0.0,0.3950438
ENSG00000182220,0.0,0.0,0.8635454,0.5771013,0.68712705,0.0,0.0,0.689283,0.0,0.0,0.0,0.0,0.0,0.72981226
ENSG00000117410,0.0,0.0,1.6874013,1.2130189,1.4648815,0.0,0.0,0.2215111,0.0,0.0,0.0,0.0,0.0,1.3868196
ENSG00000159720,0.0,0.0,0.86523855,0.34487307,0.705689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59755075
ENSG00000113732,0.0,0.0,1.7742965,1.4641576,1.5671728,0.0,0.0,1.0583918,0.0,0.0,0.0,0.0,0.0,1.0509238
ENSG00000171130,0.0,0.0,0.5142219,0.691178,0.35843658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51497984
ENSG00000114573,0.0,0.0,0.0,0.18256539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147416,0.0,0.0,0.4445681,0.19744483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24911803
ENSG00000100554,0.0,0.0,0.6809735,0.60592127,0.8054259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3214026
ENSG00000131100,0.0,0.0,0.85590374,0.6822934,0.77238536,0.0,0.0,0.65799713,0.0,0.0,0.0,0.0,0.0,0.59320647
ENSG00000128524,0.0,0.0,1.298245,1.0662422,1.105612,0.0,0.0,0.8379561,0.0,0.0,0.0,0.0,0.0,1.0335183
ENSG00000136888,0.0,0.0,1.8517342,1.757388,1.818106,0.0,0.0,1.1877494,0.0,0.0,0.0,0.0,0.0,1.7788305
ENSG00000047249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25225127
ENSG00000054793,0.0,0.0,0.0,0.0,0.3217888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138085,0.0,0.0,1.0349203,0.73919857,0.9122821,0.0,0.0,0.5102072,0.0,0.0,0.0,0.0,0.0,0.6831493
ENSG00000085224,0.0,0.0,0.43625057,0.37114468,0.4960236,0.0,0.0,0.6707359,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130638,0.0,0.0,0.49480864,0.0,0.54051876,0.0,0.0,0.3336361,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115307,0.0,0.0,0.5412081,0.33938318,0.42574427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33693
ENSG00000175756,0.0,0.0,1.3112305,0.9077736,1.1807795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6264348
ENSG00000163512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3259682
ENSG00000149541,0.0,0.0,0.0,0.0,0.4111278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108641,0.0,0.0,0.0,0.0,0.3776068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105393,0.0,0.0,0.38233393,0.24141167,0.42391288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002330,0.0,0.0,0.49732032,0.26859382,0.35352546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23383984
ENSG00000107262,0.0,0.0,0.9245292,0.69650567,0.8163501,0.0,0.0,0.5493811,0.0,0.0,0.0,0.0,0.0,0.53977144
ENSG00000175334,0.0,0.0,0.9387501,0.6451229,0.7661083,0.0,0.0,0.21371022,0.0,0.0,0.0,0.0,0.0,0.41001633
ENSG00000087088,0.0,0.0,0.79785746,0.3630741,0.531667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214413,0.0,0.0,0.0,0.22920215,0.28293794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3214026
ENSG00000114439,0.0,0.0,0.49273115,0.45210463,0.6409257,0.0,0.0,0.7463869,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187244,0.0,0.0,0.56991017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185825,0.0,0.0,0.82680714,0.41037464,0.72062397,0.0,0.0,0.45721245,0.0,0.0,0.0,0.0,0.0,0.3403336
ENSG00000116752,0.0,0.0,0.0,0.0,0.22533225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41114464
ENSG00000171552,0.0,0.0,0.0,0.24221963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000106635,0.0,0.0,0.46853828,0.310553,0.28154194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52256155
ENSG00000029363,0.0,0.0,0.545154,0.33875924,0.4355712,0.0,0.0,0.42051032,0.0,0.0,0.0,0.0,0.0,0.3151812
ENSG00000133169,0.0,0.0,2.1621785,1.9075947,2.4110503,0.0,0.0,2.1626945,0.0,0.0,0.0,0.0,0.0,1.4357554
ENSG00000133134,0.0,0.0,1.2082715,1.1249027,1.2046125,0.0,0.0,1.0736113,0.0,0.0,0.0,0.0,0.0,0.87818825
ENSG00000166681,0.0,0.0,1.1689996,0.88365674,1.2399982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9004487
ENSG00000102409,0.0,0.0,1.0042026,0.80259556,1.13127,0.0,0.0,0.7563897,0.0,0.0,0.0,0.0,0.0,0.8583241
ENSG00000122870,0.0,0.0,0.0,0.0,0.0,3.2973788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135441,0.0,0.0,0.9436592,0.5823232,0.76293343,0.0,0.0,0.4007301,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196072,0.0,0.0,0.53578705,0.42815942,0.4607252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51329106
ENSG00000104164,0.0,0.0,0.26553065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090013,0.0,0.0,0.5963899,0.0,0.43594867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112175,0.0,0.0,0.0,0.35325414,0.36177748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204217,0.0,0.0,0.0,0.0,0.0,0.0,0.079922184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176171,0.0,0.0,0.52701366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104765,0.0,0.0,0.42455155,0.48381913,0.34285516,0.0,0.0,0.50856966,0.0,0.0,0.0,0.0,0.0,0.42776892
ENSG00000145919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39479098
ENSG00000163170,0.0,0.0,0.7174533,0.43729722,0.5784484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166275,0.0,0.0,0.0,0.24416608,0.3115039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25552383
ENSG00000166164,0.0,0.0,0.0,0.2578826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164713,0.0,0.0,0.69352233,0.6417414,0.71212316,0.0,0.0,0.39616802,0.0,0.0,0.0,0.0,0.0,0.5232609
ENSG00000254999,0.0,0.0,1.6427655,1.243437,1.5003841,0.0,0.0,1.2368622,0.0,0.0,0.0,0.0,0.0,1.0307264
ENSG00000174744,0.0,0.0,0.44005436,0.24100249,0.38918492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32700062
ENSG00000172270,0.0,0.0,1.5761333,0.97930837,1.3903445,0.0,0.0,0.8426396,0.0,0.0,0.0,0.0,0.0,0.96981823
ENSG00000145741,0.0,0.0,1.7768276,1.5279889,1.6391388,0.0,0.0,0.9784194,0.0,0.0,0.0,0.0,0.0,1.795993
ENSG00000134717,0.0,0.0,0.5750289,0.47502264,0.48784506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3956455
ENSG00000133639,0.0,0.0,1.2090095,0.8361523,0.8283446,0.0,0.0,0.5808068,0.0,0.0,0.0,0.0,0.0,1.433964
ENSG00000159388,0.0,0.0,0.68385357,0.33467254,0.8770014,0.0,0.0,1.382159,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154640,0.0,0.0,0.0,0.81363654,0.72029877,0.0,0.0,0.5622771,0.0,0.0,0.0,0.0,0.0,0.8903606
ENSG00000154473,0.0,0.0,0.0,0.0,0.23526073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30609763
ENSG00000071462,0.0,0.0,0.9209206,0.5128068,0.7986412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47076237
