,AntiB,C-Hepato,C-Hepato2,CD4T,Chol,Chol--Stellate-Doublet,Chol-Doublet,CholMucus,Fibroblast,Hepato-Doublet,I-Hepato,Kupffer,Kupffer-Doublet,Monocyte,P-Hepato,P-Hepato2,Prolif,Stellate,Stellate-Doublet,Tcell-Doublet,VSMC,aStellate,cvEndo,cvLSEC,cvLSEC--Mac,cvLSEC-Doublet,lrNK,ppLSEC
PTGR1,0.0,1.0641617,0.81876385,0.0,0.31491905,0.0,0.7488601,0.4480208,0.36904114,0.9984837,0.9126314,0.0,0.8003148,0.0,0.86215967,0.7697879,0.78432465,0.0,0.8353059,0.8882656,0.0,0.0,0.0,0.0,0.0,0.7045904,0.0,0.0
AMBP,0.0,0.46152335,0.720204,0.0,0.44458175,0.0,0.5074486,0.3177055,0.5781298,0.40937802,0.4267495,0.31269696,0.4794559,0.0,0.44701958,1.303656,0.4170558,0.28797403,0.5666198,0.39211446,0.23312345,0.27271724,0.26976174,0.0,0.31985623,0.43518975,0.6418757,0.0
AKNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17583197,0.0
ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23027688,0.0,0.84882474,0.87320817,0.5482017,0.27174783,0.0,0.873055
CDC37L1,0.0,0.16210747,0.0,0.0,0.0,0.0,0.1529928,0.0,0.0,0.21421707,0.0,0.0,0.1196669,0.0,0.20264968,0.13567474,0.09838475,0.0,0.20373616,0.21357173,0.0,0.0,0.0,0.0,0.0,0.10748013,0.0,0.0
RIC1,0.55924106,0.15857181,0.0,0.0,0.0,0.28802276,0.16416113,0.0,0.20032728,0.19454123,0.0,0.0,0.1933714,0.0,0.16182485,0.12073371,0.14495581,0.0,0.17233893,0.108127005,0.0,0.0,0.0,0.0,0.39693528,0.1609764,0.0,0.0
KDM4C,0.274829,0.16968954,0.0,0.0,0.0,0.33284938,0.14462462,0.0,0.0,0.18828602,0.0,0.0,0.16244397,0.0,0.16173305,0.07657631,0.0,0.0,0.1398631,0.32948473,0.0,0.0,0.0,0.0,0.45397705,0.14987977,0.0,0.0
DOCK8,0.58957,0.0,0.0,0.8696189,0.0,0.13570695,0.0,0.56779927,0.0,0.0,0.0,1.001062,0.20625684,0.9153168,0.0,0.0,0.0,0.0,0.0,0.084335685,0.4006871,0.0,0.0,0.0,0.14114296,0.0,0.26222456,0.0
KANK1,0.0,0.36316723,0.21246952,0.0,0.36989644,0.91818154,0.42718908,0.26325577,0.39978743,0.41286337,0.2656119,0.0,0.27701253,0.0,0.34710076,0.2806049,0.28607488,1.0668513,0.49949992,0.31450438,0.0,0.60237217,0.0,0.0,0.0,0.22828482,0.0,0.0
FUBP3,0.0,0.1789037,0.0,0.0,0.0,0.23354852,0.16185111,0.0,0.0,0.20339416,0.0,0.0,0.13817424,0.0,0.17643516,0.13574153,0.1591599,0.0,0.15067464,0.13773176,0.0,0.0,0.0,0.0,0.0,0.129808,0.0,0.0
MPDZ,0.0,0.47313726,0.3583976,0.0,0.0,0.0,0.2990776,0.0,0.36722136,0.52916855,0.4267495,0.0,0.37016845,0.0,0.47158402,0.37035334,0.34818417,0.5428942,0.49911946,0.44725886,0.33647,0.41607258,0.4156142,0.4233111,0.14114296,0.46791315,0.0,0.38536155
GLIS3,0.0,0.6296751,0.6497815,0.0,1.8699293,1.4490352,1.2979915,1.3927034,0.4110238,0.7841484,0.6631802,0.0,0.5728959,0.0,0.8123216,0.5833411,0.47014028,1.0728477,0.8105395,0.8068148,0.83803636,0.8431292,0.0,0.0,0.0,0.5633646,0.0,0.0
RAPGEF1,0.0,0.17866334,0.0,0.3271409,0.0,0.0,0.16018821,0.0,0.12977321,0.22778867,0.0,0.62176806,0.32346222,0.54440874,0.18748058,0.17523018,0.15948449,0.0,0.22532769,0.2881093,0.0,0.0,0.0,0.0,0.77805185,0.26630563,0.2009166,0.5740789
APBA1,0.0,0.36854714,0.0,0.0,0.0,0.0,0.2856549,0.0,0.14275883,0.48123673,0.3353333,0.0,0.3494132,0.0,0.39810312,0.2777663,0.38159913,0.0,0.3559421,0.4324972,0.0,0.0,0.0,0.0,0.0,0.337059,0.0,0.0
SETX,0.0,0.24810742,0.1583328,0.0,0.0,0.28802276,0.24164028,0.26252592,0.1472465,0.25419378,0.0,0.72047484,0.3343854,0.55024385,0.26536375,0.20058748,0.22628161,0.34653884,0.27401516,0.3711869,0.4829117,0.274753,0.3781728,0.56714964,0.6475092,0.35648218,0.0,0.34128356
UBE2R2,0.0,0.31888044,0.0,0.0,0.10046006,0.2428312,0.31664035,0.2367261,0.24862514,0.3095259,0.32308897,0.0,0.35626826,0.0,0.30125624,0.25907183,0.29111928,0.0,0.32377666,0.33307776,0.35055608,0.0,0.2181836,0.0,0.37332937,0.3067743,0.0,0.0
ABHD17B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09730568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21005443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFAND5,0.0,0.2170527,0.0,0.0,0.0,0.40345106,0.20275275,0.20219742,0.085703,0.25316936,0.0,0.0,0.2021154,0.0,0.2192384,0.17985016,0.154419,0.0,0.2615248,0.16555049,0.0,0.26757798,0.0,0.0,0.0,0.16753097,0.0,0.0
PDLIM1,0.0,0.0,0.0,0.0,0.0,0.13570695,0.08522317,0.2367261,0.0,0.06847301,0.0,0.0,0.0,0.0,0.0,0.0,0.08184798,0.4266109,0.11944691,0.0,0.0,0.0,0.0,0.21506311,0.0,0.11933804,0.0,0.0
ATRNL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5370691,0.06977862,0.0,0.0,0.0,0.0,1.2729914,0.0,0.36663404,0.0,0.0
RASSF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11393343,0.0,0.0,0.0
DNMBP,0.0,0.07331755,0.0,0.0,0.0,0.13570695,0.0,0.0,0.0,0.14703175,0.0,0.0,0.09741478,0.0,0.0,0.07799597,0.109158754,0.0,0.10225248,0.10998076,0.052108753,0.0,0.0,0.0,0.0,0.15780699,0.0,0.0
RAB11FIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32456997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERLIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1211217,0.0,0.0,0.0,0.0,0.0,0.10054296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3A,0.0,0.20525849,0.0,0.0,0.0,0.0,0.19841363,0.0,0.10206139,0.19549505,0.0,0.0,0.20070437,0.0,0.18182293,0.15790999,0.21704558,0.0,0.20584619,0.23776516,0.0,0.0,0.05050462,0.0,0.11393343,0.18402062,0.0,0.0
DDX50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023316786,0.0,0.0,0.0,0.0,0.0,0.0,0.065907344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK8,0.0,0.3359303,0.20651332,0.0,0.33983508,0.59762156,0.41168538,0.31954843,0.24736416,0.369425,0.291696,0.0,0.278683,0.0,0.34159747,0.24875364,0.37126642,0.0,0.30218345,0.29833424,0.0,0.0,0.096372575,0.0,0.30724442,0.3229837,0.0,0.0
SEC23IP,0.0,0.0,0.0,0.0,0.0,0.09051539,0.12507693,0.0,0.0,0.095314726,0.0,0.0,0.0,0.0,0.0,0.056204475,0.0,0.0,0.0709979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATE1,0.0,0.28851783,0.0,0.0,0.0,0.0,0.301241,0.31750205,0.31987706,0.3151311,0.2580298,0.0,0.22653194,0.0,0.27772874,0.22377665,0.28561443,0.0,0.26543468,0.24195424,0.24532427,0.0,0.0,0.0,0.0,0.27359942,0.0,0.0
PLEKHA1,0.0,0.1678975,0.0,0.0,0.0,0.0,0.20275275,0.29272798,0.0,0.19566773,0.0,0.0,0.098699376,0.0,0.16940856,0.13853136,0.1575371,0.0,0.17623413,0.11229347,0.0,0.0,0.0,0.0,0.0,0.14612775,0.0,0.0
PALD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22827962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MICU1,0.0,0.5706006,0.3830453,0.0,0.0,0.15231581,0.41537124,0.34157783,0.2606646,0.61464465,0.5370691,0.27501914,0.47560167,0.0,0.51950717,0.3879414,0.5297971,0.0,0.43859905,0.56174743,0.2703757,0.0,0.0,0.0,0.39211115,0.40496573,0.0,0.0
PPP3CB,0.0,0.0,0.0,0.0,0.0,0.0,0.14652456,0.24780872,0.055122852,0.096265115,0.0,0.0,0.0,0.0,0.0,0.0,0.026269995,0.0,0.09310163,0.0,0.0,0.0,0.0,0.0,0.21557245,0.085841715,0.0,0.0
CCSER2,0.0,0.21301468,0.0,0.6956566,0.0,0.23354852,0.22889711,0.18471944,0.039676595,0.22715467,0.0,0.0,0.20283529,0.0,0.20329043,0.15339549,0.20864496,0.0,0.22458199,0.26729625,0.052108753,0.0,0.0,0.0,0.36327642,0.22880943,0.58837044,0.0
BMPR1A,0.0,0.17124794,0.0,0.0,0.107754365,0.23354852,0.21169074,0.34157783,0.16039547,0.20182207,0.0,0.0,0.12134611,0.0,0.13710693,0.12307508,0.2857684,0.37512007,0.22420749,0.09711927,0.0,0.33499312,0.0,0.0,0.0,0.0,0.0,0.0
LIPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35953724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXW4,0.0,0.0,0.0,0.0,0.0,0.0,0.116846114,0.0,0.0,0.12203556,0.0,0.0,0.080617316,0.0,0.0,0.062588066,0.07601878,0.0,0.08332547,0.14522323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNKS2,0.0,0.17083737,0.0,0.0,0.0,0.0,0.20899531,0.0,0.0,0.18187267,0.0,0.0,0.17526096,0.0,0.16554342,0.1317845,0.15520853,0.0,0.1556288,0.16866076,0.10934242,0.0,0.0,0.0,0.2420983,0.16936542,0.0,0.0
GBF1,0.0,0.28940773,0.0,0.0,0.19989063,0.23354852,0.293637,0.2367261,0.07694461,0.29963434,0.24688633,0.0,0.24615337,0.0,0.269537,0.20699242,0.27244627,0.0,0.26754302,0.281092,0.0,0.0,0.0,0.0,0.30369407,0.29223976,0.0,0.0
ARHGAP21,0.0,0.10088186,0.0,0.0,0.0,0.0,0.21307163,0.32366917,0.0,0.15268852,0.0,0.0,0.16397902,0.0,0.11816622,0.103640735,0.20166144,0.0,0.17223376,0.026301093,0.18360731,0.0,0.11698588,0.0,0.49825287,0.16989903,0.0,0.0
CPEB3,0.0,0.33365342,0.092774965,0.0,0.0,0.0,0.29486886,0.31328958,0.17784883,0.39320013,0.28204548,0.5458556,0.36711043,0.34533015,0.33581638,0.2627514,0.38161767,0.3604871,0.34534538,0.31842905,0.0,0.0,0.0,0.0,0.68943954,0.32311004,0.0,0.0
ANKRD26,0.0,0.0,0.0,0.0,0.0,0.09051539,0.110028155,0.0,0.0,0.15181756,0.0,0.0,0.0,0.0,0.0,0.09443422,0.20650151,0.0,0.14515299,0.0,0.0,0.0,0.0,0.0,0.0,0.108489744,0.0,0.0
ACBD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111194685,0.0,0.0,0.0,0.0,0.0,0.0,0.100771956,0.0,0.018104475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHPP,0.0,0.0,0.0,0.0,0.0,0.0,0.045192156,0.0,0.0,0.114502154,0.0,0.0,0.0,0.0,0.0,0.07100467,0.10418928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LARP4B,0.3105919,0.28521058,0.0,0.0,0.268379,0.2428312,0.2823662,0.37533376,0.0,0.28608,0.22326863,0.5287819,0.3021505,0.49720675,0.27989992,0.21921438,0.3427921,0.0,0.2589693,0.25627157,0.23471895,0.0,0.3236248,0.24824242,0.4581712,0.27253026,0.0,0.0
EDRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05302134,0.0,0.0,0.0
SH3PXD2A,0.0,0.31745124,0.25259075,0.0,0.0,0.13570695,0.2856549,0.20219742,0.13685864,0.33539006,0.12866236,0.0,0.28887454,0.0,0.28830844,0.21169636,0.38630715,0.0,0.2644161,0.2645818,0.0,0.0,0.0,0.0,0.0,0.24500175,0.0,0.0
MAP3K8,0.0,0.0,0.0,0.0,0.0,0.13570695,0.0,0.0,0.0,0.0,0.0,0.6707381,0.0,0.0,0.0,0.0,0.0,0.24327464,0.0,0.0,0.0,0.0,0.0,0.0,0.23173462,0.0,0.0,0.0
GLRX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067096494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05302134,0.0,0.0,0.0
TASOR2,0.0,0.30946153,0.0,0.0,0.0,0.09051539,0.28609374,0.2367261,0.16460568,0.33530492,0.30774963,0.0,0.27755418,0.0,0.3005265,0.2199222,0.3005644,0.0,0.3468448,0.3069899,0.23312345,0.0,0.29999173,0.0,0.25862676,0.29316014,0.0,0.0
SMC3,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07374069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHOC2,0.0,0.15488645,0.0,0.0,0.0,0.0,0.16290809,0.24889365,0.0,0.18971914,0.0,0.0,0.15190999,0.0,0.14767344,0.11642087,0.160625,0.0,0.16599694,0.11743265,0.0,0.0,0.0,0.0,0.0,0.19284768,0.0,0.0
CCDC6,0.0,0.0,0.0,0.0,0.0,0.0,0.08148159,0.2199404,0.0,0.0913794,0.0,0.0,0.0,0.0,0.0,0.0,0.115455255,0.0,0.0672268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUL2,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.0,0.07570199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNY,0.0,0.4237435,0.30589944,0.0,0.5498563,0.48034185,0.5227362,0.54662025,0.30986774,0.4799837,0.46624696,0.505027,0.45804057,0.50541806,0.4113848,0.32467628,0.45997685,0.0,0.42048913,0.42831576,0.42054796,0.0,0.377138,0.33690226,0.46448678,0.46824783,0.18223256,0.44868514
RPL28,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZMIZ1,0.0,0.0,0.0,0.0,0.0,0.09051539,0.1483428,0.0,0.0,0.05909266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07272148,0.0,0.0,0.0,0.0,0.32034856,0.0,0.11091074,0.0,0.0
PBLD,0.0,0.25838178,0.0,0.0,0.0,0.0,0.20899531,0.0,0.0,0.2706133,0.0,0.0,0.18996313,0.0,0.23871328,0.24316444,0.19868794,0.0,0.2422789,0.0,0.0,0.0,0.0,0.0,0.0,0.17141715,0.0,0.0
TSPAN14,0.0,0.0,0.0,0.0,0.0,0.0,0.08890396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16084242,0.0,0.0,0.26952025,0.38537574,0.1365444,0.0,0.24015333
TBC1D12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06429569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUFIP2,0.0,0.17534184,0.0,0.0,0.0,0.0,0.20275275,0.0,0.039676595,0.18507943,0.0,0.0,0.19568694,0.0,0.17980683,0.14100888,0.18958044,0.0,0.19672047,0.16265272,0.12843627,0.0,0.11698588,0.0,0.43950713,0.1833271,0.0,0.0
FBXL20,0.0,0.19393568,0.0,0.0,0.0,0.0,0.23055798,0.26252592,0.0,0.23410933,0.0,0.0,0.20717886,0.0,0.18347888,0.13883471,0.25313723,0.0,0.2156452,0.19081503,0.0,0.0,0.0,0.0,0.36362442,0.17785092,0.0,0.0
RNF43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08909022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07636715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTMR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13556185,0.0,0.0,0.04677793,0.0,0.0,0.07003088,0.0,0.0,0.064666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06661582,0.0,0.0,0.0,0.0,0.0,0.0,0.1256887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KPNB1,0.0,0.13133395,0.0,0.0,0.0,0.28802276,0.14593549,0.0,0.0,0.13965768,0.0,0.0,0.13075131,0.0,0.0,0.1109447,0.26962715,0.0,0.14766428,0.18758228,0.0,0.0,0.40086448,0.0,0.3260541,0.18096508,0.0,0.0
RPS6KB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076335065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIGL,0.0,0.18757758,0.0,0.0,0.0,0.16712923,0.1968074,0.0,0.0,0.18525136,0.0,0.0,0.18704097,0.0,0.17706159,0.12323835,0.21070763,0.0,0.19695,0.10865919,0.0,0.0,0.0,0.0,0.18491115,0.1338536,0.0,0.0
MED13,0.50764596,0.5161257,0.36029017,0.0,0.5931703,0.09051539,0.4895075,0.3703071,0.40155894,0.5061694,0.42037624,0.4509486,0.46953535,0.33347094,0.47910467,0.38395163,0.4291224,0.3732784,0.44707084,0.45441762,0.38724154,0.37770063,0.511762,0.3829001,0.5252103,0.44943705,0.0,0.36588794
RAI1,0.0,0.0,0.0,0.0,0.0,0.30283618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUP88,0.0,0.20035808,0.0,0.0,0.0,0.0,0.18688321,0.0,0.0,0.21484075,0.0,0.0,0.16397902,0.0,0.18730448,0.1398876,0.18629012,0.0,0.17959286,0.15330064,0.0,0.0,0.0,0.0,0.0,0.129808,0.0,0.0
BLMH,0.0,0.0,0.0,0.0,0.0,0.13570695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPD,0.0,0.0,0.0,0.0,0.21466732,0.0,0.16673303,0.5482333,0.0,0.08226292,0.0,0.0,0.0,0.0,0.0,0.122331485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.15174831,0.0,0.0,0.14363618,0.0,0.0,0.08746066,0.0,0.0,0.095121935,0.12105931,0.0,0.1308118,0.0,0.0,0.0,0.0,0.0,0.05302134,0.085841715,0.0,0.0
AKAP10,0.0,0.16131471,0.0,0.0,0.0,0.28802276,0.17699873,0.20219742,0.0,0.18116233,0.0,0.30286512,0.19331515,0.34849063,0.15045588,0.11574937,0.1915144,0.0,0.16473922,0.19292808,0.0,0.0,0.0,0.0,0.40313315,0.1667191,0.0,0.0
DDX5,0.58957,0.40986013,0.35003096,0.0,0.18643883,0.38586432,0.4194964,0.32366917,0.37405297,0.44758752,0.3720141,0.47585183,0.46574944,0.43966112,0.45108652,0.35920548,0.45396724,0.5367738,0.48069638,0.3841505,0.40538943,0.5265025,0.61707675,0.5439917,0.62969506,0.4625924,0.07356464,0.43005723
CYTH1,0.3502787,0.18685696,0.0,0.0,0.0,0.48034185,0.12541462,0.0,0.0,0.21759798,0.0,0.50541806,0.22463685,0.0,0.15438914,0.1272485,0.16689341,0.0,0.12735611,0.22912839,0.0,0.0,0.3444407,0.20711507,0.5025705,0.19580226,0.1599689,0.0
PSMD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10415775,0.0,0.0,0.0,0.0,0.0,0.05682783,0.115403324,0.0,0.07538742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EZH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1941643,0.0,0.0,0.0
ABCC3,0.0,0.8849569,0.90175134,0.0,1.0793263,0.31944504,0.99870026,0.55273926,0.24009523,0.8517872,0.86897534,0.0,0.8697118,0.0,0.88215315,0.72888374,0.9413168,0.0,0.7613879,0.9011165,0.0,0.0,0.0,0.0,0.0,0.7597101,0.0,0.0
LUC7L3,0.57357126,0.32475603,0.2384559,0.0,0.4038468,0.69355273,0.3428046,0.34157783,0.23248863,0.32995456,0.33713067,0.0,0.326404,0.24380115,0.31734964,0.23417586,0.34648126,0.3535949,0.33171695,0.3970062,0.5218812,0.2996193,0.4719807,0.3443396,0.5764477,0.3277034,0.05604652,0.38931122
SMURF2,0.0,0.0,0.0,0.0,0.0,0.13570695,0.11737473,0.2246284,0.0,0.07414646,0.0,0.0,0.08746066,0.0,0.0,0.0,0.0,0.0,0.0,0.045370243,0.0,0.0,0.20171434,0.20447955,0.25968382,0.15533835,0.0,0.45857492
DUSP3,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLF,0.0,0.5928082,0.33431485,0.0,0.0,0.0,0.3722943,0.0,0.0,0.57765824,0.45927152,0.0,0.3713852,0.0,0.44307637,0.3462783,0.32492334,0.0,0.38116705,0.52802426,0.0,0.0,0.0,0.0,0.0,0.38866764,0.0,0.0
PRKAR1A,0.0,0.0,0.0,0.0,0.0,0.0,0.16200878,0.0,0.0,0.13359392,0.0,0.0,0.08582329,0.0,0.0,0.08511068,0.0,0.0,0.116144635,0.0,0.0,0.0,0.0,0.0,0.21557245,0.113012426,0.0,0.0
FAM20A,0.0,0.42172563,0.41554636,0.0,0.0,0.0,0.42189115,0.0,0.0,0.48859257,0.33487988,0.27532393,0.46831483,0.0,0.47681522,0.41430748,0.21167442,0.0,0.44095677,0.46769595,0.0,0.0,0.0,0.0,0.23173462,0.4139758,0.0,0.0
YWHAE,0.0,0.14686419,0.0,0.0,0.0,0.0,0.22688036,0.2246284,0.0,0.15323944,0.0,0.0,0.054209407,0.0,0.123813175,0.1328209,0.1957573,0.0,0.15976512,0.11347964,0.0,0.0,0.36052698,0.0,0.10095533,0.1781209,0.0,0.0
DHRS7B,0.0,0.0,0.0,0.0,0.0,0.0,0.13724828,0.0,0.0,0.09212069,0.0,0.0,0.0,0.0,0.0,0.0,0.14234018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSB1,0.0,0.0,0.0,0.0,0.4390239,0.9234616,0.3104947,0.5521653,0.41398814,0.14664295,0.0,1.1919745,0.40638387,0.8283294,0.16397902,0.12676646,0.16005394,0.46045527,0.28415605,0.19223583,0.8536676,0.67991495,0.96495473,0.6290611,0.7321189,0.3177055,0.0,0.73027647
SUPT6H,0.0,0.0,0.0,0.0,0.0,0.0,0.08148159,0.0,0.0,0.111194685,0.0,0.0,0.0,0.0,0.0,0.063868225,0.11387563,0.0,0.07218331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM33,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLAIN2,0.0,0.14666452,0.0,0.0,0.0,0.13570695,0.15050125,0.0,0.0,0.15601832,0.0,0.0,0.0,0.0,0.10663692,0.10263838,0.13024402,0.0,0.119612604,0.1489172,0.0,0.0,0.0,0.0,0.21488875,0.12308836,0.0,0.0
OCIAD1,0.0,0.19692405,0.0,0.0,0.0,0.09051539,0.18616791,0.0,0.053963583,0.20444778,0.0,0.0,0.18704097,0.0,0.18305786,0.1889587,0.18038082,0.0,0.19469641,0.2094571,0.0,0.0,0.0,0.0,0.2796686,0.17576669,0.0,0.0
DCUN1D4,0.0,0.2460925,0.0,0.0,0.0,0.0,0.19159865,0.0,0.0,0.24770589,0.18424162,0.0,0.1861766,0.0,0.2113315,0.1483704,0.2857064,0.0,0.2091004,0.17770782,0.0,0.0,0.0,0.0,0.11393343,0.17983925,0.0,0.0
SULT1E1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21926253,0.0,0.0,0.08582329,0.0,0.0,0.07642993,0.10875277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHIC2,0.0,0.21731314,0.0,0.0,0.0,0.5052262,0.23125419,0.18996313,0.047318846,0.24855165,0.0,0.0,0.18110475,0.0,0.23002529,0.16652432,0.16505414,0.4525052,0.24781719,0.18182491,0.0,0.45782718,0.0,0.0,0.0,0.18801972,0.0,0.0
CRACD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6243943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFKB1,0.0,0.18028653,0.0,0.0,0.0,0.0,0.19101863,0.0,0.053963583,0.18056372,0.0,0.0,0.20363313,0.0,0.16499591,0.12372725,0.17125118,0.0,0.18276472,0.15439627,0.0,0.0,0.0,0.0,0.11393343,0.16330804,0.0,0.0
MANBA,0.0,0.0,0.0,0.0,0.0,0.0,0.110806175,0.24889365,0.0,0.10732618,0.0,0.70614594,0.18595959,0.69289726,0.0,0.0,0.0,0.0,0.0,0.084929064,0.0,0.0,0.0,0.0,0.05302134,0.0,0.0,0.0
