,cd3_gd,cd4_cm,cd4_naive,cd4_tem,cd4_temra,cd4_treg,cd4_trm,cd8_cm,cd8_mait,cd8_naive,cd8_tem,cd8_temra,cd8_trm,dc1,dc2,ilc1,ilc3,macrophage,monocyte_classical,monocyte_nonclassical,nk_cd56br,nk_cd56dim,nk_ilc_precursor,pdc,progenitor
KCNAB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.8990237936377525,0.0,0.0,0.0,0.0,0.9302820687492689,0.0,0.0,0.0,0.0,0.8836978649099668
RPL22,0.02209481845299403,0.22368345657984415,0.29717856148878735,0.06896762549877167,0.018227773408095043,0.08242279291152954,0.028325336674849193,0.15459647277990976,0.08481903870900472,0.18223275244235992,0.03103019545475642,0.023867398500442505,0.016217035551865894,0.12072003881136577,0.08095577607552211,0.02339177578687668,0.011255760987599691,0.015532116095225016,0.015431774159272512,0.00896517684062322,0.008511501053969065,0.0,0.0028847778836886087,0.042380752662817635,0.2108833764990171
CAMTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9787563160061836,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.9738109186291695,0.0,0.0,0.0,0.0,0.0
PARK7,0.21228375534216562,0.2145861809452375,0.21361440420150757,0.253074270983537,0.0,0.325796514749527,0.0,0.0,0.2373452534278234,0.0,0.20833333333333334,0.20926538854837418,0.0,0.3831658487518628,0.2626963829000791,0.33789129306872684,0.26986053089300793,0.3028581018249194,0.2167486051718394,0.24569827069838843,0.2685751294096311,0.2766943822304408,0.28465908269087475,0.6652281483014425,0.3995117172598839
RERE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9391556183497111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9339359477162361,0.9166666666666666
ENO1,0.08208298434813817,0.061697510381539665,0.05733408530553182,0.12137538939714432,0.08766774584849675,0.17077112197875977,0.0752204457918803,0.16351244846979776,0.07581492513418198,0.05307948340972265,0.08808409422636032,0.06947602331638336,0.06407694270213445,0.4082368512948354,0.3335261717438698,0.12928960472345352,0.0,0.41299018263816833,0.43385234475135803,0.24619383364915848,0.13021542628606161,0.09267926216125488,0.10139893492062886,0.041666666666666664,0.43336090445518494
SLC25A33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.9676434944073359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.9608291511734327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLSTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9877287795146307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334
CTNNBIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.8117091779907545,0.8953930363059044,0.8129254927237829,0.0,0.0,0.0,0.7980730980634689,0.848933016260465
DFFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TARDBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9353768105308214,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633467669288317
SRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309554323554039,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574647744496664
EXOSC10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9806928733984629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334
MAD2L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.9720025161902109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9271488785743713
AGTRAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9630777761340141,0.9381202111641566,0.0,0.0,0.0,0.0,0.9166666666666666
MIIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,0.4122554635008176,0.0,0.0,0.29265833149353665,0.323107548058033,0.3265375941991806,0.31032421936591464,0.0,0.0,0.30229074011246365,0.3134184281031291,0.3819173102577527,0.3325355698664983,0.0,0.34908586492141086,0.3611072078347206,0.0,0.525911957025528,0.5655550857385,0.5385420471429825,0.2916666666666667,0.3853444382548332,0.30961790432532627,0.35329845050970715,0.0
DHRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.9634954531987509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFHD2,0.234553428987662,0.0,0.0,0.19225540508826575,0.4232798566420873,0.14492573340733847,0.1779490758975347,0.15452092389265695,0.21949807554483414,0.14991450806458792,0.2706025888522466,0.22895733763774237,0.17771727591753006,0.33417096734046936,0.28722600638866425,0.2997874319553375,0.18800230820973715,0.353346715370814,0.40596730013688404,0.34344323476155597,0.32344355682531994,0.5190085967381796,0.44653137524922687,0.08333333333333333,0.08953825881083806
PLEKHM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851859321196874,0.0,0.0,0.8542435268561045,0.9172572741905848,0.8848529482881228,0.0,0.0,0.0,0.0,0.8333333333333334
SPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7658097768823305,0.8765440111358961,0.0,0.7663326685627302,0.0,0.8023026684919993,0.0,0.0,0.0,0.8388615945974985,0.7923300514618555
SZRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8900250792503357,0.0,0.0,0.0,0.8603912219405174,0.8155303100744883,0.9669387564063072,0.0,0.0,0.0,0.8174650644262632,0.0,0.0,0.0,0.0,0.7916666666666666
NECAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SDHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8926269635558128,0.875,0.0,0.0,0.0,0.0,0.9130525390307108,0.0,0.0,0.0,0.0,0.8780459562937418
PADI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.940262404580911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9329074670871099
IFFO2,0.0,0.0,0.0,0.0,0.0,0.0,0.7398857474327087,0.7177007223169009,0.7766555572549502,0.7051065514485041,0.0,0.0,0.0,0.6666666666666666,0.6745480348666509,0.8051737000544866,0.0,0.0,0.0,0.0,0.7220752363403639,0.0,0.7133620406190554,0.0,0.0
UBR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9625120187799135,0.0,0.0,0.0,0.0,0.0,0.9583333333333334
MRTO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AKR7A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC66A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPZB,0.025043944517771404,0.05895658085743586,0.004147092501322429,0.16015279044707617,0.11514771978060405,0.09110202143589656,0.052939104537169136,0.0,0.016198381781578064,0.008258352677027384,0.051888895531495415,0.036939101914564766,0.04852404445409775,0.12837375700473785,0.05735519280036291,0.3778124948342641,0.08535399287939072,0.3262870212395986,0.2010531003276507,0.24806519349416098,0.04996785273154577,0.09086538106203079,0.02675841252009074,0.015336732069651285,0.012638457119464874
MICOS10,0.0,0.7406582683324814,0.0,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7426169241468111,0.7252101774017016,0.0,0.0,0.7509244779745737,0.7831186453501383,0.8180264383554459,0.0,0.0,0.0,0.0,0.7103070219357809
CDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9732997591296831,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
DDOST,0.4495723893245061,0.0,0.0,0.0,0.42693466941515607,0.43481850375731784,0.0,0.0,0.47315683712561923,0.0,0.0,0.0,0.0,0.48776092876990634,0.5380606725811958,0.5181178525090218,0.5292423963546753,0.42807235320409137,0.0,0.4166666666666667,0.5249257485071818,0.5395164042711258,0.5057187378406525,0.6797751734654108,0.5546722834308943
HP1BP3,0.30232008546590805,0.24504660815000534,0.0,0.27601054310798645,0.2869044989347458,0.23187297582626343,0.2568414807319641,0.24415080000956854,0.2594878276189168,0.28530341883500415,0.321929894387722,0.254361425836881,0.0,0.1795080006122589,0.18027426054080328,0.43172259628772736,0.0,0.16666666666666666,0.0,0.19527321557203928,0.2701818719506264,0.29038211206595105,0.3575987021128337,0.2133418694138527,0.29075110455354053
EIF4G3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9061082378029823,0.8870638757944107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.9134664783875147
USP48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9791987190643946
CDC42,0.03706699858109156,0.10041946917772293,0.025175904234250385,0.05927644421656927,0.1583134854833285,0.04200522601604462,0.05632330228885015,0.11331923802693684,0.03907804687817892,0.16584870467583337,0.032474252084891,0.048879330356915794,0.055923293034235634,0.025982238352298737,0.10241823395093282,0.0020403489470481873,0.1735441933075587,0.15973516553640366,0.12226700534423192,0.19453111787637076,0.03882482399543127,0.11805976678927739,0.05493882795174917,0.0,0.0007512494921684265
C1QA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.9590127070744833,0.0,0.0,0.0,0.0,0.0
KDM1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9726781199375788
HNRNPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7735273366173109,0.0,0.0,0.0,0.7389956936240196,0.7307095701495806,0.0,0.0,0.0,0.0,0.7083333333333334,0.7579184348384539,0.0,0.736549474298954,0.7105671291550001,0.7606489956378937
RPL11,0.020129380126794178,0.1808399831255277,0.2256060242652893,0.05898207177718481,0.0356831227739652,0.08781861265500386,0.0512004221479098,0.1394151747226715,0.04391174018383026,0.136235145231088,0.049619294703006744,0.026064850389957428,0.03454835216204325,0.08244860420624416,0.048198955754439034,0.024860409398873646,0.0,0.015692956745624542,0.004686589042345683,0.021219444771607716,0.009667319556077322,6.462633609771729e-05,0.008241310715675354,0.07284501443306605,0.13000372300545374
PITHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9762986426552137
LYPLA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUCA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNRC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333358243107796,0.8670731782913208,0.0,0.0,0.797165202597777,0.0,0.8646771882971128,0.0,0.0,0.0,0.8925116856892904,0.7916666666666666
SRSF10,0.5571867823600769,0.49533895154794055,0.0,0.4767455557982127,0.0,0.516019344329834,0.0,0.0,0.48591190576553345,0.529038260380427,0.0,0.0,0.0,0.4607446069518725,0.4583333333333333,0.0,0.6146161208550135,0.0,0.0,0.0,0.5389700531959534,0.5413611531257629,0.542865385611852,0.4947798972328504,0.6422651410102844
RCAN3,0.0,0.8936884428064028,0.9349707017342249,0.0,0.0,0.8984806289275488,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRRM1,0.1002113049228986,0.10360825310150783,0.022231775025526684,0.042744576930999756,0.058150733510653176,0.11298639823993047,0.11461417625347774,0.11755415548880895,0.02879234403371811,0.04446351031462351,0.0733057012160619,0.10301711906989415,0.10824593901634216,0.029707762102286022,0.017396772901217144,0.3547872578104337,0.1070371965567271,0.02122511217991511,0.0,0.00513653705517451,0.08322108288606007,0.07658899078766505,0.09131578356027603,0.15947514524062475,0.03719881673653921
CLIC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9947284807761511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334
RUNX3,0.6028088082869848,0.0,0.0,0.42889784028132755,0.49619495620330173,0.0,0.46002503484487534,0.459004449347655,0.45188891390959424,0.0,0.5059021438161532,0.5891128554940224,0.5856485019127528,0.375,0.3942916815479596,0.47282827148834866,0.0,0.0,0.0,0.4064744586745898,0.5123032579819361,0.5332315439979235,0.49859458208084106,0.0,0.0
SYF2,0.0,0.0,0.7038191159566244,0.0,0.7417124385635058,0.0,0.0,0.7299029330412546,0.0,0.7527682905395826,0.0,0.0,0.0,0.6729883551597595,0.659361387292544,0.0,0.0,0.0,0.6811124458909035,0.6973385239640871,0.0,0.0,0.0,0.7062440266211828,0.625
RSRP1,0.30222369730472565,0.15986228734254837,0.20906042059262595,0.2601289475957553,0.3399401207764943,0.1455757295091947,0.2232188731431961,0.16165679941574732,0.2423915887872378,0.20237945268551508,0.27484464397033054,0.29696768273909885,0.2881833588083585,0.14175640294949213,0.11406131088733673,0.2811645244558652,0.0,0.09412964433431625,0.0,0.12235843390226364,0.28523386021455127,0.33964817970991135,0.29406896978616714,0.08333333333333333,0.09581012030442555
TMEM50A,0.2916666666666667,0.0,0.0,0.3612489054600398,0.46354274948438007,0.32514671484629315,0.3475564892093341,0.0,0.40034201244513196,0.41539696355660755,0.4338409751653671,0.44298047324021655,0.0,0.3451763664682706,0.3011746183037758,0.0,0.0,0.29847106834252674,0.30138421058654785,0.3101555009682973,0.38420651356379193,0.4432047853867213,0.0,0.444023497402668,0.3070339808861415
MACO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
STMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9481087426344553,0.9692234670122465
ZNF593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.9872151613235474
SH3BGRL3,0.08208761115868886,0.11379560828208923,0.01703178882598877,0.17935500293970108,0.23622354120016098,0.16970820476611456,0.10846376915772755,0.15295585244894028,0.09616530189911525,0.04609118650356928,0.17219079037507376,0.09728910028934479,0.10855183750391006,0.04215969890356064,0.21266544361909231,0.18935816486676535,0.0,0.3536865736047427,0.4035358503460884,0.2916836092869441,0.013207840422789255,0.17679040630658469,0.12297442803780238,0.07936130960782369,0.026572140554587047
UBXN11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.9688854465881983,0.0,0.0,0.0,0.0,0.0
CD52,0.0,0.4984748462835948,0.35785099118947983,0.5040052160620689,0.5712364837527275,0.5358034074306488,0.4021708741784096,0.47893712669610977,0.4212328791618347,0.3511284763614337,0.4567774335543315,0.0,0.34310709436734516,0.20833333333333334,0.24666022509336472,0.5075708602865537,0.0,0.2537137642502785,0.3579825659592946,0.46051882455746335,0.0,0.298010249932607,0.31300148864587146,0.0,0.21405535439650217
ZNF683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2,0.11159157752990723,0.041666666666666664,0.08346333354711533,0.04673632234334946,0.09960869451363881,0.15004538744688034,0.07783492157856624,0.0433330312371254,0.046109398206075035,0.218593160311381,0.10784152895212173,0.13165967166423798,0.10373134662707646,0.04798424243927002,0.08251075446605682,0.15736580391724905,0.0,0.077436958750089,0.04179101437330246,0.30059392005205154,0.16541402290264764,0.1576800619562467,0.23476031174262366,0.22928248594204584,0.48868754506111145
RPS6KA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863683034976324,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARID1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069797272483507,0.8752129102746645,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9068130428592364
ZDHHC18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8768408745527267,0.0,0.0,0.0,0.7916666666666666,0.8087768952051798,0.0,0.0,0.0,0.0,0.8083028669158617,0.0,0.0,0.8119125465552012,0.0,0.8754471888144811
SYTL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.9608572795987129,0.0,0.0
WASF2,0.0,0.0,0.7994999637206396,0.0,0.0,0.6829409673810005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7870443562666575,0.7044965426127116,0.0,0.0,0.6666666666666666,0.7146995390454928,0.8272838518023491,0.0,0.0,0.0,0.6685106679797173,0.6946626305580139
AHDC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.8061421935757002,0.0,0.0,0.8389333362380663,0.8801542595028877,0.8855496967832247,0.0,0.8181124826272329,0.0,0.0,0.0
IFI6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9792604371905327,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334
STX12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THEMIS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.8381254076957703,0.8681503261129061,0.8718137294054031,0.0,0.0,0.0,0.9300142824649811,0.0
