,ActMac,AntiB,Arterial,C-Hepato,C-Hepato2,CD3T-lrNK,CD4T,CD8T,CD8T-cNK,Chol,CholMucus,Fibroblast,Hepato,Hepato--Mac,I-Hepato,Kupffer,Kupffer--LSEC-Doublet,LAM-like,MHCII,MatB,Monocyte,NKT--Mac-Doublet,Neutrophil,P-Hepato,P-Hepato2,Prolif,Stellate,Tcell,cDC,cNK,cvEndo,cvLSEC,cvLSEC--T-Doublet,lrNK,pDC,ppLSEC
SLC25A5,0.8551305532455444,0.0,0.0,0.8126191002982003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8283968039921352,0.828822558266776,0.0,0.8225621410778591,0.0,0.8402838792119708,0.0,0.0,0.0,0.0,0.0,0.8475564973694938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PON1,0.0,0.0,0.0,0.9102446573121207,0.8878138627324785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8970317210469927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8963341781071255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142857,0.0
ABCB4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMT2E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMO3,0.0,0.0,0.0,0.9240902560097831,0.9142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9386587245123726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9205643466540745,0.0
PSMB1,0.9401069181306022,0.0,0.0,0.9331398214612688,0.9142857142857143,0.0,0.0,0.0,0.0,0.0,0.9595513156482152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST1,0.0,0.09132935319628034,0.09582316705158779,0.4914914199284145,0.21894033466066634,0.19499370200293406,0.24177648680550712,0.201932202066694,0.18075147526604787,0.2372050200189863,0.17863387380327497,0.25700068644114904,0.2692464828491211,0.24693638937813894,0.3787781851632254,0.13016871043613978,0.13028464317321778,0.0,0.0,0.2227970634187971,0.08599857091903687,0.18781680379595075,0.09296925749097551,0.2752296413694109,0.18921370335987636,0.15058714832578388,0.24345283678599766,0.25139643805367606,0.08571428571428572,0.19998119047709872,0.22197355202266147,0.18867174897875105,0.16917508670261927,0.22682896000998362,0.3279261861528669,0.13999580655779156
IL32,0.0,0.0,0.0,0.0,0.8285714285714286,0.8862755009106227,0.8575788974761963,0.8960350513458252,0.8809798836708069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8512419036456517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8508160403796605,0.0,0.0,0.0
SEC62,0.0,0.8638198784419469,0.8995118345533099,0.833055557523455,0.8048079320362636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825185763835907,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8191622342382159,0.8239055258887155
RPS20,0.8916631494249616,0.0,0.0,0.8285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.8739739128521511,0.0,0.0,0.0,0.0,0.0,0.0,0.8403214727129255,0.8598567928586688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.890484721320016,0.0,0.0,0.0,0.0,0.0,0.8388978447232928,0.0
CSDE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASP2,0.0,0.0,0.0,0.8112436924661909,0.805070047719138,0.0,0.0,0.0,0.0,0.7714285714285715,0.0,0.0,0.816084281035832,0.8383556434086391,0.7949437413896833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8050009642328535,0.0,0.0,0.0,0.7835540788514274,0.0,0.0,0.0,0.0,0.0,0.0,0.7748837539127895,0.0
MLXIPL,0.0,0.0,0.0,0.6571428571428571,0.7570131148610796,0.0,0.0,0.0,0.0,0.704997079713004,0.6630014589854649,0.6962332708495004,0.7127178021839686,0.7268821818487985,0.6960571442331587,0.0,0.0,0.0,0.0,0.7217221907206944,0.0,0.0,0.0,0.7758528470993042,0.7837393777711051,0.0,0.0,0.7085308415549142,0.0,0.0,0.0,0.0,0.0,0.0,0.6796273010117667,0.0
UQCRC1,0.0,0.0,0.0,0.9714285714285714,0.9734444413866316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD9,0.0,0.0,0.9633341414587838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9161757111549378,0.0,0.0,0.0,0.0,0.9708600282669068
STAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9477497799055917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9428571428571428,0.949179778780256,0.0,0.0,0.0
CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYROBP,0.801634020464761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7816313982009888,0.7681422403880528,0.8479523829051426,0.8247308782168797,0.0,0.8161783456802368,0.7582189849444798,0.8332605344908578,0.0,0.0,0.0,0.0,0.0,0.0,0.7428571428571429,0.0,0.0,0.0,0.7488751581736973,0.0,0.0
BID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9845575843538557,0.0,0.0,0.0,0.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD74,0.8200740899358477,0.5993715354374477,0.5907222781862531,0.0,0.0,0.5343732884952,0.0,0.5281693152018956,0.52485248872212,0.0,0.5708969473838806,0.0,0.5366222279412406,0.0,0.0,0.6836218902042934,0.6061201197760445,0.7948046513966152,0.7902149677276611,0.0,0.696973763193403,0.6361129352024624,0.7406939114843096,0.0,0.0,0.0,0.5287118656294686,0.0,0.8270141414233616,0.0,0.0,0.0,0.5142857142857142,0.0,0.0,0.0
HGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS1,0.0,0.0,0.0,0.3162760853767395,0.488064774445125,0.3610088654926845,0.32511340039117,0.33220203433718,0.33314853736332484,0.3518709250858852,0.32677136319024225,0.39587940658841814,0.4153237223625183,0.38400448049817765,0.38084054163524084,0.0,0.0,0.0,0.0,0.37446202891213554,0.0,0.32009843417576384,0.0,0.45984182017190117,0.3434768949236189,0.3142857142857143,0.36676131316593713,0.36326113428388324,0.0,0.34688584974833897,0.3781327417918614,0.35789512055260797,0.34436111109597345,0.3443447300365993,0.4287044133458819,0.0
C8B,0.0,0.0,0.0,0.9176953520093646,0.94879971912929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9346919366291591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9142857142857143,0.0
RNH1,0.9428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574630771364484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555975914001464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALAS1,0.0,0.0,0.0,0.9497355512210301,0.9428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689993977546691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B6,0.0,0.0,0.0,0.7508276513644627,0.7868055479867118,0.0,0.6737134116036552,0.0,0.0,0.6367335200309754,0.0,0.6564176644597735,0.6554589458874294,0.0,0.755672836303711,0.0,0.0,0.0,0.0,0.6918840731893267,0.0,0.0,0.0,0.6976743391581944,0.6677684443337577,0.0,0.6479761242866516,0.6838483214378357,0.0,0.6285714285714286,0.0,0.0,0.0,0.0,0.7313713329178947,0.0
TYMP,0.9319286670003618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9142857142857143,0.9211252536092486,0.0,0.9448068806103298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIM,0.7828845313617161,0.5714285714285714,0.6503519364765712,0.0,0.0,0.0,0.5946444324084691,0.5953423057283674,0.5995092443057469,0.0,0.0,0.0,0.0,0.0,0.0,0.6133631178310939,0.595118180343083,0.8377073662621635,0.6887663977486747,0.0,0.7466583251953125,0.6044392245156425,0.7040526986122131,0.0,0.0,0.0,0.0,0.0,0.7276933806283133,0.0,0.6126952341624669,0.0,0.0,0.0,0.0,0.7629303046635219
RNASET2,0.9023038557597569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9264239192008972,0.919869201523917,0.0,0.0,0.0,0.9031905548913138,0.0,0.0,0.0,0.0,0.0,0.8857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNGR1,0.9829802666391645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRN,0.831364187172481,0.0,0.0,0.0,0.7714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8075248071125576,0.7932800650596619,0.9032137955938067,0.8410957080977304,0.0,0.8264501350266593,0.0,0.8500229835510253,0.0,0.0,0.0,0.0,0.0,0.7958879811423165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMSB10,0.5954822182655335,0.23493094784872873,0.5303664020129613,0.11428571428571428,0.0,0.3597090721130371,0.3156563230923244,0.3661702173096793,0.38715410232543945,0.1526090247290475,0.17002655948911394,0.14823380538395473,0.2254895636013576,0.16621888875961305,0.0,0.48451792853219167,0.5234675322260175,0.5732322386332921,0.5664808120046343,0.1400324855531965,0.5834262950079782,0.39435909135001046,0.5925300512995039,0.0,0.0,0.20272095714296615,0.16507672241755894,0.16294811112540108,0.5474865198135376,0.3235364488192967,0.3674534388950893,0.30350637435913086,0.3926792587552752,0.30779306037085397,0.11945162670952933,0.4591320480619158
GABARAPL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6,0.0,0.0,0.0,0.7169626031603132,0.7809432353292193,0.0,0.0,0.0,0.0,0.7520490952900478,0.8076256837163652,0.0,0.7575153521129063,0.0,0.745705200944628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7790938445499965,0.7597090244293213,0.0,0.0,0.7494285140718733,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.7320745536259242,0.0
CAPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP2S1,0.8175532579421997,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8258132066045488,0.8479772584778922,0.8468664186341422,0.0,0.8384470667157854,0.0,0.8742237857409886,0.0,0.0,0.0,0.0,0.0,0.8134744133268084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA5,0.0,0.8014748215675354,0.8054488761084421,0.7775027888161795,0.8423036319868905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8188330633299691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.807628663948604,0.0,0.7894498382295881,0.0,0.0,0.0,0.7730589781488691,0.0,0.0,0.0,0.0,0.0,0.7714285714285715,0.0
CP,0.0,0.18234610387257166,0.0,0.1976950202669416,0.32895241635186334,0.35802291120801655,0.3263743826321193,0.3103654878480094,0.33405652216502596,0.30340483018330167,0.18990778923034668,0.3699387584413801,0.3909722515514919,0.33502513340541296,0.28798417023250034,0.20808010271617344,0.20845341852733068,0.0,0.0,0.31621979645320347,0.0,0.27324039425168717,0.0,0.3993513890675136,0.33151376247406006,0.232047438621521,0.32741678612572805,0.33092321157455445,0.17142857142857143,0.27509637900761197,0.2395821247782026,0.282274055480957,0.271930924483708,0.28281609671456476,0.21473196234021869,0.1736926794052124
FAM120A,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H6PD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPTM1L,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEXB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERPUD1,0.9055820958954948,0.8976040482521057,0.0,0.8285714285714286,0.8334448201315744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8665380120277405,0.8665596689496722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8628939492361886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYBA,0.6985090732574463,0.6783788851329259,0.0,0.0,0.0,0.6172809294291906,0.0,0.619303183896201,0.6216228502137321,0.0,0.0,0.0,0.0,0.0,0.0,0.6430812120437622,0.6406610369682312,0.7518448063305446,0.7286634649549212,0.0,0.7035704340253558,0.6220306651932853,0.784980663231441,0.0,0.0,0.0,0.0,0.0,0.6689920016697475,0.6,0.0,0.0,0.6261651243482317,0.0,0.0,0.0
PRSS8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNIP2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSMO1,0.0,0.0,0.0,0.9184112821306502,0.9142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9339757527623858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9415541461535862,0.0
ITIH4,0.0,0.0,0.0,0.8857142857142857,0.9407019904681615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9006088733673095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9158466509410313,0.9118997999600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITIH1,0.0,0.0,0.0,0.6095295088631766,0.818654956136431,0.0,0.0,0.0,0.0,0.604794156551361,0.0,0.6366524883678981,0.6151671392577035,0.6420306256839208,0.6924004810197013,0.0,0.0,0.0,0.0,0.6027015617915562,0.0,0.0,0.0,0.6886393189430237,0.6863567573683602,0.0,0.6119951912334987,0.6273054701941354,0.0,0.6246007783072335,0.0,0.0,0.0,0.6308228135108948,0.6,0.0
F7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDI2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC61A1,0.0,0.0,0.0,0.9142857142857143,0.931759546484266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9379844341959273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354714325496128,0.0
CREB3L3,0.0,0.0,0.0,0.9142857142857143,0.9449062773159572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9336074658802578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928376567363739,0.0
MPC1,0.0,0.0,0.0,0.9353467583656311,0.9142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9277368153844561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9396011097090585,0.0
