,Cell_label,silhouette_score
380503_BM2_380503_7,CD56dimCD16+ NK cells,0.15460823852189978
17667_BM2_17667_7,CD8+CD103+ tissue resident memory T cells,-0.47457355338254364
644423_BM2_644423_7,HSCs & MPPs,0.6244163112095747
853085_BM2_853085_7,Mature naive B cells,0.46340739476887866
820202_BM2_820202_7,Mature naive B cells,0.5464427201106028
615511_BM2_615511_7,Class switched memory B cells,-0.3388710421920422
595649_BM2_595649_7,CD4+ memory T cells,0.16522856067857522
835476_BM2_835476_7,CD4+ memory T cells,0.3879948464120032
124346_BM2_124346_7,Class switched memory B cells,0.18010593659620294
588078_BM2_588078_7,Nonswitched memory B cells,-0.2990305365001004
861127_BM2_861127_7,Mature naive B cells,0.5241388382511628
27386_BM2_27386_7,Mature naive B cells,0.3691523955534654
734632_BM2_734632_7,CD8+ central memory T cells,0.08683722388404916
630633_BM2_630633_7,Nonswitched memory B cells,-0.008165702071172745
188861_BM2_188861_7,Class switched memory B cells,-0.10233959730265196
303897_BM2_303897_7,Class switched memory B cells,-0.07035942878491394
418943_BM2_418943_7,CD8+CD103+ tissue resident memory T cells,-0.07277508963322428
850824_BM2_850824_7,CD4+ memory T cells,0.4301180888280365
279313_BM2_279313_7,Immature B cells,0.7566833534328093
290842_BM2_290842_7,Plasmacytoid dendritic cells,0.6744686946997418
702296_BM2_702296_7,GammaDelta T cells,-0.31060824849835966
6564_BM2_6564_7,Erythro-myeloid progenitors,0.36850294077310114
346166_BM2_346166_7,Nonswitched memory B cells,-0.09992105897474363
37192_BM2_37192_7,CD8+ effector memory T cells,0.20931860686505865
657463_BM2_657463_7,CD8+ naive T cells,0.6993755561725334
704297_BM2_704297_7,CD4+ memory T cells,0.10259429919957573
452157_BM2_452157_7,Mature naive B cells,0.4515101163252076
173410_BM2_173410_7,Class switched memory B cells,-0.16750393906320052
501884_BM2_501884_7,CD8+CD103+ tissue resident memory T cells,-0.7472268072145213
3231_BM2_3231_7,CD8+ effector memory T cells,-0.44300261228624693
150817_BM2_150817_7,Class switched memory B cells,-0.39963638563577597
855349_BM2_855349_7,CD8+ naive T cells,0.4514633649931975
202473_BM2_202473_7,CD56dimCD16+ NK cells,-0.027299353361358237
350482_BM2_350482_7,CD4+ memory T cells,-0.7289164453717679
772539_BM2_772539_7,Nonswitched memory B cells,-0.3674270358259414
554864_BM2_554864_7,Nonswitched memory B cells,-0.18547308794951517
618710_BM2_618710_7,CD8+CD103+ tissue resident memory T cells,-0.20611710526915633
25900_BM2_25900_7,CD56brightCD16- NK cells,0.3615713126989225
744471_BM2_744471_7,CD8+CD103+ tissue resident memory T cells,-0.11543897399841715
460216_BM2_460216_7,CD8+ effector memory T cells,0.22335305259012422
165095_BM2_165095_7,CD8+CD103+ tissue resident memory T cells,-0.3639653946739208
154061_BM2_154061_7,Mature naive B cells,0.5063900374261286
608344_BM2_608344_7,CD8+ central memory T cells,-0.35141604972350393
389501_BM2_389501_7,CD8+CD103+ tissue resident memory T cells,0.013062217930089675
763619_BM2_763619_7,Class switched memory B cells,-0.025733517003923935
533022_BM2_533022_7,CD8+CD103+ tissue resident memory T cells,-0.027972937718677895
252252_BM2_252252_7,CD8+ effector memory T cells,0.06898078549729768
160401_BM2_160401_7,CD4+ memory T cells,0.18929279315766645
387210_BM2_387210_7,CD4+ memory T cells,0.42600511133739244
198732_BM2_198732_7,CD56brightCD16- NK cells,0.3699591950045885
144842_BM2_144842_7,Mature naive B cells,0.32296380085518905
115542_BM2_115542_7,Nonswitched memory B cells,-0.08970889198747375
93168_BM2_93168_7,Mature naive B cells,0.5723009535250538
370764_BM2_370764_7,Nonswitched memory B cells,-0.5905948526612033
578569_BM2_578569_7,Mature naive B cells,0.48372141926801193
161455_BM2_161455_7,Class switched memory B cells,0.04003709154613329
674013_BM2_674013_7,CD4+ memory T cells,-0.4222987387343635
12117_BM2_12117_7,Nonswitched memory B cells,-0.26315463877405965
594614_BM2_594614_7,Nonswitched memory B cells,0.2134421625894052
567173_BM2_567173_7,NK T cells,-0.06096519789899988
364571_BM2_364571_7,CD4+ memory T cells,0.16895150684200436
274232_BM2_274232_7,CD4+ memory T cells,0.17643803230048719
650831_BM2_650831_7,CD4+ memory T cells,0.3377469069754386
876630_BM2_876630_7,Mature naive B cells,0.5064405379440384
869566_BM2_869566_7,CD4+ memory T cells,0.27726325227411897
663138_BM2_663138_7,Class switched memory B cells,-0.15122215516882123
499045_BM2_499045_7,CD4+ memory T cells,0.2119589942844555
104202_BM2_104202_7,Class switched memory B cells,-0.4511186896189324
688205_BM2_688205_7,CD8+ effector memory T cells,0.3202562569537918
678252_BM2_678252_7,Mature naive B cells,0.5955064529898633
481070_BM2_481070_7,CD4+ memory T cells,0.12628032643291898
880648_BM2_880648_7,Nonswitched memory B cells,-0.09046363653373186
829982_BM2_829982_7,CD8+CD103+ tissue resident memory T cells,-0.41511168655515523
760269_BM2_760269_7,NK T cells,0.16065685233009797
507628_BM2_507628_7,Megakaryocyte progenitors,-0.30093750249780055
807125_BM2_807125_7,Class switched memory B cells,-0.035745811085653355
599519_BM2_599519_7,CD56dimCD16+ NK cells,-0.29057754759060866
204676_BM2_204676_7,Nonswitched memory B cells,-0.2162023761260419
816440_BM2_816440_7,Class switched memory B cells,-0.06319419655988841
702986_BM2_702986_7,Mature naive B cells,0.38866566731437135
390161_BM2_390161_7,HSCs & MPPs,0.0961613743690381
404637_BM2_404637_7,CD4+ memory T cells,0.4248949646377937
252930_BM2_252930_7,Non-classical monocytes,0.6923567199922477
128631_BM2_128631_7,CD11c+ memory B cells,0.4864241956900827
788565_BM2_788565_7,Nonswitched memory B cells,-0.07443268592295256
685267_BM2_685267_7,Mature naive B cells,0.3976860204369666
90865_BM2_90865_7,CD4+ memory T cells,0.3908296951741649
716590_BM2_716590_7,Nonswitched memory B cells,-0.2856178289797476
656771_BM2_656771_7,Class switched memory B cells,0.082873502851488
684116_BM2_684116_7,CD56dimCD16+ NK cells,-0.7257930692722739
661244_BM2_661244_7,Nonswitched memory B cells,-0.5371594580503629
623260_BM2_623260_7,CD56dimCD16+ NK cells,-0.17007689979707705
213079_BM2_213079_7,Nonswitched memory B cells,-0.188391400279521
625925_BM2_625925_7,CD56dimCD16+ NK cells,-0.2170927848382424
282493_BM2_282493_7,CD11c+ memory B cells,0.38353645194387376
542426_BM2_542426_7,Nonswitched memory B cells,0.014274418200781964
635195_BM2_635195_7,CD56brightCD16- NK cells,0.5086088461026838
858449_BM2_858449_7,CD8+CD103+ tissue resident memory T cells,-0.7277130483496922
696849_BM2_696849_7,CD8+ effector memory T cells,-0.18813597846067756
444565_BM2_444565_7,Non-classical monocytes,0.6450760620435954
63654_BM2_63654_7,Nonswitched memory B cells,-0.18403924623787582
871239_BM2_871239_7,Non-classical monocytes,0.7068157340097954
844880_BM2_844880_7,CD56dimCD16+ NK cells,-0.7386795957838506
35036_BM2_35036_7,CD8+ effector memory T cells,0.30963613914465743
742828_BM2_742828_7,CD56dimCD16+ NK cells,-0.26567697108703736
4585_BM2_4585_7,Mature naive B cells,0.5300731710972452
320800_BM2_320800_7,CD11c+ memory B cells,0.26464326514624437
683641_BM2_683641_7,CD56dimCD16+ NK cells,-0.24972754974981073
589138_BM2_589138_7,CD8+ effector memory T cells,0.34348229324891605
496250_BM2_496250_7,Nonswitched memory B cells,0.10019414341972759
478040_BM2_478040_7,CD56brightCD16- NK cells,0.3790442904757733
371803_BM2_371803_7,CD4+ memory T cells,0.13490697271073288
244067_BM2_244067_7,Mature naive B cells,0.5350927997533874
33685_BM2_33685_7,Mature naive B cells,0.5198404575347604
628840_BM2_628840_7,Mature naive B cells,0.3589159232140571
170699_BM2_170699_7,CD56dimCD16+ NK cells,-0.3061827235765975
130196_BM2_130196_7,Class switched memory B cells,-0.42269246504554286
93603_BM2_93603_7,Mature naive B cells,0.42449913234329434
809513_BM2_809513_7,Lymphomyeloid prog,-0.2617336563336509
723420_BM2_723420_7,CD56dimCD16+ NK cells,-0.34429627078458197
702365_BM2_702365_7,HSCs & MPPs,0.5818597410651145
226833_BM2_226833_7,CD8+ effector memory T cells,0.22242509918946649
160645_BM2_160645_7,CD56brightCD16- NK cells,0.30889788394212986
137698_BM2_137698_7,CD8+ central memory T cells,-0.3332437003972543
873748_BM2_873748_7,Class switched memory B cells,-0.0628926199797835
560325_BM2_560325_7,Nonswitched memory B cells,0.0005934342584982091
593233_BM2_593233_7,CD4+ memory T cells,-0.01665042279799344
696227_BM2_696227_7,Erythro-myeloid progenitors,-0.09707438535297394
590633_BM2_590633_7,Mature naive B cells,0.25520365880086004
233469_BM2_233469_7,Mature naive B cells,0.4856290178952242
807844_BM2_807844_7,CD8+ central memory T cells,0.06784283299152997
300328_BM2_300328_7,Pro-B cells,0.32574733852638993
273326_BM2_273326_7,CD56dimCD16+ NK cells,-0.49357474640467036
785030_BM2_785030_7,Nonswitched memory B cells,-0.5727215086598467
468403_BM2_468403_7,CD8+ effector memory T cells,0.32792301404636987
316296_BM2_316296_7,CD8+CD103+ tissue resident memory T cells,0.0007291380062824827
621124_BM2_621124_7,CD4+ memory T cells,0.112129305161676
501141_BM2_501141_7,CD56brightCD16- NK cells,0.5011333152866126
792683_BM2_792683_7,HSCs & MPPs,0.6165563057485988
230570_BM2_230570_7,Mature naive B cells,0.4754767730618894
151118_BM2_151118_7,Nonswitched memory B cells,-0.5911845979433508
15064_BM2_15064_7,Nonswitched memory B cells,0.1678536694367725
571626_BM2_571626_7,Nonswitched memory B cells,-0.2168761688140207
507707_BM2_507707_7,CD8+ effector memory T cells,0.3379762221875423
58668_BM2_58668_7,CD8+ central memory T cells,0.11055729796365453
133327_BM2_133327_7,CD4+ memory T cells,0.3336254694362058
395849_BM2_395849_7,Mature naive B cells,0.44218526771512756
336392_BM2_336392_7,CD8+ effector memory T cells,0.39716486977584053
73810_BM2_73810_7,Mature naive B cells,0.5897980774707994
752683_BM2_752683_7,Class switched memory B cells,0.12550422049815205
700179_BM2_700179_7,CD4+ memory T cells,0.06658418723180821
73862_BM2_73862_7,Mature naive B cells,0.5621424739754364
811888_BM2_811888_7,CD8+ central memory T cells,-0.023056259389429973
440063_BM2_440063_7,CD8+ effector memory T cells,-0.49020194665643346
577233_BM2_577233_7,Nonswitched memory B cells,-0.09751159601968175
209816_BM2_209816_7,CD11c+ memory B cells,0.42795949399342864
160125_BM2_160125_7,Class switched memory B cells,0.09198494100570069
143348_BM2_143348_7,CD8+ central memory T cells,0.012819907513707462
634674_BM2_634674_7,Nonswitched memory B cells,0.21132761561386934
869018_BM2_869018_7,Class switched memory B cells,-0.5058217161033071
842967_BM2_842967_7,CD4+ memory T cells,0.26005681231712785
453888_BM2_453888_7,CD8+ naive T cells,0.6129105218829554
405870_BM2_405870_7,Immature B cells,0.4712822380821174
537554_BM2_537554_7,Class switched memory B cells,-0.04275701055267441
744622_BM2_744622_7,Mature naive B cells,0.597096331729675
213195_BM2_213195_7,CD56dimCD16+ NK cells,0.1119665831654173
302102_BM2_302102_7,Class switched memory B cells,0.08434401494631837
250015_BM2_250015_7,Mature naive B cells,0.5646811414663495
125204_BM2_125204_7,Nonswitched memory B cells,0.0940247987049742
213452_BM2_213452_7,CD8+ effector memory T cells,-0.8325247128150728
865023_BM2_865023_7,Class switched memory B cells,-0.3701617096368466
647574_BM2_647574_7,CD4+ memory T cells,0.024716193166082097
408832_BM2_408832_7,Nonswitched memory B cells,-0.44561546278346303
165841_BM2_165841_7,CD8+ effector memory T cells,0.2072604630628971
340175_BM2_340175_7,CD56brightCD16- NK cells,0.38558440584244674
875064_BM2_875064_7,Classical Monocytes,-0.4349953815057429
352894_BM2_352894_7,Nonswitched memory B cells,-0.11186745575101337
157399_BM2_157399_7,Mature naive B cells,0.5949617495247301
46917_BM2_46917_7,CD4+ memory T cells,0.2905928150085479
721214_BM2_721214_7,Conventional dendritic cell 2,0.490634411636436
49453_BM2_49453_7,CD56dimCD16+ NK cells,0.13308714408183142
230812_BM2_230812_7,CD8+ effector memory T cells,0.29588921820873176
727758_BM2_727758_7,Nonswitched memory B cells,0.17346533051566695
701908_BM2_701908_7,CD4+ memory T cells,-0.10936922711466249
369409_BM2_369409_7,CD56dimCD16+ NK cells,-0.19346830822846237
279015_BM2_279015_7,Eosinophil-basophil-mast cell progenitors,0.6844194955032433
550680_BM2_550680_7,CD4+ memory T cells,0.32570305106231284
209274_BM2_209274_7,Mature naive B cells,0.36439526913702325
324137_BM2_324137_7,Nonswitched memory B cells,-0.0026288664194697355
326826_BM2_326826_7,Nonswitched memory B cells,-0.27306762017409536
83279_BM2_83279_7,Class switched memory B cells,0.08549178610424461
765763_BM2_765763_7,Classical Monocytes,0.3828103204963122
752302_BM2_752302_7,Mature naive B cells,0.5259477083011111
533304_BM2_533304_7,CD8+ central memory T cells,0.03761931845336895
200005_BM2_200005_7,CD56dimCD16+ NK cells,-0.1891146678720657
41891_BM2_41891_7,Nonswitched memory B cells,0.01540940902423081
297946_BM2_297946_7,CD56brightCD16- NK cells,0.37320537957966227
295112_BM2_295112_7,Mature naive B cells,0.03739477358479111
183969_BM2_183969_7,CD8+ effector memory T cells,-0.0666641971448405
152023_BM2_152023_7,CD4+ memory T cells,0.32545132659117354
336502_BM2_336502_7,Nonswitched memory B cells,-0.28879385571461946
786431_BM2_786431_7,Class switched memory B cells,-0.11111450251399296
42390_BM2_42390_7,Class switched memory B cells,-0.212980106382166
446816_BM2_446816_7,CD56dimCD16+ NK cells,-0.4576916593044892
406042_BM2_406042_7,CD8+CD103+ tissue resident memory T cells,-0.28478448789405475
522866_BM2_522866_7,CD56dimCD16+ NK cells,-0.09362773425766349
74523_BM2_74523_7,CD4+ memory T cells,0.2427273373255897
177071_BM2_177071_7,CD8+ effector memory T cells,0.19712200374550173
28051_BM2_28051_7,Nonswitched memory B cells,0.1305158235913427
611127_BM2_611127_7,HSCs & MPPs,0.33435443371789836
153918_BM2_153918_7,CD8+CD103+ tissue resident memory T cells,-0.17853467759954883
645707_BM2_645707_7,Mature naive B cells,0.5969009949227018
525498_BM2_525498_7,Class switched memory B cells,-0.30731191977268696
330141_BM2_330141_7,CD8+ effector memory T cells,0.2441918465445703
70389_BM2_70389_7,Nonswitched memory B cells,-0.023415545775160897
819322_BM2_819322_7,CD8+CD103+ tissue resident memory T cells,0.032767236240495885
561910_BM2_561910_7,CD4+ memory T cells,0.24003747381918475
231372_BM2_231372_7,CD56dimCD16+ NK cells,-0.0994751543749206
122292_BM2_122292_7,CD4+ memory T cells,0.26658261454868243
24390_BM2_24390_7,CD8+ central memory T cells,-0.06799697952885657
521839_BM2_521839_7,Mature naive B cells,0.04462550610610057
42179_BM2_42179_7,CD8+ central memory T cells,0.14021293847613014
244655_BM2_244655_7,CD56brightCD16- NK cells,0.34687361672502215
514506_BM2_514506_7,CD56dimCD16+ NK cells,0.1517770296362296
300096_BM2_300096_7,Mature naive B cells,0.39942788256363454
502757_BM2_502757_7,HSCs & MPPs,0.45133908334921324
504333_BM2_504333_7,Classical Monocytes,0.299681009719421
458210_BM2_458210_7,CD8+CD103+ tissue resident memory T cells,-0.5108644686945608
267040_BM2_267040_7,CD8+CD103+ tissue resident memory T cells,-0.3395543869973917
562399_BM2_562399_7,CD11c+ memory B cells,0.42982405740004
153860_BM2_153860_7,CD4+ memory T cells,-0.4561004799425203
338404_BM2_338404_7,Class switched memory B cells,-0.10627105794113079
673414_BM2_673414_7,Class switched memory B cells,-0.22182471967296105
527983_BM2_527983_7,Nonswitched memory B cells,-0.3223000560746975
827069_BM2_827069_7,Megakaryocyte progenitors,0.05624275490287884
813526_BM2_813526_7,Lymphomyeloid prog,-0.6561304878804018
817284_BM2_817284_7,CD8+ effector memory T cells,0.21502516729216206
540373_BM2_540373_7,CD56dimCD16+ NK cells,-0.10025844130203145
390991_BM2_390991_7,Mature naive B cells,0.49091284865742724
252947_BM2_252947_7,CD8+CD103+ tissue resident memory T cells,-0.3856326720325949
129709_BM2_129709_7,CD8+ effector memory T cells,0.37047958721971624
657230_BM2_657230_7,Mature naive B cells,0.38589578359675725
175034_BM2_175034_7,Nonswitched memory B cells,-0.2512663485263755
656192_BM2_656192_7,CD8+ naive T cells,0.511756114182084
325394_BM2_325394_7,CD8+ effector memory T cells,0.30009940496159004
43695_BM2_43695_7,Nonswitched memory B cells,0.054420178074843624
484010_BM2_484010_7,CD4+ memory T cells,-0.2077889792944317
355484_BM2_355484_7,Class switched memory B cells,-0.48888273933512666
859795_BM2_859795_7,Mature naive B cells,0.4872304784391921
35366_BM2_35366_7,Nonswitched memory B cells,-0.3076015614782824
620221_BM2_620221_7,CD4+ memory T cells,0.3200909235755139
135721_BM2_135721_7,CD8+CD103+ tissue resident memory T cells,-0.04571991505389047
477625_BM2_477625_7,CD4+ memory T cells,0.35273572081874305
89833_BM2_89833_7,Nonswitched memory B cells,-0.19657905646019036
42362_BM2_42362_7,Mature naive B cells,0.43598117302263406
628023_BM2_628023_7,HSCs & MPPs,0.5253864035731179
590199_BM2_590199_7,CD4+ cytotoxic T cells,0.48401533856342754
542451_BM2_542451_7,CD4+ memory T cells,0.254207378842688
827854_BM2_827854_7,Class switched memory B cells,-0.09875352329487248
537046_BM2_537046_7,Nonswitched memory B cells,-0.3638795503337066
383538_BM2_383538_7,Mature naive B cells,0.5714390186787515
373530_BM2_373530_7,CD56dimCD16+ NK cells,0.15209509419462205
19371_BM2_19371_7,CD56dimCD16+ NK cells,0.15599989960493163
347193_BM2_347193_7,CD4+ memory T cells,0.2815474344135744
289699_BM2_289699_7,CD56dimCD16+ NK cells,0.17060088012401028
404094_BM2_404094_7,Class switched memory B cells,-0.4626511339408216
492531_BM2_492531_7,CD8+ effector memory T cells,0.21093297430950445
98310_BM2_98310_7,HSCs & MPPs,0.5078242249795454
748245_BM2_748245_7,CD8+ effector memory T cells,-0.5301851510724348
118676_BM2_118676_7,CD8+ effector memory T cells,0.349646963718058
106084_BM2_106084_7,CD8+ effector memory T cells,-0.18091363607006664
91048_BM2_91048_7,Mature naive B cells,0.4618222151478647
443774_BM2_443774_7,GammaDelta T cells,-0.11292237461286501
102119_BM2_102119_7,CD8+CD103+ tissue resident memory T cells,-0.34322152843060055
237299_BM2_237299_7,CD8+CD103+ tissue resident memory T cells,-0.37381517778136325
185086_BM2_185086_7,GammaDelta T cells,0.0455600019932411
262251_BM2_262251_7,CD4+ memory T cells,0.20622117747712077
252738_BM2_252738_7,Non-classical monocytes,0.6270644109219647
428973_BM2_428973_7,Classical Monocytes,0.08442672162866693
855261_BM2_855261_7,Non-classical monocytes,0.6520565845596159
252133_BM2_252133_7,CD8+ effector memory T cells,0.3732420448194553
149053_BM2_149053_7,CD4+ memory T cells,-0.40377139700109127
480195_BM2_480195_7,CD8+ naive T cells,0.7005184781939297
630923_BM2_630923_7,CD56brightCD16- NK cells,0.2896847157338127
275682_BM2_275682_7,Mature naive B cells,0.4798095255964439
257467_BM2_257467_7,Class switched memory B cells,-0.19345264904179843
305872_BM2_305872_7,HSCs & MPPs,0.6175808759009805
734551_BM2_734551_7,Immature B cells,0.7063258091812262
581700_BM2_581700_7,Late promyelocytes,-0.5958875778070334
248178_BM2_248178_7,Eosinophil-basophil-mast cell progenitors,0.6451352078739189
497805_BM2_497805_7,Nonswitched memory B cells,-0.48955669512249794
478741_BM2_478741_7,Mature naive B cells,0.5758788920881048
276966_BM2_276966_7,NK T cells,0.028748402944929568
255394_BM2_255394_7,CD4+ memory T cells,0.4384265195428805
660187_BM2_660187_7,CD4+ memory T cells,0.39681385575585537
228275_BM2_228275_7,CD8+CD103+ tissue resident memory T cells,-0.3071070498368432
54048_BM2_54048_7,Class switched memory B cells,-0.4628213828632333
620072_BM2_620072_7,Immature B cells,0.5773745586901662
828989_BM2_828989_7,Nonswitched memory B cells,-0.1589840382101814
22736_BM2_22736_7,Nonswitched memory B cells,-0.21194039403731105
767666_BM2_767666_7,Mature naive B cells,0.5388065268927738
565886_BM2_565886_7,Nonswitched memory B cells,-0.4013687584749472
438242_BM2_438242_7,Nonswitched memory B cells,0.14443908936394995
369424_BM2_369424_7,Class switched memory B cells,0.03815450005126653
434110_BM2_434110_7,CD4+ memory T cells,-0.330895231384505
723291_BM2_723291_7,CD56brightCD16- NK cells,0.44022195668916364
828891_BM2_828891_7,GammaDelta T cells,0.03775237068786567
711007_BM2_711007_7,Immature B cells,0.7298074022428342
401688_BM2_401688_7,Mature naive B cells,0.35090556710967874
557899_BM2_557899_7,Nonswitched memory B cells,0.1929365629557576
406134_BM2_406134_7,CD56dimCD16+ NK cells,-0.22798948950060205
303820_BM2_303820_7,Nonswitched memory B cells,-0.33145851761989686
241249_BM2_241249_7,CD4+ cytotoxic T cells,-0.2570784745660252
409839_BM2_409839_7,CD8+CD103+ tissue resident memory T cells,-0.23700832476211528
522436_BM2_522436_7,CD4+ memory T cells,0.2639372446560829
462057_BM2_462057_7,Nonswitched memory B cells,-0.18663672314971244
363269_BM2_363269_7,Mature naive B cells,0.4162923142436879
530253_BM2_530253_7,CD8+ central memory T cells,0.105697494636085
485679_BM2_485679_7,Class switched memory B cells,-0.35680051605504265
2505_BM2_2505_7,Mature naive B cells,0.48432093805736287
525829_BM2_525829_7,CD8+CD103+ tissue resident memory T cells,0.04596586282116347
257803_BM2_257803_7,CD56dimCD16+ NK cells,0.031170826407657268
770616_BM2_770616_7,CD8+ effector memory T cells,-0.09417150358533163
85828_BM2_85828_7,CD8+CD103+ tissue resident memory T cells,-0.09053137364846223
47655_BM2_47655_7,CD8+ central memory T cells,0.0034085808048893236
674043_BM2_674043_7,Nonswitched memory B cells,-0.26082232689629226
398804_BM2_398804_7,CD56dimCD16+ NK cells,0.06834487589732453
394473_BM2_394473_7,CD56brightCD16- NK cells,0.46440670167632375
379210_BM2_379210_7,CD4+ memory T cells,0.24540691823092958
723529_BM2_723529_7,CD56dimCD16+ NK cells,0.10810386718016908
876769_BM2_876769_7,CD4+ memory T cells,0.3613576403269087
283068_BM2_283068_7,GammaDelta T cells,-0.3936011087105316
585181_BM2_585181_7,Class switched memory B cells,-0.46233197884874216
884203_BM2_884203_7,CD8+ effector memory T cells,0.029147620675383682
91430_BM2_91430_7,CD56brightCD16- NK cells,0.49081651350043065
870562_BM2_870562_7,CD8+CD103+ tissue resident memory T cells,-0.13236435324767648
606210_BM2_606210_7,CD56dimCD16+ NK cells,0.12596679780889328
577255_BM2_577255_7,CD56dimCD16+ NK cells,-0.05986884483978157
119320_BM2_119320_7,CD56dimCD16+ NK cells,0.0832216358573022
760122_BM2_760122_7,Megakaryocyte progenitors,-0.6144994960210227
620329_BM2_620329_7,CD8+ effector memory T cells,-0.8451904553362718
471205_BM2_471205_7,CD8+CD103+ tissue resident memory T cells,-0.07774797925918134
243771_BM2_243771_7,GammaDelta T cells,0.01794980031058026
811560_BM2_811560_7,CD4+ memory T cells,0.1032204044945876
864094_BM2_864094_7,CD8+ effector memory T cells,0.1940473330812807
537437_BM2_537437_7,GammaDelta T cells,0.012547323323725813
22714_BM2_22714_7,CD8+ effector memory T cells,0.3359157311907244
5761_BM2_5761_7,CD56dimCD16+ NK cells,0.17303186184423017
464416_BM2_464416_7,Mature naive B cells,0.4911384382721154
244372_BM2_244372_7,Class switched memory B cells,-0.3229087526491696
539401_BM2_539401_7,CD8+CD103+ tissue resident memory T cells,-0.1303076991552115
348871_BM2_348871_7,CD4+ memory T cells,0.3728532438159948
164632_BM2_164632_7,Mature naive B cells,0.5291230432775668
724696_BM2_724696_7,CD8+CD103+ tissue resident memory T cells,-0.10312008747972343
635693_BM2_635693_7,CD8+CD103+ tissue resident memory T cells,0.05314060889095346
868432_BM2_868432_7,Mature naive B cells,0.5351243971435936
806492_BM2_806492_7,Early erythroid progenitor,-0.1460709507459513
96914_BM2_96914_7,CD56brightCD16- NK cells,0.49588901628157356
142223_BM2_142223_7,CD8+ central memory T cells,-0.18710188437595307
610621_BM2_610621_7,Mature naive B cells,0.585450483229164
414221_BM2_414221_7,CD4+ memory T cells,-0.22774113970048734
164137_BM2_164137_7,Mature naive B cells,0.5700500142826124
23440_BM2_23440_7,Mature naive B cells,0.4849360074788169
659907_BM2_659907_7,HSCs & MPPs,0.5695726067802654
766352_BM2_766352_7,CD8+ central memory T cells,0.12220644886583586
42995_BM2_42995_7,Nonswitched memory B cells,-0.48966145949294654
503455_BM2_503455_7,Nonswitched memory B cells,-0.6112692565788849
633932_BM2_633932_7,CD4+ memory T cells,-0.030361249641174932
624221_BM2_624221_7,Class switched memory B cells,-0.27887271983783607
779345_BM2_779345_7,GammaDelta T cells,-0.8264713775024862
532461_BM2_532461_7,CD8+ effector memory T cells,0.4070922104463587
466829_BM2_466829_7,Nonswitched memory B cells,0.02971340905916344
730767_BM2_730767_7,GammaDelta T cells,-0.4461759016591761
348050_BM2_348050_7,Mature naive B cells,0.45846834576729595
89840_BM2_89840_7,HSCs & MPPs,0.42863973385420134
35544_BM2_35544_7,GammaDelta T cells,-0.4836135115727727
404412_BM2_404412_7,NK T cells,0.0870832096682053
669168_BM2_669168_7,Mature naive B cells,0.43689878940081794
474939_BM2_474939_7,Lymphomyeloid prog,0.17299433722466356
193004_BM2_193004_7,Class switched memory B cells,-0.1907810451485051
137002_BM2_137002_7,CD56dimCD16+ NK cells,-0.15639292725517498
9255_BM2_9255_7,CD4+ memory T cells,0.40862924877895707
186494_BM2_186494_7,CD4+ memory T cells,0.21716338256573545
227324_BM2_227324_7,Nonswitched memory B cells,-0.49655395588768747
119456_BM2_119456_7,CD4+ cytotoxic T cells,0.486866781096156
47706_BM2_47706_7,CD56brightCD16- NK cells,0.507161184024644
203929_BM2_203929_7,Nonswitched memory B cells,-0.6377516085840432
706373_BM2_706373_7,CD8+ effector memory T cells,0.02805014397312127
574520_BM2_574520_7,Mature naive B cells,0.5435015291621268
299622_BM2_299622_7,CD8+CD103+ tissue resident memory T cells,-0.07121821839091053
199513_BM2_199513_7,CD8+ central memory T cells,0.1455331764480584
145012_BM2_145012_7,Class switched memory B cells,0.2549071273437336
476747_BM2_476747_7,Nonswitched memory B cells,-0.3981524964756263
281177_BM2_281177_7,CD4+ memory T cells,0.36866546954059576
556663_BM2_556663_7,Nonswitched memory B cells,-0.43990464357737746
233708_BM2_233708_7,Nonswitched memory B cells,-0.2243393887178968
797641_BM2_797641_7,CD56dimCD16+ NK cells,-0.6360280408859967
595428_BM2_595428_7,Nonswitched memory B cells,-0.3581256693596347
219309_BM2_219309_7,CD8+ central memory T cells,0.13653346150866533
49025_BM2_49025_7,Nonswitched memory B cells,-0.02412364740613577
681829_BM2_681829_7,CD8+ effector memory T cells,-0.5173416910138077
2294_BM2_2294_7,Nonswitched memory B cells,-0.27409544963807536
831463_BM2_831463_7,CD8+CD103+ tissue resident memory T cells,-0.24255936056172075
46532_BM2_46532_7,CD4+ memory T cells,0.08946217732990362
96977_BM2_96977_7,Mature naive B cells,0.5561339434817677
37847_BM2_37847_7,Class switched memory B cells,-0.352574081584967
347852_BM2_347852_7,CD8+ effector memory T cells,0.3984511708747677
297839_BM2_297839_7,CD8+ central memory T cells,0.1407948163972765
693875_BM2_693875_7,CD8+ effector memory T cells,-0.22039818493644595
878758_BM2_878758_7,CD8+CD103+ tissue resident memory T cells,-0.03314348843032063
729578_BM2_729578_7,CD4+ memory T cells,0.16433200596269243
799276_BM2_799276_7,CD4+ memory T cells,0.07866244339617366
359650_BM2_359650_7,CD56dimCD16+ NK cells,-0.7482699470168672
816758_BM2_816758_7,CD56dimCD16+ NK cells,-0.23627255495963856
512863_BM2_512863_7,Nonswitched memory B cells,-0.26368711817979995
866267_BM2_866267_7,CD56dimCD16+ NK cells,0.1823243505005843
142707_BM2_142707_7,CD4+ memory T cells,0.051571473022656966
