,Endothelial cell (lymphatic),Endothelial cell (vascular),Epithelial cell (alveolar type I),Epithelial cell (alveolar type II),Epithelial cell (basal),Epithelial cell (ciliated),Epithelial cell (club),Fibroblast,Immune (B cell),Immune (DC/macrophage),Immune (NK cell),Immune (T cell),Immune (alveolar macrophage),Immune (mast cell),Pericyte/SMC
KIAA1217,0.0,2.3609998,0.0,0.0,2.0566015,1.0097826,2.6161044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ODAD2,0.0,0.0,0.0,0.0,0.0,1.873518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.088418,0.0,0.0
PARD3,0.0,0.0,2.6009555,2.4322278,2.154027,2.1522927,2.527387,2.6660056,0.0,0.0,0.0,0.0,0.0,0.0,2.37902
ALOX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0538797,0.0,0.0
PRKG1,3.1406908,0.0,2.6036549,2.8272102,0.0,0.0,0.0,4.073559,0.0,0.0,0.0,0.0,0.0,0.0,4.0020337
BICC1,0.0,0.0,0.0,0.0,0.0,0.9750802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK3,0.0,0.0,0.0,3.5623684,2.966115,2.8175435,2.7763479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CABCOCO1,0.0,0.0,0.0,0.0,0.0,1.5725925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTKN2,0.0,0.0,1.9032655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMJD1C,2.6928768,2.033123,2.0556595,2.1747873,1.8544173,1.9970647,2.2291489,2.122939,0.0,1.9713649,0.0,0.0,2.5762482,0.0,0.0
SRGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.304297,0.0,0.0,0.0,2.9574163,0.0
MCU,0.0,0.0,0.0,0.0,0.0,1.4752069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP70,0.0,0.0,0.0,0.0,0.0,2.0248036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADK,0.0,0.0,2.5692062,2.7581758,2.7898734,2.0389137,2.7485456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRMDA,2.6133256,0.0,0.0,2.2938123,0.0,0.0,1.7225664,0.0,0.0,2.6738229,0.0,0.0,2.5305724,0.0,0.0
SFTPA2,0.0,0.0,0.0,2.194385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFTPA1,0.0,0.0,0.0,2.7637272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4910707
CFAP43,0.0,0.0,0.0,0.0,0.0,2.6196375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF7L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6490505,0.0,0.0
TACC2,0.0,0.0,0.0,2.3710601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FANK1,0.0,0.0,0.0,0.0,0.0,1.7373085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5955818,0.0,0.0,0.0,0.0,0.0,0.0,2.9268026
VWF,0.0,2.2425704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7054887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9224532,0.0,0.0
KLRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2124906,0.0,0.0,0.0,0.0
ETV6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.223977,0.0,0.0,1.6688409,0.0,0.0
GPRC5A,0.0,0.0,2.697705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS8,0.0,0.0,0.0,1.9294635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST1,0.0,0.0,0.0,2.1720264,2.0239544,0.0,2.1516254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHA5,0.0,0.0,0.0,0.0,0.0,1.9493468,0.0,2.3832529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAI7,0.0,0.0,0.0,0.0,0.0,1.2405499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMNTD1,0.0,0.0,0.0,0.0,0.0,2.2685676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPFIBP1,3.049797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6542962,0.0,0.0,0.0,0.0,0.0,0.0
FGD4,0.0,0.0,1.9571366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRK2,0.0,0.0,0.0,4.1489916,0.0,0.0,1.9608026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCED1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6668636,0.0,0.0
USP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6439099,0.0,0.0
IRAK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7225449,0.0,0.0
CPM,0.0,0.0,2.045627,2.0816321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4153492,0.0
PTPRB,0.0,2.879576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R12A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3112372
TMTC2,0.0,0.0,2.1943855,1.6249772,2.4094296,2.0265183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRIQ1,0.0,0.0,0.0,0.0,0.0,3.1909819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTN4,0.0,0.0,0.0,2.2358274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP54,0.0,0.0,0.0,0.0,0.0,2.8875432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6613483,2.765964,2.8050528,1.4986947,0.0,0.0
CORO1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9338955,0.0,0.0
ATXN2,0.0,0.0,0.0,0.0,0.0,1.4112141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP73,0.0,0.0,0.0,0.0,0.0,1.9365411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED13L,0.0,0.0,1.9125514,2.0634203,2.2126713,0.0,2.3361712,2.0902815,2.5860434,2.0219555,0.0,0.0,1.3324132,0.0,0.0
TAOK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6500007,0.0,0.0
CFAP251,0.0,0.0,0.0,0.0,0.0,1.7385035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N4BP2L2,2.535448,0.0,2.3309011,2.2716775,2.1842818,2.1729226,2.3163579,2.3938146,2.4799924,2.0485642,1.3059995,2.6839328,2.5158048,2.7242525,0.0
FOXO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.406807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGKH,0.0,0.0,0.0,0.0,0.0,1.5980165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEK5,0.0,0.0,0.0,0.0,0.0,0.87495434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7494407,0.0,0.0,0.0,0.0
LMO7,0.0,0.0,2.847763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPC5,0.0,0.0,2.6044278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK9,0.0,2.5173879,0.0,0.0,1.8312256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCCA,0.0,0.0,0.0,0.0,1.9424468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF14,0.0,0.0,0.0,0.0,0.0,2.421717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP11A,0.0,0.0,1.8043702,2.0804048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2076163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFTA3,0.0,0.0,1.8494285,2.146267,0.0,0.0,1.7058425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9592295,2.4982107,0.0,0.0,0.0
SYNE2,0.0,0.0,0.0,0.0,0.69863445,2.161427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPHN,0.0,0.0,0.0,2.6757095,1.9518452,0.0,2.0679336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD51B,0.0,0.0,0.0,0.0,0.0,2.0680861,2.0368822,0.0,0.0,0.0,0.0,0.0,1.8993901,0.0,0.0
NUMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7360849,0.0,0.0
TTLL5,0.0,0.0,0.0,0.0,0.0,1.6672122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXN3,0.0,0.0,0.0,0.0,0.0,1.8615016,1.6788237,0.0,0.0,2.2732387,2.6492388,2.766516,1.669307,0.0,0.0
MARK3,0.0,0.0,0.0,1.5663872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJP1,0.0,0.0,1.5149615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6576407,0.0,0.0,0.0,0.0,0.0
TMEM87A,0.0,0.0,0.0,1.6352079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8554926,2.815324,0.0,0.0,0.0
SECISBP2L,0.0,0.0,0.0,1.835127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8243551,0.0,0.0
TCF12,0.0,0.0,1.8924174,1.6382074,0.0,0.0,1.8594439,0.0,0.0,2.4562483,0.0,0.0,1.5571585,0.0,0.0
RORA,2.4089909,0.0,0.0,0.0,1.9108324,0.0,2.097774,3.2215686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37902
DAPK2,0.0,0.0,2.5488553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF609,0.0,0.0,0.0,0.0,0.0,1.8397903,0.0,0.0,0.0,0.0,0.0,0.0,1.7096335,0.0,0.0
PIAS1,0.0,0.0,1.9393392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7318614,0.0,0.0
THSD4,0.0,0.0,1.4937247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO9A,0.0,0.0,2.1692753,1.8453777,0.0,1.3481395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEAK1,0.0,0.0,2.3325799,0.0,0.0,0.0,0.0,2.1929722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINGO1,0.0,0.0,1.9775181,0.0,0.7473293,2.3130012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAXO2,0.0,0.0,0.0,0.0,0.0,1.7997446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP13,0.0,0.0,2.852239,3.5478396,1.849474,1.9105867,2.8736515,2.2319245,2.2194762,2.1081836,0.0,0.0,2.529509,3.7879434,0.0
SLCO3A1,0.0,0.0,0.0,0.0,0.0,1.1349247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1R,0.0,0.0,0.0,0.0,0.0,1.6134585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEF2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.218847,0.0,0.0,1.6455964,0.0,0.0
TPSB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.051736,0.0
TPSAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7293112,0.0
ABCA3,0.0,0.0,0.0,2.9385843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF7IP2,0.0,0.0,2.7593298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP2,0.0,0.0,3.653249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDXDC1,0.0,0.0,0.0,0.0,1.8400356,1.9370487,0.0,1.8429383,0.0,0.0,0.0,0.0,0.9614587,0.0,1.6449213
MYH11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5843675
CLEC19A,0.0,0.0,0.0,0.0,0.0,1.3540746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMC5,0.0,0.0,0.0,0.0,0.0,1.7611873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQCK,0.0,0.0,0.0,0.0,0.0,1.4753392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAH3,0.0,0.0,0.0,0.0,0.0,2.1753953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWA3A,0.0,0.0,0.0,0.0,0.0,1.9542712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6517023,0.0,0.0
FTO,0.0,0.0,0.0,0.0,0.0,3.48112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFATC3,0.0,0.0,1.8850362,0.0,1.861038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFAT5,2.526916,0.0,0.0,1.6547761,1.766947,0.0,1.8025765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYDIN,0.0,0.0,0.0,0.0,0.0,3.1660812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWOX,0.0,0.0,2.168589,1.9951411,2.7784681,2.7505078,2.3463476,2.3165655,2.8788428,0.0,0.0,0.0,1.8979421,2.5158048,1.8598843
PLCG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.412948,0.0,0.0,0.0,0.0,0.0,0.0
DNAAF1,0.0,0.0,0.0,0.0,0.0,2.4678674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8789018,0.0,0.0
TEKT1,0.0,0.0,0.0,0.0,0.0,1.116477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3R5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6728129,0.0,0.0,0.0,0.0,0.0
DNAH9,0.0,0.0,0.0,0.0,0.0,3.0566676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP44,0.0,0.0,1.7217898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSB1,0.0,0.0,2.3588278,2.6237786,2.6916478,0.0,2.6411495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSH2,0.0,0.0,0.0,2.305922,0.0,0.0,0.0,0.0,2.7549205,2.692876,3.163366,2.8716798,2.6723166,0.0,0.0
NF1,0.0,0.0,0.0,0.0,2.0202518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO1D,0.0,0.0,2.348485,0.0,0.0,1.6424799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACACA,0.0,0.0,0.0,2.0853262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4637952,3.0145464,0.0,0.0,0.0
ANKFN1,0.0,0.0,0.0,0.0,0.0,2.5491283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSI2,0.0,0.0,0.0,0.0,0.0,1.5169525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156338,0.0,2.63512,0.0,0.0,2.285838,0.0,0.0
BCAS3,0.0,0.0,0.0,0.0,0.0,2.497614,0.0,0.0,0.0,0.0,0.0,0.0,1.187521,0.0,2.2118158
TANC2,0.0,0.0,0.0,2.6474237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4719892,0.0,0.0
PECAM1,0.0,2.7567935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX5,0.0,0.0,1.9005994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7387861,0.0,0.0
CEP112,0.0,0.0,0.0,0.0,0.0,1.6540922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PITPNC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8294823,0.0,0.0,0.0,0.0
ABCA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8838611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC39A11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7877176,0.0
DNAI2,0.0,0.0,0.0,0.0,0.0,1.5713533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRM,2.3121192,3.222724,2.1206744,2.2539356,0.0,1.8397903,0.0,2.494637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDLRAD4,0.0,0.0,0.0,0.0,0.0,1.6120725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA3,0.0,0.0,2.7403724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST9,0.0,0.0,0.0,0.0,0.0,2.8017766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SETBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.979387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF4,1.0564821,2.770717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEDD4L,0.0,0.0,2.9713638,2.2298806,2.584816,2.1191862,2.9878383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCBE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPCPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3812447,0.0,0.0
PLCB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6110399
MACROD2,0.0,0.0,2.7410507,4.5519447,4.785524,0.0,4.727438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSTN,0.0,0.0,1.7568986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC24A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4378662,0.0
RIN2,0.0,2.5494008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP61,0.0,0.0,0.0,0.0,0.0,1.2459399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALGAPA2,2.904526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID1,0.0,2.0927873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHF20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4709966,0.0
SAMHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5607154,0.0,0.0
PTPRT,0.0,0.0,0.0,0.0,0.0,2.930321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EYA2,0.0,0.0,0.0,0.0,1.97249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSHZ2,3.0346045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPS,0.0,0.0,0.0,0.0,0.0,1.810557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFX2,0.0,0.0,0.0,0.0,0.0,2.1427407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO9B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6623489,0.0,0.0
SIPA1L3,0.0,0.0,0.0,0.0,0.0,1.103234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF3A,2.1182282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAPSA,0.0,0.0,0.0,2.0598288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428969,0.0,0.0
TTC28,0.0,2.0592432,0.0,0.0,0.0,0.0,0.0,2.167561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMP3,2.3134112,3.534904,0.0,0.0,0.0,0.0,0.0,2.7988834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX17,0.0,0.0,0.0,0.0,0.0,1.3771338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM227A,0.0,0.0,0.0,0.0,0.0,1.3913095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNRC6B,0.0,0.0,0.0,0.0,0.0,1.7880313,0.0,0.0,2.412948,0.0,2.6411257,2.6750803,0.0,0.0,0.0
EFCAB6,0.0,0.0,0.0,0.0,0.0,1.6646328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMSN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0145464,0.0
APP,2.5992274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.633879,0.0,0.0
EVA1C,0.0,0.0,0.0,0.0,0.0,1.4929194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNE1,0.0,0.0,0.0,0.0,0.0,1.4964076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1,0.0,0.0,0.0,0.0,2.0587015,0.0,1.5859067,0.0,0.0,2.0305314,0.0,0.0,2.222508,0.0,0.0
