,Adipocytes,Arterial SMC,Arterial endothelial cells,Atria-enriched endothelial cells,Atria-enriched pericytes,Atrial cardiomyocytes,Basic SMC,CMC-like endothelial cells,CMC-like pericytes,Capillary endothelial cells,Cytoplasmic cardiomyocytes,Fibroblast-like endothelial cells,Fibroblasts,Immune-related endothelial cells,Lymphatic endothelial cells,Lymphoid,MT-high fibroblasts,Mast cells,Mesothelial cells,Myeloid,NK cells,Neuronal cells,Stromal pericytes,Venous endothelial cells,Ventricle-enriched pericytes,Ventricular cardiomyocytes
ENSG00000078124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.193677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122729,0.7273437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8739897
ENSG00000162390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1258845
ENSG00000151726,2.3684235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6953379,2.125586,0.0,0.0,0.0,0.63846666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131069,1.4915152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952494
ENSG00000107796,0.0,3.2437847,0.0,0.0,0.0,0.0,2.512465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2137494,0.0,0.0,0.0
ENSG00000075624,0.0,1.0733964,2.7707157,0.0,0.0,0.0,1.3976128,0.0,0.0,2.7471774,0.0,0.0,0.0,3.2242868,0.0,2.2972252,3.1218894,0.0,0.0,0.0,3.8678317,0.0,3.4437149,1.9147679,0.0,0.5287533
ENSG00000159251,0.0,0.0,0.0,1.1742256,0.0,2.5872047,0.0,2.181034,1.4062722,0.0,3.5147848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.319316,0.0,0.0,0.0,0.0,0.0,0.0,1.9542197
ENSG00000072110,0.0,1.694233,0.0,1.3651478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077522,0.0,0.0,0.0,0.0,0.0,2.3750305,0.0,0.0,1.5223418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3953235
ENSG00000170634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.285677
ENSG00000137845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.394754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163638,0.0,0.0,0.0,0.0,1.3316954,0.0,0.8222414,1.8790898,1.7571962,0.0,0.0,1.1591656,0.0,2.1404524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3287276,1.6217101,1.823711,0.0
ENSG00000173175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8696994
ENSG00000148700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3130221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135298,0.0,0.0,0.0,0.0,1.6182969,0.0,0.0,0.0,1.722356,0.0,0.0,1.6200824,1.4941895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.024994,0.0,0.0,1.6113607,0.0
ENSG00000069122,0.0,0.0,1.9519342,0.0,0.0,0.0,0.0,1.8444805,0.0,1.9893991,0.0,0.0,0.0,2.0017571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117114,0.0,0.0,0.0,0.0,0.0,1.529454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3072903
ENSG00000162618,0.0,0.0,1.4696794,0.0,0.0,0.0,0.0,0.0,0.0,1.1415904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5336453,0.0,0.0
ENSG00000196616,1.8243648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5135853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1768581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0900201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181092,1.3901694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743607,0.0,0.0,0.0,0.0,0.0,2.2982893,0.0,0.0,0.0
ENSG00000156110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988086
ENSG00000153531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99296856
ENSG00000106624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8022107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172493,0.0,0.0,0.0,0.90515715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.653209,0.0,0.0,0.0,0.0,0.0,1.2324271,1.8716547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000072364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2157525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95966613,0.0,0.0,1.1880761,0.0,0.0,0.0,0.0,0.0,1.9665922,0.648154,0.0,0.0,1.7360852,0.0,0.0,0.0,0.0
ENSG00000186094,2.045847,0.0,0.0,0.0,0.0,1.7759296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169692,0.6015694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6110246,0.0,0.0,0.0
ENSG00000135541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1099055,0.0,0.0,0.0,0.0,0.0,0.0,1.6122706,0.0,0.0,0.0,0.0,0.0,0.0,0.7826661
ENSG00000124942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1518477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131016,1.0576859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0092692,0.0,0.85756123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170776,1.3054413,0.0,0.0,1.7859498,0.0,2.7163024,0.0,0.0,2.4162781,0.0,2.0409508,2.2799077,2.297829,0.0,0.0,0.0,0.8736644,3.0914245,1.9559195,2.2263703,0.0,1.229212,0.0,0.0,0.0,2.871006
ENSG00000151320,0.0,0.0,0.0,0.0,0.0,1.9877212,0.0,0.0,1.7489108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5118403
ENSG00000127914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9478004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0713131,0.0,0.0,0.0,0.0,0.0,0.0,1.4546523
ENSG00000085662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7124404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4924275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7045904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86601186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0739036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0297995
ENSG00000141552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7615919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8180794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7608016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7096985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167772,1.1823589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145362,0.0,0.0,0.0,0.0,0.0,2.4360251,0.0,0.0,1.5687902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2771552,0.0,0.0,0.0,2.2339208
ENSG00000151150,0.0,0.0,0.0,0.0,0.0,1.7971969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9436815,0.0,0.0,0.0,1.6788144
ENSG00000148677,0.0,0.0,0.0,0.0,0.0,2.9981103,0.0,0.0,0.0,0.0,2.4931047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7971444
ENSG00000167522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1441381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101745,1.1047161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3248627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132466,1.264888,0.0,0.0,0.0,0.0,1.0135858,0.0,0.0,1.2693465,0.0,0.0,1.37572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3580245
ENSG00000065413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0837042,0.0,2.6482368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000047617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1110485,0.0,0.0,0.0,1.4230158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4258893,0.0,0.0
ENSG00000177119,1.29561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6383188,0.0,0.0,0.0,1.6782827,0.0,0.0,0.0,0.0,0.0
ENSG00000122359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7041251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182718,0.0,0.0,1.8103317,0.0,0.0,0.0,0.0,0.0,0.0,1.772035,0.0,0.0,0.0,1.9287096,0.0,0.0,2.024005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138772,0.0,0.0,1.4454105,0.0,0.0,0.0,0.0,0.0,0.0,1.3019072,0.0,0.0,0.0,1.4369159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6639795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8957273,0.0,1.0848086,0.0,0.0,0.0,0.854098,0.0,0.0,0.0
ENSG00000148120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3823324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4424425
ENSG00000226043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9313254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86133045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077420,1.2842586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163697,1.9424895,0.0,0.0,0.0,1.3126252,0.0,1.3725779,0.0,1.8803128,0.0,0.0,1.5171807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93841845,1.9254496,0.0
ENSG00000084234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0478415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142192,0.0,0.0,1.8653995,0.0,0.0,0.0,0.0,1.6352079,0.0,1.6087983,0.0,1.2572453,0.0,1.4573845,2.4071126,0.0,1.9326146,0.0,0.0,0.0,0.0,0.0,0.0,1.7382386,0.0,0.0
ENSG00000198931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85081804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4680059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165269,1.9831147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0708373
ENSG00000047365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7307941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1504109,0.0,0.0,0.0,0.0,0.0
ENSG00000143761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.397842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1793478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7116472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134884,0.0,0.0,1.6884553,2.0622213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4866643,0.0,0.0,1.4023312,0.0,0.8287654,0.0,1.5673623,0.0,0.0,0.0,0.0,1.3816345,0.0,0.0
ENSG00000071205,0.0,1.3101491,0.0,0.0,2.0095484,0.0,1.6855845,0.0,2.172371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.147602,1.3147297
ENSG00000075884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4701952,0.0,2.8302066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.349342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138639,1.5526906,0.0,0.0,0.0,0.0,1.9943638,0.0,0.0,0.0,0.0,0.0,1.4004862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8599606,0.0,0.0,0.0,1.2173197
ENSG00000145819,0.0,0.0,0.0,2.5344827,0.0,1.5030283,0.0,1.4436775,2.0929751,0.0,0.0,2.2397542,0.0,0.0,1.4716816,0.0,0.0,0.0,0.0,1.9027799,0.0,0.0,0.0,0.0,1.7234898,1.496808
ENSG00000137962,0.0,0.0,1.3920217,0.0,0.0,0.0,0.0,1.5501024,0.0,1.7773232,0.0,0.0,0.0,1.6016437,1.451644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2108295,0.95887184,0.0,0.0
ENSG00000134909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9778814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0893651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5360339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000047648,0.0,0.0,0.0,0.0,0.9472274,0.0,0.0,0.0,1.3747808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7481513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.010528,0.0,0.0,0.0,0.0,0.0
ENSG00000196914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2183251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84433746
ENSG00000102606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51802105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000049618,1.7560725,0.0,0.0,1.54981,0.0,1.2250758,0.0,0.0,1.7863632,0.0,0.0,1.900599,1.682013,0.0,1.6880958,0.0,0.0,2.1993608,1.2978307,0.0,0.0,0.0,0.0,0.0,0.0,1.4401441
