,Bcells,CentralHep,Cholangiocyte,Erythroid,InfMac,InterHep,NKTcell,NonInfMac,PortalEndo,PortalHep,Stellate,cvLSECs
AASS,0.0,1.2081344,0.0,0.0,0.0,0.6327846,0.0,0.0,0.0,0.0,0.0,0.0
MGST1,0.0,2.3248448,1.4874752,0.0,0.0,2.2380688,0.0,0.0,0.0,2.1274834,1.490515,0.0
ST3GAL1,0.0,0.36750612,0.0,0.0,0.0,0.3058146,0.0,0.0,0.0,0.0,0.0,0.0
SEC62,0.0,0.40463352,0.0,0.0,0.0,0.44646493,0.0,0.0,0.0,0.0,0.0,0.0
RPS20,0.51729035,0.0,0.0,0.0,2.4298632,0.0,2.0676317,0.0,0.0,0.0,0.0,0.0
UBE3C,0.0,0.7696531,0.0,0.0,0.0,0.21577147,0.0,0.0,0.0,0.0,0.0,0.0
REV3L,0.0,1.0727,0.601341,0.0,0.0,0.53544915,0.0,0.0,0.0,0.0,0.0,0.0
TENM1,0.0,0.7640345,0.0,0.0,0.0,0.76360583,0.0,0.0,0.0,0.0,0.0,0.0
MASP2,0.0,0.85881376,0.0,0.0,0.0,0.7852205,0.0,0.0,0.0,0.0,0.0,0.0
MLXIPL,0.0,2.2898154,1.5042074,0.0,0.0,2.0210085,0.0,0.0,0.0,2.2024565,0.9772867,0.0
ZNF207,0.0,0.7117,0.0,0.0,0.0,0.30941007,0.0,0.0,0.0,0.0,0.0,0.0
STAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.748887
SCMH1,0.0,0.90445626,1.0210288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN9,0.0,0.7832143,0.0,0.0,0.0,0.49885255,0.0,0.0,0.0,0.0,0.0,0.0
PIK3C2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3487707,0.0,0.0,0.7586827
RABGAP1,0.0,0.20103094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP4K3,0.0,0.5865095,1.0531685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98067415,0.0
TYROBP,0.0,0.0,0.0,0.0,2.7032104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR1H4,0.0,1.6998767,1.0935061,0.0,0.0,1.4186068,0.0,0.0,0.0,0.0,2.003161,0.0
SLC25A39,0.0,0.0,0.0,1.3944857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAF2,0.0,0.6210105,0.0,0.0,0.0,0.43873984,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,0.0,0.0,0.0,0.0,0.0,0.6811904,0.0,0.0,0.0,0.0,0.0,0.0
RUFY3,0.0,0.43096069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWTR1,0.0,0.0,1.138133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD74,0.0,0.0,0.0,0.0,1.5259937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMD4A,0.0,1.1551142,0.0,0.0,0.0,0.75717604,0.0,0.0,0.0,0.0,1.5898851,0.0
CPS1,0.0,2.4890418,0.0,0.0,0.0,2.3605642,0.0,0.0,0.0,2.1168098,1.1576047,0.0
C8B,0.0,1.027778,0.0,0.0,0.0,1.0389155,0.0,0.0,0.0,0.0,0.0,0.0
RB1CC1,0.0,0.768039,0.0,0.0,0.0,0.5355666,0.0,0.0,0.0,0.0,0.0,0.0
ALAS1,0.0,0.7103293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC2,0.0,1.6023557,0.0,0.0,0.0,0.9278908,0.0,0.0,0.0,0.0,0.0,0.0
UBR2,0.0,0.79282445,0.0,0.0,0.0,0.24324095,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B6,0.0,1.8873563,0.0,0.0,0.0,1.7948216,0.0,0.0,0.0,1.3960099,0.0,0.0
SEC63,0.0,0.55882406,0.0,0.0,0.0,0.4298132,0.0,0.0,0.0,0.0,0.0,0.0
VIM,0.0,0.0,0.0,0.0,1.7216011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX1,0.0,0.6033836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFT88,0.0,0.53273267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC7,0.0,0.0,0.0907295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIAS1,0.0,0.8789013,1.1195769,0.0,0.0,0.18178646,0.0,0.0,0.0,0.0,0.0,0.0
TMSB10,0.0,0.0,0.0,0.0,3.804969,0.0,2.2350817,0.0,0.0,0.0,0.0,0.0
RNF19A,0.0,0.51015985,1.0615662,0.0,0.0,0.09632079,0.0,0.0,0.0,0.0,0.0,0.0
SH3YL1,0.0,0.0,0.962594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9071286,0.0
CUL3,0.0,0.7305925,0.0,0.0,0.0,0.26880446,0.0,0.0,0.0,0.0,0.0,0.0
TRIO,0.0,1.3078805,1.0441358,0.0,0.0,0.9724693,0.0,0.0,0.0,0.0,0.97171044,0.0
VCAN,0.0,0.0,0.0,0.0,1.9576588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1399255,0.0,0.0,0.0,0.0
C6,0.0,1.8520285,1.618783,0.0,0.0,1.5786943,0.0,0.0,0.0,0.0,0.0,0.0
CTNNA1,0.0,0.72665346,0.0,0.0,0.0,0.47812408,0.0,0.0,0.0,0.0,0.49514645,0.0
PHKA2,0.0,0.76043737,0.0,0.0,0.0,0.5321908,0.0,0.0,0.0,0.0,0.0,0.0
CNTLN,0.0,1.3759801,0.0,0.0,0.0,0.87947816,0.0,0.0,0.0,0.0,0.0,0.0
PREX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5164169
ATOSA,0.0,1.0845461,0.0,0.0,0.0,0.6387198,0.0,0.0,0.0,0.0,0.0,0.0
CP,0.0,2.5868459,0.0,0.0,0.0,2.73055,0.0,0.0,0.0,2.4029613,1.4540918,0.0
SCML1,0.0,0.4513626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP4,0.0,1.0475478,0.8971359,0.0,0.0,0.6191843,0.0,0.0,0.0,0.0,1.1418154,0.0
VPS13D,0.0,0.79388547,0.0,0.0,0.0,0.42245796,0.0,0.0,0.0,0.0,0.0,0.0
H6PD,0.0,0.8091289,0.0,0.0,0.0,0.74645495,0.0,0.0,0.0,0.0,0.0,0.0
LTBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9323201,0.0
ARID1B,0.0,1.3712598,1.6231785,0.0,0.0,0.9862784,0.0,0.0,1.2401121,0.0,1.4994375,1.356205
NEDD4L,0.0,0.0,1.5544938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYBA,0.0,0.0,0.0,0.0,1.9815404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHA5,0.0,1.7269024,2.0879073,0.0,0.0,1.3341616,0.0,0.0,0.0,0.0,1.4665937,0.0
FNIP2,0.0,0.0,0.0,0.0,0.0,0.21793203,0.0,0.0,0.0,0.0,0.0,0.0
MSMO1,0.0,0.0,0.0,0.0,0.0,0.63063955,0.0,0.0,0.0,0.0,0.0,0.0
TTC17,0.0,1.0704907,1.0296854,0.0,0.0,0.7555763,0.0,0.0,0.0,0.0,0.76119673,0.0
FOXN3,0.0,2.0700486,1.1153703,0.0,0.0,1.6025932,0.0,0.0,0.0,0.0,1.4070411,0.0
THRAP3,0.0,0.6102938,0.0,0.0,0.0,0.24928032,0.0,0.0,0.0,0.0,0.0,0.0
ARID4B,0.0,0.54871136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDCCAG8,0.0,0.49404773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF1B,0.0,0.89600664,0.0,0.0,0.0,0.50777763,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D22A,0.0,0.5647694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1853089
SYNE2,0.0,0.5802085,1.6677814,0.0,0.0,0.0,0.0,0.0,1.1435556,0.0,0.0,0.0
CUL1,0.0,0.8022786,0.0,0.0,0.0,0.43671513,0.0,0.0,0.0,0.0,0.0,0.0
KMT2C,0.0,1.2859422,1.3917377,0.0,0.0,0.9678099,0.0,0.0,0.0,0.0,1.1341343,0.0
PUM2,0.0,1.2085186,0.93794525,0.0,0.0,0.9159009,0.0,0.0,0.0,0.0,0.76004404,0.0
ITIH1,0.0,0.99921507,0.0,0.0,0.0,1.2229573,0.0,0.0,0.0,0.77616036,0.0,0.0
ZFR,0.0,0.6906069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK14,0.0,1.3762724,1.3469722,0.0,0.0,0.90706116,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R12A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17083807,0.0
DGKG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9709
WNK1,0.0,0.79064554,0.0,0.0,0.0,0.45167366,0.0,0.0,0.0,0.0,0.0,0.0
CREB3L3,0.0,0.0,0.0,0.0,0.0,0.17783189,0.0,0.0,0.0,0.0,0.0,0.0
MPC1,0.0,1.2078053,0.0,0.0,0.0,1.0006268,0.0,0.0,0.0,0.0,0.0,0.0
ACAA1,0.0,0.9432759,0.0,0.0,0.0,0.7934209,0.0,0.0,0.0,0.0,0.0,0.0
MON2,0.0,1.2227881,1.0088,0.0,0.0,0.9254476,0.0,0.0,0.0,0.0,0.89446527,0.0
GPBP1,0.0,0.49462134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMP1,0.0,1.2787511,0.95692456,0.0,0.0,1.0817027,0.0,0.0,0.0,0.0,0.9971597,0.0
RPL18,0.0,0.0,0.0,0.0,2.2029338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIMCH1,0.0,0.0,0.98835635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79954517
TM7SF3,0.0,0.0,0.98501515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST3GAL6,0.0,1.4765221,0.0,0.0,0.0,1.0079719,0.0,0.0,0.0,0.0,0.0,0.0
HIPK2,0.0,1.275822,0.0,0.0,0.0,1.0464379,0.0,0.0,1.118791,0.0,0.0,1.7269979
CALCRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.554725,0.0,0.0,0.0
ANKS1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3717388,2.1038532
PKN2,0.0,0.7471559,0.0,0.0,0.0,0.122022144,0.0,0.0,0.0,0.0,0.0,0.0
PDIA5,0.0,0.97595966,0.0,0.0,0.0,0.56308776,0.0,0.0,0.0,0.0,0.0,0.0
MYLK,0.0,1.0749195,0.0,0.0,0.0,0.6320817,0.0,0.0,0.0,0.0,0.6324345,0.0
FAM107B,0.0,0.631669,0.0,0.0,0.0,0.2859839,0.0,0.0,0.0,0.0,0.0,0.0
CDK13,0.0,0.92508,0.65113044,0.0,0.0,0.5710805,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R5A,0.0,0.4780309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIP2B,0.0,1.042647,0.69165254,0.0,0.0,0.7608623,0.0,0.0,0.0,0.0,0.0,0.0
FGFR2,0.0,0.0,2.4759352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRMT11,0.0,0.49969238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFGEF1,0.0,0.560883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM2B,0.0,2.9024131,0.0,0.0,0.0,2.4435244,0.0,0.0,0.0,2.4952455,1.0568932,0.0
PLPP1,0.0,0.55086553,0.0,0.0,0.0,0.0,0.0,0.0,1.9533019,0.0,0.96536887,0.0
EVI5,0.0,1.2351878,0.0,0.0,0.0,0.89484996,0.0,0.0,0.0,0.0,1.2485301,0.0
MEF2A,0.0,1.4209849,0.0,0.0,0.0,1.0846757,0.0,0.0,1.1764722,0.0,0.0,0.0
PSME4,0.0,0.71923065,0.0,0.0,0.0,0.09751745,0.0,0.0,0.0,0.0,0.0,0.0
MAST4,0.0,0.8352656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3031766
NUCKS1,0.0,0.71563166,0.0,0.0,0.0,0.65781987,0.0,0.0,0.0,0.0,0.0,0.0
ABCC9,0.0,0.8228483,0.0,0.0,0.0,0.58971316,0.0,0.0,0.0,0.0,0.0,0.0
MAOB,0.0,0.92324674,0.0,0.0,0.0,0.6550287,0.0,0.0,0.0,0.0,0.0,0.0
RORA,0.0,3.3567352,2.5056143,0.0,0.0,2.970047,0.0,0.0,0.0,0.0,2.891111,1.3149137
TGFBR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3936191,0.0,0.0,1.1800115
NEDD4,0.0,0.61008894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRP6,0.0,1.1471329,0.0,0.0,0.0,0.81072193,0.0,0.0,0.0,0.0,0.0,0.0
PTPN3,0.0,0.6905573,0.0,0.0,0.0,0.5296993,0.0,0.0,0.0,0.0,0.0,0.0
SLC44A1,0.0,0.8899164,0.0,0.0,0.0,0.832853,0.0,0.0,0.0,0.0,0.0,0.0
ZXDC,0.0,0.63498646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDST1,0.0,0.5329361,0.0,0.0,0.0,0.13869923,0.0,0.0,0.0,0.0,0.0,0.0
PABPC1,0.0,0.69833726,0.0,0.0,1.8950546,0.6248981,0.0,0.0,0.0,0.0,0.0,0.0
MAP4K4,0.0,0.8525126,0.0,0.0,0.0,0.3450734,0.0,0.0,0.0,0.0,0.0,0.0
RPL31,1.0863377,0.0,0.0,0.0,2.4716582,0.0,2.2724578,0.0,0.0,0.0,0.0,0.0
ARHGAP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9687775,0.0
ACTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7821994,0.0
LIMS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0423195,0.0,0.0,0.0
AFF4,0.0,0.7645557,0.0,0.0,0.0,0.5264458,0.0,0.0,0.0,0.0,0.0,0.0
NFATC3,0.0,1.1092578,0.0,0.0,0.0,0.76852244,0.0,0.0,0.0,0.0,0.0,0.0
ACADVL,0.0,1.0192679,0.0,0.0,0.0,0.91217804,0.0,0.0,0.0,0.6347364,0.6521008,0.0
SCARB1,0.0,0.71350086,0.0,0.0,0.0,0.54443914,0.0,0.0,0.0,0.0,0.0,0.0
PDE8A,0.0,1.0367962,1.4988348,0.0,0.0,0.69189954,0.0,0.0,0.0,0.0,1.2236772,0.0
FERMT2,0.0,0.6022226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56409967,0.0
ABCB11,0.0,2.006628,0.0,0.0,0.0,1.3407918,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K13,0.0,1.255807,1.2992105,0.0,0.0,0.59663266,0.0,0.0,0.0,0.0,0.0,0.0
ST6GAL1,0.0,0.94596577,0.0,0.0,0.0,1.0723839,0.0,0.0,1.9845226,0.0,0.0,2.7606003
PICALM,0.0,1.0509843,1.063487,0.0,0.0,0.69080544,0.0,0.0,1.3160233,0.0,1.2754655,0.0
CLASP1,0.0,1.1000811,0.0,0.0,0.0,0.6459569,0.0,0.0,0.0,0.0,0.0,0.92090636
MGLL,0.0,0.0,0.0,0.0,0.0,0.6169367,0.0,0.0,0.0,0.0,0.0,0.0
NTN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86545587,0.0,0.0,2.1409168
ARHGEF10L,0.0,1.5635452,0.0,0.0,0.0,1.4094902,0.0,0.0,0.0,0.0,0.0,0.0
EIF4G3,0.0,0.8432046,1.0747328,0.0,0.0,0.5600769,0.0,0.0,1.0530767,0.0,0.9614796,1.1079202
TTC38,0.0,1.2177384,0.0,0.0,0.0,0.8453218,0.0,0.0,0.0,0.0,0.0,0.0
ACAT1,0.0,0.99464744,0.0,0.0,0.0,0.91027325,0.0,0.0,0.0,0.0,0.0,0.0
ZNF638,0.0,1.6241999,1.2466363,0.0,0.0,1.3436116,0.0,0.0,0.0,0.0,1.2127357,0.0
RASAL2,0.0,0.0,0.73487806,0.0,0.0,0.0,0.0,0.0,1.1418405,0.0,0.9765558,1.3017124
MARK3,0.0,0.64533114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741529,0.0
FNDC3B,0.0,1.9287093,1.7364151,0.0,0.0,1.6743376,0.0,0.0,1.1404481,0.0,2.1200876,1.2510848
FRYL,0.0,0.6194219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTB,0.0,0.0,0.0,1.1729224,3.4422493,0.39295232,2.3969867,0.87506723,0.0,0.0,0.0,0.0
DLG1,0.0,1.3754432,1.2670317,0.0,0.0,0.9519809,0.0,0.0,0.0,0.0,0.7674595,0.0
RAB7A,0.0,0.50166327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACACB,0.0,1.776779,0.0,0.0,0.0,1.5240716,0.0,0.0,0.0,0.0,0.0,0.0
PAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28104633,0.0
NT5C2,0.0,0.7275372,0.0,0.0,0.0,0.34412995,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R12B,0.0,0.72172356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0792452,0.0
IL4R,0.0,0.444287,0.0,0.0,0.0,0.45067987,0.0,0.0,0.0,0.0,0.0,0.0
APBB1IP,0.0,0.8603062,0.0,0.0,0.0,0.65054774,0.0,0.0,0.0,0.0,0.0,0.0
UBE2K,0.0,0.93728334,0.0,0.0,0.0,0.66333985,0.0,0.0,0.0,0.0,0.0,0.0
MLLT10,0.0,0.8823745,0.0,0.0,0.0,0.45980883,0.0,0.0,0.0,0.0,0.0,0.0
NRDC,0.0,0.79514927,0.0,0.0,0.0,0.4823083,0.0,0.0,0.0,0.0,0.0,0.0
PCM1,0.0,0.77834105,0.0,0.0,0.0,0.30044916,0.0,0.0,0.0,0.0,0.0,0.0
ITCH,0.0,1.4251088,0.0,0.0,0.0,1.112537,0.0,0.0,0.0,0.0,0.0,0.0
XRCC5,0.0,0.7400358,0.0,0.0,0.0,0.47712436,0.0,0.0,0.0,0.0,0.0,0.0
TNS1,0.0,0.75127244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9441242,0.0
AFM,0.0,1.472392,0.0,0.0,0.0,1.2691625,0.0,0.0,0.0,0.0,0.0,0.0
PGM1,0.0,0.7669565,0.0,0.0,0.0,0.6084937,0.0,0.0,0.0,0.0,0.0,0.0
SLC4A4,0.0,0.65728205,1.1409624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPB2,0.0,1.8758538,0.0,0.0,0.0,1.8280805,0.0,0.0,0.0,1.1484547,0.0,0.0
MAGI3,0.0,0.8213473,0.0,0.0,0.0,0.29144344,0.0,0.0,0.0,0.0,0.0,0.0
CXCL2,0.0,1.0788757,0.0,0.0,0.0,0.94222367,0.0,0.0,0.0,0.0,0.0,0.0
PTPRC,0.0,0.0,0.0,0.0,0.0,0.0,1.1129485,0.0,0.0,0.0,0.0,0.0
CDC14B,0.0,0.9579798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CADPS2,0.0,0.48671278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHLPP1,0.0,1.3674325,0.0,0.0,0.0,0.8532079,0.0,0.0,0.0,0.0,0.0,0.0
WDR70,0.0,0.7647705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COBLL1,0.0,1.9856493,1.3062588,0.0,0.0,1.3294424,0.0,0.0,0.0,0.0,0.0,0.0
GSK3B,0.0,0.77290285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERC1,0.0,1.2033005,1.1843636,0.0,0.0,0.8441358,0.0,0.0,0.0,0.0,0.9184261,0.0
RNF13,0.0,0.6459353,0.0,0.0,0.0,0.48411766,0.0,0.0,0.0,0.0,0.0,0.0
BCKDHB,0.0,1.5013998,0.0,0.0,0.0,0.9176128,0.0,0.0,0.0,0.0,0.0,0.0
KAT6A,0.0,0.52019817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIBF1,0.0,0.7466885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC27A5,0.0,0.8823745,0.0,0.0,0.0,0.8222758,0.0,0.0,0.0,0.0,0.0,0.0
RPS5,0.0,0.0,0.0,0.0,1.590821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAL,0.0,0.0,0.0,0.0,0.0,0.8014986,0.0,0.0,0.0,0.0,0.0,0.0
APLP2,0.0,0.42711037,0.0,0.0,0.0,0.4027339,0.0,0.0,0.0,0.0,0.0,0.0
APOB,0.0,2.7328513,2.2087746,0.0,0.0,2.8388026,0.0,1.3938396,1.0842967,2.7952032,2.3404822,1.4399803
NCOA1,0.0,0.7910408,0.0,0.0,0.0,0.27315697,0.0,0.0,0.0,0.0,0.73790777,0.0
RAB10,0.0,0.309169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCKR,0.0,0.8642202,0.0,0.0,0.0,0.62373054,0.0,0.0,0.0,0.0,0.0,0.0
HADHA,0.0,0.7456389,0.0,0.0,0.0,0.5468501,0.0,0.0,0.0,0.0,0.0,0.0
ATRX,0.0,0.77177465,0.0,0.0,0.0,0.40776154,0.0,0.0,0.0,0.0,0.0,0.0
EPS15,0.0,0.5451693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B4GALT1,0.0,0.72797996,0.0,0.0,0.0,0.49811688,0.0,0.0,0.0,0.0,0.0,0.0
NFX1,0.0,0.8597033,0.0,0.0,0.0,0.48157424,0.0,0.0,0.0,0.0,0.0,0.0
ZFAND6,0.0,1.082283,0.0,0.0,0.0,0.9056835,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B2,0.0,0.3668925,0.0,0.0,0.0,0.48147967,0.0,0.0,0.0,0.0,0.0,0.0
HUWE1,0.0,0.45736906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTL,3.651269,1.4546523,1.5517128,2.7680192,4.7820034,2.2874265,3.0127053,3.6462045,2.0680842,2.6646574,1.5782235,1.72257
ADAMTS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8716585,0.0
ANKRD10,0.0,0.565376,0.4045187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRLS1,0.0,0.8517928,0.0,0.0,0.0,0.56498235,0.0,0.0,0.0,0.0,0.0,0.0
ATRN,0.0,0.9599644,0.0,0.0,0.0,0.66315734,0.0,0.0,0.0,0.0,0.0,0.0
F11,0.0,0.92872363,0.0,0.0,0.0,0.63063955,0.0,0.0,0.0,0.0,0.0,0.0
RPL6,0.0,0.0,0.0,0.0,2.3422985,0.0,1.7976167,0.0,0.0,0.0,0.0,0.0
SLC23A2,0.0,0.8975108,0.0,0.0,0.0,0.62875456,0.0,0.0,0.0,0.0,0.0,0.0
RPLP0,0.0,0.0,0.0,0.0,1.462248,0.6049639,0.0,0.0,0.0,0.0,0.0,0.0
PEBP1,0.0,1.0632389,0.0,0.0,0.0,1.2862453,0.0,0.0,0.0,0.8226335,0.0,0.0
LYZ,0.0,0.0,0.0,0.0,2.4121065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLG1,0.0,0.6401156,0.0,0.0,0.0,0.1405483,0.0,0.0,0.0,0.0,0.0,0.0
TNRC6A,0.0,1.853603,1.6008798,0.0,0.0,1.3227577,0.0,0.0,0.0,0.0,1.5177643,0.0
ABCC6,0.0,0.98923975,0.0,0.0,0.0,0.7006558,0.0,0.0,0.0,0.0,0.0,0.0
TF,0.0,2.6142952,1.624568,0.0,1.2019699,2.9072304,0.0,1.7018929,1.3072011,2.8176463,2.1106846,1.478977
APOH,0.0,1.7425075,0.91586417,0.0,0.0,2.1174526,0.0,0.0,0.0,2.0785058,1.2731305,0.0
ESR1,0.0,2.163996,0.0,0.0,0.0,1.5329329,0.0,0.0,0.0,0.0,0.0,0.0
HECTD1,0.0,1.4650563,0.0,0.0,0.0,1.1466442,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPC,0.0,1.266716,1.1917351,0.0,0.0,1.0652702,0.0,0.0,0.0,0.0,0.0,0.0
