,Basal II cells,Basal cells,Ciliated cells,Club cells,Dendritic cells,Goblet cells,Ionocytes,MT gene enriched cells,Mast cells,Maturing ciliated cells,NK cells,Neutrophils & macrophages,Peri-goblet cells,Secretory cells (HLA-DQA1),Suprabasal cells,T cells
PDPK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF25,0.4666666666666667,0.0,0.5429418775921541,0.4911487538761097,0.4828801697987435,0.5567107899498218,0.5341868745251542,0.0,0.0,0.6346478274286143,0.0,0.0,0.48404472300096407,0.5293141402803128,0.0,0.0
GAS8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCOR1,0.45255908189763766,0.0,0.4467778433192511,0.4678542669754112,0.5522282498470561,0.4826729661126847,0.5711308403810152,0.0,0.0,0.4823709617522946,0.0,0.0,0.44608473884009464,0.515481112074044,0.4,0.0
COPS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
UTP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GFOD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TOB1,0.6666666666666666,0.0,0.7289825608219973,0.7674782372757469,0.0,0.7211758382416772,0.0,0.0,0.0,0.6790282939255088,0.0,0.0,0.0,0.0,0.7171925763363608,0.0
SGSM2,0.7802604717705326,0.0,0.0,0.8220674158219671,0.0,0.7706347168785809,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.0,0.8139111613905247,0.0,0.0
NPEPPS,0.0,0.0,0.6737056106338062,0.0,0.0,0.6791735546063257,0.7986423583791662,0.0,0.0,0.6666666666666666,0.0,0.0,0.676776797740257,0.7018466879372226,0.0,0.0
LRRC46,0.0,0.0,0.9826266773116339,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
G6PC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CLTC,0.5333333333333333,0.0,0.6178344143864943,0.5607973336693419,0.0,0.6439893127334763,0.6044223148543312,0.0,0.0,0.575998422094681,0.0,0.0,0.5606026431227331,0.5699647983146678,0.0,0.0
BCAS3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTRH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SS18,0.0,0.0,0.7954084704705784,0.0,0.0,0.7361081585264008,0.750588730697921,0.0,0.0,0.8196840353377234,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
AFG3L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IMPA2,0.0,0.0,0.0,0.0,0.0,0.0,0.9703739382292856,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
GNAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPRD1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GALNT1,0.0,0.0,0.0,0.0,0.0,0.9359596052146577,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
PELP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ARRB2,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9578200047412404,0.0,0.0,0.0,0.0
WRAP53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINK1,0.7359531957199985,0.0,0.0,0.0,0.0,0.714264569545768,0.0,0.0,0.0,0.7261492425283953,0.0,0.0,0.7681622200778846,0.7016214873360501,0.6666666666666666,0.0
SAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8951373046761221,0.8878470827645923,0.0,0.0
CCDC40,0.0,0.0,0.9650846074982213,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
ARHGDIA,0.47526710612680234,0.0,0.4666666666666667,0.5471351134772487,0.5822440995641818,0.5217115257016781,0.5505222855623373,0.0,0.0,0.553879149410509,0.0,0.0,0.5073767663562981,0.4890023989359223,0.0,0.0
SLC16A3,0.0,0.0,0.0,0.8938323326654626,0.0,0.9073509572034876,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0
EIF4A3,0.0,0.0,0.0,0.0,0.8462479532677134,0.8164375041295332,0.0,0.0,0.0,0.8176735979434571,0.0,0.0,0.0,0.8,0.0,0.0
CSNK1D,0.0,0.0,0.6717922117951479,0.6666666666666666,0.0,0.7076938632587526,0.0,0.0,0.0,0.6748149533865309,0.0,0.0,0.688923151419251,0.7104250973404532,0.0,0.0
ANAPC11,0.5492844175018027,0.0,0.5333333333333333,0.5700735513516685,0.0,0.6038230712105734,0.5704856806478442,0.0,0.0,0.6967554833249797,0.0,0.0,0.5432322251634342,0.5655889851400571,0.0,0.0
NARF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR45B,0.0,0.0,0.8251494765052172,0.0,0.0,0.8102079037203201,0.0,0.0,0.0,0.8185939559452691,0.0,0.0,0.0,0.8,0.0,0.0
CBX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMAIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.9665427775450651,0.0
RETREG3,0.0,0.0,0.0,0.0,0.0,0.9478310351656583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ERBB2,0.5492661889607807,0.0,0.5659566111964838,0.6011679674421365,0.0,0.5923589476843177,0.5723276656659565,0.0,0.0,0.5333333333333333,0.0,0.0,0.5681372585678893,0.6535629323290064,0.0,0.0
MIEN1,0.577753139944505,0.0,0.5502089891797473,0.6063689070781915,0.0,0.6363922934667059,0.5658717074184733,0.0,0.0,0.5333333333333333,0.0,0.0,0.5669670677352152,0.5797750419170352,0.0,0.0
IGFBP4,0.8123115471942525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.806411558984678,0.8272051045189209,0.8,0.0
TXNL4A,0.6285468659453198,0.0,0.6612418457529831,0.6404394755027389,0.0,0.6540580111732157,0.0,0.0,0.0,0.6990282296313126,0.0,0.0,0.6,0.6326592491928745,0.0,0.0
BRD4,0.6118398796624905,0.0,0.0,0.6218659845566417,0.0,0.6376190044922286,0.6820781188202637,0.0,0.0,0.6,0.0,0.0,0.6025457872845282,0.6136992716036083,0.0,0.0
NFIC,0.42954433029279204,0.4834977058055198,0.4,0.4493875866678457,0.0,0.4454672076837286,0.4188653212692856,0.0,0.0,0.4025255650334398,0.0,0.0,0.41983232240933754,0.4501196413043797,0.42258702246207347,0.0
PLPP2,0.52418052642198,0.4753799259176518,0.6380584319689356,0.5888557816764657,0.0,0.6073452692955719,0.0,0.0,0.0,0.5124453567026733,0.0,0.0,0.5536925556100099,0.5721046634786032,0.4666666666666667,0.0
PFKL,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.8744302823212015,0.0,0.0,0.0,0.9056964824235502,0.0,0.0
SH3GL1,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9512008351182675,0.0,0.0
DPP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IFITM3,0.06456796986419136,0.16333029510814184,0.0,0.022733858405718784,0.057343652220390576,0.029568768108895846,0.016956827914451536,0.20022762861942395,0.019493435298422825,0.005726975751389607,0.11284822896424125,0.5138177318004629,0.02310595466126501,0.29300797905755915,0.14510363342657923,0.03058966729878254
IFNAR1,0.0,0.0,0.0,0.0,0.0,0.9370526547196761,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
SOD1,0.26223135481570714,0.22815421003701056,0.44730082998001724,0.23075152356415496,0.2,0.23132271910534252,0.322263129650068,0.3418507811514344,0.0,0.41117823801856834,0.2378238881277279,0.0,0.23039804230943936,0.23733107631735642,0.2384049497421418,0.0
SIK1,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690177789756788,0.0
SCYL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM50B,0.738832544506605,0.0,0.7813583031235528,0.7333333333333333,0.0,0.7929941634640711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7607963806865264,0.0,0.0
APP,0.346033488365309,0.4152454237423037,0.3689984544636735,0.3644373951962844,0.34920363051419057,0.4612022755979017,0.4129010234872904,0.0,0.0,0.3333333333333333,0.0,0.0,0.37269926162409334,0.42812272417237196,0.4349079937215625,0.0
AKT1,0.6666666666666666,0.0,0.0,0.6695457658857839,0.0,0.7282405455029156,0.0,0.0,0.0,0.6959998644690176,0.0,0.0,0.7040279815171032,0.6994898556480418,0.0,0.0
EMP3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RNPEPL1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO1F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB6,0.36979007917498485,0.3333333333333333,0.35414019579136596,0.40122073708539713,0.3821635744484488,0.4840201584541341,0.3360386152448264,0.0,0.0,0.6206673528622261,0.0,0.0,0.4100381198865946,0.5000328583946725,0.34080150590139957,0.0
RPS11,0.11939849521060948,0.12337691908387204,0.012919079011748455,0.048267162090769214,0.06580100809773247,0.025608292293641092,0.026153904378786886,0.03265739957728589,0.036602387555922135,0.035968339751335794,0.1552283050853015,0.0,0.056443880927238545,0.056957841926348535,0.06571171749230749,0.05628334998474319
RPL13A,0.2283982658779376,0.20886749690862924,0.01453837946921103,0.0922106490691926,0.04866516178532833,0.03369208432772837,0.04852490359419596,0.034231807580802354,0.058606073415438976,0.054108371408694664,0.17918508762975188,0.0,0.14835377779155248,0.17310579154387176,0.15926340933693198,0.10143656926774372
NOSIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RERE,0.5612520750988236,0.0,0.5333333333333333,0.5562870159067566,0.0,0.5729432854245791,0.6205908529078534,0.0,0.0,0.5864644546208443,0.0,0.0,0.5355859585472946,0.5369403900283838,0.0,0.0
CFAP74,0.0,0.0,0.9863827093751042,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
FHAD1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHA2,0.7164847319844138,0.0,0.0,0.7183807351881485,0.0,0.6852259266478768,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6684274650650956,0.7511582011749579,0.0
EFHD2,0.40488268772800695,0.0,0.42340207202105024,0.40630486649880754,0.6417568706673253,0.5883459207516403,0.0,0.0,0.0,0.49464739595163515,0.0,0.7344174254270419,0.5829712552507702,0.4256985878636739,0.4,0.0
PGD,0.0,0.0,0.0,0.6666666666666666,0.0,0.7288268927809497,0.8200050890609624,0.0,0.0,0.6859750026921306,0.0,0.0,0.6878932193592239,0.67842537854289,0.0,0.0
SH3BGRL3,0.25100415941728976,0.16250733873529635,0.2793483724984986,0.22084267519179054,0.6233455064279003,0.2831128551868501,0.14503782041876404,0.0,0.5843686262632354,0.13333333333333333,0.15805318533572224,0.0,0.24989242788130195,0.32315737004539696,0.19010546078363555,0.5668219472248684
RPL11,0.11712515209101178,0.12161291379665168,0.0,0.05412443412345327,0.03035274945299416,0.011074945540649302,0.006301355604172961,0.1206610570929701,0.036028083118577595,0.03307867692959463,0.07795618516202646,0.003380105064741882,0.056645329171263546,0.07582057498636122,0.0833694897533321,0.04763831267670781
KIAA0319L,0.0,0.0,0.0,0.760254208212879,0.0,0.7672087892120292,0.8219081226756555,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7572805611280304,0.0,0.0
PLK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYTL1,0.6543113590079138,0.5547255722063669,0.6718534828902919,0.0,0.0,0.6186455983325302,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.7232234687309639,0.6901148974623182,0.6273288278620011,0.0
WDTC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPG2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERBP1,0.4015678598795306,0.3337293519479446,0.3333333333333333,0.36113362221787226,0.35148565438755985,0.4268502543172683,0.3360758512717086,0.0,0.0,0.46085569041803587,0.0,0.0,0.39732777655083545,0.4657226001025921,0.36039546786557286,0.0
CCN1,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9680627853732273,0.0
RPS8,0.22763857804703758,0.21744391506928412,0.06666666666666667,0.10333829163634324,0.14635612994611194,0.06804425051709101,0.07138549350866456,0.07691173821129395,0.07493211963641774,0.08234327153153978,0.26123923317335807,0.0,0.13633941240963707,0.12635167107134485,0.220782481618098,0.07443866086239298
PTPRF,0.5003056622178753,0.47227683836385387,0.637225366028797,0.5043276342531325,0.0,0.4666666666666667,0.0,0.0,0.0,0.46744187568089485,0.0,0.0,0.5494176349264693,0.5334068266662193,0.5095589545067569,0.0
BEST4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP4B1,0.5855584869705647,0.515826937522887,0.6781195370886252,0.7023549566242822,0.0,0.5834224959969793,0.0,0.0,0.0,0.5374755588586786,0.0,0.0,0.5530208303185018,0.5915951361511524,0.4666666666666667,0.0
TMEM61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO4,0.4786612382674795,0.503413168784889,0.35044463881744786,0.47355099881037904,0.0,0.41763977386121504,0.35915765859461835,0.0,0.4986666536329487,0.3333333333333333,0.0,0.0,0.4226354655343799,0.45928029959294236,0.49333760612114563,0.0
PSMA5,0.6,0.0,0.6966661791418585,0.6317226068343752,0.0,0.6437715668126726,0.0,0.0,0.0,0.7627896087882867,0.0,0.0,0.6123321649442092,0.6355005311748395,0.0,0.0
C1orf162,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD53,0.0,0.0,0.0,0.0,0.8180958562003214,0.0,0.0,0.0,0.8061143029780936,0.0,0.0,0.8623086703290215,0.0,0.0,0.0,0.8
ALDH9A1,0.0,0.0,0.0,0.8650913860732007,0.0,0.0,0.0,0.0,0.0,0.8001416281279641,0.0,0.0,0.8,0.8206737827096074,0.0,0.0
ATP1B1,0.4185687450602243,0.4,0.419724116782008,0.5357309989493078,0.0,0.6166244168662476,0.677579966375644,0.0,0.0,0.43912215722479214,0.0,0.0,0.5528126599757777,0.5054300111966783,0.4020346917461671,0.0
TIPRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NME7,0.0,0.0,0.9479260778032594,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
MPC2,0.0,0.0,0.8053072116998881,0.7362831502986962,0.0,0.7526683272476243,0.0,0.0,0.0,0.7854665807524214,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
CREG1,0.9776681663949813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
DCAF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TMCO1,0.6,0.0,0.6209312928723263,0.6476882327454677,0.0,0.6863017593953977,0.0,0.0,0.0,0.6096290140753967,0.0,0.0,0.6104468716899552,0.6547109954536727,0.0,0.0
MGST3,0.6035013362450847,0.0,0.7517118747779092,0.6105769996934207,0.0,0.6273750789319681,0.0,0.0,0.0,0.7164267149184301,0.0,0.0,0.6,0.6115115051726815,0.0,0.0
UFC1,0.5468840741080517,0.0,0.8482376891607278,0.5475858864589543,0.0,0.5911954524384674,0.5532398520816479,0.0,0.0,0.7700443020436716,0.0,0.0,0.5333333333333333,0.5756531576761125,0.0,0.0
PPOX,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCGR2A,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9827609414031999,0.0,0.0,0.0,0.0
SDHC,0.0,0.0,0.8347151318966886,0.7333333333333333,0.0,0.7586214210501344,0.0,0.0,0.0,0.7660280726777642,0.0,0.0,0.7421167662285346,0.0,0.0,0.0
PFDN2,0.0,0.0,0.0,0.7595902258464851,0.0,0.7556195074453085,0.8076665128102626,0.0,0.0,0.8240892511640153,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
USP21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISG20L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HDGF,0.48450551032035033,0.0,0.6942279716885739,0.487360075434654,0.0,0.5949000065207232,0.5088949544436518,0.0,0.0,0.6729542319131462,0.0,0.0,0.5085628393085803,0.5142552431852496,0.4666666666666667,0.0
TUFT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SF3B4,0.0,0.0,0.8591698896050913,0.0,0.0,0.8191010170807135,0.0,0.0,0.0,0.8118772380887805,0.0,0.0,0.0,0.8,0.0,0.0
CGN,0.0,0.0,0.9844353786982369,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
MCL1,0.18816615503325096,0.1648551291213417,0.13333333333333333,0.23589105318336892,0.45358849554470554,0.25665444706788476,0.15633778385496336,0.0,0.19447564130332093,0.15285087100306605,0.0,0.606757165993147,0.1773996290987563,0.19218279623795104,0.4820731522295259,0.385475207589837
ANP32E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENBP1,0.5333333333333333,0.0,0.607272979475815,0.6233000317748476,0.0,0.6629463983412308,0.5772870872300958,0.0,0.0,0.5380226925177437,0.0,0.0,0.5918070963304132,0.6151553725457343,0.0,0.0
ENSA,0.4419396045864183,0.4,0.4870334593003596,0.4341133185065217,0.0,0.4247450476577478,0.48599462967654344,0.0,0.0,0.47973052694695145,0.0,0.0,0.4515287222292727,0.505379319076998,0.4073163555092286,0.0
MRPL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf56,0.690390518291686,0.0,0.0,0.6666666666666666,0.7116166402234334,0.6671101224371225,0.0,0.0,0.0,0.0,0.0,0.0,0.6772129311989753,0.7017610864607284,0.0,0.0
GOLPH3L,0.0,0.0,0.9003937496884028,0.0,0.0,0.8704720108526328,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
SMYD2,0.0,0.0,0.9894999755210406,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
SUSD4,0.8948455667904457,0.0,0.0,0.8341089003332119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8475772639499736,0.0,0.0
ADAM15,0.0,0.0,0.0,0.7575783963706023,0.0,0.7948837500032931,0.0,0.0,0.0,0.8501016457141739,0.0,0.0,0.7374340609224073,0.7333333333333333,0.0,0.0
JTB,0.4666666666666667,0.0,0.4705832767287886,0.5708085681991875,0.5200938407501684,0.6283562343820291,0.48453140723206334,0.0,0.0,0.5581851311509197,0.0,0.0,0.4857781519915722,0.502129781456746,0.0,0.0
RAB13,0.5631834600194805,0.0,0.5333333333333333,0.5652163888764627,0.0,0.5821143900828285,0.6471568288511496,0.0,0.0,0.0,0.0,0.0,0.5792737922785629,0.5466929556646661,0.5457714680293196,0.0
S100A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TPM3,0.3333333333333333,0.0,0.37402907521068784,0.3566110931137436,0.5641794657950014,0.43268748914496996,0.377345289140165,0.0,0.0,0.5320064349292865,0.0,0.0,0.3817635314329626,0.39099131672153664,0.3373454226424891,0.5169625832017342
UBAP2L,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.8937615376890773,0.0,0.0,0.0,0.8798400660631366,0.0,0.0
HAX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf43,0.5333333333333333,0.0,0.5371314337316361,0.5370905102695605,0.0,0.5382846272002627,0.55475434765633,0.0,0.0,0.6961325143498545,0.0,0.0,0.5918226092562144,0.5929977886182125,0.0,0.0
ILF2,0.6057909959775133,0.0,0.0,0.6,0.0,0.6512156411808696,0.662800990179718,0.0,0.0,0.7886706414040805,0.0,0.0,0.6267296440018092,0.6619946430970145,0.0,0.0
GALNT2,0.0,0.0,0.0,0.0,0.0,0.8788822564807621,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.8883557234964493,0.0,0.0
SCCPDH,0.0,0.0,0.9385789236597332,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
ACP1,0.6080822902521353,0.0,0.625245657487872,0.6613556307807833,0.0,0.6698429962921985,0.0,0.0,0.0,0.8109767076557814,0.0,0.0,0.6144350508409363,0.6,0.0,0.0
SRP9,0.5333333333333333,0.0,0.5649621261916481,0.5425858308989423,0.0,0.5850008771443522,0.5967866470199852,0.0,0.0,0.5770405341456732,0.0,0.0,0.5592206188672565,0.5718630067170352,0.0,0.0
ARF1,0.2781756834175469,0.26666666666666666,0.35650601833376666,0.3900137034062243,0.3506780861802363,0.48938157241175373,0.4238855745198672,0.0,0.31728891486836247,0.31071044875686366,0.0,0.0,0.36560628732202477,0.35134826140553854,0.28796645009878297,0.0
GUK1,0.41381658414087347,0.0,0.4039219348660085,0.4557267047664043,0.5279103842025985,0.56032814129289,0.438912354757977,0.0,0.0,0.4028797524666395,0.0,0.0,0.4701281688208371,0.45221666152992285,0.4,0.0
MBOAT2,0.0,0.0,0.0,0.0,0.0,0.9424415176222268,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
PARP1,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.9356857880677846,0.0,0.0,0.0,0.0,0.0,0.0
PYCR2,0.0,0.0,0.9570261912546185,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
EPHX1,0.5364893233022389,0.4502111963154289,0.6062727137770715,0.5377909724897864,0.0,0.5122986518703498,0.0,0.4,0.0,0.42794550290845934,0.0,0.0,0.5355199582293177,0.5649584066153236,0.46386688253494474,0.0
PDIA6,0.4,0.4132050569013853,0.4118612670365127,0.4700304076917678,0.46215482413067116,0.617742033116467,0.0,0.0,0.0,0.520239370933361,0.0,0.0,0.42515155624749706,0.562638271769853,0.40190718369635353,0.0
RHOB,0.6751011186527588,0.0,0.7419894109491729,0.7317096342695842,0.0,0.7829667254472896,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.668423263524571,0.0,0.0
ATP6V1C2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EML4,0.6481353754726107,0.0,0.0,0.6510715570577259,0.0,0.6555121416180654,0.0,0.0,0.0,0.6,0.0,0.0,0.6910177577522195,0.6952018269058048,0.7722339500483316,0.0
CALM2,0.07662489580788208,0.0008452561564061453,0.3078128116605091,0.19325198697356052,0.10817616617671119,0.10950316200451365,0.2945473464761959,0.009458361478276367,0.02470745149661029,0.2982598536890729,0.00902263484478997,0.04174005799094457,0.0877831918561903,0.11182373529874513,0.02111446453707527,0.0
RPS27A,0.1695307355013106,0.1706774893064213,0.06955739692581824,0.08329936174460416,0.1565125715518488,0.07980233912146187,0.06666666666666667,0.09144583278720099,0.2003257898273905,0.09892856765739895,0.30686414987025196,0.0,0.11297872855330518,0.07597620658355614,0.2728806950749271,0.22156728231541312
ASXL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPG,0.6,0.0,0.6169398698398557,0.6128259397608631,0.0,0.6799302679388757,0.0,0.0,0.0,0.7918038497546148,0.0,0.0,0.6083451319945674,0.6308190252598351,0.0,0.0
SNRNP200,0.6688655290939661,0.0,0.7503859118486446,0.0,0.0,0.6872287800287652,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6902129909841259,0.7000171355840756,0.0,0.0
NPHP1,0.0,0.0,0.9541341894806801,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
RALB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RABL2A,0.0,0.0,0.9810074874251538,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
