,Basal II cells,Basal cells,Ciliated cells,Club cells,Dendritic cells,Goblet cells,Ionocytes,MT gene enriched cells,Mast cells,Maturing ciliated cells,NK cells,Neutrophils & macrophages,Peri-goblet cells,Secretory cells (HLA-DQA1),Suprabasal cells,T cells
UQCRC1,0.5539609541018443,0.0,0.5333333333333333,0.550960622920644,0.0,0.543124172247673,0.6199854633441111,0.0,0.0,0.6488155786168478,0.0,0.0,0.5794187659438509,0.5444657450763956,0.0,0.0
CD9,0.35047942113513214,0.3205913223894832,0.3054120617714505,0.3197327427962213,0.0,0.3373764664117069,0.5824860689935878,0.0,0.3425322909335787,0.26666666666666666,0.29126110304917474,0.0,0.41515692607683696,0.3382411615570606,0.35953294819396403,0.0
GIPR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NISCH,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.9577381529932171,0.0,0.0,0.0,0.0,0.0,0.0
FUZ,0.0,0.0,0.9864783309502244,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
IDS,0.0,0.0,0.8515943171117096,0.0,0.0,0.0,0.8085068133072465,0.0,0.8894024417437923,0.7713381512428453,0.0,0.0,0.0,0.0,0.7333333333333333,0.0
CD4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC23,0.0,0.0,0.9666817828920189,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
BTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCMH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LYPLA2,0.0,0.0,0.8190983331926662,0.0,0.0,0.8032199663372446,0.8,0.0,0.0,0.8562323204431951,0.0,0.0,0.0,0.0,0.0,0.0
BTBD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MKS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ANOS1,0.0,0.942859382912211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0
UTP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC19,0.0,0.0,0.0,0.8,0.0,0.8018728829761412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8296768375792548,0.8226406142353142,0.0
PTBP1,0.4246200221166941,0.4,0.4085092246170967,0.41343540771378784,0.0,0.4424156811714172,0.5057860200357372,0.0,0.0,0.5181684414246742,0.0,0.0,0.4284158579869511,0.495283356818001,0.44645675283889336,0.0
PLAUR,0.0,0.0,0.0,0.0,0.892472742834141,0.0,0.0,0.0,0.0,0.0,0.0,0.9530196611010457,0.0,0.0,0.8666666666666667,0.0
PPP5C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TYROBP,0.0,0.0,0.0,0.0,0.8973357402574831,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.8907350073083723,0.0,0.0,0.0,0.0
ERCC1,0.0,0.0,0.949261788474739,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
CD22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOVL5,0.0,0.0,0.8666666666666667,0.8925444473065729,0.0,0.9057783910476913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCOCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMC4,0.0,0.0,0.7247714211398469,0.6666666666666666,0.0,0.7024150006883214,0.0,0.0,0.0,0.7708103946086226,0.0,0.0,0.6759752629405116,0.7058568579257305,0.0,0.0
SLC25A39,0.6,0.0,0.6106892865135236,0.6176177789294346,0.0,0.7111474563695581,0.0,0.0,0.0,0.6708338171380852,0.0,0.0,0.6138727125779185,0.6242538745737798,0.0,0.0
MVP,0.5333333333333333,0.0,0.5768003019484117,0.6154646159637664,0.0,0.6275298524032801,0.5457831692631526,0.0,0.0,0.686322310878687,0.0,0.0,0.5812433543706216,0.5721306530042001,0.0,0.0
NUB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CLK1,0.5763145876443587,0.6344092735397955,0.5333333333333333,0.586723620257649,0.0,0.5773758325744626,0.0,0.0,0.0,0.0,0.0,0.0,0.5828817150579966,0.6251540959944131,0.5786543579428529,0.0
GPRC5A,0.674354137123884,0.0,0.0,0.7459099761496929,0.0,0.732886704375425,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6804424154953906,0.8296540298037448,0.0
CAPN1,0.6809125705328186,0.0,0.6,0.6877763304106232,0.0,0.6854908146315634,0.0,0.0,0.0,0.6406832815347004,0.0,0.0,0.6946713073119981,0.738118353917472,0.0,0.0
MDH1,0.555798281557788,0.0,0.5742007230034051,0.5333333333333333,0.0,0.5376413556190592,0.5838921544323912,0.0,0.0,0.5416762544326891,0.0,0.0,0.5490560852110575,0.6202441871827119,0.0,0.0
CCDC88C,0.6831909484822323,0.0,0.8110651789402674,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.843010388307598,0.0,0.0,0.6865465351227742,0.7108073589631952,0.0,0.0
WAS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL20RA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLT8D1,0.0,0.0,0.9831512832796213,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
ATP2C1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VSIG2,0.0,0.0,0.0,0.873065587531641,0.0,0.9080765956381586,0.0,0.0,0.0,0.8028933122569003,0.0,0.0,0.8,0.0,0.0,0.0
CD74,0.027001695366024193,0.009062590064423766,0.22621232633287752,0.24577778590292754,0.5026777752711631,0.3264764612545749,0.032031490037929294,0.21155851696344435,0.06621221456714194,0.24444805596118774,0.08765491223616227,0.08262498211451155,0.07274463557894711,0.3365885136187867,0.0,0.09023191090798785
NCDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PLEKHB1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB1,0.46667046789643307,0.0,0.5379209260936347,0.5245107677467338,0.5084202348044757,0.5605978653460313,0.4666666666666667,0.0,0.0,0.5239924620060301,0.0,0.0,0.5884862837530479,0.7061005471402665,0.0,0.0
AQR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RTF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RNF10,0.0,0.0,0.0,0.8,0.0,0.8299056809196598,0.0,0.0,0.0,0.8374760281630632,0.0,0.0,0.0,0.8044318668968157,0.0,0.0
RNH1,0.3965592200018999,0.34797162127920794,0.37818278536838984,0.3705870568530653,0.4720052808639005,0.478454625651011,0.3950015159820795,0.0,0.0,0.3333333333333333,0.0,0.0,0.45414678070598913,0.5020800724871994,0.35484490780547234,0.0
NDUFS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RB1CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ERP44,0.0,0.0,0.0,0.7741489757923523,0.0,0.8627389825577125,0.0,0.0,0.0,0.7770287676246695,0.0,0.0,0.7333333333333333,0.791803121557178,0.0,0.0
STRAP,0.0,0.0,0.0,0.7441231044436554,0.0,0.7621340792161929,0.8074992407719217,0.0,0.0,0.7333333333333333,0.0,0.0,0.0,0.7553710898827524,0.0,0.0
PLEKHO1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCLM,0.0,0.0,0.9600472986225781,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
CCDC28A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PHF20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TYMP,0.0,0.0,0.7724789554811051,0.0,0.8160235490882599,0.6471695158407696,0.0,0.0,0.0,0.611037990159625,0.0,0.6327650457717591,0.6,0.7302891375615789,0.0,0.0
SEC63,0.0,0.0,0.0,0.8135383949898315,0.0,0.8370754561619129,0.0,0.0,0.0,0.8149973215810103,0.0,0.0,0.0,0.8,0.0,0.0
KPNA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VIM,0.0,0.0,0.0,0.0,0.8838148761524499,0.0,0.0,0.0,0.9195476761709231,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667
RNASET2,0.0,0.0,0.0,0.0,0.9703935574459063,0.8816430774399612,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
CD44,0.44817571815894486,0.43207161799463983,0.0,0.4,0.5879401388288018,0.4279465659178771,0.0,0.0,0.7603619820652983,0.0,0.0,0.0,0.5085080107168569,0.45174811096795103,0.5282142280571119,0.49153639444590697
IFNGR1,0.0,0.0,0.0,0.0,0.869131997845627,0.0,0.8777666005886755,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
TNFRSF1B,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU2F2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX1,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.8993542847958693,0.0,0.0,0.0,0.8875550756003293,0.0,0.0
BMAL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BCLAF1,0.5405418780058121,0.0,0.5429605409066786,0.5333333333333333,0.0,0.560801503988152,0.6429617906434734,0.0,0.0,0.6548972314457913,0.0,0.0,0.5600517648144557,0.5990621760655468,0.0,0.0
SLC39A9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3,0.0,0.0,0.0,0.0,0.0,0.8,0.8701512309443715,0.0,0.0,0.8702253971789821,0.0,0.0,0.0,0.8034428840127369,0.0,0.0
GRN,0.21593699144286962,0.13333333333333333,0.13640484553524004,0.2771437658726551,0.6190038275469776,0.38537985552415116,0.2712558009579869,0.3033398013524054,0.29147174206319465,0.17101743452459375,0.0,0.4343315276378161,0.27788359783217953,0.2831125059220408,0.14283311627608344,0.0
SARS1,0.0,0.0,0.0,0.0,0.0,0.8,0.8728959104732182,0.0,0.0,0.8254830678725656,0.0,0.0,0.0,0.8308480315952781,0.0,0.0
IFT88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CLXN,0.0,0.0,0.9567142764588585,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
