,Adventitial Fibroblast,Airway Smooth Muscle,Alveolar Epithelial Type 1,Alveolar Epithelial Type 2,Alveolar Fibroblast,Artery,B,Basal,Basophil/Mast 1,Basophil/Mast 2,Bronchial Vessel 1,Bronchial Vessel 2,CD4+ Memory/Effector T,CD4+ Naive T,CD8+ Memory/Effector T,CD8+ Naive T,Capillary,Capillary Aerocyte,Capillary Intermediate 1,Capillary Intermediate 2,Ciliated,Classical Monocyte,Club,Differentiating Basal,EREG+ Dendritic,Fibromyocyte,Goblet,IGSF21+ Dendritic,Intermediate Monocyte,Ionocyte,Lipofibroblast,Lymphatic,Macrophage,Mesothelial,Mucous,Myeloid Dendritic Type 1,Myeloid Dendritic Type 2,Myofibroblast,Natural Killer,Natural Killer T,Neuroendocrine,Nonclassical Monocyte,OLR1+ Classical Monocyte,Pericyte,Plasma,Plasmacytoid Dendritic,Platelet/Megakaryocyte,Proliferating Basal,Proliferating Macrophage,Proliferating NK/T,Proximal Basal,Proximal Ciliated,Serous,Signaling Alveolar Epithelial Type 2,TREM2+ Dendritic,Vascular Smooth Muscle,Vein
ENSG00000111206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30180132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63220567,0.0,0.0,0.47120297,0.0,0.0,0.82159704,0.0,0.0,1.023356,0.0,0.0,0.5181309,0.3860544,0.36306393,0.47352004,0.5008243,0.0,0.0,0.0,0.7868463,0.0,0.0,0.0,0.5525826,0.6937177,0.69063175,0.6369524,0.63470656,0.0,0.7017698,0.80857575,0.1374183,0.0,0.605417,0.0,0.0
ENSG00000143001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.329947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73949176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32906348,0.0,0.0,0.0,0.0,0.81427807,0.0,0.30292985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31416285,0.4369478,0.35282674,0.0,0.39607415,0.34858218,0.0,0.0,0.0,0.0,0.0
ENSG00000168522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24174006,0.0,0.0,0.7207303,0.0,0.0,0.24194434,0.38024417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37695146,0.5131564,0.41686618,0.0,0.4440263,0.0,0.0,0.0,0.27925482,0.0,0.0
ENSG00000260032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753289,0.0,0.0,0.4122448,0.0,0.0,0.66615903,0.0,0.0,0.0,0.0,0.0,0.0,0.4562649,0.36306393,0.0,0.0,0.0,0.0,0.0,0.46889627,0.0,0.0,0.0,0.0,0.0,0.6500659,0.54812026,0.0,0.0,0.4941474,0.6776856,0.42405018,0.0,0.0,0.0,0.0
ENSG00000115419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27443433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13425133,0.0,0.0,0.56211174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25222567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68879604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2723622,0.21958752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6688144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248931,0.0,0.0,0.0,0.0,0.0,0.26115376,0.38088918,0.32574934,0.0,0.27729082,0.0,0.0,0.0,0.27273592,0.0,0.0
ENSG00000182149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30446807,0.33793002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40411964,0.20612031,0.33930197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000034239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6265184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500659,0.0,0.0,0.0,0.0,1.8872225,0.0,0.0,0.0,0.0,0.0
ENSG00000170421,0.0,0.0,2.8806357,1.5650394,0.0,0.0,0.0,1.8512685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2073624,0.0,1.692769,2.6135223,0.0,0.0,2.979523,0.0,0.0,3.0526009,0.0,0.0,0.0,2.4131386,1.2860558,0.0,0.0,0.0,0.0,0.0,2.0616226,0.0,0.0,0.0,0.0,0.0,0.8947929,2.496609,0.0,0.0,2.3085403,1.9875612,0.9930688,1.2390066,0.0,0.0,0.0
ENSG00000141753,1.5617566,0.0,0.0,0.6375824,0.0,2.4511476,0.0,0.534966,0.0,0.0,2.3483424,2.0648217,0.0,0.0,0.0,0.0,2.1763444,2.2028146,2.1761656,2.109775,0.0,0.0,0.0,0.5894627,0.0,0.0,0.38311958,0.0,0.0,0.0,2.5117621,2.1034322,0.0,1.6325529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76513904,0.0,0.0,0.8304777,0.0,0.0,0.0,0.0,0.0,1.8487519
ENSG00000138778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13378544,0.25019926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149021,0.0,0.0,1.7879779,1.5176809,0.0,1.2306237,0.0,1.8233151,1.1366792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7496957,1.6742206,2.435536,2.0706577,2.0331807,0.0,1.8935204,2.2144756,0.8080305,0.0,5.0439224,0.0,0.7082838,1.7835743,0.0,1.3384004,1.0883846,0.0,7.5752845,0.6757698,0.0,0.0,0.0,0.0,1.8154814,0.0,0.9310457,0.0,0.53189135,0.68239284,1.1751704,1.9499208,1.11133,0.9263679,1.8679991,2.1587427,1.8723629,1.4743366,0.28676006,0.0,1.232255
ENSG00000083857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25260997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000180964,0.0,0.0,0.0,0.6144136,0.0,0.0,0.0,0.5870192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53774947,0.0,0.0,0.6287954,0.0,0.0,0.5496107,0.0,0.0,0.63750887,0.8810755,0.2937934,0.0,0.0,0.0,0.0,0.0,0.99275464,0.0,0.0,0.0,0.0,0.0,0.6664738,0.6952035,0.64503497,0.0,0.73582006,0.0,0.37991416,0.0,0.4288026,0.0,0.0
ENSG00000109861,0.0,0.0,0.0,0.61158353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8868836,1.4457206,1.1171964,0.0,1.9693364,2.4185116,1.1209464,0.0,1.1952589,0.0,2.4705908,0.479925,1.3616564,0.4612467,1.0927923,0.0,0.0,0.0,0.0,1.5761284,0.83632654,0.0,0.0,1.5950477,2.393317,1.0236466,2.5872803,1.214731,1.3047392,0.0,0.27677935,0.0,2.0580723,0.0,0.0
ENSG00000133318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693898,0.0,0.0,0.4816984,0.0,0.25375718,0.56428397,0.0,0.0,1.172281,0.0,0.0,1.04428,0.5921847,0.31190053,0.0,0.44149518,0.0,0.0,0.0,0.99174,0.0,0.0,0.0,0.4976614,0.0,0.9138676,0.67189133,1.1741874,0.0,0.624636,0.66439223,0.3843203,0.0,0.80968225,0.0,0.0
ENSG00000048140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19297275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166598,1.5861701,1.081445,0.0,0.9349044,1.3356061,1.4070673,0.0,1.3379517,0.76996434,1.1643708,1.1292591,1.2828437,0.0,0.0,0.0,0.0,0.0,0.0,1.0500977,0.0,1.5049336,0.0,1.2329783,1.2414507,0.65826154,1.2872788,1.553999,1.0390315,0.0,1.649339,1.331182,1.3610361,1.3379837,1.598457,0.98691136,0.75248724,0.96682155,1.5403912,0.0,0.0,1.489184,0.0,0.9763205,1.5278279,3.2660365,1.934006,1.3180643,1.5151461,1.6241863,1.1291175,1.3450266,1.6355916,0.99495816,0.0,1.3442401,1.4053426,1.3033702
ENSG00000085514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8603458,0.0,0.0,0.0,1.0920379,0.0,0.0,0.0,0.6610662,0.0,0.0,0.0,0.0,1.4434304,0.0,0.0,0.0,0.0,0.67715645,0.0,0.724736,0.0,0.0,0.0,0.0,0.0,1.2540144,0.0,0.0
ENSG00000129038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3860544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09147894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000086544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24559438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133639,0.9853306,1.5403315,0.0,1.6548617,1.5638442,1.7758957,3.456016,1.4049993,1.9347649,1.904428,1.944369,1.6735162,3.4698243,3.17986,3.3003094,3.0423028,2.057146,1.8520285,2.1684604,0.0,0.8478316,2.074783,1.3398031,1.5266137,2.5668495,1.1086516,0.969859,1.3875017,1.8703911,1.172281,1.346445,1.1937344,0.94630796,0.53511167,0.7262675,2.6785717,2.0214505,1.2749238,3.2140336,3.4731395,2.238069,2.2505436,2.4200037,2.2152028,1.4094201,1.2071421,1.2759384,1.2227277,0.8787615,2.7659574,1.48661,0.5413003,0.42449555,1.5098591,1.3242798,1.4764178,1.818935
ENSG00000130349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117235586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22213814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43086642,0.0,0.0,0.0,0.0,0.0,0.33612686,0.0,0.0,0.0,0.0,0.0,0.27952588,0.0,0.24864483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46803582,0.13378544,0.2760833,0.0,0.16409768,0.6138633,0.0,0.0,0.45366767,0.0,0.0
ENSG00000113369,0.0,0.0,0.0,0.7111194,0.0,0.0,0.0,0.6026723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90891504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21959126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6359051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37695146,0.20134771,0.0,0.0,0.36047396,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3030969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37695146,0.0,0.0,0.0,0.0,1.5301125,0.0,0.0,0.0,0.0,0.0
ENSG00000213903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25316614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000000938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4018692,0.0,0.0,1.0459824,0.0,0.0,0.0,1.7825186,0.0,0.0,0.0,0.70120597,0.0,0.0,0.6666273,0.78164804,0.0,0.0,0.0,0.0,1.6835287,1.3048044,0.0,0.0,0.0,0.49728245,0.0,0.61618674,0.0,0.0,0.0,0.0,0.0,0.8201897,0.0,0.0
ENSG00000160209,0.0,0.0,0.9376614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7654464,0.0,0.0,0.3279962,0.537827,0.0,0.682374,0.0,0.0,0.0,0.0,0.0,0.8030431,0.33930176,0.46818084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702476,0.0,0.0,0.0,0.49728245,0.6622691,0.6304089,0.0,0.45520833,0.6429094,0.2540663,0.0,0.99948627,0.0,0.0
ENSG00000133315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40683645,0.0,0.0,0.4288773,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1502713,0.9251162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8183994,0.0,0.0,0.0,0.6698678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7482686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198843,0.0,0.0,0.0,0.6979567,0.0,0.0,0.0,0.47783872,0.0,0.9293082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85382706,0.0,0.6334753,0.0,0.4396493,0.65512997,0.7520525,0.0,0.7234957,0.0,0.77681637,0.9627756,0.0,0.7370681,1.1428059,0.6071223,0.42085204,0.7669668,0.8070639,0.0,0.0,0.0,1.091445,0.8718815,0.9488661,0.0,1.2915394,0.8075125,0.8167553,0.56701887,1.099629,1.1765476,0.6364911,0.53050005,0.0,0.0,0.9736981,0.0,0.0
ENSG00000069509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26115376,0.28885353,0.23550294,0.0,0.32533696,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5325028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65831363,0.0,0.0,0.4000235,0.0,0.0,0.41563395,0.0,0.0,0.77491856,0.0,0.0,0.3278389,0.4562649,0.3495674,0.0,0.0,0.0,0.0,0.0,0.6140827,0.0,0.0,0.0,0.0,0.0,0.31416285,0.4550134,0.41604584,0.0,0.592772,0.77905625,0.128781,0.0,0.31311154,0.0,0.0
ENSG00000100100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2506243,1.4321054,1.1895841,0.0,0.0,0.0,0.77776843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10113398,0.0,0.0,0.41979423,0.0,0.0,0.0,0.0,0.0,0.0
