,Age-associated B cells,CD16+ NK cells,CD16- NK cells,CD24 neutrophils,CMP,CRTAM+ gamma-delta T cells,Classical monocytes,Cycling T&NK,DC precursor,DC1,DC2,ELP,ETP,Early MK,Early erythroid,Erythrocytes,Follicular helper T cells,GMP,HSC/MPP,Late erythroid,MAIT cells,MEMP,Mast cells,Megakaryocyte precursor,Megakaryocytes/platelets,Memory B cells,Mid erythroid,NAMPT neutrophils,Naive B cells,Neutrophil-myeloid progenitor,Neutrophils,Non-classical monocytes,Plasma cells,Plasmablasts,Pro-B cells,Promyelocytes,Regulatory T cells,Small pre-B cells,Tcm/Naive cytotoxic T cells,Tcm/Naive helper T cells,Tem/Effector helper T cells,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells,pDC,pDC precursor
RPS14,3.8162491,3.3108516,3.4412432,1.8931357,4.4352517,3.5946348,3.4423826,3.0373092,4.1114793,3.933022,3.9922266,4.2247686,4.151496,3.7114515,4.2990217,3.9388864,4.0461683,4.4159503,4.437923,1.2911186,3.8057346,4.31845,4.165406,4.3977127,0.0,3.9193325,3.8299997,1.0828639,3.6385603,4.351941,1.4110001,3.4296172,2.276673,3.1994967,4.0432153,4.0168896,3.8191113,3.08926,4.2613497,4.304801,4.114377,3.6309984,3.6924233,3.7466815,4.1656694
RPS15,3.675014,3.1702604,3.2626433,1.111989,3.9671752,3.3836288,3.0982296,3.1122484,3.7565293,3.6441648,3.7287185,3.8910084,3.803845,3.5446389,3.7640998,3.595287,3.6332421,3.9559636,3.9858632,1.16186,3.5335007,3.7824483,3.8162217,3.8868356,1.0925163,3.7273295,3.627767,0.0,3.6534295,3.8933954,0.5531295,3.2616837,2.1558008,3.4098618,3.7469597,3.5809388,3.6925972,3.153521,3.9175172,3.8960838,3.8008838,3.496611,3.5325928,3.3488374,3.8071191
RPS15A,3.9416797,3.4421368,3.7421927,1.3942974,4.007291,3.8296201,3.0431628,3.231191,3.7356188,3.7791328,3.7423441,4.0084434,3.8937378,3.6951458,3.9944766,3.9904532,4.0703464,4.0014963,4.1426826,1.1168044,3.9706192,4.07178,3.6690385,4.1372523,1.4970772,4.053416,3.8481069,1.1197158,3.854018,3.8880944,1.2215933,3.334347,1.9595766,3.2626834,3.9759424,3.4548535,4.0328875,3.4530303,4.2811136,4.2806015,4.203639,3.858207,3.9625762,3.6787186,3.8765888
RPS16,3.290032,2.580975,2.7109885,0.648146,3.6062605,2.9654098,2.8009982,2.637272,3.36996,3.2973177,3.2440405,3.365122,3.222279,3.131894,3.4881341,3.1800127,3.275113,3.5676188,3.2941294,0.0,3.0658598,3.3688774,3.1834068,3.341499,0.0,3.3481333,3.3391833,0.0,3.2471724,3.4521375,0.0,2.8866541,1.6337843,3.0920477,3.3354526,3.1663363,3.27529,2.8483806,3.551056,3.6147697,3.477799,2.9805465,3.0041633,3.2185912,3.4322455
RPS19,3.9233742,3.3240917,3.467249,1.0317714,3.9903812,3.7443063,2.9883604,3.190856,3.6711178,3.360945,3.5410523,3.9697456,3.8776238,3.5591536,3.7997746,3.713841,3.9091954,4.055275,4.0163193,1.0036823,3.830464,3.7557802,3.6851816,3.8550842,0.0,3.9193792,3.6611347,0.0,4.0486565,3.9642825,1.4017613,3.7445078,2.2619872,3.5083976,4.063488,3.718598,3.8240747,3.260231,4.1812143,4.1082454,4.166652,3.845686,3.7802398,3.4851904,3.7564452
RPS19BP1,0.0,0.0,0.0,0.0,0.41020393,0.0,0.0,0.74486834,0.5068836,0.41057968,0.5616915,0.3110633,0.0,0.9442059,0.6252109,0.540768,0.0,0.4555037,0.0,0.0,0.0,0.56505024,0.0,0.48216605,0.0,0.0,0.672271,0.0,0.0,0.34056863,0.0,0.0,0.43752402,0.9857341,0.0,0.3113492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63061416,0.534008
RPS20,1.909688,1.8626367,2.0081918,0.84859514,3.4167614,2.2358274,2.3819451,2.104441,3.0291855,1.9428796,2.7560112,3.14289,3.022286,2.9186287,3.2497475,2.0734234,2.8440099,3.2552848,3.2567735,0.0,2.2237034,3.1901202,3.3765135,3.2619507,0.0,2.3926392,2.300807,0.0,2.1922622,3.2042904,0.0,1.8368993,0.75888073,1.9575679,2.9378028,3.08303,2.5789673,1.3848687,2.7357097,3.0639067,2.7010765,2.1868038,2.2181168,2.8889852,3.1892295
RPS21,3.612944,2.7771945,2.9385731,0.0,3.2672868,3.3644423,2.7273002,2.817523,3.1018198,3.5617697,3.197699,3.1634274,2.968051,3.082401,3.3052142,3.7389536,3.6801345,3.3289437,3.2635846,0.0,3.5320892,3.365523,3.0922966,3.174276,0.0,3.7408867,3.4558651,0.0,3.5379677,3.276453,0.0,2.886172,1.4956219,3.0426679,3.0290232,3.1849227,3.4006646,2.702063,3.9511747,3.7293663,3.7420611,3.409865,3.4555228,3.1030853,3.0566463
RPS23,3.95442,3.205249,3.4595418,0.8421502,4.51256,3.4737344,3.1547294,3.041439,4.337247,4.16192,4.1469,4.4719276,4.37607,4.0554276,4.4536376,4.1912165,3.9067976,4.568984,4.6076813,0.8656131,3.754087,4.4252234,4.199619,4.5323167,0.0,4.115475,4.1839466,0.0,4.0904355,4.4454565,0.0,3.4139974,1.8775637,3.2500105,4.3581157,3.8212373,3.7252622,3.603848,4.1987333,4.145727,3.9788918,3.5451155,3.5882297,4.0998554,4.4782643
RPS24,3.3965206,3.2799878,3.346673,1.4471484,4.424693,3.2966075,3.4807506,3.0594764,4.137129,3.972089,4.01763,4.3153105,4.222588,3.7408319,4.137664,3.8106556,3.359438,4.420528,4.5426207,1.0162214,3.5159602,4.2280955,4.2855525,4.4488773,0.0,3.4353187,3.778729,0.0,3.4138818,4.311104,0.0,3.5397005,1.6210454,3.3502028,4.0728903,3.9284353,3.3422332,3.241512,3.7262268,3.5691764,3.4690022,3.5260808,3.4215584,3.731152,4.219347
RPS26,3.36199,2.7130108,2.6840787,0.0,3.6328132,2.9578881,2.4526012,2.4892406,3.1437879,2.3539276,2.6912541,3.5207314,3.5955172,3.1179876,3.3734663,2.2152715,2.8896656,3.5565631,3.7276402,0.6703998,3.0012145,3.4044857,3.2716386,3.7013009,0.0,3.0144236,3.1245515,0.0,2.864892,3.4695435,0.0,2.6332443,1.5423125,2.6822395,3.5097363,2.9983506,3.1306937,2.311887,3.341868,3.4019275,3.2803912,3.092093,3.1038754,2.6973982,3.4294405
RPS27,4.5365677,3.6544707,3.8584223,1.4156473,3.54264,4.419024,3.0490575,3.0654354,3.5291805,3.7701578,3.594959,3.6870608,3.7974322,3.4131544,3.6911035,3.9020224,4.539839,3.6383665,3.7826982,1.2730685,4.386508,3.7621026,3.6797938,3.818628,1.7422743,4.644425,3.6253111,0.0,4.435998,3.5325518,1.6735595,3.4658415,1.885352,3.1862257,3.6635435,3.369935,4.3369713,3.714095,4.695715,4.4895687,4.5963492,4.5183506,4.537121,3.7138495,3.6515427
RPS27A,3.9438834,3.613327,3.820941,1.2037628,4.161683,3.8378391,3.0531344,3.226263,3.789824,3.4782503,3.7935233,4.110641,4.1555614,3.7182837,4.095706,3.854539,4.226309,4.158704,4.268943,1.1130171,4.040906,4.072043,3.888403,4.186726,1.4970772,4.1094975,3.8989744,0.0,4.1023865,4.046351,1.2182133,3.2844028,2.0380125,3.2931373,4.0926304,3.5680442,4.0000277,3.6052554,4.3530416,4.4357123,4.2671947,3.8745477,3.9027014,3.8668346,4.02582
RPS27L,0.0,0.0,0.0,0.0,0.7505191,0.83743984,0.6410922,1.191479,0.7574693,0.8712727,0.63789797,0.7133304,0.49322712,1.020764,0.9728991,0.80931294,0.8689767,0.8012809,0.6921985,0.0,0.0,0.9396069,0.52133536,0.74256647,0.0,0.0,0.93964046,0.0,0.0,0.7339295,0.0,0.95605326,0.81174123,1.43053,0.7685969,0.7324691,0.93766177,0.0,0.0,0.8264095,0.8450187,1.0098542,0.0,0.63952637,0.6178811
RPS28,3.987317,3.1072698,3.3009725,1.3696165,3.5365467,3.6366389,3.2748742,2.773495,3.2878275,3.8950284,3.3894415,3.5903192,3.4769309,3.311242,3.592228,4.0940013,3.9914918,3.6458642,3.5399365,0.9986191,3.7692435,3.6479602,3.6148179,3.5741324,0.0,4.089001,3.8000274,0.0,3.854169,3.640921,0.6472137,3.4462852,2.0847094,3.2977118,3.5617635,3.534143,3.826624,3.6625512,4.2173276,4.0573034,4.04,3.6443884,3.762412,3.5646205,3.4813623
RPS29,3.5481796,2.9083219,3.01685,1.3041521,3.0680883,3.7760642,2.7570698,2.7139502,2.9744112,3.3016293,2.963892,3.1343696,3.0871153,3.0225015,3.1759577,3.2702522,3.8362348,3.3583803,3.1265225,1.1434791,3.5039454,3.1903238,2.927546,3.1181116,0.0,3.692347,3.0252905,0.0,3.297379,3.2632978,0.75703716,2.6554236,1.3926207,2.8260143,3.2206695,3.2990997,3.5503268,2.3405514,3.8937209,3.704574,3.800445,3.785836,3.7992601,2.9416752,2.9070668
RPS3,3.7387621,3.3701646,3.5524287,1.0334016,4.3289433,3.736213,2.8622952,3.2941833,3.9656296,3.4666567,3.760008,4.318882,4.186475,3.9587483,4.3460917,4.1251974,4.116529,4.2107377,4.550201,1.1028973,3.9313273,4.311118,3.8819368,4.450804,0.0,3.8804626,4.113641,0.0,3.7180855,4.1200914,1.157699,3.0347912,1.9953312,3.234365,4.1545615,3.5400457,3.9133859,3.485914,4.174656,4.1986694,4.111858,3.7556002,3.7974322,3.6132264,4.1499166
RPS4X,3.4737198,3.1589653,3.3470273,0.0,4.1664414,3.1299632,2.7805936,3.111288,3.86137,3.6884415,3.9613495,4.195961,4.054944,3.8768125,4.1564193,3.71557,3.6366167,4.097391,4.4282713,0.5379865,3.6145248,4.2778053,3.92114,4.383684,0.0,3.5585494,3.7780604,0.0,3.5339615,3.972005,0.0,3.1176193,2.2903337,3.1661897,3.9256568,3.3345885,3.6932728,3.2936256,3.8634129,4.089386,3.8804843,3.2340305,3.2728772,3.9615214,4.0897236
RPS4Y1,1.4446672,0.0,0.0,0.0,1.9921775,1.662695,0.0,0.0,1.708846,0.0,0.0,2.0337977,2.0506861,1.1240187,2.0092435,1.4561495,1.5635338,2.0110183,2.1615658,0.0,1.5372522,1.588311,1.3770005,1.9786191,0.0,1.4528933,0.75797874,0.0,0.0,1.722611,0.0,0.0,0.0,0.0,2.0984738,1.0588975,0.0,0.0,2.0473,0.0,1.5115833,1.6554611,1.6018018,0.0,1.812087
RPS5,3.2613072,2.454085,2.790926,0.0,3.6481476,2.6211731,2.0865614,2.5187933,3.397472,3.0479302,3.2395675,3.5726972,3.375029,3.219511,3.740221,3.5971026,3.1073904,3.5109627,3.7354643,0.0,3.0118778,3.6659465,3.1305897,3.673454,0.0,3.2992616,3.5816312,0.0,3.4059825,3.3849437,0.0,2.4353118,1.8272045,2.968732,3.4817617,2.8111744,3.0392141,2.6192465,3.5560904,3.5449207,3.2832413,2.546684,2.7106674,3.1703327,3.5548224
RPS6,3.6469193,2.9104695,3.1362667,1.3734579,4.472044,3.387021,3.0501015,2.8129716,4.0718927,3.5717928,3.6524131,4.2460423,3.9483535,3.9009855,4.3988376,3.9898963,3.675829,4.3602147,4.4949827,0.9216035,3.4646711,4.324258,4.264087,4.4563527,0.0,3.7142386,3.962132,0.0,3.5832033,4.2738023,1.2425017,2.8923573,1.9650079,3.172958,4.105525,3.8655548,3.6125495,3.004458,4.0642157,4.0036697,3.8331347,3.3222294,3.3599868,3.561747,4.186492
RPS6KA3,0.0,0.0,0.0,0.61330545,0.0,0.0,0.0,0.39660734,0.4961179,0.2875488,0.6272874,0.0,0.0,0.288593,0.0,0.0,0.72505784,0.0,0.0,0.0,0.0,0.23896912,0.0,0.0,0.0,0.0,0.0,1.275822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53089404,0.2587057
RPS6KA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408069,0.37913528,0.43891594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89161783,0.3217516
RPS6KB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17525023,0.0,0.18560496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS6KB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36420465,0.2757824,0.0,0.0,0.0,0.32100236,0.27438885,0.22783932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2945554,0.0,0.0,0.0,0.0,0.0,0.0,0.4668898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS7,3.5903046,3.0098062,3.219503,1.0190415,3.9173226,3.185318,2.8541641,2.8774323,3.6591585,3.515991,3.5757055,3.770452,3.6940658,3.5458252,3.811024,3.5814595,3.3632734,3.8977206,3.9143507,0.85282147,3.3731604,3.8288305,3.6738281,3.9122062,0.0,3.487859,3.5902994,0.0,3.4832582,3.830236,0.0,2.9884498,1.9591919,3.0920274,3.7673914,3.402554,3.4351919,3.0884442,3.5004373,3.6253633,3.5449178,3.2056203,3.2690587,3.49593,3.762404
RPS8,4.273399,3.0612745,3.339634,1.1455952,4.4481325,3.4961495,3.4072254,2.96557,4.0792303,4.149896,3.9180458,4.312352,4.076827,4.049218,4.419346,4.3925076,3.980781,4.478625,4.5178814,0.9986191,3.8243003,4.478578,4.084866,4.483658,0.0,4.3081117,4.225542,0.0,4.1923313,4.3803625,0.30840224,3.5989213,2.5719936,3.5487673,4.2675,4.1457973,3.9691145,3.6259816,4.303299,4.323207,4.1393833,3.4630942,3.6231785,3.9327507,4.2342873
RPSA,3.1187124,2.5886269,2.889724,0.0,3.5001144,2.8050528,2.2241611,2.951982,3.288179,2.7586727,3.1345382,3.488921,3.375029,3.1854198,3.6080642,3.39158,3.1964948,3.3712387,3.5990427,0.0,3.0683389,3.5436783,3.2474904,3.592258,0.0,3.2329242,3.363865,0.0,3.2461545,3.3187642,0.0,2.299764,1.3066514,2.7908556,3.4257348,2.897966,3.2252338,2.6268938,3.465764,3.4792488,3.4391375,2.7047276,2.8558357,3.1620138,3.4723783
RPUSD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1226401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPUSD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4663736,0.30187935,0.29816037,0.0,0.0,0.0,0.0,0.0,0.24283008,0.0,0.0,0.0,0.0,0.23114684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRAGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16635337,0.22215793,0.3390485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23378783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRAGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13491863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRBP1,0.0,0.0,0.0,0.0,0.7037171,0.0,0.0,0.0,0.56731886,0.40020192,0.40469992,0.47844058,0.0,0.5121832,0.26633057,0.0,0.0,0.6370363,0.23670131,0.0,0.0,0.36904514,0.7540035,0.008666662,0.0,0.0,0.0,0.0,0.0,0.59799266,0.0,0.48889717,0.92671645,1.2425014,0.0,0.8095784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3201783,0.931955
RREB1,0.0,0.0,0.0,0.0,0.41083708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2964573,0.41682032,0.4675785,0.0,0.32058161,0.0,0.0,0.0,0.3078837,0.0,0.0,0.0,0.0,0.19819951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753408,0.40597457,0.0,0.0,0.0,0.0,0.5520135,0.3971899,0.5809127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6916115,0.0,0.0,0.0,0.0,0.0,0.0,0.3031751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4178083,0.0,0.0,0.0,0.0,0.0,0.3573889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56412494,0.0,0.0,0.0,0.0,0.0,0.0,1.2504463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15162978,0.24602555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19685405,0.0,0.0,0.0,0.0,0.0,0.0,0.1802879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34129065,0.2914306,0.32183266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30156752,0.0,0.0,0.0,0.0,0.0,0.0,0.113108404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRP1B,0.0,0.0,0.0,0.0,0.3040995,0.0,0.0,0.0,0.21712148,0.0,0.0,0.0,0.0,0.23538737,0.21936879,0.16927958,0.0,0.0,0.0,0.0,0.0,0.017740188,0.0,0.0,0.0,0.0,0.18447343,0.0,0.0,0.0,0.0,0.0,0.0,0.3294098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRP36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16500759,0.0,0.0,0.0,0.0,0.35194147,0.19455263,0.21542336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18544844,0.0,0.0,0.0,0.0,0.0,0.0,0.25443545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRP7A,0.0,0.0,0.0,0.0,0.3499943,0.0,0.0,0.7576281,0.44624227,0.37913528,0.40317827,0.0,0.0,0.49553457,0.51705337,0.44376642,0.0,0.4288026,0.0,0.0,0.0,0.3671873,0.0,0.0,0.0,0.0,0.6432972,0.0,0.0,0.3006426,0.0,0.0,0.0,0.34932685,0.0,0.19766049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6661986,0.0
RRP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053908255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14242248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053209417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15534922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24301231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSBN1,0.0,0.0,0.0,0.0,0.30876005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3376689,0.34993196,0.1384653,0.0,0.0,0.0,0.0,0.0,0.44065762,0.0,0.60173714,0.0,0.0,0.1843967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53828263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSBN1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76804173,0.22262794,0.0,0.38106546,0.013870824,0.0,0.5501888,0.24842753,0.4505918,0.0,0.0,0.0,0.0,0.0,0.3405385,0.0,0.0,0.0,0.0,0.28070658,0.0,0.0,0.0,0.0,0.0,0.0,0.3117829,0.0,0.0,0.0,0.9720962,0.0,0.0,0.0,0.0,0.0,0.3450318,0.0
RSF1,0.0,0.0,0.0,0.0,0.50547695,0.0,0.0,0.68509555,0.46224058,0.329874,0.46624696,0.60311633,0.79474974,0.75188386,0.60575724,0.520823,0.0,0.44796976,0.5900176,0.0,0.0,0.6347603,0.0,0.65015346,0.0,0.0,0.37511057,0.0,0.0,0.33254766,0.0,0.0,0.0,0.24427398,0.6428407,0.0,0.0,1.0675079,0.0,0.0,0.0,0.0,0.0,0.5458557,0.6014762
RSL1D1,0.67316395,0.0,0.0,0.0,1.2488716,0.0,0.5322101,0.4422014,0.8247796,0.884277,1.0391122,0.9464874,0.8710976,1.0651784,1.2947848,1.1405951,0.9258616,1.1467297,1.3325844,0.0,0.9224763,1.3027683,0.7977568,1.2165947,0.0,0.8103057,1.1793313,0.0,0.0,0.98195934,0.0,0.807336,0.0,0.7362072,0.9783361,0.78545904,0.81645626,0.0,1.0738407,1.0041754,0.9303484,0.0,0.0,0.9872327,0.8450197
RSL24D1,0.7734053,0.0,0.8758271,0.0,1.3277851,0.9108949,0.5092837,0.7556499,1.0217493,0.940539,1.0530457,1.1642742,1.1987251,1.0203903,1.2443451,0.97586817,0.8699008,1.153224,1.3235209,0.0,0.88445586,1.2873781,0.95202976,1.3512686,0.0,0.81800866,0.9948367,0.0,0.0,0.9881804,0.0,0.6816006,0.0,0.6292043,1.2508911,0.7421539,0.9556663,0.0,1.0529304,0.98281276,0.91536176,0.85058755,0.89297175,0.9439948,1.2184929
RSRC1,0.0,0.0,0.0,0.0,0.29633674,0.0,0.0,0.4705862,0.43034714,0.0,0.3007177,0.4663346,0.0,0.5413747,0.5231348,0.43435487,0.0,0.34894514,0.0,0.0,0.0,0.42652774,0.0,0.0,0.0,0.0,0.44104606,0.0,0.0,0.0,0.0,0.0,0.0,0.31360656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49803925
RSRC2,0.9402853,1.0440166,0.9572481,0.7172385,0.91309285,1.1027628,0.80954385,1.1437361,0.94099915,0.54746395,0.7941844,0.7979659,0.94635135,0.9376329,0.9188604,0.786239,0.9822377,0.78441024,0.7883973,0.0,0.0,0.91480756,1.057134,0.93085945,0.0,0.6970196,0.73118436,0.0,0.0,0.7761656,0.0,0.49733293,0.0,0.8062662,0.75406307,0.843987,0.9853314,1.1299167,0.7916678,0.845739,0.81013346,1.0913323,0.9853306,0.8406184,0.9908841
RSRP1,1.1194379,1.7789584,1.654456,1.487458,0.37870684,1.1887896,0.6231686,1.4811268,0.518506,0.4580726,0.792229,0.7176596,1.1629171,0.7290893,0.47942185,1.0775046,1.0681372,0.38277814,0.6924728,1.4011769,1.1142538,0.72867393,0.614589,0.7120171,0.0,1.015547,0.58967745,1.2555377,0.70428014,0.24361162,1.2470593,0.75020933,0.15784194,0.33238024,0.6826161,0.54973745,1.0227337,0.0,0.8440433,0.9561026,0.9848049,1.1624637,1.1633708,1.0778283,0.6175462
RSU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20508058,0.0,0.40317827,0.0,0.0,1.0320538,0.27144355,0.33308357,0.0,0.0,0.0,0.0,0.0,0.37973267,0.0,0.0,2.682028,0.0,0.31374568,0.0,0.0,0.0,0.0,0.0,0.0,0.14972688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34239414,0.21682824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104784936,0.0,0.0,0.0,0.0,0.0,0.0,0.24683121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTCB,0.0,0.0,0.0,0.0,0.31073338,0.0,0.0,0.0,0.38204664,0.0,0.38319385,0.0,0.0,0.46675113,0.46562803,0.33308357,0.0,0.16716884,0.0,0.0,0.0,0.4234298,0.0,0.0,0.0,0.0,0.43765897,0.0,0.0,0.0,0.0,0.0,0.0,0.3241825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTF1,0.0,0.0,0.0,0.0,0.86456466,0.0,0.0,0.8122519,0.7749816,0.36000174,0.4739445,0.9538451,0.94270164,1.023666,1.0090228,0.6404766,0.0,0.7895499,0.8650157,0.0,0.0,0.986175,0.8778322,0.96981835,0.0,0.0,0.79035765,0.0,0.0,0.7493145,0.0,0.0,0.0,0.62551045,0.7854152,0.66810924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63812953,0.9584762
RTF2,0.0,0.0,0.0,0.9036255,0.6195872,0.0,0.0,0.6355624,0.7827466,0.5034041,0.77368826,0.6336437,0.79302317,0.7388034,0.6063632,0.38299486,0.0,0.5221429,0.6429049,0.0,0.0,0.60015666,0.0,0.65398556,0.0,0.0,0.47521442,0.715792,0.0,0.44495022,0.0,0.0,0.0,0.32550788,0.0,0.36607933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7081194,0.7565304
RTN3,0.0,0.0,0.0,2.111942,0.6984897,0.0,0.99554306,0.6226977,0.4951535,0.34549886,0.4026517,0.53310776,0.0,1.0749552,0.7545104,0.5461381,0.0,0.54042894,0.6431403,0.0,0.0,0.98229015,0.68102163,0.9484136,1.4476459,0.0,0.3299597,2.2628865,0.0,0.61272484,0.0,0.63615614,0.0,0.49671936,0.0,0.6390005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375343,0.49383792
