index,free_annotation,silhouette_score
B9_B001225.gencode.vH29,Alveolar Epithelial Type 1,-0.6852946
C1_B001222.gencode.vH29,Alveolar Epithelial Type 1,-0.6583064
C1_B001225.gencode.vH29,Alveolar Epithelial Type 1,-0.67750376
C1_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.68395495
C15_B001222.gencode.vH29,Alveolar Epithelial Type 1,-0.65825856
C19_B001223.gencode.vH29,Alveolar Epithelial Type 1,-0.666125
C4_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.69104016
C6_B002580.gencode.vH29,Alveolar Epithelial Type 1,-0.69666195
C7_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.6784856
D12_B001222.gencode.vH29,Alveolar Epithelial Type 1,-0.6633175
D22_B001223.gencode.vH29,Alveolar Epithelial Type 1,-0.6666504
D22_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.6878548
D5_B002579.gencode.vH29,Alveolar Epithelial Type 1,-0.6682471
E1_B001223.gencode.vH29,Alveolar Epithelial Type 1,-0.6895255
E11_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.68195486
E14_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.67163223
E3_B001224.gencode.vH29,Alveolar Epithelial Type 1,-0.6631933
F16_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.65661436
F19_B001223.gencode.vH29,Alveolar Epithelial Type 1,-0.6697111
F20_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.6733998
F5_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.6748014
F6_B002578.gencode.vH29,Alveolar Epithelial Type 1,-0.6878542
G10_B001222.gencode.vH29,Alveolar Epithelial Type 1,-0.6815684
G15_B001222.gencode.vH29,Alveolar Epithelial Type 1,-0.6586362
G20_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.66410255
G5_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.6620606
G9_B001224.gencode.vH29,Alveolar Epithelial Type 1,-0.66113013
H22_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.6637233
H3_B001222.gencode.vH29,Alveolar Epithelial Type 1,-0.656703
H3_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.665177
H4_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.674644
H5_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.68328357
H6_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.6659051
H6_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.6592178
H7_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.65902907
I1_B001222.gencode.vH29,Alveolar Epithelial Type 1,-0.67518526
I12_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.6832232
I18_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.6715392
I4_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.68575245
I7_B001224.gencode.vH29,Alveolar Epithelial Type 1,-0.6824903
I9_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.6850112
J1_B001223.gencode.vH29,Alveolar Epithelial Type 1,-0.6633303
J18_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.6774585
J19_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.6770061
J3_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.6764763
J5_B001223.gencode.vH29,Alveolar Epithelial Type 1,-0.6833816
K18_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.6605806
K20_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.6832829
K3_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.6672763
L19_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.6684639
L2_B001222.gencode.vH29,Alveolar Epithelial Type 1,-0.6730419
L2_B001225.gencode.vH29,Alveolar Epithelial Type 1,-0.667519
L22_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.6863662
L8_B001224.gencode.vH29,Alveolar Epithelial Type 1,-0.6591663
M9_B001224.gencode.vH29,Alveolar Epithelial Type 1,-0.6865911
N14_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.6809667
N20_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.6701916
N22_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.66102916
N5_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.6702858
N8_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.68257016
O14_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.69374424
O15_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.68964076
O17_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.6813207
O18_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.6809868
O21_B001223.gencode.vH29,Alveolar Epithelial Type 1,-0.6833758
O5_B001222.gencode.vH29,Alveolar Epithelial Type 1,-0.6597793
O5_B002579.gencode.vH29,Alveolar Epithelial Type 1,-0.667375
O9_B001225.gencode.vH29,Alveolar Epithelial Type 1,-0.69329053
O9_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.6855976
O9_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.67980665
P11_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.66110605
P15_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.6688797
P2_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.6929486
A11_B002578.gencode.vH29,Alveolar Fibroblast,-0.8836511
A14_B001234.gencode.vH29,Alveolar Fibroblast,-0.87990636
A15_B001237.gencode.vH29,Alveolar Fibroblast,-0.89688927
A4_B001229.gencode.vH29,Alveolar Fibroblast,-0.8919518
A6_B001239.gencode.vH29,Alveolar Fibroblast,-0.84269947
A8_B001229.gencode.vH29,Alveolar Fibroblast,-0.84368116
B1_B001235.gencode.vH29,Alveolar Fibroblast,-0.89387715
B1_B002591.gencode.vH29,Alveolar Fibroblast,-0.8926042
B15_B001237.gencode.vH29,Alveolar Fibroblast,-0.90102965
B2_B001226.gencode.vH29,Alveolar Fibroblast,-0.9333766
B22_B001234.gencode.vH29,Alveolar Fibroblast,-0.90464455
B4_B001234.gencode.vH29,Alveolar Fibroblast,-0.914616
C19_B001224.gencode.vH29,Alveolar Fibroblast,-0.90064377
C2_B002580.gencode.vH29,Alveolar Fibroblast,-0.9118829
C21_B001239.gencode.vH29,Alveolar Fibroblast,-0.8529472
C4_B001235.gencode.vH29,Alveolar Fibroblast,-0.901966
C4_B002579.gencode.vH29,Alveolar Fibroblast,-0.8571356
C7_B002580.gencode.vH29,Alveolar Fibroblast,-0.9177475
C9_B002580.gencode.vH29,Alveolar Fibroblast,-0.91374445
D1_B002579.gencode.vH29,Alveolar Fibroblast,-0.8474545
D14_B001239.gencode.vH29,Alveolar Fibroblast,-0.8378894
D21_B001239.gencode.vH29,Alveolar Fibroblast,-0.87465435
D6_B001239.gencode.vH29,Alveolar Fibroblast,-0.8627462
E10_B001224.gencode.vH29,Alveolar Fibroblast,-0.9302327
E3_B001235.gencode.vH29,Alveolar Fibroblast,-0.89410603
E7_B001223.gencode.vH29,Alveolar Fibroblast,-0.89297867
E7_B001228.gencode.vH29,Alveolar Fibroblast,-0.8882492
F1_B001226.gencode.vH29,Alveolar Fibroblast,-0.92030317
F12_B001239.gencode.vH29,Alveolar Fibroblast,-0.8608082
F21_B001224.gencode.vH29,Alveolar Fibroblast,-0.8580926
F5_B001239.gencode.vH29,Alveolar Fibroblast,-0.83755463
F6_B001226.gencode.vH29,Alveolar Fibroblast,-0.8626305
F9_B001235.gencode.vH29,Alveolar Fibroblast,-0.8970355
G14_B001223.gencode.vH29,Alveolar Fibroblast,-0.8745648
G3_B002578.gencode.vH29,Alveolar Fibroblast,-0.8889562
G4_B001222.gencode.vH29,Alveolar Fibroblast,-0.85185814
G5_B001235.gencode.vH29,Alveolar Fibroblast,-0.91345245
G8_B002578.gencode.vH29,Alveolar Fibroblast,-0.8624641
G8_B002579.gencode.vH29,Alveolar Fibroblast,-0.9110906
G9_B001234.gencode.vH29,Alveolar Fibroblast,-0.9178811
I11_B002579.gencode.vH29,Alveolar Fibroblast,-0.89263654
I15_B001223.gencode.vH29,Alveolar Fibroblast,-0.8664773
I21_B001237.gencode.vH29,Alveolar Fibroblast,-0.89613855
I3_B001229.gencode.vH29,Alveolar Fibroblast,-0.85119313
I3_B001239.gencode.vH29,Alveolar Fibroblast,-0.85002404
I5_B002578.gencode.vH29,Alveolar Fibroblast,-0.8660948
J12_B001222.gencode.vH29,Alveolar Fibroblast,-0.86823034
J15_B001224.gencode.vH29,Alveolar Fibroblast,-0.93349487
J15_B001235.gencode.vH29,Alveolar Fibroblast,-0.8984424
J2_B002579.gencode.vH29,Alveolar Fibroblast,-0.8738384
J4_B001229.gencode.vH29,Alveolar Fibroblast,-0.8654525
J6_B002579.gencode.vH29,Alveolar Fibroblast,-0.8616797
K1_B001227.gencode.vH29,Alveolar Fibroblast,-0.88867766
K11_B001224.gencode.vH29,Alveolar Fibroblast,-0.8843042
K11_B001238.gencode.vH29,Alveolar Fibroblast,-0.9222687
K20_B001224.gencode.vH29,Alveolar Fibroblast,-0.8526502
K4_B001239.gencode.vH29,Alveolar Fibroblast,-0.83917755
K8_B002579.gencode.vH29,Alveolar Fibroblast,-0.86147213
L1_B001239.gencode.vH29,Alveolar Fibroblast,-0.8419239
L14_B001223.gencode.vH29,Alveolar Fibroblast,-0.86038756
L16_B001224.gencode.vH29,Alveolar Fibroblast,-0.8772422
L6_B001224.gencode.vH29,Alveolar Fibroblast,-0.8496156
L8_B001226.gencode.vH29,Alveolar Fibroblast,-0.8428003
L9_B001226.gencode.vH29,Alveolar Fibroblast,-0.8653314
M11_B002593.gencode.vH29,Alveolar Fibroblast,-0.83856374
M12_B001224.gencode.vH29,Alveolar Fibroblast,-0.86176646
M8_B001228.gencode.vH29,Alveolar Fibroblast,-0.851247
N2_B001235.gencode.vH29,Alveolar Fibroblast,-0.9123601
N21_B001225.gencode.vH29,Alveolar Fibroblast,-0.9130155
N5_B001239.gencode.vH29,Alveolar Fibroblast,-0.89235276
N7_B001226.gencode.vH29,Alveolar Fibroblast,-0.8535506
N8_B002579.gencode.vH29,Alveolar Fibroblast,-0.8465006
N9_B002579.gencode.vH29,Alveolar Fibroblast,-0.9296151
P13_B001224.gencode.vH29,Alveolar Fibroblast,-0.8938665
P14_B001234.gencode.vH29,Alveolar Fibroblast,-0.9182893
P16_B001239.gencode.vH29,Alveolar Fibroblast,-0.83878154
P2_B001239.gencode.vH29,Alveolar Fibroblast,-0.90075684
P3_B001239.gencode.vH29,Alveolar Fibroblast,-0.925566
P5_B002586.gencode.vH29,Alveolar Fibroblast,-0.8531203
P8_B002579.gencode.vH29,Alveolar Fibroblast,-0.9236745
C2_B002586.gencode.vH29,Adventitial Fibroblast,-0.93331164
G5_B001226.gencode.vH29,Adventitial Fibroblast,-0.9319257
K4_B001223.gencode.vH29,Adventitial Fibroblast,-0.9295484
A11_B002580.gencode.vH29,Adventitial Fibroblast,-0.9705559
A2_B001225.gencode.vH29,Adventitial Fibroblast,-0.96729225
B11_B002580.gencode.vH29,Adventitial Fibroblast,-0.96982443
B18_B001225.gencode.vH29,Adventitial Fibroblast,-0.9687227
B21_B001223.gencode.vH29,Adventitial Fibroblast,-0.9505003
C10_B001224.gencode.vH29,Adventitial Fibroblast,-0.9743691
C20_B001235.gencode.vH29,Adventitial Fibroblast,-0.9735321
C5_B001225.gencode.vH29,Adventitial Fibroblast,-0.9744906
C6_B002586.gencode.vH29,Adventitial Fibroblast,-0.9550334
D1_B001225.gencode.vH29,Adventitial Fibroblast,-0.96247125
D11_B002592.gencode.vH29,Adventitial Fibroblast,-0.9734205
D3_B001223.gencode.vH29,Adventitial Fibroblast,-0.962656
D5_B002578.gencode.vH29,Adventitial Fibroblast,-0.9586131
D8_B001223.gencode.vH29,Adventitial Fibroblast,-0.9770212
D8_B001239.gencode.vH29,Adventitial Fibroblast,-0.95167446
E6_B002580.gencode.vH29,Adventitial Fibroblast,-0.9760797
E8_B001223.gencode.vH29,Adventitial Fibroblast,-0.949359
E9_B001227.gencode.vH29,Adventitial Fibroblast,-0.95624304
F22_B001225.gencode.vH29,Adventitial Fibroblast,-0.95294327
F9_B001223.gencode.vH29,Adventitial Fibroblast,-0.95831096
F9_B001227.gencode.vH29,Adventitial Fibroblast,-0.9662131
G2_B001229.gencode.vH29,Adventitial Fibroblast,-0.97209424
G4_B002580.gencode.vH29,Adventitial Fibroblast,-0.97711045
G6_B001225.gencode.vH29,Adventitial Fibroblast,-0.96966106
I13_B001223.gencode.vH29,Adventitial Fibroblast,-0.9787447
I2_B001239.gencode.vH29,Adventitial Fibroblast,-0.9523299
I4_B001229.gencode.vH29,Adventitial Fibroblast,-0.9482703
J11_B002579.gencode.vH29,Adventitial Fibroblast,-0.98689663
K1_B001226.gencode.vH29,Adventitial Fibroblast,-0.9696504
K12_B001224.gencode.vH29,Adventitial Fibroblast,-0.9702043
K5_B001227.gencode.vH29,Adventitial Fibroblast,-0.9770741
K6_B002593.gencode.vH29,Adventitial Fibroblast,-0.9399222
L11_B001225.gencode.vH29,Adventitial Fibroblast,-0.9572725
L11_B002579.gencode.vH29,Adventitial Fibroblast,-0.9399802
L11_B002586.gencode.vH29,Adventitial Fibroblast,-0.95754963
L2_B001227.gencode.vH29,Adventitial Fibroblast,-0.9564916
L7_B002580.gencode.vH29,Adventitial Fibroblast,-0.96657884
M11_B001229.gencode.vH29,Adventitial Fibroblast,-0.97236896
M13_B001239.gencode.vH29,Adventitial Fibroblast,-0.98052484
M3_B002593.gencode.vH29,Adventitial Fibroblast,-0.97485757
M4_B001227.gencode.vH29,Adventitial Fibroblast,-0.9634672
N13_B001225.gencode.vH29,Adventitial Fibroblast,-0.9566851
N2_B001239.gencode.vH29,Adventitial Fibroblast,-0.9605966
N5_B001229.gencode.vH29,Adventitial Fibroblast,-0.9534931
O12_B001223.gencode.vH29,Adventitial Fibroblast,-0.95124817
O15_B001223.gencode.vH29,Adventitial Fibroblast,-0.9826764
O16_B001239.gencode.vH29,Adventitial Fibroblast,-0.95649576
O17_B001224.gencode.vH29,Adventitial Fibroblast,-0.95043886
O4_B002586.gencode.vH29,Adventitial Fibroblast,-0.97917086
P10_B001228.gencode.vH29,Adventitial Fibroblast,-0.97122025
P4_B001223.gencode.vH29,Adventitial Fibroblast,-0.96328753
N20_B001238.gencode.vH29,Neutrophil,0.29766592
A12_B002592.gencode.vH29,Neutrophil,-0.70255965
P1_B001234.gencode.vH29,Neutrophil,-0.7342072
A13_B002591.gencode.vH29,Neutrophil,0.3907337
A13_B002593.gencode.vH29,Neutrophil,0.3979582
A15_B002580.gencode.vH29,Neutrophil,0.39321098
A19_B001228.gencode.vH29,Neutrophil,0.39730936
A19_B002579.gencode.vH29,Neutrophil,0.3459643
B12_B002579.gencode.vH29,Neutrophil,0.3178095
B15_B002591.gencode.vH29,Neutrophil,0.3048529
B17_B002580.gencode.vH29,Neutrophil,0.3681316
B21_B002593.gencode.vH29,Neutrophil,0.38380957
C12_B002578.gencode.vH29,Neutrophil,0.38610053
C16_B002593.gencode.vH29,Neutrophil,0.38108584
C19_B001238.gencode.vH29,Neutrophil,0.36970878
C20_B002593.gencode.vH29,Neutrophil,0.3873675
C22_B002580.gencode.vH29,Neutrophil,0.3957714
C22_B002593.gencode.vH29,Neutrophil,0.378722
D13_B002592.gencode.vH29,Neutrophil,0.38639623
D17_B002592.gencode.vH29,Neutrophil,0.38111803
D19_B002579.gencode.vH29,Neutrophil,0.38688618
D19_B002586.gencode.vH29,Neutrophil,0.3977069
D21_B002593.gencode.vH29,Neutrophil,0.32352114
D22_B001238.gencode.vH29,Neutrophil,0.39584297
D22_B002591.gencode.vH29,Neutrophil,0.36470592
E15_B002591.gencode.vH29,Neutrophil,0.3472844
E22_B002593.gencode.vH29,Neutrophil,0.31562594
F14_B002592.gencode.vH29,Neutrophil,0.39333433
F17_B002586.gencode.vH29,Neutrophil,0.39447752
G17_B002593.gencode.vH29,Neutrophil,0.37142217
H12_B002593.gencode.vH29,Neutrophil,0.36016878
H16_B002578.gencode.vH29,Neutrophil,0.37228298
H18_B001228.gencode.vH29,Neutrophil,0.33473817
H19_B002592.gencode.vH29,Neutrophil,0.34839243
H22_B002586.gencode.vH29,Neutrophil,0.3379372
H22_B002593.gencode.vH29,Neutrophil,0.36243388
I17_B002586.gencode.vH29,Neutrophil,0.32509023
I21_B002578.gencode.vH29,Neutrophil,0.3918873
I22_B002593.gencode.vH29,Neutrophil,0.3097918
J17_B002593.gencode.vH29,Neutrophil,0.35678336
J22_B002591.gencode.vH29,Neutrophil,0.3387856
J22_B002593.gencode.vH29,Neutrophil,0.38999802
K13_B002593.gencode.vH29,Neutrophil,0.38385808
K17_B002593.gencode.vH29,Neutrophil,0.3969709
K18_B002593.gencode.vH29,Neutrophil,0.37644187
K21_B002586.gencode.vH29,Neutrophil,0.322033
K21_B002592.gencode.vH29,Neutrophil,0.3785056
L14_B002591.gencode.vH29,Neutrophil,0.38890535
L17_B002593.gencode.vH29,Neutrophil,0.3101315
L20_B002593.gencode.vH29,Neutrophil,0.3757457
L22_B002592.gencode.vH29,Neutrophil,0.3726553
M13_B002578.gencode.vH29,Neutrophil,0.38987043
M13_B002591.gencode.vH29,Neutrophil,0.3972689
M17_B002579.gencode.vH29,Neutrophil,0.37131917
M20_B002578.gencode.vH29,Neutrophil,0.3824248
M20_B002586.gencode.vH29,Neutrophil,0.32661772
M20_B002593.gencode.vH29,Neutrophil,0.3135059
M22_B002579.gencode.vH29,Neutrophil,0.39402243
N12_B001226.gencode.vH29,Neutrophil,0.33943298
N12_B001238.gencode.vH29,Neutrophil,0.29881808
N14_B002578.gencode.vH29,Neutrophil,0.39645055
N15_B002593.gencode.vH29,Neutrophil,0.37338236
N16_B001238.gencode.vH29,Neutrophil,0.29803804
N19_B002593.gencode.vH29,Neutrophil,0.3507579
N22_B001238.gencode.vH29,Neutrophil,0.29363614
N22_B002591.gencode.vH29,Neutrophil,0.30756676
N22_B002593.gencode.vH29,Neutrophil,0.29634464
O12_B001228.gencode.vH29,Neutrophil,0.30009687
O13_B002593.gencode.vH29,Neutrophil,0.3778152
O15_B002593.gencode.vH29,Neutrophil,0.39465967
O16_B002578.gencode.vH29,Neutrophil,0.31022343
O18_B001238.gencode.vH29,Neutrophil,0.36059734
O19_B001228.gencode.vH29,Neutrophil,0.37843964
O19_B002593.gencode.vH29,Neutrophil,0.3241533
O20_B001226.gencode.vH29,Neutrophil,0.30897695
O20_B002593.gencode.vH29,Neutrophil,0.38204503
O21_B002586.gencode.vH29,Neutrophil,0.39755574
O21_B002593.gencode.vH29,Neutrophil,0.39414924
P15_B002591.gencode.vH29,Neutrophil,0.35763797
P17_B001238.gencode.vH29,Neutrophil,0.39666873
P17_B002586.gencode.vH29,Neutrophil,0.3492233
P18_B002578.gencode.vH29,Neutrophil,0.39765918
P18_B002579.gencode.vH29,Neutrophil,0.31006578
P18_B002591.gencode.vH29,Neutrophil,0.37970528
P19_B002593.gencode.vH29,Neutrophil,0.36794326
P20_B001238.gencode.vH29,Neutrophil,0.38098007
P20_B002591.gencode.vH29,Neutrophil,0.3898234
P21_B001238.gencode.vH29,Neutrophil,0.37623265
P21_B002579.gencode.vH29,Neutrophil,0.32495385
P21_B002593.gencode.vH29,Neutrophil,0.3413478
A18_B001228.gencode.vH29,CD4+ Naive T,-0.7942836
E12_B002586.gencode.vH29,CD4+ Naive T,-0.88811517
F20_B001228.gencode.vH29,CD4+ Naive T,-0.7945871
I22_B001229.gencode.vH29,CD4+ Naive T,-0.89775395
J15_B002593.gencode.vH29,CD4+ Naive T,-0.8031911
P15_B002578.gencode.vH29,CD4+ Naive T,-0.80295295
A12_B002593.gencode.vH29,CD4+ Naive T,-0.79927564
K13_B002591.gencode.vH29,CD4+ Naive T,-0.7981461
K22_B002579.gencode.vH29,CD4+ Naive T,-0.79299384
N18_B001229.gencode.vH29,CD4+ Naive T,-0.8166086
P7_B001227.gencode.vH29,CD4+ Memory/Effector T,0.11358816
A15_B002578.gencode.vH29,CD4+ Memory/Effector T,0.6708694
A22_B002578.gencode.vH29,CD4+ Memory/Effector T,0.68154055
B12_B002586.gencode.vH29,CD4+ Memory/Effector T,0.13174891
C22_B002591.gencode.vH29,CD4+ Memory/Effector T,-0.21365578
E16_B002593.gencode.vH29,CD4+ Memory/Effector T,0.6811132
F22_B002580.gencode.vH29,CD4+ Memory/Effector T,0.66428655
G17_B001229.gencode.vH29,CD4+ Memory/Effector T,0.6812348
H12_B002578.gencode.vH29,CD4+ Memory/Effector T,0.68194336
H18_B002579.gencode.vH29,CD4+ Memory/Effector T,0.66772246
J17_B001226.gencode.vH29,CD4+ Memory/Effector T,0.6702903
J21_B001238.gencode.vH29,CD4+ Memory/Effector T,0.6641265
E20_B002586.gencode.vH29,CD4+ Memory/Effector T,0.343143
J20_B002592.gencode.vH29,CD8+ Naive T,-0.69729084
A14_B002580.gencode.vH29,CD8+ Naive T,-0.27797264
A15_B001227.gencode.vH29,CD8+ Naive T,-0.21291056
A17_B001227.gencode.vH29,CD8+ Naive T,-0.2024189
A18_B001227.gencode.vH29,CD8+ Naive T,0.23844801
C17_B002592.gencode.vH29,CD8+ Naive T,0.18905476
C20_B001227.gencode.vH29,CD8+ Naive T,0.1159673
C22_B002578.gencode.vH29,CD8+ Naive T,-0.07921141
D18_B002592.gencode.vH29,CD8+ Naive T,0.20923229
E12_B002580.gencode.vH29,CD8+ Naive T,-0.26874012
E15_B002580.gencode.vH29,CD8+ Naive T,-0.15000421
E16_B002580.gencode.vH29,CD8+ Naive T,-0.06928376
F16_B001227.gencode.vH29,CD8+ Naive T,0.04114825
F16_B002580.gencode.vH29,CD8+ Naive T,-0.05877864
G14_B002580.gencode.vH29,CD8+ Naive T,-0.09184109
H18_B002580.gencode.vH29,CD8+ Naive T,-0.15099546
H22_B002580.gencode.vH29,CD8+ Naive T,-0.054377757
I14_B002580.gencode.vH29,CD8+ Naive T,-0.11379478
I20_B002580.gencode.vH29,CD8+ Naive T,-0.05421701
J16_B002580.gencode.vH29,CD8+ Naive T,-0.06920871
K13_B002580.gencode.vH29,CD8+ Naive T,-0.025759853
L18_B001227.gencode.vH29,CD8+ Naive T,-0.21348271
L21_B002580.gencode.vH29,CD8+ Naive T,-0.18215445
M13_B002580.gencode.vH29,CD8+ Naive T,-0.26333728
M21_B002580.gencode.vH29,CD8+ Naive T,-0.088913165
N13_B002592.gencode.vH29,CD8+ Naive T,0.2625715
N14_B002592.gencode.vH29,CD8+ Naive T,0.24752566
N18_B002578.gencode.vH29,CD8+ Naive T,-0.21513937
N18_B002591.gencode.vH29,CD8+ Naive T,0.136833
O17_B002580.gencode.vH29,CD8+ Naive T,-0.19329983
O21_B001227.gencode.vH29,CD8+ Naive T,0.012869162
P13_B001227.gencode.vH29,CD8+ Naive T,0.017449647
P13_B001238.gencode.vH29,CD8+ Naive T,-0.07549776
P18_B002580.gencode.vH29,CD8+ Naive T,-0.24238238
P19_B001238.gencode.vH29,CD8+ Naive T,-0.070429124
P19_B002592.gencode.vH29,CD8+ Naive T,0.016739324
P20_B002580.gencode.vH29,CD8+ Naive T,-0.15213583
P21_B002580.gencode.vH29,CD8+ Naive T,-0.14543061
A14_B002578.gencode.vH29,CD8+ Naive T,-0.69085413
C12_B001229.gencode.vH29,CD8+ Naive T,-0.08807737
C19_B002579.gencode.vH29,CD8+ Naive T,0.15270697
D19_B002578.gencode.vH29,CD8+ Naive T,-0.6995366
F13_B001227.gencode.vH29,CD8+ Naive T,-0.17200162
G18_B002593.gencode.vH29,CD8+ Naive T,0.21434343
I18_B001227.gencode.vH29,CD8+ Naive T,-0.6947964
J18_B002593.gencode.vH29,CD8+ Naive T,0.34919053
K15_B002591.gencode.vH29,CD8+ Naive T,0.20805502
L19_B002578.gencode.vH29,CD8+ Naive T,0.098034866
L22_B001227.gencode.vH29,CD8+ Naive T,0.09815172
N15_B001227.gencode.vH29,CD8+ Naive T,0.123297274
A13_B001226.gencode.vH29,CD8+ Naive T,0.2737078
A13_B001229.gencode.vH29,CD8+ Naive T,0.47165707
A13_B001238.gencode.vH29,CD8+ Naive T,0.35940918
A13_B002592.gencode.vH29,CD8+ Naive T,0.36960554
A14_B001228.gencode.vH29,CD8+ Naive T,0.39284098
A15_B001229.gencode.vH29,CD8+ Naive T,0.4526137
A16_B002579.gencode.vH29,CD8+ Naive T,0.39445525
A17_B001226.gencode.vH29,CD8+ Naive T,0.31312606
A19_B002593.gencode.vH29,CD8+ Naive T,0.4407796
A20_B001228.gencode.vH29,CD8+ Naive T,0.3967051
A21_B002579.gencode.vH29,CD8+ Naive T,0.39078864
A22_B001226.gencode.vH29,CD8+ Naive T,0.29946533
B12_B001229.gencode.vH29,CD8+ Naive T,0.23073861
B13_B001228.gencode.vH29,CD8+ Naive T,0.39042807
B13_B002593.gencode.vH29,CD8+ Naive T,0.34105855
B15_B001228.gencode.vH29,CD8+ Naive T,0.45391646
B15_B002578.gencode.vH29,CD8+ Naive T,0.3029395
B17_B001228.gencode.vH29,CD8+ Naive T,0.20349221
B17_B002578.gencode.vH29,CD8+ Naive T,0.30855954
B18_B002578.gencode.vH29,CD8+ Naive T,0.37220564
B18_B002579.gencode.vH29,CD8+ Naive T,0.40388194
B19_B001229.gencode.vH29,CD8+ Naive T,0.40380588
B19_B002578.gencode.vH29,CD8+ Naive T,0.14994009
B20_B002579.gencode.vH29,CD8+ Naive T,0.34091055
B20_B002593.gencode.vH29,CD8+ Naive T,0.39832315
B21_B001228.gencode.vH29,CD8+ Naive T,0.30194893
B22_B002579.gencode.vH29,CD8+ Naive T,0.2923249
C13_B001238.gencode.vH29,CD8+ Naive T,0.0992864
C13_B002578.gencode.vH29,CD8+ Naive T,0.35416448
C15_B001226.gencode.vH29,CD8+ Naive T,0.40414575
C15_B002586.gencode.vH29,CD8+ Naive T,0.4186847
C15_B002591.gencode.vH29,CD8+ Naive T,0.3944438
