index,free_annotation,silhouette_score
D17_B001225.gencode.vH29,Airway Smooth Muscle,-0.43186107
D18_B001224.gencode.vH29,Airway Smooth Muscle,-0.3695005
D18_B001239.gencode.vH29,Airway Smooth Muscle,-0.4034403
D19_B001224.gencode.vH29,Airway Smooth Muscle,-0.37631974
D2_B001239.gencode.vH29,Airway Smooth Muscle,-0.33880106
D20_B001223.gencode.vH29,Airway Smooth Muscle,-0.485119
D21_B001223.gencode.vH29,Airway Smooth Muscle,-0.29696605
D4_B001235.gencode.vH29,Airway Smooth Muscle,-0.4554616
D5_B001225.gencode.vH29,Airway Smooth Muscle,-0.28783914
D6_B001224.gencode.vH29,Airway Smooth Muscle,-0.41181552
D7_B001237.gencode.vH29,Airway Smooth Muscle,-0.43482047
D9_B001223.gencode.vH29,Airway Smooth Muscle,-0.45385146
D9_B002579.gencode.vH29,Airway Smooth Muscle,-0.36160368
E11_B001225.gencode.vH29,Airway Smooth Muscle,-0.42439458
E11_B001239.gencode.vH29,Airway Smooth Muscle,-0.3170765
E13_B001235.gencode.vH29,Airway Smooth Muscle,-0.42211157
E15_B001237.gencode.vH29,Airway Smooth Muscle,-0.38889414
E16_B001223.gencode.vH29,Airway Smooth Muscle,-0.37359267
E17_B001223.gencode.vH29,Airway Smooth Muscle,-0.35792354
E17_B001224.gencode.vH29,Airway Smooth Muscle,-0.34027985
E17_B001234.gencode.vH29,Airway Smooth Muscle,-0.48107868
E22_B001224.gencode.vH29,Airway Smooth Muscle,-0.3737354
E4_B001223.gencode.vH29,Airway Smooth Muscle,-0.40538028
E4_B002578.gencode.vH29,Airway Smooth Muscle,-0.36511597
E6_B001239.gencode.vH29,Airway Smooth Muscle,-0.362155
E8_B001235.gencode.vH29,Airway Smooth Muscle,-0.46152633
E8_B001237.gencode.vH29,Airway Smooth Muscle,-0.3538395
E9_B001228.gencode.vH29,Airway Smooth Muscle,-0.30658475
E9_B002591.gencode.vH29,Airway Smooth Muscle,-0.33063397
F1_B001229.gencode.vH29,Airway Smooth Muscle,-0.514087
F14_B001223.gencode.vH29,Airway Smooth Muscle,-0.3132984
F14_B001225.gencode.vH29,Airway Smooth Muscle,-0.39101416
F17_B001237.gencode.vH29,Airway Smooth Muscle,-0.4366315
F22_B001235.gencode.vH29,Airway Smooth Muscle,-0.4536205
F3_B002580.gencode.vH29,Airway Smooth Muscle,-0.48409772
F4_B001225.gencode.vH29,Airway Smooth Muscle,-0.49387446
F4_B001237.gencode.vH29,Airway Smooth Muscle,-0.41695333
F6_B001224.gencode.vH29,Airway Smooth Muscle,-0.345255
F6_B001237.gencode.vH29,Airway Smooth Muscle,-0.43931258
F7_B001223.gencode.vH29,Airway Smooth Muscle,-0.41173747
F8_B001224.gencode.vH29,Airway Smooth Muscle,-0.34208602
F8_B002579.gencode.vH29,Airway Smooth Muscle,-0.3071842
F9_B001237.gencode.vH29,Airway Smooth Muscle,-0.43607765
G1_B001235.gencode.vH29,Airway Smooth Muscle,-0.41586828
G10_B001228.gencode.vH29,Airway Smooth Muscle,-0.47252733
G11_B001223.gencode.vH29,Airway Smooth Muscle,-0.37768802
G14_B001225.gencode.vH29,Airway Smooth Muscle,-0.3288549
G17_B001225.gencode.vH29,Airway Smooth Muscle,-0.38164642
G17_B001234.gencode.vH29,Airway Smooth Muscle,-0.5078245
G19_B001222.gencode.vH29,Airway Smooth Muscle,-0.55762964
G20_B001234.gencode.vH29,Airway Smooth Muscle,-0.4823856
G21_B001239.gencode.vH29,Airway Smooth Muscle,-0.35054773
G4_B001234.gencode.vH29,Airway Smooth Muscle,-0.5087826
G6_B001239.gencode.vH29,Airway Smooth Muscle,-0.20103021
G7_B002580.gencode.vH29,Airway Smooth Muscle,-0.42237175
H1_B001224.gencode.vH29,Airway Smooth Muscle,-0.4602581
H10_B001226.gencode.vH29,Airway Smooth Muscle,-0.3332089
H10_B001235.gencode.vH29,Airway Smooth Muscle,-0.29332227
H17_B001235.gencode.vH29,Airway Smooth Muscle,-0.38985515
H20_B001237.gencode.vH29,Airway Smooth Muscle,-0.4062983
H3_B002578.gencode.vH29,Airway Smooth Muscle,-0.36227208
H4_B001239.gencode.vH29,Airway Smooth Muscle,-0.36582127
H7_B001223.gencode.vH29,Airway Smooth Muscle,-0.33637637
H8_B001235.gencode.vH29,Airway Smooth Muscle,-0.38488588
H9_B001235.gencode.vH29,Airway Smooth Muscle,-0.50209224
I11_B001234.gencode.vH29,Airway Smooth Muscle,-0.3970239
I11_B002578.gencode.vH29,Airway Smooth Muscle,-0.34375525
I13_B001237.gencode.vH29,Airway Smooth Muscle,-0.27588958
I21_B001239.gencode.vH29,Airway Smooth Muscle,-0.20470467
I22_B001223.gencode.vH29,Airway Smooth Muscle,-0.39104035
I3_B001224.gencode.vH29,Airway Smooth Muscle,-0.36261007
I3_B001234.gencode.vH29,Airway Smooth Muscle,-0.35317382
I4_B002579.gencode.vH29,Airway Smooth Muscle,-0.4373357
I5_B001224.gencode.vH29,Airway Smooth Muscle,-0.39403656
I6_B001239.gencode.vH29,Airway Smooth Muscle,-0.34960663
I7_B001237.gencode.vH29,Airway Smooth Muscle,-0.47419876
I8_B001225.gencode.vH29,Airway Smooth Muscle,-0.51286054
I8_B001228.gencode.vH29,Airway Smooth Muscle,-0.4454727
I9_B002579.gencode.vH29,Airway Smooth Muscle,-0.36086172
J1_B001237.gencode.vH29,Airway Smooth Muscle,-0.3993475
J1_B002580.gencode.vH29,Airway Smooth Muscle,-0.40513828
J10_B001225.gencode.vH29,Airway Smooth Muscle,-0.3401445
J11_B001223.gencode.vH29,Airway Smooth Muscle,-0.4497136
J11_B001235.gencode.vH29,Airway Smooth Muscle,-0.3695645
J11_B001239.gencode.vH29,Airway Smooth Muscle,-0.46694976
J12_B001223.gencode.vH29,Airway Smooth Muscle,-0.27827236
J13_B001234.gencode.vH29,Airway Smooth Muscle,-0.39599603
J13_B001235.gencode.vH29,Airway Smooth Muscle,-0.27435318
J16_B001225.gencode.vH29,Airway Smooth Muscle,-0.45717174
J18_B001239.gencode.vH29,Airway Smooth Muscle,-0.3501158
J22_B001234.gencode.vH29,Airway Smooth Muscle,-0.387972
J4_B001223.gencode.vH29,Airway Smooth Muscle,-0.37766585
J6_B001223.gencode.vH29,Airway Smooth Muscle,-0.31368324
J7_B001225.gencode.vH29,Airway Smooth Muscle,-0.42267948
J7_B001234.gencode.vH29,Airway Smooth Muscle,-0.3678058
J8_B001235.gencode.vH29,Airway Smooth Muscle,-0.44878277
K1_B001234.gencode.vH29,Airway Smooth Muscle,-0.460349
K10_B001235.gencode.vH29,Airway Smooth Muscle,-0.43596846
K12_B001234.gencode.vH29,Airway Smooth Muscle,-0.3531202
K13_B001225.gencode.vH29,Airway Smooth Muscle,-0.393582
K13_B001235.gencode.vH29,Airway Smooth Muscle,-0.4351319
K14_B001223.gencode.vH29,Airway Smooth Muscle,-0.35568747
K15_B001235.gencode.vH29,Airway Smooth Muscle,-0.4020619
K18_B002578.gencode.vH29,Airway Smooth Muscle,-0.38142377
K2_B001237.gencode.vH29,Airway Smooth Muscle,-0.48052105
K20_B001239.gencode.vH29,Airway Smooth Muscle,-0.3072356
K22_B001239.gencode.vH29,Airway Smooth Muscle,-0.31140134
K5_B001225.gencode.vH29,Airway Smooth Muscle,-0.4409137
K5_B001235.gencode.vH29,Airway Smooth Muscle,-0.40845534
K5_B001237.gencode.vH29,Airway Smooth Muscle,-0.4598628
K6_B001225.gencode.vH29,Airway Smooth Muscle,-0.39659783
K6_B001239.gencode.vH29,Airway Smooth Muscle,-0.3582855
K7_B001235.gencode.vH29,Airway Smooth Muscle,-0.461163
K8_B001225.gencode.vH29,Airway Smooth Muscle,-0.47123834
L1_B001225.gencode.vH29,Airway Smooth Muscle,-0.43640837
L1_B001227.gencode.vH29,Airway Smooth Muscle,-0.32072484
L1_B002591.gencode.vH29,Airway Smooth Muscle,-0.3052521
L10_B001227.gencode.vH29,Airway Smooth Muscle,-0.47641703
L10_B001239.gencode.vH29,Airway Smooth Muscle,-0.20100519
L13_B001225.gencode.vH29,Airway Smooth Muscle,-0.47123328
L13_B001235.gencode.vH29,Airway Smooth Muscle,-0.34601322
L13_B001239.gencode.vH29,Airway Smooth Muscle,-0.34354106
L15_B001235.gencode.vH29,Airway Smooth Muscle,-0.3157902
L16_B001235.gencode.vH29,Airway Smooth Muscle,-0.44652
L17_B001239.gencode.vH29,Airway Smooth Muscle,-0.32034865
L18_B001234.gencode.vH29,Airway Smooth Muscle,-0.5060897
L19_B001237.gencode.vH29,Airway Smooth Muscle,-0.3661091
L2_B001226.gencode.vH29,Airway Smooth Muscle,-0.3295477
L6_B001235.gencode.vH29,Airway Smooth Muscle,-0.4450766
L7_B001225.gencode.vH29,Airway Smooth Muscle,-0.47838676
L8_B001235.gencode.vH29,Airway Smooth Muscle,-0.45265597
M1_B001237.gencode.vH29,Airway Smooth Muscle,-0.4427938
M10_B001225.gencode.vH29,Airway Smooth Muscle,-0.39087445
M12_B001225.gencode.vH29,Airway Smooth Muscle,-0.44284415
M16_B001239.gencode.vH29,Airway Smooth Muscle,-0.3364244
M19_B001225.gencode.vH29,Airway Smooth Muscle,-0.44424525
M2_B001228.gencode.vH29,Airway Smooth Muscle,-0.48408854
M21_B001234.gencode.vH29,Airway Smooth Muscle,-0.4700879
M22_B001235.gencode.vH29,Airway Smooth Muscle,-0.44623727
M3_B001235.gencode.vH29,Airway Smooth Muscle,-0.49198547
M4_B001224.gencode.vH29,Airway Smooth Muscle,-0.37275454
M4_B001239.gencode.vH29,Airway Smooth Muscle,-0.20258501
M9_B001223.gencode.vH29,Airway Smooth Muscle,-0.3796465
M9_B001239.gencode.vH29,Airway Smooth Muscle,-0.31356347
N1_B001223.gencode.vH29,Airway Smooth Muscle,-0.39660785
N1_B001239.gencode.vH29,Airway Smooth Muscle,-0.46338406
N11_B001223.gencode.vH29,Airway Smooth Muscle,-0.29124343
N12_B001225.gencode.vH29,Airway Smooth Muscle,-0.27356535
N13_B001234.gencode.vH29,Airway Smooth Muscle,-0.3259775
N14_B001223.gencode.vH29,Airway Smooth Muscle,-0.37278125
N14_B001224.gencode.vH29,Airway Smooth Muscle,-0.32728142
N15_B001225.gencode.vH29,Airway Smooth Muscle,-0.4801139
N18_B001225.gencode.vH29,Airway Smooth Muscle,-0.35295215
N19_B001225.gencode.vH29,Airway Smooth Muscle,-0.4076583
N22_B001239.gencode.vH29,Airway Smooth Muscle,-0.1972233
N3_B001223.gencode.vH29,Airway Smooth Muscle,-0.43241653
N3_B001239.gencode.vH29,Airway Smooth Muscle,-0.35358205
N5_B001235.gencode.vH29,Airway Smooth Muscle,-0.41723475
N8_B001223.gencode.vH29,Airway Smooth Muscle,-0.31359458
N8_B001226.gencode.vH29,Airway Smooth Muscle,-0.3322927
N9_B001235.gencode.vH29,Airway Smooth Muscle,-0.42441666
N9_B001239.gencode.vH29,Airway Smooth Muscle,-0.3607425
O10_B001235.gencode.vH29,Airway Smooth Muscle,-0.4928008
O10_B001239.gencode.vH29,Airway Smooth Muscle,-0.30210522
O11_B001223.gencode.vH29,Airway Smooth Muscle,-0.55816334
O11_B001225.gencode.vH29,Airway Smooth Muscle,-0.4512407
O12_B001225.gencode.vH29,Airway Smooth Muscle,-0.393145
O14_B001239.gencode.vH29,Airway Smooth Muscle,-0.3345473
O16_B001223.gencode.vH29,Airway Smooth Muscle,-0.32101917
O18_B001237.gencode.vH29,Airway Smooth Muscle,-0.4141776
O19_B001225.gencode.vH29,Airway Smooth Muscle,-0.3759398
O19_B001239.gencode.vH29,Airway Smooth Muscle,-0.28204155
O21_B001234.gencode.vH29,Airway Smooth Muscle,-0.48955822
O21_B001235.gencode.vH29,Airway Smooth Muscle,-0.49763098
O22_B001223.gencode.vH29,Airway Smooth Muscle,-0.42442027
O4_B001234.gencode.vH29,Airway Smooth Muscle,-0.47470668
O4_B001235.gencode.vH29,Airway Smooth Muscle,-0.43103415
O6_B001224.gencode.vH29,Airway Smooth Muscle,-0.28634146
P10_B001235.gencode.vH29,Airway Smooth Muscle,-0.48649007
P10_B001237.gencode.vH29,Airway Smooth Muscle,-0.40438482
P11_B001235.gencode.vH29,Airway Smooth Muscle,-0.47976035
P12_B001234.gencode.vH29,Airway Smooth Muscle,-0.48796594
P13_B001237.gencode.vH29,Airway Smooth Muscle,-0.4407728
P13_B001239.gencode.vH29,Airway Smooth Muscle,-0.46663556
P15_B001235.gencode.vH29,Airway Smooth Muscle,-0.47074628
P17_B001239.gencode.vH29,Airway Smooth Muscle,-0.3527388
P18_B001225.gencode.vH29,Airway Smooth Muscle,-0.48089224
P18_B001235.gencode.vH29,Airway Smooth Muscle,-0.46050474
P19_B001224.gencode.vH29,Airway Smooth Muscle,-0.3101999
P2_B001223.gencode.vH29,Airway Smooth Muscle,-0.43700954
P21_B001234.gencode.vH29,Airway Smooth Muscle,-0.5102324
P22_B001239.gencode.vH29,Airway Smooth Muscle,-0.42298806
P5_B002578.gencode.vH29,Airway Smooth Muscle,-0.30691496
P7_B001235.gencode.vH29,Airway Smooth Muscle,-0.4492359
P9_B001224.gencode.vH29,Airway Smooth Muscle,-0.39679673
P9_B001235.gencode.vH29,Airway Smooth Muscle,-0.4754543
C13_B001225.gencode.vH29,Airway Smooth Muscle,-0.9023452
E12_B001237.gencode.vH29,Airway Smooth Muscle,-0.9068612
H2_B001223.gencode.vH29,Airway Smooth Muscle,-0.9115613
J19_B001237.gencode.vH29,Airway Smooth Muscle,-0.9080456
O5_B001224.gencode.vH29,Airway Smooth Muscle,-0.9154071
L17_B001225.gencode.vH29,Airway Smooth Muscle,-0.8971008
N5_B001222.gencode.vH29,Airway Smooth Muscle,-0.64096564
A1_B001239.gencode.vH29,Vascular Smooth Muscle,-0.3000265
A10_B001234.gencode.vH29,Vascular Smooth Muscle,-0.3780181
A17_B001223.gencode.vH29,Vascular Smooth Muscle,-0.41788313
A18_B001225.gencode.vH29,Vascular Smooth Muscle,-0.46956897
A2_B002580.gencode.vH29,Vascular Smooth Muscle,-0.39119798
A20_B001224.gencode.vH29,Vascular Smooth Muscle,-0.30752072
A5_B002578.gencode.vH29,Vascular Smooth Muscle,-0.38662052
A7_B001237.gencode.vH29,Vascular Smooth Muscle,-0.47261375
A7_B002579.gencode.vH29,Vascular Smooth Muscle,-0.31521162
A8_B002578.gencode.vH29,Vascular Smooth Muscle,-0.35438514
A9_B001229.gencode.vH29,Vascular Smooth Muscle,-0.35111964
B12_B001237.gencode.vH29,Vascular Smooth Muscle,-0.37834117
B16_B001239.gencode.vH29,Vascular Smooth Muscle,-0.43576616
B2_B001224.gencode.vH29,Vascular Smooth Muscle,-0.39308432
B20_B001225.gencode.vH29,Vascular Smooth Muscle,-0.3331994
B20_B001235.gencode.vH29,Vascular Smooth Muscle,-0.43037972
B5_B001234.gencode.vH29,Vascular Smooth Muscle,-0.3444054
B7_B001223.gencode.vH29,Vascular Smooth Muscle,-0.41243163
B7_B001237.gencode.vH29,Vascular Smooth Muscle,-0.3765239
C10_B001225.gencode.vH29,Vascular Smooth Muscle,-0.4389382
C10_B002579.gencode.vH29,Vascular Smooth Muscle,-0.37003565
C11_B001223.gencode.vH29,Vascular Smooth Muscle,-0.32222167
C13_B001223.gencode.vH29,Vascular Smooth Muscle,-0.33661067
C17_B001224.gencode.vH29,Vascular Smooth Muscle,-0.40235552
C20_B001224.gencode.vH29,Vascular Smooth Muscle,-0.3065122
C8_B001229.gencode.vH29,Vascular Smooth Muscle,-0.4835315
C8_B001237.gencode.vH29,Vascular Smooth Muscle,-0.37203306
C9_B001223.gencode.vH29,Vascular Smooth Muscle,-0.41550404
D11_B002578.gencode.vH29,Vascular Smooth Muscle,-0.3067307
D15_B001235.gencode.vH29,Vascular Smooth Muscle,-0.3649708
D22_B001234.gencode.vH29,Vascular Smooth Muscle,-0.52371186
D3_B001224.gencode.vH29,Vascular Smooth Muscle,-0.4370214
D9_B001229.gencode.vH29,Vascular Smooth Muscle,-0.3781153
E1_B001227.gencode.vH29,Vascular Smooth Muscle,-0.5009865
E12_B001223.gencode.vH29,Vascular Smooth Muscle,-0.32961148
E17_B001239.gencode.vH29,Vascular Smooth Muscle,-0.43487015
E3_B001226.gencode.vH29,Vascular Smooth Muscle,-0.44188473
E9_B001237.gencode.vH29,Vascular Smooth Muscle,-0.369954
F10_B001223.gencode.vH29,Vascular Smooth Muscle,-0.3147221
F11_B001224.gencode.vH29,Vascular Smooth Muscle,-0.39362288
F12_B001223.gencode.vH29,Vascular Smooth Muscle,-0.4363275
F12_B001224.gencode.vH29,Vascular Smooth Muscle,-0.30107397
F13_B001239.gencode.vH29,Vascular Smooth Muscle,-0.3122382
F18_B001235.gencode.vH29,Vascular Smooth Muscle,-0.38065726
F2_B001227.gencode.vH29,Vascular Smooth Muscle,-0.33002093
F4_B001223.gencode.vH29,Vascular Smooth Muscle,-0.43394232
F7_B001225.gencode.vH29,Vascular Smooth Muscle,-0.37774408
F8_B001227.gencode.vH29,Vascular Smooth Muscle,-0.49660406
G1_B001225.gencode.vH29,Vascular Smooth Muscle,-0.48878714
G11_B001225.gencode.vH29,Vascular Smooth Muscle,-0.48112202
G16_B001234.gencode.vH29,Vascular Smooth Muscle,-0.343863
G9_B001225.gencode.vH29,Vascular Smooth Muscle,-0.40038645
H15_B001224.gencode.vH29,Vascular Smooth Muscle,-0.30320185
H19_B001223.gencode.vH29,Vascular Smooth Muscle,-0.4133847
H3_B001224.gencode.vH29,Vascular Smooth Muscle,-0.35570782
H3_B001225.gencode.vH29,Vascular Smooth Muscle,-0.504944
H4_B001237.gencode.vH29,Vascular Smooth Muscle,-0.57661635
I1_B001223.gencode.vH29,Vascular Smooth Muscle,-0.5331575
I18_B001237.gencode.vH29,Vascular Smooth Muscle,-0.3866245
I22_B001234.gencode.vH29,Vascular Smooth Muscle,-0.30162537
I22_B001237.gencode.vH29,Vascular Smooth Muscle,-0.34757197
I8_B001224.gencode.vH29,Vascular Smooth Muscle,-0.394916
J13_B001224.gencode.vH29,Vascular Smooth Muscle,-0.32732442
J2_B001227.gencode.vH29,Vascular Smooth Muscle,-0.48818734
J5_B001224.gencode.vH29,Vascular Smooth Muscle,-0.38735133
J7_B001224.gencode.vH29,Vascular Smooth Muscle,-0.29012853
K10_B001234.gencode.vH29,Vascular Smooth Muscle,-0.33195585
K18_B001225.gencode.vH29,Vascular Smooth Muscle,-0.33867282
K19_B001235.gencode.vH29,Vascular Smooth Muscle,-0.4793725
K22_B001235.gencode.vH29,Vascular Smooth Muscle,-0.37232557
K22_B001237.gencode.vH29,Vascular Smooth Muscle,-0.39218822
K9_B001223.gencode.vH29,Vascular Smooth Muscle,-0.40627024
L1_B001223.gencode.vH29,Vascular Smooth Muscle,-0.33525014
L10_B001235.gencode.vH29,Vascular Smooth Muscle,-0.3863466
L12_B001235.gencode.vH29,Vascular Smooth Muscle,-0.3822649
L18_B001237.gencode.vH29,Vascular Smooth Muscle,-0.47448286
M1_B001234.gencode.vH29,Vascular Smooth Muscle,-0.3887978
M11_B001237.gencode.vH29,Vascular Smooth Muscle,-0.37019846
M13_B001234.gencode.vH29,Vascular Smooth Muscle,-0.36969638
M14_B001225.gencode.vH29,Vascular Smooth Muscle,-0.49621242
M17_B001225.gencode.vH29,Vascular Smooth Muscle,-0.31365305
M18_B001225.gencode.vH29,Vascular Smooth Muscle,-0.478896
M19_B001234.gencode.vH29,Vascular Smooth Muscle,-0.31623924
M3_B001227.gencode.vH29,Vascular Smooth Muscle,-0.34991342
M3_B002579.gencode.vH29,Vascular Smooth Muscle,-0.4044497
M4_B001225.gencode.vH29,Vascular Smooth Muscle,-0.4687741
M4_B001234.gencode.vH29,Vascular Smooth Muscle,-0.47898567
M7_B001235.gencode.vH29,Vascular Smooth Muscle,-0.5146722
N10_B001235.gencode.vH29,Vascular Smooth Muscle,-0.45708022
N7_B001224.gencode.vH29,Vascular Smooth Muscle,-0.43737897
N8_B001239.gencode.vH29,Vascular Smooth Muscle,-0.31519812
O13_B001224.gencode.vH29,Vascular Smooth Muscle,-0.39845815
O14_B001235.gencode.vH29,Vascular Smooth Muscle,-0.45558292
O2_B001229.gencode.vH29,Vascular Smooth Muscle,-0.32782856
O3_B001239.gencode.vH29,Vascular Smooth Muscle,-0.43284652
P20_B001223.gencode.vH29,Vascular Smooth Muscle,-0.33437383
P4_B001239.gencode.vH29,Vascular Smooth Muscle,-0.33201486
P5_B001238.gencode.vH29,Vascular Smooth Muscle,-0.3208383
P7_B002580.gencode.vH29,Vascular Smooth Muscle,-0.37623468
A5_B001234.gencode.vH29,Vascular Smooth Muscle,-0.9002155
C14_B001239.gencode.vH29,Vascular Smooth Muscle,-0.92496556
F21_B001239.gencode.vH29,Vascular Smooth Muscle,-0.9258187
I12_B001223.gencode.vH29,Vascular Smooth Muscle,-0.44251892
N18_B001235.gencode.vH29,Vascular Smooth Muscle,-0.9041557
A1_B002579.gencode.vH29,Vascular Smooth Muscle,-0.34406158
A22_B001235.gencode.vH29,Vascular Smooth Muscle,-0.44249853
C2_B001235.gencode.vH29,Vascular Smooth Muscle,-0.45538312
D4_B002592.gencode.vH29,Vascular Smooth Muscle,-0.3324824
E9_B001223.gencode.vH29,Vascular Smooth Muscle,-0.35776046
H10_B001224.gencode.vH29,Vascular Smooth Muscle,-0.3817496
H19_B001237.gencode.vH29,Vascular Smooth Muscle,-0.433078
M14_B001239.gencode.vH29,Vascular Smooth Muscle,-0.3360238
M3_B001237.gencode.vH29,Vascular Smooth Muscle,-0.44433314
P6_B001223.gencode.vH29,Vascular Smooth Muscle,-0.4470931
E14_B001239.gencode.vH29,Pericyte,-0.5815331
P19_B001239.gencode.vH29,Pericyte,-0.58503765
A10_B001239.gencode.vH29,Pericyte,-0.54293877
A18_B001239.gencode.vH29,Pericyte,-0.5752663
A3_B001228.gencode.vH29,Pericyte,-0.5883426
A7_B001228.gencode.vH29,Pericyte,-0.6216256
B1_B001224.gencode.vH29,Pericyte,-0.61284995
B11_B002578.gencode.vH29,Pericyte,-0.6037891
B3_B001229.gencode.vH29,Pericyte,-0.5584377
B4_B001229.gencode.vH29,Pericyte,-0.60460925
B6_B001237.gencode.vH29,Pericyte,-0.63815594
B6_B002580.gencode.vH29,Pericyte,-0.63676727
B7_B001228.gencode.vH29,Pericyte,-0.5855652
B9_B002579.gencode.vH29,Pericyte,-0.564772
C2_B001225.gencode.vH29,Pericyte,-0.6396967
C4_B002580.gencode.vH29,Pericyte,-0.63544875
C8_B001239.gencode.vH29,Pericyte,-0.5671333
D10_B001239.gencode.vH29,Pericyte,-0.58532083
D3_B002579.gencode.vH29,Pericyte,-0.5880878
E1_B001229.gencode.vH29,Pericyte,-0.5886588
E18_B001223.gencode.vH29,Pericyte,-0.6253938
E7_B002579.gencode.vH29,Pericyte,-0.5509792
E8_B001228.gencode.vH29,Pericyte,-0.5741475
F1_B002580.gencode.vH29,Pericyte,-0.64511746
F17_B001239.gencode.vH29,Pericyte,-0.5598665
F18_B001225.gencode.vH29,Pericyte,-0.6387886
F18_B001239.gencode.vH29,Pericyte,-0.5471572
F5_B002580.gencode.vH29,Pericyte,-0.6388212
F7_B001224.gencode.vH29,Pericyte,-0.58655053
F9_B002579.gencode.vH29,Pericyte,-0.5512124
G6_B002580.gencode.vH29,Pericyte,-0.63305223
H4_B001226.gencode.vH29,Pericyte,-0.5723411
H5_B002579.gencode.vH29,Pericyte,-0.53893536
I3_B001228.gencode.vH29,Pericyte,-0.5580032
I7_B001229.gencode.vH29,Pericyte,-0.5796207
J3_B001226.gencode.vH29,Pericyte,-0.5918463
J7_B001226.gencode.vH29,Pericyte,-0.54762536
K2_B001228.gencode.vH29,Pericyte,-0.54928774
K3_B001228.gencode.vH29,Pericyte,-0.5437218
K5_B002579.gencode.vH29,Pericyte,-0.5417038
K5_B002580.gencode.vH29,Pericyte,-0.6397538
K6_B001223.gencode.vH29,Pericyte,-0.6034865
K6_B001226.gencode.vH29,Pericyte,-0.54928887
L1_B001228.gencode.vH29,Pericyte,-0.5770968
L11_B002578.gencode.vH29,Pericyte,-0.59095246
L3_B001224.gencode.vH29,Pericyte,-0.57164085
L3_B001226.gencode.vH29,Pericyte,-0.55531347
L4_B002591.gencode.vH29,Pericyte,-0.593264
L6_B001239.gencode.vH29,Pericyte,-0.5347057
L7_B002579.gencode.vH29,Pericyte,-0.5632893
L8_B001229.gencode.vH29,Pericyte,-0.6037931
M16_B002580.gencode.vH29,Pericyte,-0.61313695
M5_B001225.gencode.vH29,Pericyte,-0.6438134
M6_B001228.gencode.vH29,Pericyte,-0.5588839
M9_B002578.gencode.vH29,Pericyte,-0.5540972
N16_B001225.gencode.vH29,Pericyte,-0.6337701
N2_B001226.gencode.vH29,Pericyte,-0.5436014
N4_B001239.gencode.vH29,Pericyte,-0.5847524
O11_B002578.gencode.vH29,Pericyte,-0.58612084
O2_B002580.gencode.vH29,Pericyte,-0.62791824
O20_B001223.gencode.vH29,Pericyte,-0.5680811
O4_B002593.gencode.vH29,Pericyte,-0.5349422
O5_B001228.gencode.vH29,Pericyte,-0.56708455
O6_B001227.gencode.vH29,Pericyte,-0.6147379
O6_B001228.gencode.vH29,Pericyte,-0.6346759
O8_B001228.gencode.vH29,Pericyte,-0.54697925
O8_B001229.gencode.vH29,Pericyte,-0.58234
P17_B001224.gencode.vH29,Pericyte,-0.59939235
P2_B001229.gencode.vH29,Pericyte,-0.5545827
P2_B002579.gencode.vH29,Pericyte,-0.5849795
P4_B001238.gencode.vH29,Pericyte,-0.6003835
P4_B002578.gencode.vH29,Pericyte,-0.5884247
P6_B001234.gencode.vH29,Pericyte,-0.63663435
B10_B002579.gencode.vH29,Alveolar Epithelial Type 1,-0.6884653
B19_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.7122901
C8_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.70071006
D2_B001228.gencode.vH29,Alveolar Epithelial Type 1,-0.7060989
D6_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.7072106
E10_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.71328926
E19_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.7131521
F3_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.7057929
G16_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.7038093
H3_B001234.gencode.vH29,Alveolar Epithelial Type 1,-0.7063715
I20_B001225.gencode.vH29,Alveolar Epithelial Type 1,-0.7012827
K6_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.7119185
L6_B001225.gencode.vH29,Alveolar Epithelial Type 1,-0.7030629
N2_B001225.gencode.vH29,Alveolar Epithelial Type 1,-0.7124003
N21_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.694032
N4_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.6701089
O9_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.6997299
P1_B001222.gencode.vH29,Alveolar Epithelial Type 1,-0.70639205
C16_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.70215046
A12_B001224.gencode.vH29,Alveolar Epithelial Type 1,-0.6798248
A12_B001225.gencode.vH29,Alveolar Epithelial Type 1,-0.6745454
A12_B001239.gencode.vH29,Alveolar Epithelial Type 1,-0.65817875
A20_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.68311584
A21_B001225.gencode.vH29,Alveolar Epithelial Type 1,-0.68373704
A7_B001224.gencode.vH29,Alveolar Epithelial Type 1,-0.6923364
B17_B001224.gencode.vH29,Alveolar Epithelial Type 1,-0.65817064
B18_B001237.gencode.vH29,Alveolar Epithelial Type 1,-0.69371563
B7_B001235.gencode.vH29,Alveolar Epithelial Type 1,-0.6647379
