,b_age,b_gc,b_memory,b_naive,cd3_gd,cd4_cm,cd4_naive,cd4_tem,cd4_temra,cd4_treg,cd4_trm,cd8_cm,cd8_mait,cd8_naive,cd8_tem,cd8_temra,cd8_trm,dc1,dc2,ilc1,ilc3,macrophage,mast_cell,monocyte_classical,monocyte_nonclassical,nk_cd56br,nk_cd56dim,nk_ilc_precursor,pdc,plasma_cell,plasmablast,progenitor
ENO1,0.2816093506351594,0.30358390269740937,0.2803129976795566,0.0,0.3413766122633411,0.2954114079475403,0.28364686043031756,0.32503586238430393,0.0,0.3670440931474009,0.0,0.29765359240193523,0.30857519180543963,0.28841635296421664,0.3432347486096044,0.2849938465702918,0.0,0.6014283318673411,0.5575212528628688,0.0,0.0,0.49037902970467845,0.0,0.6038013985080104,0.46286869241345313,0.0,0.327912772855451,0.2860240205641716,0.37770776210292695,0.25806451612903225,0.5631379023674996,0.45603891918736117
SLC25A33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.9679372137592684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3CD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLSTN1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNBIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9720770505166823,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9693747028227775,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGD,0.0,0.7938281105410668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7419354838709677,0.7749752882988222,0.0,0.0,0.838927972701288,0.0,0.9169488549232483,0.8557043094788829,0.0,0.0,0.0,0.8039560644857345,0.0,0.7481784436010546,0.767021736791057
DFFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TARDBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8760869714521593,0.8709677419354839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8734153432230796,0.9120300219904992,0.9664218983342571,0.0
EXOSC10,0.0,0.9748895572077844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0
MAD2L2,0.0,0.9578643998792095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9415943084224578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354838709677419,0.0
AGTRAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9775986748356973,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000285646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KIAA2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TNFRSF1B,0.8305663870226953,0.0,0.0,0.0,0.7673840772721076,0.0,0.0,0.0,0.0,0.7668816081939205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460478582689839,0.0,0.0,0.785108785475454,0.0,0.7845114277255151,0.8423459760604366,0.0,0.7769160213009003,0.7419354838709677,0.0,0.0,0.0,0.0
PRDM2,0.9267680375806747,0.928424806364121,0.9259230744454169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032258064516129,0.0
EFHD2,0.40791415014574606,0.4133406589108129,0.0,0.0,0.5228113532066345,0.0,0.0,0.4377439022064209,0.5775404457123049,0.0,0.0,0.4232638632097552,0.41916111207777457,0.0,0.4890793619617339,0.5086196968632359,0.0,0.5272118718393387,0.5074109108217301,0.5766730866124553,0.0,0.5311525925513236,0.0,0.5765553885890592,0.5345179169408737,0.5348817917608446,0.6803739666938782,0.591339732370069,0.40486732221418814,0.0,0.3870967741935484,0.0
PLEKHM2,0.9879100303496083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPEN,0.0,0.9066983365243481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9342988575658491,0.9269018961537269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032258064516129,0.0
SZRD1,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9455102566749819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412011523400584,0.0
NECAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP13A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SDHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032258064516129,0.9101754042410082,0.0,0.0,0.0,0.0,0.0,0.9238985988401598,0.0,0.0,0.0,0.0,0.0,0.9311003742679473,0.0
RCC2,0.0,0.9549084747991254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9565768568746505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354838709677419,0.0
MRTO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AKR7A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463144636923267,0.9171548024300606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309381573430954,0.0,0.9032258064516129,0.0
CAPZB,0.15241762130491196,0.1769783785266261,0.14645692417698522,0.0,0.22631508111953735,0.17898444975576094,0.15008356302015244,0.22660446551538282,0.28261370235873806,0.3006750402912017,0.15516864484356296,0.18528651806616014,0.18118017719637963,0.19597657649747788,0.2365815870223507,0.24801977603666245,0.2043878762952743,0.3581766813032089,0.2728128010226834,0.1493071029263158,0.0,0.32697067529924456,0.0,0.31160155611653484,0.34897283008021696,0.22309183113036618,0.281174567437941,0.16936753449901457,0.16167886410990068,0.0967741935483871,0.13611717185666483,0.12034444270595428
MICOS10,0.0,0.6776445508003235,0.0,0.0,0.0,0.649726104351782,0.6499324114091934,0.0,0.0,0.668699731749873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6744697786146595,0.6642585800540063,0.0,0.0,0.6966019368940785,0.0,0.6932012900229423,0.7112282899118239,0.0,0.0,0.0,0.6399921198045054,0.6129032258064516,0.7668261854879318,0.6286115454089257
DDOST,0.7641419345332731,0.7614695987393779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7425816597477082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7739710788572988,0.7699490285688831,0.0,0.0,0.0,0.0,0.0,0.7419354838709677,0.0,0.0,0.0,0.8083342467584917,0.8081256151199341,0.8790742389617427,0.0
HP1BP3,0.4068652545252154,0.620035461841091,0.3530191163862905,0.0,0.5221630161808383,0.4124975012194726,0.4361240517708563,0.35206123705833187,0.0,0.4610997957568015,0.0,0.45197058300818166,0.369047466785677,0.0,0.5277071152963946,0.0,0.0,0.34260187225957073,0.3939381876299458,0.6681627496596305,0.37678813549780077,0.0,0.0,0.0,0.39121105594019734,0.0,0.37315749929797265,0.48944927800086235,0.4057981121924616,0.3225806451612903,0.3511946701234387,0.35294967312966624
EIF4G3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9899474190127465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0
ECE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
USP48,0.0,0.9337610371651188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9114916151569735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032258064516129,0.9334467784050973,0.0
CDC42,0.03047302653712611,0.11558798628468667,0.03155797912228492,0.0451569922508732,0.11939232772396456,0.09041116122276552,0.0674028992652893,0.08218237661546277,0.08850728696392428,0.12616126768050656,0.07161769174760388,0.08007488712187737,0.056159690503151186,0.04399600913447718,0.1330200626004127,0.10242304494304041,0.07317892966731902,0.13802325148736277,0.17623410686369864,0.13550553783293692,0.17605675228180423,0.19271510262643138,0.026050865650177002,0.26975837253755136,0.23799071388859902,0.10414374259210402,0.149227584561994,0.13627528952014062,0.04722221243766046,0.0,0.02507984830487159,0.023100664538721883
C1QA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9783779401932994,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9894439770329383,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866250445765834,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM1A,0.0,0.9865466913869304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0
HNRNPR,0.7719575762748718,0.8302203186096684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7618155710158809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7716083353565585,0.7747655376311271,0.0,0.0,0.0,0.0,0.0,0.7462742347871104,0.0,0.0,0.0,0.7971667589679841,0.0,0.7947844113073042,0.7419354838709677
E2F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPL11,0.10881284167689662,0.021172302384530346,0.1482669307339576,0.10485637572503859,0.04321503062402048,0.15616053342819214,0.1885220350757722,0.09925409286252913,0.0963144879187307,0.09012100773472939,0.08508812996648973,0.10012407648947931,0.07125883525417696,0.1482229155878867,0.05513531546438894,0.05816305837323589,0.05636342302445443,0.023908918903719996,0.05338887245424332,0.011027059247416834,0.04261767864227295,0.02070277544759935,0.06810372106490596,0.012803233438922514,0.035922119694371375,0.0174799176954454,0.01672612851665866,0.024399782380750103,0.05017413439289216,0.0,0.015753055772473736,0.009793102741241455
ELOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PITHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.9839685232408585
LYPLA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FUCA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNRC2,0.0,0.9463765505821474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9223379281259352,0.9176165711495184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032258064516129,0.0
SRSF10,0.44954496237539476,0.6699909490923728,0.5415388980219441,0.4514073844878904,0.0,0.4758417664035674,0.5171005245177976,0.0,0.5940817056163665,0.46659924522522955,0.0,0.45240454327675605,0.0,0.49573546455752465,0.0,0.0,0.0,0.40674126148223877,0.4604597956903519,0.0,0.0,0.0,0.0,0.0,0.41334474663580617,0.43485608408527987,0.507949871401633,0.5124362341819271,0.5355453721938594,0.3870967741935484,0.5367986021503326,0.4163377650322453
RCAN3,0.0,0.0,0.0,0.0,0.0,0.9032258064516129,0.9100896293117154,0.0,0.0,0.9049684905236767,0.0,0.0,0.0,0.9044307701049312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRRM1,0.09831793654349542,0.2870898131401308,0.14399581378506077,0.179153525060223,0.2004474228428256,0.1339064202001018,0.12950173885591568,0.1553558188100015,0.1836919899909727,0.11924291618408696,0.18393992224047262,0.18150335934854323,0.1634625792503357,0.12199651425884615,0.20742772663793257,0.2006650355554396,0.19939119200552663,0.1364641381848243,0.17059519214014854,0.0,0.07437156669555171,0.0670367883097741,0.04975478110774871,0.06820880405364498,0.08403853639479607,0.18688976572405908,0.2041326799700337,0.2702610069705594,0.19832952176370927,0.03225806451612903,0.09226020113114387,0.061621423690549786
CLIC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.9841446491979784,0.0
RUNX3,0.0,0.0,0.0,0.0,0.7498578275403669,0.0,0.0,0.0,0.0,0.0,0.0,0.7197146011937049,0.7096774193548387,0.0,0.7379538013089088,0.7316738963127136,0.7341060273108944,0.0,0.0,0.7294537924951122,0.0,0.0,0.0,0.0,0.0,0.7290811730969337,0.7526167554240073,0.7839230202859447,0.0,0.0,0.0,0.0
SYF2,0.5978640952417927,0.6037310919454021,0.5851561792435185,0.0,0.0,0.5715917425770913,0.6178827631858087,0.0,0.0,0.5832965104810653,0.0,0.583184588340021,0.0,0.5660923738633433,0.0,0.0,0.0,0.5483444929122925,0.5609297252470448,0.0,0.0,0.519312972022641,0.0,0.5665164243790412,0.5736316365580405,0.0,0.0,0.5668910587987592,0.6085087560838268,0.0,0.5161290322580645,0.0
RSRP1,0.2013543055903527,0.22951779634721817,0.25720181195966657,0.0,0.3568060878784426,0.2261119830992914,0.2276603598748484,0.2938291815019423,0.36397535954752275,0.23235905170440674,0.2991722841416636,0.25948879987962786,0.32423642566127164,0.19657072328752087,0.34781747287319553,0.36426817409453854,0.35374150160820256,0.137464456019863,0.1806429874512457,0.23553565817494546,0.4797250455425632,0.1320827853295111,0.0,0.0,0.18565922783267114,0.44004412428025275,0.44458374092655795,0.38679295009182346,0.2862816087661251,0.0967741935483871,0.12955159717990505,0.09820771025073144
TMEM50A,0.0,0.658133533693129,0.0,0.0,0.7208039433725418,0.0,0.0,0.0,0.0,0.7319910564730244,0.0,0.7065850553974029,0.0,0.0,0.7342645872023797,0.0,0.0,0.6758927414494176,0.6990209760204438,0.0,0.0,0.6944314279863911,0.0,0.0,0.7159661977521835,0.0,0.0,0.0,0.7490131316646453,0.6451612903225806,0.6997519923794654,0.0
LDLRAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
STMN1,0.0,0.955114193501011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.8576982521241711,0.0,0.0,0.0,0.0,0.0,0.9074306238082147,0.0,0.8775078558152721,0.8689667428693464
ZNF593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9498968393571915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354838709677419,0.9756963522203507,0.0
