,Activated_CD4,Activated_CD8,Arterial,Arterial capillary,Basal,Bmem,Chief,Contamination,Enterocytes,Enterocytes_Intermediate,Enteroendocrine_CHGA,Enteroendocrine_GAST,Enteroendocrine_GHRL,Erythrocyte,Foveolar_Differentiated,Foveolar_Intermediate,Goblet,IgA1_IGKappa,IgA1_IGLambda,IgA2High_IGKappa,IgG_IGM_IGKappa,IgG_IGM_IGLambda,Intermediate,Intestinal_Undifferentiated,Macrophages,Macrophages_Activated,Mast_Cells,Mast_Cells_Activated,Monocytes,NK-cells_Gastric,NK-cells_Intestine,Naïve,Naïve_FCMR,Neck-Cells,Parietal,S1,S2,S3,SMG,Superficial,Suprabasal,Th1_Th17_TReg,Tmem,Venous,cDC1,gdT,pDC
ENSG00000197530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9212330683417942,0.9474708191726519,0.9410126662772634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9130434782608695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9146091341972351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162585,0.0,0.0,0.0,0.0,0.0,0.0,0.8982116074665732,0.0,0.0,0.0,0.0,0.9400784386240918,0.892924762290457,0.0,0.0,0.8913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8981030881404877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9239739179611206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157916,0.0,0.0,0.0,0.0,0.0,0.0,0.833627761706062,0.0,0.8260869565217391,0.8448653869006945,0.0,0.0,0.0,0.0,0.0,0.8586225587388744,0.0,0.0,0.0,0.0,0.0,0.0,0.9051746635333352,0.8404090469298156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8407574542190718,0.0,0.0,0.0,0.0,0.0,0.9247405256914056,0.8644317038681196,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814874270687932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116251,0.5350127712540005,0.2469131350517273,0.15000367164611816,0.1701368845027426,0.2669622561205988,0.3715626714022263,0.16761370586312335,0.0,0.1567199424557064,0.43987369278202887,0.2143602060235065,0.30702189388482465,0.1631115532439688,0.0,0.0,0.2742429582969002,0.3104781923086747,0.08695652173913043,0.08958901918452719,0.19492920196574667,0.0,0.11107474176780037,0.18601074426070505,0.587777994249178,0.18095933224843896,0.30013380361639935,0.3814320642015208,0.3649476170539856,0.28042021782501886,0.20544434241626575,0.25500289642292523,0.42233397908832715,0.2653314315754434,0.3183220495348391,0.11678035233331763,0.4807081442812215,0.21481456056885098,0.29874092988345935,0.3804740555908369,0.1212544700373774,0.2509787056757056,0.35524755327597907,0.23612036653186963,0.3053949190222699,0.4438494521638621,0.20679520524066428,0.3222944308882174
ENSG00000097021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171735,0.0,0.0,0.0,0.0,0.0,0.0,0.7544240964495618,0.0,0.8053957897683849,0.8505700113980666,0.0,0.7878158455309661,0.8425361876902373,0.0,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.7461815541205199,0.8394721616869387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7956887574299522,0.0,0.0,0.0,0.873779859231866,0.750246102395265,0.0,0.766744808010433,0.0,0.0,0.7835261886534484,0.0,0.0,0.0
ENSG00000116288,0.0,0.0,0.0,0.0,0.7266065167344135,0.0,0.7100392307924188,0.0,0.0,0.6870635398056196,0.7417063764903856,0.8141375287719395,0.7323511048503544,0.0,0.0,0.7300354773583619,0.0,0.0,0.0,0.6876341454360796,0.0,0.6521739130434783,0.6694048435791679,0.7097323394340017,0.0,0.0,0.0,0.0,0.0,0.7366365233193273,0.7766684604727704,0.0,0.0,0.7266303365645201,0.0,0.0,0.0,0.0,0.6785777833150781,0.0,0.7378922972990118,0.0,0.0,0.6747880578041077,0.0,0.0,0.0
ENSG00000074800,0.0,0.0,0.0,0.6044041682844576,0.8488722145557404,0.0,0.5869565217391305,0.0,0.7015998959541321,0.6691642701625824,0.6054439674253049,0.0,0.6105354752229608,0.0,0.0,0.6754392502100571,0.0,0.0,0.0,0.0,0.0,0.0,0.8246047730031221,0.699755327857059,0.7263064799101456,0.6338801371014636,0.0,0.0,0.6458443377328955,0.6618799657925315,0.774955100339392,0.0,0.0,0.6065902463767839,0.0,0.0,0.0,0.0,0.6688603706981825,0.6312363536461539,0.8939661124478215,0.0,0.0,0.6379929884620335,0.0,0.0,0.0
ENSG00000142583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9725365794223287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9657558915407761,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162444,0.0,0.0,0.9550762215386266,0.958078138206316,0.0,0.0,0.0,0.9732649507729904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688745439052582,0.9347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9531195215556932,0.9659638288228408,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162496,0.0,0.0,0.0,0.0,0.0,0.0,0.9782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9928991496562958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142634,0.0,0.0,0.0,0.0,0.0,0.0,0.8511375214742578,0.0,0.8801890197007552,0.8571024187233137,0.0,0.0,0.0,0.0,0.959966892781465,0.926313297904056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8478260869565217,0.0,0.0,0.0,0.0,0.0,0.927399420219919,0.0,0.0,0.0,0.8733817688796831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000238142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9040314606998278,0.8973790497883506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8829028373179229,0.8875950419384501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652173913043,0.9432669955751171,0.0,0.0,0.0,0.0,0.0,0.9092140379159347,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162482,0.0,0.0,0.0,0.0,0.0,0.0,0.910462375568307,0.0,0.9458476227262745,0.8796185060687687,0.0,0.0,0.0,0.0,0.0,0.9240537765233413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8770632614260134,0.984995072302611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053371,0.0,0.0,0.0,0.0,0.0,0.0,0.8264954401099164,0.0,0.8957237717897996,0.8789157064064689,0.0,0.0,0.8366755247116089,0.0,0.0,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.8527195194493169,0.8798337488070779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8380745053291321,0.0,0.0,0.0,0.0,0.0,0.0,0.8569600271142047,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077549,0.0,0.0,0.0,0.7536863503248795,0.0,0.0,0.0,0.0,0.7034694967062577,0.7338113810705102,0.0,0.0,0.6972015331620756,0.0,0.0,0.781559951927351,0.0,0.0,0.0,0.0,0.0,0.0,0.8230697940225187,0.7141061515911765,0.866392872903658,0.7113641630048337,0.0,0.0,0.7267211105512537,0.6956521739130435,0.0,0.0,0.0,0.69642283346342,0.0,0.0,0.0,0.0,0.0,0.764015582592591,0.802815344022668,0.0,0.0,0.7549469781958539,0.0,0.0,0.0
ENSG00000173436,0.0,0.0,0.0,0.0,0.0,0.0,0.6956521739130435,0.0,0.7503342369328374,0.8486408656058104,0.7348188926344332,0.7770805734655132,0.7034016653247501,0.0,0.0,0.7992145885591921,0.7475668295570042,0.0,0.0,0.0,0.0,0.0,0.7470048821490743,0.8465462080810381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7143336832523346,0.9119115808735723,0.0,0.0,0.7251582184563512,0.7043070819066919,0.0,0.7840046623478765,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9302444574625596,0.9140900930632716,0.0,0.0,0.0,0.0,0.0,0.0,0.8927247355813566,0.0,0.0,0.0,0.0,0.0,0.0,0.9104552217151808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9765752657600071,0.0,0.0,0.0,0.0,0.8913043478260869,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9819628596305847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814151175644087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9136379633260809,0.9285584856634554,0.8934530836084614,0.9039264956246251,0.0,0.0,0.0,0.9428192999051965,0.0,0.0,0.0,0.0,0.0,0.0,0.8913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983086417550626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000244038,0.0,0.0,0.0,0.0,0.0,0.0,0.9100019309831702,0.0,0.0,0.9173516190570333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8913043478260869,0.0,0.9385832353778507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9381592999333921,0.0,0.0,0.0,0.0,0.0,0.0,0.9013635878977568,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9130434782608695,0.9327519225037616,0.0,0.9556251336698947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923242740009142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9223200290099435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142798,0.0,0.0,0.0,0.9782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9864226657411327,0.0,0.0,0.0
ENSG00000070831,0.0,0.5970628080160721,0.5357916782731595,0.6013840903406558,0.3620025450768678,0.49185946583747864,0.3953052072421364,0.0,0.3997340344864389,0.4549244007338648,0.4828440689522287,0.0,0.4578558698944423,0.0,0.4355839205824811,0.5970658141633739,0.41362050564392755,0.0,0.0,0.0,0.0,0.34782608695652173,0.5035343001718107,0.42521870395411615,0.0,0.5797275745350382,0.0,0.545358630626098,0.0,0.7687167810357135,0.6683989633684573,0.5044752799946329,0.5196803704552029,0.4913088355375373,0.0,0.0,0.0,0.36011189222335815,0.4207620491152224,0.501853337754374,0.48330566157465393,0.0,0.6178510759187781,0.5633477413136027,0.0,0.46746818267780804,0.3779852869717971
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863121859405352,0.9782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9889735501745472,0.9782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9861233972984812,0.9782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9067232518092446,0.8913043478260869,0.0,0.0,0.8928358321604521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9009029904137487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9035719348036725,0.0,0.0,0.0,0.0,0.0,0.0,0.9221602069294971,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204219,0.0,0.0,0.0,0.0,0.0,0.0,0.8811193134473718,0.0,0.0,0.8996680806512418,0.0,0.0,0.0,0.0,0.0,0.8854268633801005,0.9099007210005885,0.0,0.0,0.0,0.0,0.0,0.0,0.9071114685224451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898708234662595,0.0,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117318,0.0,0.0,0.8321703711281652,0.9001526625260062,0.0,0.872334616339725,0.0,0.0,0.0,0.842112862545511,0.0,0.0,0.0,0.0,0.0,0.8043478260869565,0.8373978656271229,0.0,0.0,0.8100024073020272,0.0,0.0,0.0,0.8134618233079496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8290208681769993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9063218637653019,0.0,0.0,0.0
ENSG00000142676,0.3802682679632436,0.21893938080124234,0.049208567194316696,0.05640896377356156,0.327903617983279,0.3826583235160164,0.21172074779220248,0.08530764994413956,0.09123810737029366,0.19215054486108862,0.1630291822163955,0.10748692310374716,0.1243934022343677,0.0,0.023765030114547066,0.21715822686319766,0.12183358099149622,0.024424621592397274,0.026341378688812256,0.0985699581063312,0.03135875644891158,0.043850131656812584,0.16042637436286264,0.280738837045172,0.1982443825058315,0.10229840226795363,0.3534698201262433,0.36534522279449133,0.13432028112204178,0.15447453571402509,0.1989701455054076,0.4047064353590426,0.310230931510096,0.32361164689064026,0.15756069447683252,0.15815938555676004,0.10045974150947902,0.06988985382992288,0.18936876369559247,0.021739130434782608,0.2919011232645615,0.2762838472490725,0.17139998467072196,0.1645870532678521,0.3488113115663114,0.1492947625077289,0.10526836955029031
ENSG00000057757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709224156711412,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9670142453649769,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9611280858516693,0.9566625654697418,0.0,0.0,0.0,0.0,0.0,0.0,0.9007659191670625,0.8913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9257770958154098,0.0,0.0,0.0,0.0,0.0,0.9009665717249331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
