,cardiac muscle cell,endothelial cell,fibroblast,leukocyte,mesothelial cell of epicardium,neuron,smooth muscle cell
ENSG00000117859,1.173890861798656,0.0,1.3269422815529963,0.8066974785585584,1.0801736273137514,1.2218177648754138,1.0412056434752668
ENSG00000078618,0.7514421042383302,0.639639068765594,0.8053971376455658,0.7893974816639651,0.7510756718205045,0.0,0.7638733071059655
ENSG00000157077,0.4455528430513036,0.0,0.6185914507291034,0.0,0.0,0.0,0.0
ENSG00000134744,1.1233262812380824,0.7219722346966309,0.978791134268653,0.6266230001908353,0.9105731634109517,0.869741764736256,0.9941085526768677
ENSG00000162378,0.5147000273809826,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121310,1.0718838656514076,0.0,1.58534760225042,0.0,0.0,0.0,0.7736723260305169
ENSG00000116171,0.4946433984322752,0.0,0.5664838119987463,0.0,0.0,0.0,0.0
ENSG00000174348,0.0,0.0,0.5584517215351261,0.0,0.0,0.0,0.0
ENSG00000116209,0.2855647358114176,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157216,0.8352546344694436,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162390,1.4615928119727832,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184313,0.6984147902607883,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162402,0.7564352828474501,0.5515720889270765,0.7062268035080204,0.8174419225649022,0.8987633806694001,0.0,0.6542707468029177
ENSG00000162407,0.8541438273315685,1.0895585202358111,0.8739048375135683,0.0,0.0,0.0,0.0
ENSG00000162409,1.742515414233238,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187889,0.5047176250524689,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173406,0.44844255413408124,0.0,0.0,0.0,0.8967796425318525,1.5007035108298967,0.0
ENSG00000162601,0.5897523202743176,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172456,0.6170154612136098,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134716,0.7184842767514334,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162599,2.1551646837262743,2.3110155917230655,2.8940572991381828,1.5373093603609798,2.041759519180636,1.724087446587511,1.827602466927067
ENSG00000162604,0.4548109025126453,0.0,0.7039544878576196,0.0,0.0,0.0,0.6939155248159545
ENSG00000132849,1.9647082170388814,0.0,0.0,0.0,0.0,0.0,0.8276400565891517
ENSG00000116641,0.39321624979422354,0.0,0.4818497874501496,0.0,0.0,1.4934528091442827,0.6327554245820859
ENSG00000142856,0.4813145440000026,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000079739,0.7350135907143813,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185483,1.5889836943579456,0.0,0.0,0.0,0.0,1.539671445131247,0.0
ENSG00000162437,0.3203402212417642,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162434,1.062671844156287,1.542436579367318,2.0105801727953785,1.5043759933811471,2.06507031004295,1.3855141603172885,2.0303947064420367
ENSG00000162433,0.3998440921573335,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116675,0.0,0.0,0.0,0.0,0.0,1.0708273947392561,0.9887318826400224
ENSG00000116678,0.0,0.685774274993619,0.0,0.0,0.0,0.0,0.0
ENSG00000184588,0.0,0.0,0.0,0.5063298892312159,0.0,0.0,0.0
ENSG00000118473,0.0,0.0,0.7202963687181863,0.0,1.8757399833325639,0.0,0.0
ENSG00000198160,0.3997552849523617,0.0,0.5901071521975285,0.0,0.7413577859238017,0.0,0.6719172143354111
ENSG00000116704,0.20631578943555337,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142864,0.29213121888234705,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172380,0.0,0.0,0.6393839357667541,0.0,0.0,0.0,0.0
ENSG00000232284,0.3960879536139845,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116729,0.6318378434189629,0.0,0.0,0.7130190659831237,0.0,0.0,0.5004192259539473
ENSG00000033122,0.0,0.0,0.0,0.0,0.0,1.5146466458475758,0.0
ENSG00000116754,0.7658144939563833,1.0291403887543416,1.4304030707675315,1.1957981490103715,1.286847890407016,1.136396344829352,1.2354932462549308
ENSG00000118454,0.4474252399666079,0.0,0.5663909020224713,0.0,0.0,0.0,0.5732456856481991
ENSG00000132485,1.0521549072841325,1.0050539599807784,1.40079596569926,0.914437894733539,1.2255272749933952,1.025537520389007,1.1626385069933853
ENSG00000172260,0.0,0.0,3.279296127410284,0.0,0.0,3.4870363111265643,0.0
ENSG00000254685,0.3837610385876732,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116783,3.085058379137083,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000237324,0.6016216179762186,0.0,0.0,0.0,0.0,0.0,0.0
