,"Alveolar epithelial cells, type 1","Alveolar epithelial cells, type 2",B cells,Basal cells,"CD8+ enriched T, common subtype","Chondrocytes, cartilage cells","Ciliated cells, major (common) subtype","Ciliated cells, secretory-like","Dendritic cells, conventional (myeloid)","Dendritic cells, plasmacytoid","Endothelial cells, arterial","Endothelial cells, capillary, aerocyte-enriched","Endothelial cells, capillary, common","Endothelial cells, lymphatic","Endothelial cells, smooth muscle-like","Endothelial cells, venous; fenestrated","Fibroblasts, adventitial-enriched","Fibroblasts, alveolar-enriched","Fibroblasts, common subtype","Fibroblasts, matrix and myofibroblasts","Glandular, mucous cells","Glandular, serous cells","Glial, Schwann cells",Hybrid cells,Intermediate cells,Ionocytes,"Macrophages, M1-2 intermediate","Macrophages, inflammatory, M1-like","Macrophages, non-inflammatory, M2-like",Mast cells,Monocytes,Myoepithelial cells,Natural killer cells,Neuroendocrine cells,Neutrophils,Pericytes,Plasma cells,Pre-ciliated (deuterosomal) cells,"Secretory cells, major (common) subtype","Secretory cells, mucous","Smooth muscle cells, airway-enriched","Smooth muscle cells, vascular enriched 1","Smooth muscle cells, vascular enriched 2","T cells, central memory and naïve","T cells, interferon-stimulated","T cells, resident memory","T cells, undefined",T-NK intermediate cells,Terminal airway-enriched secretory cells,Undetermined or mixed
ANKRD65,0.0,0.0,0.0,0.0,0.0,0.0,0.32440298533804657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1901606533265268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402064119799805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3977235512581687,0.37980833147425186,0.0,0.0,0.0,0.0,0.0,0.0,1.5233138284173102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286932433077442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSU72,0.0,0.37485513490729405,0.0,0.2225146165978639,0.0,0.17482210296111145,0.38496074537564384,0.229949853638978,0.0,0.0,0.0,0.0,0.0,0.0,0.3367013611825295,0.0,0.21422394202965456,0.0,0.0,0.0,0.0,0.0,0.0,0.39535271505580943,0.3548768124951718,0.0,0.0,0.0,0.2780088161615484,0.0,0.0,0.0,0.0,0.35257831661264305,0.0,0.0,0.0,0.41498349929020195,0.0,0.18487993687961313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP23B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15960067299114628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2926307090971342,0.40185436603309926,0.0,0.0,0.0,0.0,0.40578484571976675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1896551374258548,0.0,0.0,0.0,0.43506427905145695,0.2530859444978614,0.0,0.0,0.0,0.0,0.4232477557699589,0.0,0.0,0.0,0.1415142801842459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP74,0.0,0.0,0.0,0.0,0.0,0.0,0.2969900116873777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12455119567819925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12786521072522744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKCZ,0.8973692287029924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAAP20,0.0,0.11374254569939639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23967285326542032,0.0,0.23148094144803028,0.0,0.0,0.0,0.0,0.0,0.0,0.15720165994820984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10012190728715595,0.0,0.0,0.0,0.19084549836869336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07765242639279694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORN1,0.0,0.0,0.0,0.0,0.0,0.0,0.17705765905216952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10785023104876854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09546136531448621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RER1,0.0,0.1313888962974708,0.0,0.0,0.0,0.27787899963991625,0.3563625173868125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287583170265962,0.0,0.5030183536633112,0.17352627352705371,0.0,0.0,0.0,0.0,0.0,0.32442923266176343,0.3280747039767604,0.0,0.0,0.33261643833496873,0.34571567004711035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39967979547921584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07702044884132517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11322701351194242,0.0,0.0,0.0,0.3286609041138516,0.14086691786618954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNAB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2147987721671531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22,1.146396120856107,1.6834839162112434,1.8715231785040225,1.6766376831098748,1.1962374842775154,1.4255742619203704,0.94345816242175,1.0872550140298418,1.4410051010604252,1.5076859479308826,1.4969265389517676,0.9367668102147602,1.1242641165853609,1.6186428149486798,1.5576322375399576,1.6517020365541262,1.421747199308438,1.5392708164244218,1.4883234564529726,1.8799670464830482,1.4803427010373187,1.36508640590284,0.0,1.2030069798146759,1.6532369975324273,0.9930805055756493,1.409145346114994,1.0374066117209686,1.2864178328923201,1.5633890854033832,1.326689249100275,1.412524130035973,1.2480132014515424,1.1199261200231538,0.0,1.0072924172927562,0.7821418739611135,1.4771696989912728,1.3068033827075018,1.1857225696454727,1.5048553659188917,1.505521857521431,1.5624691345384634,1.890797872095398,1.8776826306669838,0.984139144324753,1.1996414435704632,1.2742392025445823,1.3995407650860872,0.0
KLHL21,0.0,0.0,0.0,0.22620265452478108,0.0,0.5086345679036663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22193407626337597,0.3111114871533238,0.0,0.0,0.3181969847355508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMTA1,0.0,0.15666450719430358,0.0,0.32925413521713226,0.0,0.29328564551432423,0.0,0.0,0.0,0.0,0.22483827122978428,0.0,0.0,0.0,0.4335335659448664,0.0,0.2289798821472397,0.0,0.0,0.0,0.0,0.0,0.0,0.2695459976831038,0.312732725140508,0.6132850153065461,0.0,0.17333660022581698,0.16325110640360208,0.0,0.0,0.0,0.0,0.304926705274008,0.0,0.0,0.0,0.3259354999953097,0.0,0.0,0.4904645097103435,0.0,0.4595781221192318,0.0,0.0,0.0,0.0,0.0,0.14587649013697052,0.0
VAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20453657135837258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11014129607099421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARK7,0.5102036196144181,0.6592217485723859,0.0,0.6727652257423274,0.0,0.7719986619895581,0.8740687289095272,0.8060489107619072,0.5599074529469694,0.9475611584714847,0.4635547351207473,0.0,0.0,0.6735410629979688,0.7463524013097281,0.5745357488829135,1.1001757616693577,0.9150311458890759,0.6875370887155687,0.8137575118279182,0.5105711079961466,0.0,0.0,0.7526800670954409,0.874305745433239,1.105592422742823,0.4239916831921404,0.5671045166206918,0.6755181125240861,0.0,0.2977759471652767,0.48283544015351604,0.0,0.7161778811903494,0.0,0.0,0.0,1.1986492095900245,0.44736940815619625,0.43699915232569897,0.9792116713978949,0.8154569402108915,0.8966803986912596,0.0,0.0,0.0,0.0,0.0,0.44428535587115103,0.0
ERRFI1,0.0,0.43714317288223736,0.0,0.937116900713122,0.0,0.7342797059205664,0.21405770847032496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20648188818750363,0.0,0.0,0.0,0.0,0.0,0.0,0.7381037624044638,0.7383826294845708,0.0,0.0,0.0,0.0,0.0,0.0,0.495305747697792,0.0,0.31453976661066385,0.0,0.0,0.0,0.26163139916965544,0.0,0.4809032301543608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5387769398625524,0.0
RERE,0.0,0.0,0.0,0.0,0.0,0.0,0.19561535872812322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20290904799980364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22286769662612166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1746081678224571,0.0,0.0,0.0,0.19608169754570076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO1,0.9570220638088971,1.1352929124802447,0.0,0.8595920189196965,0.0,0.811106320676371,0.30605107980450563,0.09434861130529287,1.0370939546951576,0.0,0.3553652120701112,0.0,0.0,0.0,0.6128894484919346,0.7067124852679771,1.1174629297516412,0.7807924410825147,0.0,0.5693809109862498,0.4932405644083896,0.0,0.0,0.419769060278938,0.9419316983107884,0.670801474927675,1.0147598287011976,1.4791151671994451,0.9471351974038642,0.0,1.0912466771703295,0.9145557957585416,0.0,0.2745337336706944,0.0,0.0,0.0,0.8865689126753834,0.2794156942990257,0.19081329735717487,0.8043903361250071,0.3487376541925785,0.3868079339786331,0.0,0.7042905296246991,0.0,0.0,0.0,0.6588459778371638,0.0
SPSB1,0.0,0.0,0.0,0.18742417087080218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1563245937268781,0.2545290481541973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14503696760199492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2480518332147405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLSTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.2694918066065919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202104993543759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1746081678224571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNBIP1,0.5408951936620059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11227301308688768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36130361230757424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0922566027577829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05634252824813378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18434317045927012,0.0,0.0,0.4719786496764241,0.480136689703708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0908794031694101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASZ1,0.0,0.0,0.0,0.0,0.0,0.0,0.27327659088475786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19755696820856533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARDBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10930370807708398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249288946096524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22182810943731682,0.0,0.6654956806645234,0.2916315494220604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO2,0.0,0.0,0.0,0.0,0.0,0.6726569280711509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGTRAP,0.0,0.0,0.0,0.0,0.0,0.0,0.2694918066065919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281602783990218,0.0,0.0,0.0,0.0,0.0,0.0,0.15937195608741186,0.0,0.0,0.0,0.34858585169502854,0.20452922107728608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35073991893051026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07135865235357725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4460646084679733,0.0,0.0,0.0,0.0,0.0,0.09991142214672295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5356466243955016,0.0,0.0,0.9289026637494032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS3,0.0,0.0,0.0,0.3491026863989337,0.0,0.0,0.2045625562497328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25632026551644654,0.3052634178808914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511194451973926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12826357067748867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDPN,0.0,0.0,0.0,0.0,0.0,0.3395078293912493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30262666188304793,0.0,0.0,0.8455819451224602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM2,0.0,0.0,0.47832270713501834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23986573748685264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.5404753671654285,0.33249220134256097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21309499558191677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22425596454852798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.2553679883784815,0.22676328278144212,0.8157959853026369,0.0,0.0,0.0,0.0,0.0,0.11208218339667643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22538583776097706,0.5325038945291074,0.1372825012704502,0.5898831092699898,1.105641915122486,0.8710937182175094,0.0,1.0241024452606031,0.0,0.7448644616598126,0.6271046346138993,1.4338426710179688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2953234646120235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
