,ABCs,Alveolar macrophages,Classical monocytes,Cycling,Cycling T&NK,DC1,DC2,Erythroid,Erythrophagocytic macrophages,ILC3,Intermediate macrophages,Intestinal macrophages,MAIT,MNP/B doublets,MNP/T doublets,Mast cells,Memory B cells,NK_CD16+,NK_CD56bright_CD16-,Naive B cells,Nonclassical monocytes,Plasma cells,Plasmablasts,Progenitor,T/B doublets,T_CD4/CD8,Teffector/EM_CD4,Tem/emra_CD8,Tfh,Tgd_CRTAM+,Tnaive/CM_CD4,Tnaive/CM_CD4_activated,Tnaive/CM_CD8,Tregs,Trm/em_CD8,Trm_Tgd,Trm_Th1/Th17,Trm_gut_CD8,pDC
ENSG00000008130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.9775934250731217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078369,0.0,0.0,0.0,0.9034339958115628,0.0,0.8607064265953867,0.8421052631578947,0.8624319653762015,0.0,0.0,0.9134504700961866,0.8832508137351588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8843646833771154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9924204490686718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.9563119913402357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9544932057982997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9477995383112054,0.0,0.0,0.0,0.0,0.9612036488558117,0.0,0.0,0.0,0.0,0.0
ENSG00000235169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116251,0.18073591433073344,0.16636063707502266,0.12683679555591784,0.08728175414235968,0.07759817493589301,0.1754589143552278,0.14982456439419797,0.2480638795777371,0.07115108245297481,0.07364179899818019,0.08140910299200761,0.05263157894736842,0.12165401797545583,0.19920668476506284,0.10453957162405315,0.15403046733454653,0.19129467167352376,0.07282299273892452,0.09484716936161644,0.20384109804504796,0.09965629169815465,0.06122806511427227,0.07691099612336409,0.20348191888708816,0.0679243708911695,0.0,0.21212760398262426,0.10416814371159203,0.10627099871635437,0.10302515406357615,0.2935692918928046,0.27064237939684016,0.2931364900187442,0.10486575176841334,0.10070144345885829,0.0,0.10708486876989666,0.11659076496174461,0.11759747486365468
ENSG00000116237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.9897372863794628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000097021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982507155129784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116288,0.4550756906208239,0.6011334547871038,0.4645417442447261,0.45326972321460124,0.5804690859819713,0.5541485657817439,0.5035395700680582,0.6627289056777954,0.0,0.5010496550484708,0.45541992156129135,0.45106371609788193,0.0,0.0,0.4645975012528269,0.0,0.0,0.48203237433182566,0.47110242592661006,0.0,0.4758300436170478,0.4473684210526316,0.5978741677183854,0.5669429412013606,0.0,0.0,0.45551647167456777,0.0,0.0,0.0,0.0,0.0,0.0,0.48692422164113897,0.0,0.0,0.0,0.49028261868577255,0.7223480108537172
ENSG00000142599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074800,0.2855921340616126,0.43689553831752975,0.44769625601015595,0.5684980373633536,0.48056623182798686,0.44888809793873835,0.46669014347226995,0.31828048982118307,0.44943893896906,0.43833129656942266,0.47978395380471883,0.0,0.30476557424193934,0.0,0.4137280865719444,0.0,0.0,0.3053190896385594,0.303908286910308,0.0,0.3761477470397949,0.2763048535899112,0.4244908862992337,0.5860505998134613,0.2631578947368421,0.0,0.29897259567913254,0.29787315820392807,0.0,0.3020330463585101,0.3001304582545632,0.0,0.34186360239982605,0.32931626941028397,0.31123898531261246,0.0,0.31765265998087433,0.37453055852337885,0.0
ENSG00000178585,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142657,0.0,0.8475645639394459,0.8397987108481558,0.8179343091814142,0.0,0.0,0.7653659895846718,0.8373365590446874,0.0,0.0,0.0,0.80367479983129,0.0,0.0,0.0,0.9109358395400801,0.0,0.0,0.0,0.0,0.8073722343695792,0.0,0.7631578947368421,0.802232480362842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120948,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.9849140236252233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116649,0.0,0.0,0.0,0.0,0.0,0.9210526315789473,0.0,0.9469991906693107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9347958972579554,0.9546295514232234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9819989549486261,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116670,0.0,0.0,0.0,0.0,0.9521413727810508,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9640669038421229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177674,0.0,0.0,0.9360814643533606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210526315789473,0.0,0.0,0.0,0.0,0.9587987849586889,0.0,0.0,0.0,0.0,0.9251966884261683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000028137,0.6553282596563038,0.0,0.7412579373309487,0.6695505537484822,0.6531073294187847,0.0,0.6843952913033334,0.631578947368421,0.0,0.0,0.76958346210028,0.6511659433967188,0.0,0.0,0.7273506710403844,0.0,0.0,0.6805798364313025,0.0,0.0,0.7667296262163865,0.0,0.0,0.0,0.0,0.0,0.0,0.6925177119280163,0.0,0.6843901119734112,0.0,0.0,0.0,0.6687649253167605,0.0,0.0,0.6564578994324333,0.0,0.0
ENSG00000116731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142634,0.0,0.0,0.7064673618266457,0.0,0.6514534652233124,0.66233040470826,0.6438046144811731,0.0,0.0,0.6573085377090856,0.7220637280690042,0.6502426501951719,0.0,0.0,0.631578947368421,0.0,0.0,0.7910887269597304,0.6679625150404478,0.0,0.7108085735848075,0.0,0.0,0.0,0.0,0.0,0.0,0.7286548363535028,0.0,0.6467132348763315,0.0,0.0,0.0,0.0,0.6436749477135507,0.0,0.6470482380766618,0.0,0.0
ENSG00000116786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.9815760082320163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9526021935437855,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9542240531821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000037637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000055070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000219481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117118,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.9530900763837915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9518321031018308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127481,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053371,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984856450244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077549,0.2846851082224595,0.0,0.41576511765781204,0.41199903739126104,0.4392747533948798,0.3314270345788253,0.34766012900754023,0.2717085417948271,0.3918418319601762,0.34250665808978836,0.3701519134797548,0.28560557490900945,0.32455762122806747,0.0,0.43114179529641805,0.5557425398575632,0.0,0.3361418827583915,0.33881313549844844,0.0,0.44329148217251424,0.0,0.2631578947368421,0.3148530392270339,0.26418168764365346,0.0,0.31658995151519775,0.32059267947548314,0.0,0.31882331873241226,0.30216627999355916,0.0,0.3684752771728917,0.3787967170539655,0.33893825819617823,0.0,0.35346136751927826,0.4362446320684333,0.0
ENSG00000173436,0.0,0.0,0.8189178046427275,0.8717153260582372,0.7631828251637911,0.7858473062515259,0.7448878209841879,0.86372604181892,0.0,0.0,0.0,0.7502038086715498,0.0,0.0,0.7850815810655293,0.0,0.0,0.0,0.0,0.0,0.8361180801140634,0.0,0.7669832831934879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000244038,0.0,0.0,0.0,0.0,0.7806633052073026,0.7631578947368421,0.7647492713049838,0.8176256433913582,0.0,0.8236257590745625,0.0,0.782807762685575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8242504173203519,0.8624086332948584,0.8130741072328467,0.7705550005561427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127483,0.0,0.0,0.0,0.7081738726088875,0.8338050152126112,0.7080242759303043,0.6842105263157895,0.7691407360528645,0.0,0.0,0.0,0.7382744927155344,0.0,0.0,0.6989265837167439,0.0,0.0,0.0,0.0,0.0,0.7028542286471317,0.0,0.7645140886306763,0.7850122875288913,0.0,0.0,0.0,0.0,0.7042871007793828,0.79361713089441,0.0,0.0,0.0,0.0,0.0,0.0,0.7463685305495011,0.0,0.0
ENSG00000075151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9600266751490141,0.0,0.0,0.0,0.925218939781189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210526315789473,0.9349681844836787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000070831,0.0,0.2539583899472889,0.26986114445485565,0.3270574196388847,0.2741271304456811,0.23975833309324165,0.26144629246310186,0.20272496813221982,0.2744498943027697,0.4027855741350274,0.2639944741600438,0.24524857966523422,0.2411584712957081,0.0,0.3389553898259213,0.4349486341601924,0.0,0.28787359909007426,0.2254561091724195,0.21442775663576627,0.34993030209290354,0.18421052631578946,0.21063937168372304,0.2778988888389186,0.20429525406737076,0.0,0.2831793254927585,0.2785147381456275,0.26283480305420726,0.24891478136966103,0.25582377377309296,0.0,0.22406378858967832,0.2733880406931827,0.2681793445035031,0.0,0.2685815754689668,0.22029961724030345,0.0
ENSG00000173372,0.0,0.9332261697242135,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.9547523511083502,0.0,0.0,0.9342204034328461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.897891314406144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.9540847100709614,0.0,0.0,0.9496011843806819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.9482129843611466,0.0,0.0,0.0,0.0,0.0,0.0,0.9705372217454409,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9874560456526907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125944,0.0,0.0,0.0,0.0,0.8883325175235146,0.0,0.8421052631578947,0.8574945910980827,0.0,0.0,0.0,0.8488795067134657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8536051747046018,0.872290208151466,0.0,0.0,0.0,0.0,0.9311373939639643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142676,0.12558985227032712,0.10741366995008368,0.06773666802205537,0.045470322433270906,0.05094085084764581,0.10196954639334428,0.0881496997256028,0.16844580675426282,0.039837267838026345,0.09433947111430921,0.05082465629828604,0.02631578947368421,0.07180974828569513,0.1521255546494534,0.06891056581547386,0.059827947302868494,0.17659531612145274,0.04659370685878553,0.059881244835100676,0.16854023305993332,0.06967769327916597,0.036833879194761575,0.05910327716877586,0.14105572669129623,0.07275051976505079,0.0,0.15662454303942228,0.07868054822871559,0.10294690414478905,0.06316391104146053,0.20901773791564138,0.11490868110405772,0.181418251050146,0.09848933627730921,0.07558999563518323,0.06067568377444619,0.08040022850036621,0.09371269533508703,0.08653661138133
ENSG00000057757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179163,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.990508634793131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189266,0.0,0.0,0.0,0.0,0.9248852996449721,0.9210526315789473,0.0,0.9396654210592571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9621502286509463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188529,0.0,0.0,0.0,0.7105263157894737,0.7825511976292259,0.7169030136183688,0.0,0.8381953349238948,0.0,0.791536072367116,0.0,0.7836895961510507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859569066449216,0.0,0.0,0.7483548835704201,0.798087781981418,0.0,0.0,0.0,0.0,0.7275415847176,0.0,0.0,0.0,0.0,0.7485067091490093,0.0,0.0,0.0,0.755928674810811,0.0
