,C_BEST4,C_EEC,C_ISC,C_TA,C_earlyACC,C_goblet,C_lateACC,C_secretory_prog,C_tuft,SI_AE2,SI_BEST4,SI_EEC,SI_FAE,SI_ISC,SI_TA,SI_TA2,SI_earlyAE,SI_goblet,SI_intermAE,SI_matureAE,SI_paneth,SI_secretory_prog,SI_tuft
ENSG00000173404,5.211587697267532,0.973106557672674,6.208597345785662,712.4728338068181,8.005708269097589,4.502430975437164,14.4193350862373,36.630812409249216,3.6576258675618605,6.749298556284471,5.221666233106093,0.9786646041003141,3.4616702524098484,4.521418203007091,39.4839102788405,4.025459238074043,5.232236228205941,3.61640771410682,6.645675046877428,7.782058518041264,3.5915675407106225,11.185962316664783,3.429533738981594
ENSG00000171105,1.8666890399022535,1.0213427191430873,1.2386656457727605,1.7769663008776577,1.063662220131267,1.1313349279490383,2.9262529367750343,2.038287720896981,1.2158160534772007,6.5674884861165825,1.0693117651072415,1.1102367747913708,1.0780733254822819,1.4577239101583308,2.7524891820820896,1.0802562047134747,1.2099497887221249,1.9594223418019034,2.334589578888633,1.0248708074743098,1.3605084310878406,1.1021270616488024,2.652402151714672
ENSG00000016082,2.90208440748128,1.0174056020649997,3.9649173346432773,4.465987552296031,4.496461789716374,2.4603319709951226,10.872876622460105,5.057641625404358,1.9374919723380695,3.976827033541419,2.927929236130281,2.308016999201341,1.885116777636788,2.5770194069905714,9.000038927251643,2.1288322562521156,3.0089781528169457,1.9640887108716099,4.248466589234092,4.7190451161427935,2.027497787367214,2.8630705096504907,1.8803284493359653
ENSG00000140678,0.8857567798007618,0.7454403096979315,1.6636503392999822,5.342531941153786,2.2961766096678646,0.7170832698995416,1.4200973185625942,0.8683458945967935,0.6901971833272413,2.0663703219457106,0.7566446797414259,0.741971877488223,0.6942131302573464,0.6925353489138864,0.9150911461223256,0.6889658895405856,0.9813802784139459,0.6959764171730388,2.2730439603328705,1.7596655217084018,0.7064066475087946,0.7385374741120772,0.7164932299743999
ENSG00000150093,0.8089522448453036,0.88620279322971,3.0642890252850274,0.8296715779737993,0.9351467679847371,1.7993531985716387,0.8064022985371676,1.003725371577523,0.8983767249367454,0.88549250906164,0.9238484095443379,0.8056927485899492,0.8365877026861365,2.5867879715832798,1.9970425313169307,4.532949924468994,3.3383464840325443,1.3755469620227814,3.417946747758172,4.544135169549421,1.276463801210577,0.8121254552494396,0.8224954469637438
ENSG00000179914,1.417835983363065,1.184242457151413,1.6210129125551744,1.8751114281741055,1.6839814348654314,1.1176916306669062,2.591909885406494,1.450215529311787,1.1864460625431754,1.7508121728897095,1.3901661417701028,1.1927337185903029,1.1874663152477958,1.3227645727721127,1.8015652109276166,1.2172047820958225,1.5255610048770905,1.0223298885605552,1.8739204623482444,1.9713123738765717,1.0220287821509622,2.3877600133419037,1.1912560896439985
ENSG00000158764,3.236197300932624,2.4885937679897654,3.1771578815850345,5.997658114541661,4.452333642677828,3.13772454586896,5.489876755259254,6.086628306995738,2.8814377188682556,3.7864708331498234,3.257836588404395,2.4707389744845303,2.6542190448804335,2.9272817942229183,4.597083858468316,3.096985407850959,3.232409330931577,2.853275323455984,3.563837073066018,4.017418942668221,1.0144948796792463,3.30741903998635,2.6910934204405006
ENSG00000136156,1.3762642416087063,1.4930856552991,1.278807602145455,2.8871335007927637,1.1202330697666516,1.1086372462185947,1.4320790252902291,2.6339535415172577,1.000734879211946,0.9917920773679559,1.003811933777549,2.766276925802231,0.990017132325606,63.692491401325576,1.2010263610969891,2.3305670591917904,14.57127142494375,1.3149927637793801,1.0547023307193408,0.9892663169990886,1.1554911488836461,1.5143144672567195,1.0795412388714878
ENSG00000143543,1.0457059117880734,0.918361181562597,11.463740869001908,1.4817979471250013,1.730226914991032,0.8949679732322693,3.857296109199524,1.0926170024004849,6.01298066702756,6.037459974939173,1.209597877480767,0.9216642298481681,0.9135638041929766,6.369040895592082,1.6055859327316284,0.9116502810608257,1.7103342684832485,0.9521365328268572,2.2404271174560892,1.7508641481399536,1.2213814664970746,0.9865257794206793,0.8947958783669905
ENSG00000180509,2.876110689206557,1.0387868285179138,1.7364245707338506,14.830639048056169,1.1504715355959805,10.95926251465624,1.0500395487655292,1.3068890300664036,1.078984181989323,1.0848497043956409,18.300661260431465,1.0367212918671695,1.0451858748089184,1.5619264028289102,1.362014805728739,1.1457501568577506,1.6841395416043021,1.0580090175975452,1.0965765010226856,1.0692353411154314,1.1394739123907955,6.253036233511838,1.0622863661159168
