,DC1,DC2,Differentiated_KC,F1,F2,F3,ILC1_3,ILC1_NK,ILC2,Inf_mac,LC,LE1,LE2,Macro_1,Macro_2,Mast_cell,Melanocyte,MigDC,Mono_mac,NK,Pericyte_1,Pericyte_2,Plasma,Schwann_1,Schwann_2,Tc,Th,Treg,Undifferentiated_KC,VE1,VE2,VE3,migLC,moDC
ID3,0.0,0.0,0.0,0.7225503162904219,0.7747133590958335,0.696969696969697,0.7138567097259291,0.0,0.0,0.0,0.0,0.7774098714192709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7393146825559211,0.0,0.8234945246667573,0.8192303867051096,0.0,0.0,0.0,0.0,0.779488079475634,0.699759689244357,0.8191597696506616,0.0,0.0
CLIC4,0.0,0.0,0.0,0.8673457160140529,0.0,0.8484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.8562432491418087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8841025431950887,0.0,0.0,0.0,0.0,0.0,0.9105880603645787,0.8917741901946791,0.0,0.0,0.0
RUNX3,0.0,0.0,0.0,0.0,0.0,0.0,0.9815840955936548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697
STMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8656548370014537,0.9235310428070299,0.0,0.0,0.0,0.8996486736066414,0.0,0.0,0.0,0.0,0.0,0.0,0.8566382960839705,0.8573151917168589,0.8484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD52,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.8362863009626215,0.0,0.852207722085895,0.0,0.8592587221752513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8434365644599452,0.8434839736331593,0.875877113053293,0.0,0.0,0.0,0.0,0.0,0.0
SFN,0.0,0.0,0.9728269215786096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0
IFI6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THEMIS2,0.8855390801574244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8978286566156329,0.0,0.0,0.0,0.8787878787878788,0.9186853441325101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918693022294478
SNHG12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9718043370680376,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAPTM5,0.5494413610660669,0.5832126646330862,0.0,0.0,0.0,0.0,0.5645714239640669,0.6022369500362512,0.6104085373155999,0.0,0.6020295656088627,0.5663533915172924,0.0,0.6548428246469209,0.5183113379911943,0.6773273493304397,0.0,0.4850867011330344,0.5929666396343347,0.6178318966518749,0.0,0.0,0.48484848484848486,0.0,0.0,0.6317608808026169,0.659293071790175,0.6337105126091929,0.0,0.0,0.0,0.0,0.49058899554339325,0.0
SERINC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TINAGL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCK,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9218933022383488,0.9103272557258606,0.9448585871494177,0.0,0.0,0.0,0.0,0.0,0.0
MARCKSL1,0.853089917789806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8536668203093789,0.0,0.0,0.0,0.0,0.9527041695334695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8781042406053254,0.0,0.8484848484848485,0.9380106293793881
GJB3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.9839623191139915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAP2,0.8190382574543809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8318717714511987,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.8779899929509019,0.9005234747221975,0.0,0.0,0.0,0.0,0.8283711762139292,0.8281096834124941
SLC2A1,0.0,0.0,0.9445528189341227,0.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9767749797214161,0.0,0.0,0.0,0.0,0.0
TIE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974680629643527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0
PLPP3,0.0,0.0,0.0,0.8590865749301333,0.829849898815155,0.8399225328907822,0.0,0.0,0.0,0.0,0.0,0.0,0.7885017557577654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8650196429454919,0.8366721597584811,0.0,0.0,0.8341596379424586,0.0,0.0,0.0,0.0,0.0,0.7878787878787878,0.0,0.0,0.0
TACSTD2,0.0,0.0,0.9709791974587874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0
JUN,0.0,0.5466123421986898,0.6066201744657574,0.4951084617412452,0.6416954867767565,0.45454545454545453,0.0,0.0,0.0,0.0,0.4586293372240933,0.6810994238564463,0.4671948154767354,0.0,0.6206177292448102,0.0,0.5196598154125791,0.0,0.0,0.0,0.5557088165572195,0.6718179023627079,0.5220058542309385,0.46413105726242065,0.7355066537857056,0.0,0.0,0.0,0.6683931693886266,0.5323591033617655,0.47698088125749066,0.6819803732814211,0.0,0.0
LEPR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8872489116408608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787878787878788,0.9097815842339487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8943626591653535,0.9231157537662622
GADD45A,0.0,0.0,0.0,0.8692209919293722,0.8456881100481207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8236372488917727,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.8342564376917753,0.0,0.0,0.8255889849229292,0.8297950842163779,0.0
DNAJB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9733336296948519,0.0,0.0
ADGRL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953880275740768,0.953181656924161,0.9393939393939394,0.0,0.0
MCOLN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9823446743416063,0.0
CCN1,0.0,0.0,0.0,0.0,0.9213193366021821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9246566548491969,0.9201341343648506,0.9090909090909091,0.0,0.0
LMO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8918950973135052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787878787878788,0.0,0.0,0.0,0.8898916461250999,0.0,0.9088231198715441,0.887449222983736,0.0,0.0,0.0
TGFBR3,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9914704507047479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916445558721369,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930253034288233,0.9319177775671987,0.0,0.0,0.0
CNN3,0.0,0.0,0.0,0.696969696969697,0.6984067378622113,0.7318401824344288,0.0,0.0,0.0,0.0,0.0,0.7446698835401824,0.8122752579775724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7947769688837456,0.0,0.0,0.8573576211929321,0.7392934614961798,0.0,0.0,0.0,0.0,0.709218827160922,0.7226844068729517,0.7100822528203329,0.0,0.0
S1PR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CD53,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.8316781015107126,0.7958951050584967,0.7738516854517388,0.0,0.0,0.0,0.0,0.7274388129060919,0.0,0.0,0.0,0.0,0.7424415169340192,0.7934829863634977,0.0,0.0,0.0,0.0,0.0,0.7778216076619697,0.7685900420853586,0.7500674778764899,0.0,0.0,0.0,0.0,0.0,0.0
RHOC,0.5586602200161327,0.0,0.5622285026492495,0.5454545454545454,0.5459519534400015,0.0,0.0,0.0,0.0,0.5512284726807566,0.0,0.6847143317713882,0.7860239455194185,0.6028129024939104,0.0,0.0,0.0,0.6729852773926475,0.625189949165691,0.0,0.630541772553415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8146786545262192,0.825902364470742,0.6688934618776495,0.6504085226492449,0.7226717056650104
PTPN22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND2C,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914919679815119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936743393088832,0.9329360886053606
CD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399866407567804,0.9393939393939394,0.9496812188264095,0.0,0.0,0.0,0.0,0.0,0.0
TXNIP,0.0,0.0,0.0,0.0,0.0,0.0,0.6941794048656117,0.6553293737498197,0.7910823280161078,0.0,0.0,0.0,0.6096311410268148,0.5284781726923856,0.0,0.0,0.0,0.0,0.5632140817064227,0.7506113558104544,0.5481840805573897,0.0,0.0,0.5828588767485186,0.0,0.623272079409975,0.7693008346991106,0.6588248158946182,0.5203550819194678,0.5622372229894003,0.5329553015304335,0.6746817899472786,0.0,0.5151515151515151
PDE4DIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9252072590770144,0.0,0.0,0.0,0.0,0.9554829471039049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9103200544010509,0.9090909090909091
ECM1,0.0,0.0,0.0,0.9510676282824893,0.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9670017578385093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSS,0.7575757575757576,0.7591610912120703,0.0,0.7829508293758739,0.0,0.7651509498104905,0.0,0.0,0.0,0.0,0.8468630097129128,0.0,0.819066817110235,0.8852332830429077,0.7986987449906089,0.0,0.0,0.0,0.8001467567501646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSK,0.0,0.0,0.0,0.9581963076735988,0.9569032878586741,0.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A10,0.1960096973361391,0.34074840581778326,0.13273873834898978,0.11193630912087181,0.2834716619867267,0.10790104396415479,0.19728860168746024,0.13845191218636252,0.13638073386568011,0.11866666692675966,0.4393367044853442,0.38326068357987836,0.26135052334178577,0.24787235982490308,0.15304182514999853,0.14548248775077588,0.2814147887807904,0.24933775807871963,0.2726080056392785,0.08495890191107085,0.06448790882572983,0.0,0.06060606060606061,0.12726608550909793,0.06246270916678689,0.20784531578873144,0.167763762401812,0.17526585405523126,0.2918794534423135,0.0,0.10571206699718129,0.19855281981554898,0.3540116259545991,0.27056578795115155
S100A11,0.06923457528605606,0.22582925088477857,0.41560934709780145,0.16541109121207034,0.22184216434305365,0.19629618073954727,0.22640010443600742,0.14301968704570422,0.13522010319160693,0.08902313853755142,0.35529133767792676,0.10962801991087018,0.48285412246530707,0.4697698878519463,0.276268128192786,0.2906775853850625,0.15463884129668726,0.19092997095801614,0.452802477460919,0.0,0.11731317910281094,0.0,0.06060606060606061,0.1408417152635979,0.1817045139543938,0.11449144645170732,0.09855431679523352,0.09179638732563365,0.3575068477428321,0.12493630250295003,0.1747039592627323,0.09656164321032437,0.34597834493174695,0.386427640914917
S100A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9904993664134633,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A6,0.08090321403561217,0.22304640574888748,0.0,0.10596806172168616,0.31541091203689575,0.08341522469665065,0.23112092596111874,0.08072757359706995,0.14830830783555002,0.033658959648825905,0.16303639520298352,0.27332187060153845,0.32236687522945984,0.340702676411831,0.12328372940872655,0.4073712572906957,0.030303030303030304,0.12148544463244351,0.17010074853897095,0.042223874366644654,0.10162937099283392,0.17090260260032886,0.05267455361106179,0.3603824322873896,0.0958391825358073,0.1771084341135892,0.12369041551243175,0.13697884118918216,0.03749175143964363,0.09817123413085938,0.2085002606565302,0.18591815594470862,0.12876111630237463,0.08932722698558461
S100A4,0.3507402683749343,0.5379805962244669,0.0,0.33396454832770606,0.46974068518840906,0.3333333333333333,0.5082180608402599,0.5148840347925822,0.5297615672602798,0.0,0.6650298382296707,0.3621441505172036,0.0,0.5474251851891027,0.46805230415228644,0.6570851315151561,0.0,0.0,0.5087669564015938,0.4497891700629032,0.0,0.4495072130000953,0.0,0.4188864610411904,0.38870363705085986,0.4908949985648646,0.45924401825124567,0.6297153595722083,0.0,0.0,0.0,0.0,0.4448403390971097,0.41358747807416046
S100A2,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9946179227395491,0.0,0.0,0.0,0.0,0.0
S100A16,0.0,0.0,0.9101810094081995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8362089052344813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.8519054452578226,0.8250655477697199,0.8667038335944667,0.8217258886857466,0.0,0.0
S100A14,0.0,0.0,0.9839455196351716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0
S100A13,0.0,0.0,0.0,0.8484848484848485,0.9022575562650507,0.8543234268824259,0.0,0.0,0.0,0.0,0.0,0.8600634824145924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8635346744999741,0.8965890443686283,0.0,0.0
PBXIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947164976235592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.9630134503046671,0.0,0.0,0.0,0.0,0.0,0.0
EFNA1,0.0,0.0,0.9097375815564935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9247008182785728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.9157508160128738,0.0,0.0,0.0
RAB25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRABP2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH2D2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9789599667895924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYHIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.9938509626822039,0.0,0.0
FCER1A,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9838398098945618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
