,Adipocyte,Endothelial cell (lymphatic),Endothelial cell (vascular),Fibroblast,Immune (B cell),Immune (DC/macrophage),Immune (NK cell),Immune (T cell),Immune (mast cell),Myocyte (cardiac),"Myocyte (cardiac, cytoplasmic)",Pericyte/SMC,Schwann cell
TXNIP,1.4556597,0.0,0.0,0.0,2.0188892,0.0,0.0,0.0,0.0,1.4732987,0.0,0.0,0.0
PDE4DIP,1.5431219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0532413,2.6273441,0.0,0.0
S100A6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.161333,0.0,2.2269728
S100A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5162625,0.0,0.0
ASH1L,1.4821765,0.0,0.0,0.0,2.4108315,0.0,0.0,0.0,0.0,1.4437599,0.0,0.0,0.0
RGS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3425183,0.0
PBX1,2.3104074,0.0,0.0,1.9416366,0.0,0.0,0.0,0.0,0.0,1.7197176,0.0,0.0,0.0
MGST3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0703511,0.0,0.0
CD247,0.0,0.0,0.0,0.0,0.0,0.0,3.395127,0.0,0.0,0.0,0.0,0.0,0.0
RCSD1,0.0,0.0,0.0,0.0,2.1360438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCAF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9916867,0.0,0.0,0.0
ATP1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3792114,0.0,0.0
RABGAP1L,0.0,0.0,0.0,0.0,2.8637195,0.0,2.911056,2.8050528,0.0,2.92301,0.0,0.0,0.0
RASAL2,0.0,1.9639536,2.7777603,0.0,0.0,0.0,0.0,0.0,0.0,2.011509,0.0,2.8133588,0.0
RALGPS2,0.0,0.0,0.0,0.0,2.8766727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL1,0.0,0.0,0.0,0.0,3.3234844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XPR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033296,0.0,0.0,0.0
GLUL,1.2390066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMC1,2.0797915,0.0,0.0,2.6665244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9048942,0.0,0.0,0.0
C1orf21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4909147,0.0,0.0,0.0
NIBAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04387,0.0,0.0,0.0
NEK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3444496,0.0,0.0,0.0
PTPRC,0.0,0.0,0.0,0.0,2.421814,0.0,2.7735267,3.0294108,0.0,0.0,0.0,0.0,0.0
TNNT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2641258,4.4811506,0.0,0.0
NAV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6059271,0.0,0.0,0.0
PPP1R12B,1.3673235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9529939,1.6003273,0.0,0.0
KDM5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9204623,0.0,0.0
ATP2B4,1.4938545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.558342,0.0,0.0,0.0
RHEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0538797,0.0,0.0,0.0,0.0
SRGAP2,0.0,0.0,0.0,0.0,0.0,2.299038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0S2,2.8910708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESRRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6432085,0.0,0.0,0.0
MTARC1,1.6866597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1661016,0.0,0.0,0.0
CDC42BPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4143496,0.0,0.0,0.0
OBSCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8991486,0.0,0.0,0.0
ACTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0874224,0.0,0.0
DISC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198321,0.0,0.0,0.0
NID1,0.0,0.0,0.0,2.200788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5376508,2.5872047,0.0,0.0
RYR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6093493,2.478969,0.0,0.0
SDCCAG8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414739,0.0,0.0,0.0
AKT3,0.0,1.4597057,2.406347,2.6466115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2380693,1.9465997
EFCAB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1743801,0.0,0.0,0.0
SMYD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.579154,1.3790632,0.0,0.0,0.0
NCOA1,0.0,0.0,0.0,1.7716298,0.0,0.0,0.0,0.0,0.0,1.535358,0.0,0.0,0.0
HADHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4237311,1.8460512,0.0,0.0
OST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6647761,0.0,0.0
TRIM54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9332398,0.0,0.0,0.0
BABAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3015177,0.0,0.0,0.0
LCLAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1022253,0.0,0.0,0.0
BIRC6,1.3673235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4930514,0.0,0.0,0.0
LTBP1,0.0,0.0,0.0,1.8250191,0.0,0.0,0.0,0.0,0.0,1.9710102,0.0,0.0,0.0
SOS1,1.8566861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.148896,0.0,0.0,0.0
MAP4K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6226069,0.0,0.0,0.0
SLC8A1,0.0,0.0,0.0,0.0,0.0,2.5012891,0.0,0.0,0.0,4.141856,0.0,0.0,0.0
CAMKMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85398185,0.0,0.0,0.0
PRKCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3754432,0.0,0.0,0.0
EPAS1,0.0,0.0,2.7380033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRXN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3307366
ACYP2,1.3688512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.776779,0.0,0.0,0.0
SPTBN1,2.3936636,2.665072,2.6688116,2.2072425,0.0,0.0,0.0,0.0,0.0,1.8895514,0.0,0.0,0.0
RTN4,1.9110774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP34,1.2390066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5433149,0.0,0.0,0.0
COMMD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2871939,0.0,0.0,0.0
EHBP1,2.407036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0353637
WDPCP,1.895535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9787151,0.0,0.0,0.0
MDH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0134745,0.0,0.0
MEIS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8321243,0.0,0.0,0.0
AAK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0859437,0.0,0.0,0.0
ZNF638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8817266,0.0,0.0,0.0
EXOC6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8548582,0.0,0.0,0.0
TMSB10,0.0,2.131728,2.7471774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELMOD3,2.0432854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNLY,0.0,0.0,0.0,0.0,0.0,0.0,3.1282532,0.0,0.0,0.0,0.0,0.0,0.0
SMYD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7863632,0.0,0.0,0.0
COX5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.031286,0.0,0.0
EIF5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7496172,0.0,0.0
AFF3,0.0,0.0,0.0,0.0,3.2647429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPAS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.638876,0.0,0.0,0.0
TBC1D8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4775479,0.0,0.0,0.0
RNF149,0.0,0.0,0.0,0.0,0.0,2.387506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1305337,1.9251993,0.0,0.0
LIMS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76293325,0.0,0.0,0.0
DBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.760777,0.0,0.0
CLASP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4348408,0.0,0.0,0.0
MZT2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6866597,0.0,0.0
NCKAP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4830977,0.0,0.0,0.0
MGAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6437415,0.0,0.0,0.0
RAB3GAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8866315,0.0,0.0,0.0
ARHGAP15,0.0,0.0,0.0,0.0,3.1582322,1.5948858,2.5168512,3.2112277,3.0560234,0.0,0.0,0.0,0.0
ZEB2,2.3557978,0.0,0.0,0.0,0.0,3.1429856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBD5,1.4758968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7242467,0.0,0.0,0.0
FMNL2,1.5043886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9380656,0.0,0.0,0.0
BAZ2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0661017,0.0,0.0,0.0
RBMS1,1.2310519,0.0,0.0,2.1665335,0.0,0.0,0.0,0.0,0.0,1.4669143,0.0,0.0,0.0
FIGN,1.5616077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4685209
SCN7A,0.0,0.0,0.0,2.7403724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2830715
STK39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0576246,0.0,0.0,0.0
CERS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1288521,0.0,0.0,0.0
UBR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6318907,0.0,0.0,0.0
SLC25A12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6321113,0.0,0.0,0.0
MAP3K20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6938705,1.7182144,0.0,0.0
ATP5MC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7627995,0.0,0.0
TTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5877204,4.374463,0.0,0.0
CCDC141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5861701,0.0,0.0,0.0
PDE1A,0.0,1.8052187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCRL,1.5961318,2.453653,2.114244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFPI,0.0,3.2048843,0.0,1.9309744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL5A2,1.818935,0.0,0.0,2.2470975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK17B,0.0,0.0,0.0,0.0,2.1360438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HECW2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3265884,0.0,0.0,0.0
ANKRD44,0.0,0.0,0.0,0.0,3.108851,2.0465076,2.8109076,3.036935,2.7862883,0.0,0.0,0.0,0.0
PLCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9043448,0.0,2.414422,0.0
NDUFB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.707782,0.0,0.0
CFLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8067062,0.0,0.0,0.0
TRAK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1527365,0.0,0.0,0.0
CDK15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9531016,0.0,0.0,0.0,0.0
BMPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1478668,0.0,0.0,0.0
NBEAL1,1.6866597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1483817,0.0
PARD3B,1.7564029,2.021387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0465277,0.0,0.0,0.0
NRP2,0.0,1.9229517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1272798,0.0,0.0,0.0
ERBB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6769695,0.0,0.0,0.0
FN1,0.0,0.0,0.0,2.0061994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNS1,1.8566861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9219681,1.197917,0.0,0.0
DES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.171388,0.0,0.0
DOCK10,0.0,0.0,0.0,0.0,2.5823014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGFG1,0.0,0.0,0.0,0.0,0.0,2.0050936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC19A3,1.6295782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPHKAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574229,0.0,0.0,0.0
PID1,0.0,0.0,0.0,2.6564083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INPP5D,0.0,0.0,0.0,0.0,0.9460891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9157976
COL6A3,0.0,0.0,0.0,2.33321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRFIP1,0.0,1.9545308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8035223,0.0,0.0,0.0
CHL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.635429
SETD5,1.6891749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1497798,0.0,0.0,0.0
CIDEC,1.8333589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG7,0.0,0.0,0.0,0.0,0.0,2.5753508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPARG,3.7143528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7968187,0.0,0.0,0.0
IQSEC1,0.0,0.0,0.0,0.0,2.0188892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLCL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8546703,0.0,0.0,0.0
TBC1D5,1.4938545,0.0,0.0,0.0,0.0,2.3198662,0.0,0.0,0.0,1.7214125,0.0,0.0,0.0
UBE2E2,2.721329,0.0,0.0,0.0,0.0,2.0816321,0.0,0.0,0.0,2.1456003,0.0,0.0,0.0
THRB,1.8728182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6302382,0.0,0.0,0.0
RBMS3,3.264731,2.7499142,3.0163913,3.6257672,0.0,0.0,0.0,0.0,0.0,1.832212,0.0,3.6527915,2.7575455
TGFBR2,0.0,2.8701086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLASP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6062456,0.0,0.0,0.0
LRRFIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3248446,0.0,0.0,0.0
GOLGA4,1.4285367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8557751,0.0,0.0,0.0
ITGA9,0.0,2.3900535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71761453,0.0,0.0,0.0
SCN5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2298515,0.0,0.0,0.0
EIF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8640168,0.0,0.0
TRAK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1113049,0.0,0.0,0.0
LRRC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.739947,0.0,0.0,0.0
MYL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1195683,0.0,0.0
MAP4,1.258146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3631759,1.9587042,0.0,0.0
RBM6,1.3565243,0.0,0.0,0.0,0.94251806,0.0,0.0,0.0,0.0,1.278153,0.0,0.0,0.0
DOCK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3276062,0.0,0.0,0.0
TNNC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22782,0.0,0.0
CACNA2D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1651897,0.0,0.0,0.0
SLMAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050332,0.0,0.0,0.0
FHIT,1.9066731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6795855,0.0,0.0,0.0
PTPRG,3.7243648,0.0,3.7935848,2.8163085,0.0,0.0,0.0,0.0,0.0,2.8087075,0.0,3.3622894,0.0
CADPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3806584,0.0,0.0,0.0
MAGI1,2.222875,3.1178734,2.5131946,0.0,0.0,0.0,0.0,0.0,0.0,3.1313903,0.0,0.0,0.0
FRMD4B,0.0,2.863541,0.0,0.0,0.0,2.8934307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0649219,0.0,0.0,0.0
FOXP1,2.0552638,3.0208871,2.6601107,1.926451,2.630381,2.8480182,0.0,2.2343366,3.0755208,2.1516209,0.0,0.0,0.0
PDZRN3,2.256228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5252688,0.0,0.0,0.0
GBE1,2.5881526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7744708,0.0,0.0,0.0
