,Diff. Keratinocytes,EpSC and undiff. progenitors,Erythrocytes,Lymphatic EC,Macrophages+DC,Melanocytes,Mesenchymal fibroblasts,Pericytes,Pro-inflammatory fibroblasts,Secretory-papillary fibroblasts,Secretory-reticular fibroblasts,T cells,Vascular EC
RPS8,0.22977068523565927,0.1749123732248942,0.0,0.13676542043685913,0.08491139113903046,0.0833534449338913,0.09989881018797557,0.127489705880483,0.11109893520673116,0.09012508392333984,0.08333333333333333,0.0836638609568278,0.11761770645777385
PRDX1,0.2565393348534902,0.3071367194255193,0.0,0.2751214603583018,0.32627882063388824,0.38275477786858875,0.16666666666666666,0.21437947948773703,0.2067895382642746,0.1765980323155721,0.1944924145936966,0.0,0.22483776013056436
UQCRH,0.4981554001569748,0.4690924634536107,0.0,0.4769148528575897,0.4166666666666667,0.4671563059091568,0.44874722758928937,0.4755578388770421,0.0,0.0,0.0,0.0,0.44757821162541706
CMPK1,0.8464192450046539,0.8333333333333334,0.0,0.0,0.0,0.9107035944859186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCP2,0.0,0.0,0.0,0.9166666666666666,0.0,0.9789253572622935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM59,0.2529986749092738,0.2665545145670573,0.0,0.29833723107973736,0.0,0.38152343531449634,0.33785447974999744,0.25,0.31744466722011566,0.37984971205393475,0.3772092213233312,0.0,0.26148754358291626
PLPP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7523402472337087,0.75,0.8319331357876459,0.8048209697008133,0.0,0.0
TACSTD2,0.9166666666666666,0.9202175885438919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUN,0.2619974265495936,0.3289700696865718,0.0,0.31962643067042035,0.0,0.29311298330624896,0.2901769429445267,0.4033556977907817,0.29686738550662994,0.2839367240667343,0.25,0.0,0.3921191642681758
NFIA,0.0,0.0,0.0,0.917180726925532,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0
LEPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9328595201174418,0.9166666666666666,0.0,0.0
SERBP1,0.612836092710495,0.6225465635458628,0.0,0.5370723456144333,0.0,0.5333374639352163,0.5,0.5182631860176722,0.0,0.0,0.0,0.0,0.5521155446767807
GADD45A,0.5887637188037237,0.7827269633611044,0.0,0.5833333333333334,0.0,0.5966339061657587,0.0,0.0,0.0,0.6251968046029409,0.0,0.0,0.7218028406302134
GNG12,0.0,0.9166666666666666,0.0,0.0,0.0,0.9449302355448405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF11,0.6870626956224442,0.7124624500672022,0.0,0.6666666666666666,0.0,0.7154440929492315,0.6964661379655203,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GNG5,0.5833333333333334,0.6281870106856028,0.0,0.5903651465972265,0.6459665050109228,0.6132967472076416,0.0,0.0,0.0,0.0,0.0,0.0,0.6027609407901764
CCN1,0.0,0.8594672332207361,0.0,0.0,0.0,0.0,0.849325363834699,0.0,0.0,0.8333333333333334,0.0,0.0,0.0
SELENOF,0.0,0.0,0.0,0.8889398276805878,0.0,0.8333333333333334,0.9278014451265335,0.0,0.0,0.0,0.0,0.0,0.0
RPL5,0.1515300323565801,0.15101274847984314,0.0,0.1366166869799296,0.08333333333333333,0.09717118243376414,0.10634771486123402,0.1697454353173574,0.10647150874137878,0.08901821573575337,0.08489039540290833,0.09442113836606343,0.11319964627424876
DR1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP29,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9240047385295233
CNN3,0.0,0.0,0.0,0.6693509916464487,0.0,0.0,0.6952823996543884,0.6087585836648941,0.5924157649278641,0.5833333333333334,0.0,0.0,0.5935463309288025
PRPF38B,0.8501408199469248,0.8579754581054052,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNAI3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMTOR5,0.7642960747083029,0.7682121843099594,0.0,0.6865951418876648,0.0,0.8306722690661749,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
CAPZA1,0.8917309542497,0.8560827225446701,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOC,0.0,0.0,0.0,0.8430917461713155,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.8405331820249557
OLFML3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CSDE1,0.8487652738889059,0.8605108062426249,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP1A1,0.7700037062168121,0.776275023818016,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8435194144646326
MCL1,0.5940354814132055,0.5703042348225912,0.0,0.0,0.6431986341873804,0.5292411496241888,0.0,0.504871740937233,0.0,0.0,0.0,0.633640299240748,0.5
ENSA,0.9608633319536845,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSK,0.0,0.0,0.0,0.0,0.0,0.0,0.7834071119626363,0.0,0.75,0.7685086379448572,0.8256942431131998,0.0,0.0
S100A10,0.11005073289076488,0.12825505435466766,0.0,0.234616885582606,0.19703550140062967,0.16658726334571838,0.18742206195990244,0.08333333333333333,0.1665246138970057,0.2169975737730662,0.23765111962954202,0.14101802309354147,0.13470716774463654
S100A11,0.3466198444366455,0.33249759177366894,0.0,0.08900611599286397,0.23820140957832336,0.26393639544645947,0.11936349173386891,0.08333333333333333,0.16362953186035156,0.12560629844665527,0.2035031964381536,0.09984936813513438,0.10767338176568349
S100A6,0.08333333333333333,0.10395570596059163,0.0,0.1875079224507014,0.18975600600242615,0.14464479188124338,0.2165523817141851,0.16610289613405863,0.2420023779074351,0.2778788357973099,0.30764233072598773,0.14493445555369058,0.1725886364777883
S100A4,0.08333333333333333,0.08680741488933563,0.0,0.17737935483455658,0.31619179248809814,0.1357799619436264,0.2261297106742859,0.2585665434598923,0.23026098807652792,0.2352887491385142,0.2831668456395467,0.3507511516412099,0.15004003047943115
S100A2,0.7402240335941315,0.8608687768379847,0.0,0.6778417428334554,0.0,0.7265821794668833,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
S100A16,0.8192579050858816,0.7960396905740103,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761069655418396
S100A14,0.8917031536499659,0.8718870629866918,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A13,0.0,0.0,0.0,0.632423922419548,0.0,0.5833333333333334,0.0,0.0,0.6864602267742157,0.6491332749525706,0.701355958978335,0.0,0.61725581685702
ILF2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JTB,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.9559646099805832,0.0,0.0
RPS27,0.12183514734109242,0.11900757253170013,0.0,0.09762960175673167,0.09579427043596904,0.08333333333333333,0.0861849586168925,0.0873493750890096,0.10984435677528381,0.09017477929592133,0.08692895372708638,0.18603476385275522,0.08596222599347432
TPM3,0.0,0.0,0.0,0.7580128808816274,0.7835723310709,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8210364729166031
KRTCAP2,0.0,0.0,0.0,0.9496678610642751,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSR2,0.5,0.5062994708617529,0.0,0.5247523486614227,0.0,0.5536133050918579,0.6820134768883387,0.0,0.0,0.0,0.642067571481069,0.6483668635288874,0.0
LMNA,0.08333333333333333,0.0884670615196228,0.0,0.11289605498313904,0.14356846113999686,0.14950635532538095,0.18177505830923715,0.13466968635718027,0.169724240899086,0.19487198690573374,0.19321767489115396,0.15070154766241708,0.11192229390144348
CRABP2,0.0,0.0,0.0,0.0,0.0,0.0,0.8628134032090505,0.0,0.0,0.8333333333333334,0.8815114349126816,0.0,0.0
IFI16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FCER1A,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGLN2,0.11550813913345337,0.13401690125465393,0.0,0.08333333333333333,0.251198207338651,0.09308476746082306,0.09971635043621063,0.08541591465473175,0.10062053302923839,0.1356998880704244,0.12228283782800038,0.14458746711413065,0.3107844640811284
PFDN2,0.7474940915902456,0.7683904469013214,0.0,0.0,0.6666666666666666,0.7054510017236074,0.0,0.0,0.0,0.0,0.0,0.0,0.6870726495981216
ADAMTS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FCER1G,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST3,0.3333333333333333,0.34327006340026855,0.0,0.4073001394669215,0.0,0.4454038043816884,0.4913599838813146,0.5440766910711924,0.0,0.42469542225201923,0.4760910173257192,0.0,0.37024863064289093
DPT,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.9195204178492228,0.0,0.0,0.0,0.0
ATP1B1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PRRX1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PRRC2C,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDX6,0.766323318084081,0.7501540829737982,0.0,0.75,0.0,0.7586593975623449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR1AIP2,0.9166666666666666,0.9276714275280634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUL,0.0,0.0,0.0,0.8255124588807424,0.0,0.75,0.0,0.0,0.0,0.8487794399261475,0.0,0.0,0.806466152270635
RGS16,0.0,0.0,0.0,0.6753943512837092,0.0,0.0,0.0,0.7879192183415095,0.6666666666666666,0.7114745378494263,0.0,0.0,0.697507917881012
ARPC5,0.4570203373829524,0.4754725793997447,0.0,0.5118914147218069,0.6716172446807226,0.5466105788946152,0.49402003983656567,0.545504609743754,0.0,0.0,0.0,0.0,0.4166666666666667
RGS1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8613635748624802,0.8333333333333334,0.8392850657304128,0.0,0.0
PTPRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PKP1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOR1,0.9166666666666666,0.9581635395685831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTG2,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9740223189194998,0.0,0.0,0.0,0.0,0.0
PRELP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPE,0.7507319897413254,0.7629687736431757,0.0,0.75,0.0,0.7762321432431539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUCKS1,0.3333333333333333,0.3626004308462143,0.0,0.487545907497406,0.0,0.4020221581061681,0.48102626701196033,0.43392137189706165,0.4366302788257599,0.5063568204641342,0.3831171492735545,0.0,0.0
CD55,0.68002550303936,0.6992131471633911,0.0,0.0,0.0,0.6194251676400503,0.5980305721362432,0.0,0.0,0.0,0.7174484183390936,0.0,0.5833333333333334
CD34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MIR205HG,0.9166666666666666,0.9399749885002772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0S2,0.0,0.0,0.0,0.0,0.9404210696617762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666
IRF6,0.930656835436821,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENF,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8874707718690237,0.0,0.0,0.0,0.9096649289131165,0.0,0.0
ATF3,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.934469203154246,0.0,0.0,0.0,0.0,0.8581414322058359
PROX1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEGS1,0.9166666666666666,0.9229167650143305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRP9,0.5971014946699142,0.5894554207722346,0.0,0.6721489379803339,0.0,0.6645909398794174,0.6125180373589197,0.0,0.0,0.0,0.0,0.0,0.5833333333333334
H3-3A,0.10665549337863922,0.12701610227425894,0.0,0.17805125812689462,0.14470102389653525,0.13685719668865204,0.1389840543270111,0.09846536318461101,0.09999887645244598,0.11463861167430878,0.08359503746032715,0.08333333333333333,0.1264486312866211
ARF1,0.7498934268951416,0.7324141512314478,0.0,0.6666666666666666,0.0,0.8010643968979517,0.0,0.0,0.0,0.0,0.0,0.0,0.7301224072774252
GUK1,0.16445676485697427,0.20846634109814963,0.0,0.3127206265926361,0.08333333333333333,0.12420932948589325,0.11135509610176086,0.15551483631134033,0.0845734824736913,0.10930693646272023,0.14937153458595276,0.10664002597332001,0.2140149474143982
IRF2BP2,0.8676253457864126,0.8565235088268915,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMM20,0.8540842632452647,0.8499781042337418,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPU,0.75,0.7946613182624181,0.0,0.0,0.0,0.0,0.0,0.8452236851056417,0.0,0.0,0.0,0.0,0.7509546925624212
RPS7,0.2279717673858007,0.18001522620519003,0.0,0.15445614357789358,0.11058065791924794,0.1338940461476644,0.10287758708000183,0.14303524792194366,0.08984140555063884,0.08837512632211049,0.08333333333333333,0.17165623108545938,0.13157813747723898
ID2,0.0,0.0,0.0,0.7340931991736094,0.8305758585532507,0.6666666666666666,0.0,0.0,0.0,0.7648415217796961,0.0,0.7734696567058563,0.0
YWHAQ,0.28780045608679455,0.281097744901975,0.0,0.2611904541651408,0.0,0.29180749257405597,0.28328172862529755,0.35871658722559613,0.28895270327727,0.33595534165700275,0.3819156438112259,0.0,0.25
LAPTM4A,0.17719080547491708,0.19007594883441925,0.0,0.19413383801778158,0.16666666666666666,0.23049392799536386,0.3628138949473699,0.2219687799612681,0.3617597172657649,0.34967291355133057,0.33781184752782184,0.0,0.1738958309094111
RHOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SF3B6,0.8654749343792597,0.8567284991343816,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB10,0.9310670842727026,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OST4,0.1257067769765854,0.08333333333333333,0.0,0.1889535536368688,0.09835975865523021,0.1549223413070043,0.17948622504870096,0.08709157009919484,0.08489577968915303,0.13578209777673086,0.2004161278406779,0.2536484698454539,0.11902637283007304
ATRAID,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.9653095006942749,0.0,0.0
MRPL33,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9672858367363611
FOSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.9223458170890808
PPP1CB,0.4225422292947769,0.47355400025844574,0.0,0.3333333333333333,0.5243954161802927,0.38204042613506317,0.0,0.4867393473784129,0.0,0.0,0.38213931520779926,0.5098865280548731,0.3360649694999059
LBH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
QPCT,0.0,0.0,0.0,0.0,0.0,0.9391785909732183,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0
CDC42EP3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF7,0.75,0.7880992541710535,0.0,0.0,0.0,0.7519203871488571,0.0,0.0,0.0,0.0,0.0,0.866325224439303,0.0
EML4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
COX7A2L,0.7002738813559214,0.7786271770795187,0.0,0.6666666666666666,0.0,0.6955035130182902,0.0,0.0,0.0,0.0,0.0,0.0,0.6727069218953451
ZFP36L2,0.3258993476629257,0.3788602352142334,0.0,0.2655837833881378,0.0,0.25133998195330304,0.30688634514808655,0.0,0.33784908552964527,0.4624803413947423,0.3614203284184138,0.39610693355401355,0.25
EPAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CALM2,0.10745383302370708,0.1788362661997477,0.0,0.09514640768369038,0.08528980612754822,0.12299335996309917,0.0985538512468338,0.218648428718249,0.11311734716097514,0.15841509898503622,0.08677308261394501,0.08333333333333333,0.08479923506577809
SPTBN1,0.0,0.0,0.0,0.9158741931120554,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.8793767889340719
RTN4,0.32468806207180023,0.38386928538481396,0.0,0.20784803728262582,0.17452261845270792,0.25852098564306897,0.2453521490097046,0.16666666666666666,0.2531142681837082,0.2453889101743698,0.28655190765857697,0.0,0.1743097205956777
RPS27A,0.15400876104831696,0.15187560518582663,0.0,0.12912119925022125,0.08766530950864156,0.09087640047073364,0.09094243248303731,0.11579431096712749,0.10978607336680095,0.0889849066734314,0.08333333333333333,0.18799395362536112,0.1152535726626714
EFEMP1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REL,0.6109259476264318,0.6534232497215271,0.0,0.0,0.7991156578063965,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.63600821296374,0.6155547102292379
PELI1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB1A,0.8333333333333334,0.8504702200492223,0.0,0.0,0.0,0.8339826414982477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCBP1,0.17024432122707367,0.18176978826522827,0.0,0.17726194858551025,0.2810159921646118,0.19106848041216531,0.10844745735327403,0.13881945610046387,0.10783750315507253,0.08333333333333333,0.12240396936734517,0.13733472426732382,0.1694310655196508
SNRPG,0.7862216184536616,0.7884286741415659,0.0,0.0,0.0,0.7873392204443613,0.0,0.0,0.0,0.0,0.0,0.0,0.75
MTHFD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
POLE4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TMSB10,0.08333333333333333,0.08492196599642436,0.0,0.21293542285760245,0.20888330042362213,0.1405225396156311,0.15977750221888223,0.09214911858240764,0.15996073186397552,0.15960903962453207,0.18840265274047852,0.18960941831270853,0.23024711509545645
VAMP8,0.7872546563545862,0.7514973332484564,0.0,0.0,0.7736276288827261,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAMP5,0.0,0.0,0.0,0.8333333333333334,0.0,0.8454802930355072,0.0,0.0,0.0,0.0,0.0,0.0,0.8493525286515554
RNF181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP2,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9349363048871359,0.0
ARID5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9326290339231491,0.0,0.0,0.0,0.0,0.9166666666666666
COX5B,0.31342487533887226,0.2747998684644699,0.0,0.3566589951515198,0.3215653598308563,0.44804997742176056,0.28091491758823395,0.3632165938615799,0.0,0.25,0.258675421277682,0.0,0.3005347599585851
EIF5B,0.8669633716344833,0.8744816233714422,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
