,b_memory,cd4_cm,cd4_naive,cd4_tem,cd4_temra,cd4_treg,cd4_trm,cd8_naive,cd8_tem,cd8_temra,cd8_trm,dc2,dc_migratory,ilc3,macrophage,mast_cell,nk_cd56br,nk_ilc_precursor,progenitor
PGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3228619,0.0,0.0,0.0,0.0,0.0,0.0
TARDBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
AGTRAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
TNFRSF1B,0.0,0.0,0.0,0.0,0.3356353,0.0,0.0,0.0,0.0,0.0,0.0,0.43694288,0.4505896,0.0,0.6855087,0.0,0.24021037,0.0,0.0
DHRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.6760327,0.0
EFHD2,0.0,0.0,0.0,0.0,0.9070334,0.0,0.0,0.0,0.0,0.9478778,0.0,0.0,0.0,0.0,0.0,0.0,0.5120857,0.8576977,0.0
PLEKHM2,0.53209877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
NECAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
UBR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35225552,0.0,0.0,0.0,0.0,0.0,0.0
CAPZB,0.5227829,0.0,0.6939904,0.0,0.7783817,0.0,0.0,0.0,0.71572983,0.9698353,0.569645,0.0,0.50903547,0.0,0.0,0.0,0.0,0.0,0.0
HP1BP3,0.56590044,0.6781527,0.70167655,0.0,0.69776136,0.0,0.0,0.65535116,0.0,0.9625559,0.0,0.0,0.0,0.7673841,0.0,0.0,0.39857352,0.0,0.0
USP48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43612653,0.0,0.0
CDC42,1.1338202,0.7105548,0.6931472,0.0,1.229275,0.63999027,0.76438904,0.8865355,0.8971356,0.9478778,0.8167894,0.7322581,0.6923061,0.7538037,0.47293478,0.0,0.47452185,0.8045997,0.0
HNRNPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5505898,0.0,0.0,0.13439381,0.0,0.0
RPL11,3.1067371,3.2408986,3.3052852,3.168009,2.7991467,2.9767659,3.0058024,2.8926218,2.9587011,2.6600382,2.9277267,2.522478,2.3944027,2.7489285,2.341556,3.2639222,2.5261066,2.8502855,2.5421562
PITHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
PNRC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32749718,0.0,0.0
SRSF10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.8576977,0.0
SRRM1,0.50694203,0.0,0.5490979,0.77672654,0.7856362,0.79679114,0.79788643,0.0,0.25673515,0.9072202,0.845104,0.43477374,0.35060424,0.59762055,0.0,0.0,0.32749718,0.0,0.0
CLIC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35808298,0.0,0.0,0.0,0.0,0.0,0.0
RUNX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9625559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSRP1,0.50694203,0.49408194,0.0,0.0,0.37391704,0.0,0.0,0.0,0.8037504,0.72557294,0.6756902,0.0,0.3459172,0.5505898,0.0,0.0,0.6089157,0.0,0.0
TMEM50A,0.0,0.0,0.0,0.0,0.36212605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.22380723,0.0
STMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0526652,0.94037396
SH3BGRL3,1.337631,1.1496277,1.2301993,1.3678148,2.380271,1.3900054,0.9198067,1.2763042,1.5749038,1.4907439,1.0752679,1.0970123,0.5432364,1.4518839,1.7866728,2.5014071,1.0668135,0.6760327,0.0
CD52,1.8900975,1.1097327,1.444692,0.91212434,2.2640724,0.9205709,0.6024602,0.95896006,0.7942209,0.9698353,0.0,0.0,0.0,1.0092907,0.0,0.0,0.0,0.0,0.0
HMGN2,0.0,0.6820326,0.7276966,0.0,0.8254957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62691504,0.0,0.0,0.59038115,1.8611153,0.0
RPS6KA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
ARID1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406571,0.0
NUDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5610374,0.0
SYTL1,0.0,0.0,0.0,0.0,0.28562698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WASF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22380723,0.0
DNAJC8,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6760327,0.0
ATP5IF1,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,1.1950641
SNHG12,0.0,0.0,0.0,0.7005677,0.0,0.0,0.0,0.0,0.0,0.0,0.897786,0.0,0.0,0.0,0.0,0.0,0.5120857,0.8576977,0.0
EPB41,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6814301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF4,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.5508892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57687706
LAPTM5,1.4901028,1.0614426,1.045009,1.0529828,1.0261657,0.9243053,1.1520383,1.0478933,1.4555979,0.9625559,0.84075207,0.7902998,0.47710416,0.0,0.723987,1.8394024,0.32749718,0.8045997,0.0
PUM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57052034,0.0,0.0
PTP4A2,0.5227829,0.0,0.0,0.7997006,1.2452407,0.0,0.0,0.6301565,0.71117735,0.9478778,0.83805615,0.6517993,0.7020882,0.0,0.0,0.0,1.0265076,0.5610374,0.5698055
KHDRBS1,0.5227829,0.0,0.58102345,0.0,0.0,0.0,0.0,0.0,0.53452146,0.72557294,0.6100073,0.0,0.0,0.7423787,0.0,0.0,0.7636237,0.0,1.4040587
EIF3I,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66596663,0.0,0.0
LCK,0.0,0.7374168,0.8014896,0.0,0.70955235,0.0,0.0,0.95896006,0.6491469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
HDAC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6418716,0.0,0.0
MARCKSL1,0.86433625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27010575,0.0,0.0,0.0,0.24021037,0.0,0.0
RBBP4,0.53209877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6760327,0.57687706
SYNC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5610374,0.0
TMEM35B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22380723,0.0
SFPQ,0.9250783,0.74552906,0.7100476,0.65332294,0.96551234,0.8156037,0.9134196,0.6661341,0.0,0.0,0.7513754,0.0,0.0,0.7423787,0.0,0.0,0.9527627,0.0,0.5698055
MAP7D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120857,0.0,0.0
THRAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72557294,0.0,0.0,0.0,0.6659126,0.0,0.0,0.6179022,0.69480556,0.0
ZC3H12A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
FHL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39857352,0.0,0.0
NDUFS5,0.0,0.6253024,0.5490979,0.0,0.786142,0.0,0.0,0.5508892,0.6491469,0.9072202,0.0,0.0,0.0,0.0,0.0,0.7318617,0.2641797,0.5610374,0.0
MACF1,0.5227829,0.0,0.0,0.0,0.69776136,0.0,0.0,0.0,0.33801636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.030942,0.22380723,0.0
CAP1,0.0,0.0,0.0,0.0,0.9104327,0.0,0.0,0.5508892,0.8037504,0.9478778,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
RLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
SMAP2,0.50694203,0.67513263,0.6248701,0.0,0.0,0.79358447,0.9285197,0.8292878,0.90802675,0.9625559,1.1675696,0.30501395,0.75460714,0.6659126,0.0,0.0,0.6089157,0.0,0.0
CTPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
FOXJ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
PPCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37769184,0.0,0.0
PPIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406571,0.0
YBX1,0.5666929,1.0969098,1.1342789,1.2811424,1.3161093,1.051669,1.2798162,1.157033,1.3427331,1.7770739,1.3173759,1.3488336,1.2995163,1.0798804,1.3604082,1.316716,1.2166338,1.8952816,1.1950641
ATP6V0B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1008228,0.0
RPS8,3.269191,3.3257074,3.5401645,2.9659853,2.8771696,3.0029423,2.8439054,3.1992214,2.951068,3.2043233,2.5456238,2.7688794,2.6626642,2.7461455,2.5806112,3.4321275,2.6406121,2.2133558,3.5198605
PRDX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74019396,0.0,0.0,0.0,0.42191574,0.0,0.0,0.0,0.0,0.0,0.0
NASP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8576977,0.0
UQCRH,0.0,0.778181,0.8014896,0.0,0.797933,0.8736201,0.0,1.0477487,0.681373,0.0,0.67500633,0.37714028,0.0,0.5505898,0.0,0.0,0.6418716,1.1008228,1.737447
EFCAB14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
CMPK1,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS15,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
TUT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
CZIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406571,0.0
MAGOH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6418716,0.0,0.0
TMEM59,0.0,0.0,0.0,0.5370274,0.6076749,0.6569616,0.0,0.4918733,0.621143,0.0,0.77172446,0.0,0.0,0.5505898,0.0,0.0,0.32749718,0.6760327,0.0
MRPL37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5610374,0.0
JUN,2.899517,2.6988027,2.500264,1.5837616,2.4449358,2.010355,1.7044361,1.4924566,2.1319706,1.7770739,0.0,1.0029842,0.89771694,3.5418088,1.0003147,0.0,3.0432572,1.5819124,0.0
TM2D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
JAK1,0.84174526,0.8206687,0.7100476,0.7385132,0.817662,0.99009633,0.8476757,0.89242995,0.71117735,0.9072202,0.87381583,0.59041715,0.78490436,1.0798804,0.0,0.0,1.1389043,0.69480556,0.0
PDE4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8344899,0.0,0.0,0.0,0.24021037,0.0,0.0
MIER1,0.0,0.0,0.0,0.0,0.3356353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERBP1,0.53209877,0.0,0.0,0.5023729,0.0,0.0,0.0,0.0,0.25673515,0.9698353,0.7478341,0.0,0.0,0.0,0.0,0.0,0.9150827,0.0,0.5698055
SRSF11,0.5227829,0.0,0.0,0.7005677,0.8327502,0.0,0.0,0.7429344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32749718,0.0,0.0
RABGGTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5610374,0.0
ZZZ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22380723,0.0
USP33,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69480556,0.0
RPF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57687706
GNG5,0.0,0.0,0.6532165,0.5592551,0.93594575,0.0,0.0,0.6301565,0.27778634,0.9625559,0.0,0.9532368,1.0166813,0.62691504,0.65950763,1.0881758,0.7387016,0.9182804,0.5698055
MCOLN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27010575,0.0,0.0,0.0,0.0,0.0,0.0
SELENOF,0.0,0.0,0.0,0.0,0.75081885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
PKN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
GBP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
TGFBR3,0.0,0.0,0.0,0.0,0.28562698,0.0,0.0,0.0,0.53452146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL5,2.382784,2.3421035,2.609858,2.1656334,2.2015715,2.1123748,2.1639998,2.2841704,2.3076386,2.0215528,2.010018,1.5616858,1.4515826,2.1234698,1.0168171,2.5107348,1.933543,2.0526652,2.5421562
TMED5,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNTTIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25673515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1PR1,0.0,0.0,0.0,0.0,0.37690184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAV3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
EEIG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25673515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPF38B,0.0,0.0,0.0,0.0,0.68417394,0.0,0.0,0.0,0.81117535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5610374,0.0
PSMA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
GNAI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39857352,0.0,0.0
GSTM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57507086,0.0,0.0
LAMTOR5,0.53209877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
CD53,0.0,0.0,0.67341626,0.6306507,0.797933,0.0,0.0,0.8865355,0.7979101,0.0,0.8179788,0.0,0.0,0.62691504,0.0,0.0,0.7794788,0.8127727,0.0
DRAM2,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND2D,0.0,0.6331957,0.8825185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
ATP5PB,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAP1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
RHOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45907384,0.7098579,0.0,0.0,0.0,0.0,0.8045997,0.0
RSBN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8576977,0.9305274
PTPN22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406571,0.0
AP4B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
TRIM33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
BCAS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22380723,0.0
CSDE1,0.0,0.0,0.0,0.6831921,0.37690184,0.0,0.80526567,0.8003502,0.0,0.0,0.6477333,0.57046854,0.6923061,0.6973847,0.0,0.0,0.7047405,0.0,0.57687706
ATP1A1,0.0,0.6269837,0.67500633,0.0,0.32204792,0.0,0.0,0.0,0.25673515,0.9072202,0.60406506,0.74643946,0.76231116,0.0,0.0,0.0,0.24021037,0.5610374,0.0
CD58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40490445,0.0,0.0,0.0,0.0,0.0,0.0
CD2,0.0,0.6757008,0.5490979,0.9034213,0.8327502,0.0,0.0,0.0,0.8069761,0.9072202,0.71309704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOTCH2,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC22B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
CD160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7047405,0.0,0.0
RNF115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
RBM8A,0.0,0.0,0.0,0.0,0.8028862,0.0,0.0,0.0,0.0,0.0,0.60163164,0.0,0.0,0.0,0.0,0.0,0.76805806,0.5610374,1.6281774
TXNIP,2.0620232,1.5858679,1.1616092,1.409379,1.5540024,1.4339612,1.6679358,1.3454962,1.377918,0.0,1.8425919,0.0,0.0,1.1964186,0.0,0.0,1.3653798,0.0,0.0
PDE4DIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4740619,0.49330303,0.0,0.9397003,0.0,0.0,0.0,0.0
SF3B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25673515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50439006,0.0,0.0
PLEKHO1,0.5666929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANP32E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59762055,0.0,0.0,0.0,0.8127727,0.0
APH1A,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8766874,0.0,0.0
MCL1,0.0,0.1473331,0.0,0.93480086,0.9115691,0.0,0.96537066,0.7429344,1.1768574,0.9625559,0.7703719,1.2608712,0.99214715,0.6659126,0.6196204,0.0,0.72477496,0.0,0.0
ENSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6158027,0.9478778,0.0,0.0,0.0,0.0,0.0,0.0,0.8182527,0.0,0.0
CDC42SE1,0.0,0.0,0.5943635,0.0,0.69776136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62691504,0.0,0.0,0.0,0.0,0.0
PSMB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
